#           k/h    P           
   0.128359E+01   0.487108E+02
   0.130952E+01   0.465345E+02
   0.133597E+01   0.444512E+02
   0.136296E+01   0.424573E+02
   0.139049E+01   0.405489E+02
   0.141858E+01   0.387226E+02
   0.144724E+01   0.369751E+02
   0.147648E+01   0.353029E+02
   0.150630E+01   0.337031E+02
   0.153673E+01   0.321726E+02
   0.156778E+01   0.307086E+02
   0.159945E+01   0.293082E+02
   0.163176E+01   0.279690E+02
   0.166472E+01   0.266884E+02
   0.169835E+01   0.254644E+02
   0.173266E+01   0.242946E+02
   0.176766E+01   0.231769E+02
   0.180337E+01   0.221092E+02
   0.183980E+01   0.210895E+02
   0.187697E+01   0.201159E+02
   0.191489E+01   0.191865E+02
   0.195357E+01   0.182994E+02
   0.199304E+01   0.174528E+02
   0.203330E+01   0.166451E+02
   0.207437E+01   0.158746E+02
