#           k/h    P           
   0.255337E-02   0.102837E+05
   0.260495E-02   0.104638E+05
   0.265758E-02   0.106465E+05
   0.271126E-02   0.108318E+05
   0.276603E-02   0.110197E+05
   0.282191E-02   0.112101E+05
   0.287892E-02   0.114031E+05
   0.293708E-02   0.115987E+05
   0.299641E-02   0.117970E+05
   0.305694E-02   0.119977E+05
   0.311870E-02   0.122011E+05
   0.318170E-02   0.124071E+05
   0.324597E-02   0.126156E+05
   0.331155E-02   0.128268E+05
   0.337844E-02   0.130404E+05
   0.344669E-02   0.132567E+05
   0.351632E-02   0.134754E+05
   0.358735E-02   0.136967E+05
   0.365982E-02   0.139205E+05
   0.373376E-02   0.141468E+05
   0.380918E-02   0.143755E+05
   0.388613E-02   0.146066E+05
   0.396464E-02   0.148402E+05
   0.404473E-02   0.150761E+05
   0.412644E-02   0.153144E+05
   0.420980E-02   0.155550E+05
   0.429484E-02   0.157978E+05
   0.438160E-02   0.160428E+05
   0.447012E-02   0.162901E+05
   0.456042E-02   0.165394E+05
   0.465255E-02   0.167908E+05
   0.474653E-02   0.170443E+05
   0.484242E-02   0.172997E+05
   0.494024E-02   0.175570E+05
   0.504004E-02   0.178161E+05
   0.514186E-02   0.180769E+05
   0.524573E-02   0.183394E+05
   0.535170E-02   0.186035E+05
   0.545981E-02   0.188692E+05
   0.557011E-02   0.191363E+05
   0.568263E-02   0.194048E+05
   0.579743E-02   0.196746E+05
   0.591455E-02   0.199456E+05
   0.603403E-02   0.202176E+05
   0.615592E-02   0.204905E+05
   0.628028E-02   0.207641E+05
   0.640715E-02   0.210384E+05
   0.653658E-02   0.213131E+05
   0.666863E-02   0.215882E+05
   0.680335E-02   0.218636E+05
   0.694078E-02   0.221392E+05
   0.708100E-02   0.224147E+05
   0.722404E-02   0.226901E+05
   0.736998E-02   0.229651E+05
   0.751886E-02   0.232396E+05
   0.767075E-02   0.235134E+05
   0.782571E-02   0.237863E+05
   0.798380E-02   0.240580E+05
   0.814509E-02   0.243286E+05
   0.830963E-02   0.245977E+05
   0.847750E-02   0.248652E+05
   0.864875E-02   0.251310E+05
   0.882347E-02   0.253947E+05
   0.900171E-02   0.256562E+05
   0.918356E-02   0.259152E+05
   0.936908E-02   0.261715E+05
   0.955835E-02   0.264248E+05
   0.975144E-02   0.266750E+05
   0.994843E-02   0.269216E+05
   0.101494E-01   0.271645E+05
   0.103544E-01   0.274034E+05
   0.105636E-01   0.276380E+05
   0.107770E-01   0.278681E+05
   0.109947E-01   0.280932E+05
   0.112168E-01   0.283133E+05
   0.114434E-01   0.285278E+05
   0.116746E-01   0.287366E+05
   0.119104E-01   0.289394E+05
   0.121510E-01   0.291358E+05
   0.123965E-01   0.293255E+05
   0.126469E-01   0.295081E+05
   0.129024E-01   0.296835E+05
   0.131631E-01   0.298511E+05
   0.134290E-01   0.300108E+05
   0.137003E-01   0.301621E+05
   0.139770E-01   0.303047E+05
   0.142594E-01   0.304382E+05
   0.145474E-01   0.305624E+05
   0.148413E-01   0.306768E+05
   0.151411E-01   0.307812E+05
   0.154470E-01   0.308751E+05
   0.157590E-01   0.309583E+05
   0.160774E-01   0.310304E+05
   0.164022E-01   0.310911E+05
   0.167335E-01   0.311400E+05
   0.170716E-01   0.311769E+05
   0.174164E-01   0.312015E+05
   0.177683E-01   0.312134E+05
   0.181272E-01   0.312123E+05
   0.184934E-01   0.311981E+05
   0.188670E-01   0.311704E+05
   0.192481E-01   0.311290E+05
   0.196370E-01   0.310737E+05
   0.200337E-01   0.310044E+05
   0.204384E-01   0.309208E+05
   0.208513E-01   0.308228E+05
   0.212725E-01   0.307102E+05
   0.217022E-01   0.305832E+05
   0.221406E-01   0.304415E+05
   0.225879E-01   0.302851E+05
   0.230442E-01   0.301141E+05
   0.235097E-01   0.299286E+05
   0.239847E-01   0.297287E+05
   0.244692E-01   0.295145E+05
   0.249635E-01   0.292862E+05
   0.254678E-01   0.290441E+05
   0.259823E-01   0.287885E+05
   0.265072E-01   0.285197E+05
   0.270426E-01   0.282383E+05
   0.275889E-01   0.279445E+05
   0.281463E-01   0.276389E+05
   0.287149E-01   0.273222E+05
   0.292949E-01   0.269949E+05
   0.298867E-01   0.266578E+05
   0.304905E-01   0.263116E+05
   0.311064E-01   0.259569E+05
   0.317348E-01   0.255947E+05
   0.323759E-01   0.252260E+05
   0.330299E-01   0.248516E+05
   0.336972E-01   0.244725E+05
   0.343779E-01   0.240896E+05
   0.350724E-01   0.237041E+05
   0.357809E-01   0.233168E+05
   0.365038E-01   0.229291E+05
   0.372412E-01   0.225416E+05
   0.379935E-01   0.221556E+05
   0.387610E-01   0.217723E+05
   0.395440E-01   0.213927E+05
   0.403429E-01   0.210182E+05
   0.411579E-01   0.206496E+05
   0.419893E-01   0.202878E+05
   0.428375E-01   0.199334E+05
   0.437029E-01   0.195870E+05
   0.445858E-01   0.192489E+05
   0.454865E-01   0.189195E+05
   0.464053E-01   0.185995E+05
   0.473428E-01   0.182899E+05
   0.482992E-01   0.179916E+05
   0.492749E-01   0.177057E+05
   0.502703E-01   0.174328E+05
   0.512858E-01   0.171727E+05
   0.523219E-01   0.169240E+05
   0.533789E-01   0.166853E+05
   0.544572E-01   0.164554E+05
   0.555573E-01   0.162329E+05
   0.566796E-01   0.160167E+05
   0.578246E-01   0.158059E+05
   0.589927E-01   0.155994E+05
   0.601845E-01   0.153962E+05
   0.614003E-01   0.151949E+05
   0.626407E-01   0.149945E+05
   0.639061E-01   0.147938E+05
   0.651971E-01   0.145912E+05
   0.665142E-01   0.143847E+05
   0.678578E-01   0.141727E+05
   0.692287E-01   0.139533E+05
   0.706272E-01   0.137242E+05
   0.720539E-01   0.134835E+05
   0.735095E-01   0.132292E+05
   0.749945E-01   0.129606E+05
   0.765095E-01   0.126776E+05
   0.780551E-01   0.123802E+05
   0.796319E-01   0.120694E+05
   0.812406E-01   0.117468E+05
   0.828817E-01   0.114139E+05
   0.845561E-01   0.110737E+05
   0.862642E-01   0.107288E+05
   0.880068E-01   0.103823E+05
   0.897847E-01   0.100373E+05
   0.915985E-01   0.969691E+04
   0.934489E-01   0.936388E+04
   0.953367E-01   0.904095E+04
   0.972626E-01   0.873061E+04
   0.992274E-01   0.843551E+04
   0.101232E+00   0.815794E+04
   0.103277E+00   0.789975E+04
   0.105363E+00   0.766233E+04
   0.107492E+00   0.744679E+04
   0.109663E+00   0.725293E+04
   0.111879E+00   0.707953E+04
   0.114139E+00   0.692505E+04
   0.116445E+00   0.678618E+04
   0.118797E+00   0.665931E+04
   0.121197E+00   0.654035E+04
   0.123645E+00   0.642470E+04
   0.126143E+00   0.630804E+04
   0.128691E+00   0.618632E+04
   0.131291E+00   0.605597E+04
   0.133943E+00   0.591453E+04
   0.136649E+00   0.576029E+04
   0.139409E+00   0.559311E+04
   0.142226E+00   0.541381E+04
   0.145099E+00   0.522450E+04
   0.148030E+00   0.502803E+04
   0.151020E+00   0.482803E+04
   0.154071E+00   0.462842E+04
   0.157184E+00   0.443368E+04
   0.160359E+00   0.424819E+04
   0.163598E+00   0.407625E+04
   0.166903E+00   0.392117E+04
   0.170275E+00   0.378471E+04
   0.173715E+00   0.366661E+04
   0.177224E+00   0.356470E+04
   0.180804E+00   0.347535E+04
   0.184457E+00   0.339441E+04
   0.188183E+00   0.331760E+04
   0.191985E+00   0.324082E+04
   0.195863E+00   0.316020E+04
   0.199820E+00   0.307237E+04
   0.203856E+00   0.297543E+04
   0.207974E+00   0.286946E+04
   0.212176E+00   0.275679E+04
   0.216462E+00   0.264123E+04
   0.220835E+00   0.252695E+04
   0.225296E+00   0.241790E+04
   0.229847E+00   0.231729E+04
   0.234490E+00   0.222730E+04
   0.239227E+00   0.214853E+04
   0.244060E+00   0.207984E+04
   0.248990E+00   0.201873E+04
   0.254020E+00   0.196193E+04
   0.259152E+00   0.190594E+04
   0.264387E+00   0.184755E+04
   0.269728E+00   0.178477E+04
   0.275177E+00   0.171764E+04
   0.280736E+00   0.164803E+04
   0.286407E+00   0.157861E+04
   0.292193E+00   0.151188E+04
   0.298096E+00   0.144988E+04
   0.304118E+00   0.139399E+04
   0.310261E+00   0.134423E+04
   0.316529E+00   0.129905E+04
   0.322923E+00   0.125613E+04
   0.329447E+00   0.121344E+04
   0.336102E+00   0.116974E+04
   0.342892E+00   0.112469E+04
   0.349819E+00   0.107898E+04
   0.356885E+00   0.103418E+04
   0.364095E+00   0.991852E+03
   0.371450E+00   0.952764E+03
   0.378954E+00   0.916747E+03
   0.386609E+00   0.883066E+03
   0.394419E+00   0.850667E+03
   0.402387E+00   0.818544E+03
   0.410516E+00   0.786304E+03
   0.418809E+00   0.754364E+03
   0.427269E+00   0.723456E+03
   0.435901E+00   0.694120E+03
   0.444706E+00   0.666584E+03
   0.453690E+00   0.640641E+03
   0.462855E+00   0.615684E+03
   0.472206E+00   0.591315E+03
   0.481745E+00   0.567433E+03
   0.491477E+00   0.544149E+03
   0.501405E+00   0.521828E+03
   0.511534E+00   0.500621E+03
   0.521868E+00   0.480409E+03
   0.532411E+00   0.461023E+03
   0.543166E+00   0.442238E+03
   0.554139E+00   0.423981E+03
   0.565333E+00   0.406444E+03
   0.576753E+00   0.389664E+03
   0.588404E+00   0.373566E+03
   0.600291E+00   0.358090E+03
   0.612418E+00   0.343209E+03
   0.624789E+00   0.328899E+03
   0.637411E+00   0.315141E+03
   0.650288E+00   0.301921E+03
   0.663424E+00   0.289225E+03
   0.676826E+00   0.277039E+03
   0.690499E+00   0.265341E+03
   0.704448E+00   0.254110E+03
   0.718679E+00   0.243329E+03
   0.733197E+00   0.232981E+03
   0.748009E+00   0.223049E+03
   0.763119E+00   0.213518E+03
   0.778536E+00   0.204373E+03
   0.794263E+00   0.195599E+03
   0.810308E+00   0.187183E+03
   0.826677E+00   0.179112E+03
   0.843378E+00   0.171371E+03
   0.860415E+00   0.163949E+03
   0.877797E+00   0.156833E+03
   0.895529E+00   0.150012E+03
   0.913620E+00   0.143473E+03
   0.932076E+00   0.137207E+03
   0.950906E+00   0.131202E+03
   0.970115E+00   0.125449E+03
   0.989713E+00   0.119937E+03
   0.100971E+01   0.114657E+03
   0.103010E+01   0.109599E+03
   0.105091E+01   0.104756E+03
   0.107214E+01   0.100118E+03
   0.109380E+01   0.956778E+02
   0.111590E+01   0.914266E+02
   0.113844E+01   0.873571E+02
   0.116144E+01   0.834620E+02
   0.118490E+01   0.797343E+02
   0.120884E+01   0.761670E+02
   0.123326E+01   0.727537E+02
   0.125817E+01   0.694880E+02
   0.128359E+01   0.663637E+02
   0.130952E+01   0.633747E+02
   0.133597E+01   0.605156E+02
   0.136296E+01   0.577807E+02
   0.139049E+01   0.551649E+02
   0.141858E+01   0.526631E+02
   0.144724E+01   0.502706E+02
   0.147648E+01   0.479827E+02
   0.150630E+01   0.457950E+02
   0.153673E+01   0.437033E+02
   0.156778E+01   0.417034E+02
   0.159945E+01   0.397916E+02
   0.163176E+01   0.379640E+02
   0.166472E+01   0.362175E+02
   0.169835E+01   0.345486E+02
   0.173266E+01   0.329544E+02
   0.176766E+01   0.314318E+02
   0.180337E+01   0.299779E+02
   0.183980E+01   0.285898E+02
   0.187697E+01   0.272648E+02
   0.191489E+01   0.260003E+02
   0.195357E+01   0.247937E+02
   0.199304E+01   0.236425E+02
   0.203330E+01   0.225444E+02
   0.207437E+01   0.214970E+02
