#    L    TT             EE             TE             PP             TP          
    75   0.185250E+04   0.367512E+00  -0.749635E+01   0.536905E+07   0.887888E+04
    76   0.187645E+04   0.380711E+00  -0.796906E+01   0.533958E+07   0.875672E+04
    77   0.190056E+04   0.394068E+00  -0.845177E+01   0.531001E+07   0.863672E+04
    78   0.192481E+04   0.407570E+00  -0.894410E+01   0.528036E+07   0.851838E+04
    79   0.194927E+04   0.421209E+00  -0.944597E+01   0.525065E+07   0.840122E+04
    80   0.197394E+04   0.434973E+00  -0.995743E+01   0.522091E+07   0.828475E+04
    81   0.199885E+04   0.448852E+00  -0.104783E+02   0.519114E+07   0.816866E+04
    82   0.202402E+04   0.462836E+00  -0.110080E+02   0.516138E+07   0.805338E+04
    83   0.204941E+04   0.476915E+00  -0.115460E+02   0.513162E+07   0.793953E+04
    84   0.207505E+04   0.491078E+00  -0.120916E+02   0.510189E+07   0.782773E+04
    85   0.210090E+04   0.505315E+00  -0.126445E+02   0.507221E+07   0.771859E+04
    86   0.212698E+04   0.519616E+00  -0.132038E+02   0.504257E+07   0.761259E+04
    87   0.215326E+04   0.533970E+00  -0.137693E+02   0.501300E+07   0.750965E+04
    88   0.217970E+04   0.548364E+00  -0.143405E+02   0.498350E+07   0.740956E+04
    89   0.220632E+04   0.562787E+00  -0.149172E+02   0.495408E+07   0.731210E+04
    90   0.223313E+04   0.577221E+00  -0.154992E+02   0.492475E+07   0.721706E+04
    91   0.226012E+04   0.591656E+00  -0.160862E+02   0.489551E+07   0.712424E+04
    92   0.228731E+04   0.606076E+00  -0.166780E+02   0.486636E+07   0.703355E+04
    93   0.231471E+04   0.620468E+00  -0.172742E+02   0.483732E+07   0.694493E+04
    94   0.234230E+04   0.634821E+00  -0.178745E+02   0.480839E+07   0.685831E+04
    95   0.237012E+04   0.649121E+00  -0.184784E+02   0.477957E+07   0.677362E+04
    96   0.239814E+04   0.663354E+00  -0.190856E+02   0.475085E+07   0.669080E+04
    97   0.242637E+04   0.677507E+00  -0.196956E+02   0.472226E+07   0.660977E+04
    98   0.245482E+04   0.691566E+00  -0.203080E+02   0.469379E+07   0.653047E+04
    99   0.248346E+04   0.705518E+00  -0.209223E+02   0.466544E+07   0.645283E+04
   100   0.251232E+04   0.719352E+00  -0.215381E+02   0.463722E+07   0.637678E+04
   101   0.254138E+04   0.733055E+00  -0.221548E+02   0.460913E+07   0.630226E+04
   102   0.257065E+04   0.746605E+00  -0.227722E+02   0.458117E+07   0.622921E+04
   103   0.260010E+04   0.760004E+00  -0.233895E+02   0.455335E+07   0.615754E+04
   104   0.262975E+04   0.773224E+00  -0.240064E+02   0.452568E+07   0.608720E+04
   105   0.265958E+04   0.786257E+00  -0.246223E+02   0.449815E+07   0.601811E+04
   106   0.268959E+04   0.799092E+00  -0.252365E+02   0.447077E+07   0.595021E+04
   107   0.271977E+04   0.811721E+00  -0.258487E+02   0.444355E+07   0.588344E+04
   108   0.275011E+04   0.824123E+00  -0.264583E+02   0.441648E+07   0.581772E+04
   109   0.278061E+04   0.836292E+00  -0.270647E+02   0.438958E+07   0.575299E+04
   110   0.281126E+04   0.848208E+00  -0.276674E+02   0.436283E+07   0.568918E+04
   111   0.284206E+04   0.859864E+00  -0.282659E+02   0.433626E+07   0.562623E+04
   112   0.287300E+04   0.871253E+00  -0.288596E+02   0.430985E+07   0.556414E+04
   113   0.290407E+04   0.882353E+00  -0.294482E+02   0.428362E+07   0.550289E+04
   114   0.293527E+04   0.893150E+00  -0.300309E+02   0.425755E+07   0.544250E+04
   115   0.296659E+04   0.903645E+00  -0.306073E+02   0.423165E+07   0.538296E+04
   116   0.299803E+04   0.913823E+00  -0.311769E+02   0.420592E+07   0.532427E+04
   117   0.302959E+04   0.923662E+00  -0.317392E+02   0.418036E+07   0.526644E+04
   118   0.306124E+04   0.933163E+00  -0.322936E+02   0.415498E+07   0.520945E+04
   119   0.309298E+04   0.942312E+00  -0.328396E+02   0.412976E+07   0.515332E+04
   120   0.312482E+04   0.951101E+00  -0.333768E+02   0.410472E+07   0.509803E+04
   121   0.315674E+04   0.959516E+00  -0.339046E+02   0.407985E+07   0.504360E+04
   122   0.318873E+04   0.967551E+00  -0.344225E+02   0.405516E+07   0.499002E+04
   123   0.322078E+04   0.975198E+00  -0.349300E+02   0.403063E+07   0.493728E+04
   124   0.325290E+04   0.982443E+00  -0.354266E+02   0.400628E+07   0.488540E+04
   125   0.328505E+04   0.989287E+00  -0.359118E+02   0.398211E+07   0.483436E+04
   126   0.331726E+04   0.995715E+00  -0.363852E+02   0.395810E+07   0.478418E+04
   127   0.334949E+04   0.100173E+01  -0.368461E+02   0.393428E+07   0.473484E+04
   128   0.338174E+04   0.100731E+01  -0.372942E+02   0.391063E+07   0.468635E+04
   129   0.341401E+04   0.101246E+01  -0.377291E+02   0.388715E+07   0.463871E+04
   130   0.344629E+04   0.101717E+01  -0.381500E+02   0.386385E+07   0.459192E+04
   131   0.347856E+04   0.102144E+01  -0.385567E+02   0.384073E+07   0.454597E+04
   132   0.351083E+04   0.102527E+01  -0.389486E+02   0.381779E+07   0.450085E+04
   133   0.354309E+04   0.102863E+01  -0.393254E+02   0.379502E+07   0.445651E+04
   134   0.357532E+04   0.103156E+01  -0.396864E+02   0.377242E+07   0.441295E+04
   135   0.360752E+04   0.103402E+01  -0.400314E+02   0.374999E+07   0.437012E+04
   136   0.363968E+04   0.103602E+01  -0.403598E+02   0.372774E+07   0.432801E+04
   137   0.367181E+04   0.103755E+01  -0.406712E+02   0.370566E+07   0.428658E+04
   138   0.370388E+04   0.103863E+01  -0.409652E+02   0.368374E+07   0.424581E+04
   139   0.373589E+04   0.103925E+01  -0.412414E+02   0.366200E+07   0.420567E+04
   140   0.376784E+04   0.103940E+01  -0.414994E+02   0.364042E+07   0.416613E+04
   141   0.379972E+04   0.103910E+01  -0.417388E+02   0.361901E+07   0.412718E+04
   142   0.383151E+04   0.103834E+01  -0.419592E+02   0.359777E+07   0.408877E+04
   143   0.386323E+04   0.103712E+01  -0.421604E+02   0.357669E+07   0.405089E+04
   144   0.389484E+04   0.103546E+01  -0.423418E+02   0.355577E+07   0.401350E+04
   145   0.392635E+04   0.103333E+01  -0.425031E+02   0.353502E+07   0.397658E+04
   146   0.395774E+04   0.103077E+01  -0.426439E+02   0.351443E+07   0.394010E+04
   147   0.398899E+04   0.102777E+01  -0.427639E+02   0.349400E+07   0.390404E+04
   148   0.402009E+04   0.102434E+01  -0.428626E+02   0.347373E+07   0.386836E+04
   149   0.405104E+04   0.102048E+01  -0.429397E+02   0.345362E+07   0.383305E+04
   150   0.408180E+04   0.101620E+01  -0.429948E+02   0.343366E+07   0.379806E+04
   151   0.411238E+04   0.101151E+01  -0.430276E+02   0.341386E+07   0.376339E+04
   152   0.414276E+04   0.100642E+01  -0.430378E+02   0.339422E+07   0.372903E+04
   153   0.417294E+04   0.100093E+01  -0.430252E+02   0.337473E+07   0.369498E+04
   154   0.420292E+04   0.995070E+00  -0.429896E+02   0.335540E+07   0.366124E+04
   155   0.423269E+04   0.988829E+00  -0.429306E+02   0.333622E+07   0.362782E+04
   156   0.426226E+04   0.982230E+00  -0.428480E+02   0.331719E+07   0.359471E+04
   157   0.429160E+04   0.975271E+00  -0.427417E+02   0.329831E+07   0.356192E+04
   158   0.432073E+04   0.967982E+00  -0.426114E+02   0.327958E+07   0.352945E+04
   159   0.434962E+04   0.960360E+00  -0.424569E+02   0.326100E+07   0.349731E+04
   160   0.437828E+04   0.952428E+00  -0.422780E+02   0.324257E+07   0.346549E+04
   161   0.440668E+04   0.944198E+00  -0.420745E+02   0.322429E+07   0.343400E+04
   162   0.443480E+04   0.935685E+00  -0.418462E+02   0.320615E+07   0.340283E+04
   163   0.446265E+04   0.926916E+00  -0.415929E+02   0.318816E+07   0.337200E+04
   164   0.449021E+04   0.917891E+00  -0.413145E+02   0.317032E+07   0.334151E+04
   165   0.451747E+04   0.908630E+00  -0.410108E+02   0.315261E+07   0.331134E+04
   166   0.454441E+04   0.899154E+00  -0.406816E+02   0.313505E+07   0.328152E+04
   167   0.457104E+04   0.889485E+00  -0.403269E+02   0.311764E+07   0.325204E+04
   168   0.459733E+04   0.879643E+00  -0.399467E+02   0.310036E+07   0.322289E+04
   169   0.462330E+04   0.869650E+00  -0.395408E+02   0.308322E+07   0.319410E+04
   170   0.464892E+04   0.859519E+00  -0.391093E+02   0.306622E+07   0.316564E+04
   171   0.467419E+04   0.849278E+00  -0.386521E+02   0.304937E+07   0.313754E+04
   172   0.469910E+04   0.838949E+00  -0.381691E+02   0.303264E+07   0.310979E+04
   173   0.472365E+04   0.828553E+00  -0.376603E+02   0.301606E+07   0.308239E+04
   174   0.474782E+04   0.818110E+00  -0.371258E+02   0.299961E+07   0.305534E+04
   175   0.477161E+04   0.807657E+00  -0.365656E+02   0.298329E+07   0.302865E+04
   176   0.479501E+04   0.797206E+00  -0.359797E+02   0.296711E+07   0.300232E+04
   177   0.481801E+04   0.786794E+00  -0.353680E+02   0.295106E+07   0.297634E+04
