#    L    TT             EE             BB             TE             PP             TP             EP          
   493   0.238228E+04   0.151575E+02   0.000000E+00   0.263009E+02   0.848255E-08   0.458896E-04  -0.543551E-06
   494   0.237179E+04   0.154811E+02   0.000000E+00   0.268762E+02   0.845642E-08   0.457862E-04  -0.564937E-06
   495   0.236122E+04   0.158094E+02   0.000000E+00   0.274039E+02   0.843041E-08   0.456845E-04  -0.586117E-06
   496   0.235055E+04   0.161421E+02   0.000000E+00   0.278830E+02   0.840452E-08   0.455842E-04  -0.607079E-06
   497   0.233981E+04   0.164793E+02   0.000000E+00   0.283122E+02   0.837873E-08   0.454852E-04  -0.627813E-06
   498   0.232898E+04   0.168208E+02   0.000000E+00   0.286901E+02   0.835307E-08   0.453873E-04  -0.648309E-06
   499   0.231809E+04   0.171664E+02   0.000000E+00   0.290155E+02   0.832751E-08   0.452903E-04  -0.668555E-06
   500   0.230714E+04   0.175162E+02   0.000000E+00   0.292872E+02   0.830207E-08   0.451942E-04  -0.688541E-06
   501   0.229613E+04   0.178698E+02   0.000000E+00   0.295042E+02   0.827674E-08   0.450986E-04  -0.708258E-06
   502   0.228506E+04   0.182273E+02   0.000000E+00   0.296666E+02   0.825152E-08   0.450036E-04  -0.727706E-06
   503   0.227395E+04   0.185884E+02   0.000000E+00   0.297754E+02   0.822642E-08   0.449093E-04  -0.746885E-06
   504   0.226279E+04   0.189529E+02   0.000000E+00   0.298309E+02   0.820142E-08   0.448155E-04  -0.765797E-06
   505   0.225160E+04   0.193206E+02   0.000000E+00   0.298338E+02   0.817653E-08   0.447223E-04  -0.784443E-06
   506   0.224038E+04   0.196914E+02   0.000000E+00   0.297848E+02   0.815176E-08   0.446297E-04  -0.802823E-06
   507   0.222913E+04   0.200651E+02   0.000000E+00   0.296845E+02   0.812709E-08   0.445376E-04  -0.820938E-06
   508   0.221787E+04   0.204414E+02   0.000000E+00   0.295334E+02   0.810253E-08   0.444462E-04  -0.838791E-06
   509   0.220658E+04   0.208202E+02   0.000000E+00   0.293323E+02   0.807808E-08   0.443554E-04  -0.856381E-06
   510   0.219530E+04   0.212013E+02   0.000000E+00   0.290816E+02   0.805374E-08   0.442651E-04  -0.873711E-06
   511   0.218400E+04   0.215844E+02   0.000000E+00   0.287820E+02   0.802950E-08   0.441754E-04  -0.890780E-06
   512   0.217272E+04   0.219695E+02   0.000000E+00   0.284342E+02   0.800537E-08   0.440864E-04  -0.907590E-06
   513   0.216143E+04   0.223562E+02   0.000000E+00   0.280387E+02   0.798135E-08   0.439979E-04  -0.924143E-06
   514   0.215016E+04   0.227444E+02   0.000000E+00   0.275962E+02   0.795743E-08   0.439100E-04  -0.940439E-06
   515   0.213890E+04   0.231338E+02   0.000000E+00   0.271072E+02   0.793362E-08   0.438227E-04  -0.956479E-06
   516   0.212767E+04   0.235243E+02   0.000000E+00   0.265722E+02   0.790991E-08   0.437359E-04  -0.972264E-06
   517   0.211646E+04   0.239157E+02   0.000000E+00   0.259920E+02   0.788630E-08   0.436498E-04  -0.987796E-06
   518   0.210528E+04   0.243077E+02   0.000000E+00   0.253670E+02   0.786280E-08   0.435643E-04  -0.100307E-05
   519   0.209414E+04   0.247001E+02   0.000000E+00   0.246979E+02   0.783940E-08   0.434793E-04  -0.101810E-05
   520   0.208304E+04   0.250927E+02   0.000000E+00   0.239851E+02   0.781611E-08   0.433949E-04  -0.103288E-05
   521   0.207198E+04   0.254854E+02   0.000000E+00   0.232293E+02   0.779291E-08   0.433112E-04  -0.104741E-05
   522   0.206097E+04   0.258778E+02   0.000000E+00   0.224310E+02   0.776982E-08   0.432280E-04  -0.106169E-05
   523   0.205001E+04   0.262698E+02   0.000000E+00   0.215908E+02   0.774683E-08   0.431454E-04  -0.107572E-05
   524   0.203911E+04   0.266611E+02   0.000000E+00   0.207092E+02   0.772394E-08   0.430634E-04  -0.108951E-05
   525   0.202829E+04   0.270515E+02   0.000000E+00   0.197868E+02   0.770115E-08   0.429820E-04  -0.110305E-05
   526   0.201755E+04   0.274408E+02   0.000000E+00   0.188243E+02   0.767846E-08   0.429011E-04  -0.111635E-05
   527   0.200689E+04   0.278288E+02   0.000000E+00   0.178220E+02   0.765587E-08   0.428209E-04  -0.112940E-05
   528   0.199633E+04   0.282151E+02   0.000000E+00   0.167806E+02   0.763338E-08   0.427413E-04  -0.114221E-05
   529   0.198587E+04   0.285996E+02   0.000000E+00   0.157008E+02   0.761098E-08   0.426622E-04  -0.115478E-05
   530   0.197553E+04   0.289820E+02   0.000000E+00   0.145828E+02   0.758868E-08   0.425837E-04  -0.116712E-05
   531   0.196529E+04   0.293622E+02   0.000000E+00   0.134273E+02   0.756648E-08   0.425059E-04  -0.117921E-05
   532   0.195519E+04   0.297397E+02   0.000000E+00   0.122347E+02   0.754438E-08   0.424286E-04  -0.119106E-05
   533   0.194522E+04   0.301145E+02   0.000000E+00   0.110057E+02   0.752237E-08   0.423519E-04  -0.120268E-05
   534   0.193538E+04   0.304862E+02   0.000000E+00   0.974053E+01   0.750046E-08   0.422758E-04  -0.121407E-05
   535   0.192569E+04   0.308547E+02   0.000000E+00   0.843991E+01   0.747864E-08   0.422003E-04  -0.122522E-05
   536   0.191616E+04   0.312196E+02   0.000000E+00   0.710416E+01   0.745692E-08   0.421253E-04  -0.123613E-05
   537   0.190679E+04   0.315807E+02   0.000000E+00   0.573399E+01   0.743529E-08   0.420510E-04  -0.124682E-05
   538   0.189759E+04   0.319378E+02   0.000000E+00   0.432988E+01   0.741376E-08   0.419773E-04  -0.125727E-05
   539   0.188857E+04   0.322905E+02   0.000000E+00   0.289232E+01   0.739232E-08   0.419041E-04  -0.126749E-05
   540   0.187973E+04   0.326387E+02   0.000000E+00   0.142195E+01   0.737097E-08   0.418315E-04  -0.127748E-05
   541   0.187110E+04   0.329821E+02   0.000000E+00  -0.806856E-01   0.734972E-08   0.417596E-04  -0.128725E-05
   542   0.186268E+04   0.333203E+02   0.000000E+00  -0.161509E+01   0.732855E-08   0.416882E-04  -0.129679E-05
   543   0.185447E+04   0.336532E+02   0.000000E+00  -0.318065E+01   0.730748E-08   0.416174E-04  -0.130610E-05
   544   0.184648E+04   0.339805E+02   0.000000E+00  -0.477680E+01   0.728650E-08   0.415472E-04  -0.131519E-05
   545   0.183873E+04   0.343018E+02   0.000000E+00  -0.640292E+01   0.726561E-08   0.414776E-04  -0.132405E-05
   546   0.183122E+04   0.346170E+02   0.000000E+00  -0.805841E+01   0.724480E-08   0.414086E-04  -0.133269E-05
   547   0.182396E+04   0.349257E+02   0.000000E+00  -0.974265E+01   0.722409E-08   0.413401E-04  -0.134111E-05
   548   0.181696E+04   0.352276E+02   0.000000E+00  -0.114550E+02   0.720347E-08   0.412723E-04  -0.134931E-05
   549   0.181023E+04   0.355225E+02   0.000000E+00  -0.131950E+02   0.718293E-08   0.412050E-04  -0.135729E-05
   550   0.180378E+04   0.358101E+02   0.000000E+00  -0.149618E+02   0.716248E-08   0.411384E-04  -0.136505E-05
   551   0.179762E+04   0.360901E+02   0.000000E+00  -0.167549E+02   0.714212E-08   0.410723E-04  -0.137259E-05
   552   0.179174E+04   0.363625E+02   0.000000E+00  -0.185734E+02   0.712185E-08   0.410068E-04  -0.137992E-05
   553   0.178614E+04   0.366273E+02   0.000000E+00  -0.204161E+02   0.710166E-08   0.409419E-04  -0.138703E-05
   554   0.178083E+04   0.368845E+02   0.000000E+00  -0.222822E+02   0.708156E-08   0.408774E-04  -0.139391E-05
   555   0.177580E+04   0.371341E+02   0.000000E+00  -0.241704E+02   0.706154E-08   0.408135E-04  -0.140059E-05
   556   0.177103E+04   0.373761E+02   0.000000E+00  -0.260799E+02   0.704161E-08   0.407500E-04  -0.140704E-05
   557   0.176656E+04   0.376105E+02   0.000000E+00  -0.280096E+02   0.702176E-08   0.406870E-04  -0.141327E-05
   558   0.176234E+04   0.378373E+02   0.000000E+00  -0.299584E+02   0.700200E-08   0.406245E-04  -0.141928E-05
   559   0.175839E+04   0.380565E+02   0.000000E+00  -0.319251E+02   0.698232E-08   0.405623E-04  -0.142507E-05
   560   0.175471E+04   0.382681E+02   0.000000E+00  -0.339087E+02   0.696272E-08   0.405006E-04  -0.143065E-05
   561   0.175129E+04   0.384720E+02   0.000000E+00  -0.359081E+02   0.694321E-08   0.404392E-04  -0.143600E-05
   562   0.174812E+04   0.386683E+02   0.000000E+00  -0.379220E+02   0.692378E-08   0.403781E-04  -0.144113E-05
   563   0.174521E+04   0.388569E+02   0.000000E+00  -0.399494E+02   0.690443E-08   0.403174E-04  -0.144604E-05
   564   0.174256E+04   0.390378E+02   0.000000E+00  -0.419892E+02   0.688517E-08   0.402570E-04  -0.145073E-05
   565   0.174015E+04   0.392110E+02   0.000000E+00  -0.440401E+02   0.686598E-08   0.401968E-04  -0.145519E-05
   566   0.173798E+04   0.393765E+02   0.000000E+00  -0.461009E+02   0.684688E-08   0.401369E-04  -0.145944E-05
   567   0.173607E+04   0.395341E+02   0.000000E+00  -0.481705E+02   0.682786E-08   0.400773E-04  -0.146346E-05
   568   0.173440E+04   0.396840E+02   0.000000E+00  -0.502477E+02   0.680891E-08   0.400178E-04  -0.146726E-05
   569   0.173296E+04   0.398261E+02   0.000000E+00  -0.523312E+02   0.679005E-08   0.399586E-04  -0.147083E-05
   570   0.173175E+04   0.399603E+02   0.000000E+00  -0.544198E+02   0.677126E-08   0.398995E-04  -0.147418E-05
   571   0.173078E+04   0.400866E+02   0.000000E+00  -0.565124E+02   0.675256E-08   0.398405E-04  -0.147731E-05
   572   0.173005E+04   0.402049E+02   0.000000E+00  -0.586074E+02   0.673393E-08   0.397817E-04  -0.148021E-05
   573   0.172954E+04   0.403152E+02   0.000000E+00  -0.607039E+02   0.671538E-08   0.397230E-04  -0.148289E-05
   574   0.172926E+04   0.404176E+02   0.000000E+00  -0.628002E+02   0.669690E-08   0.396643E-04  -0.148535E-05
   575   0.172923E+04   0.405119E+02   0.000000E+00  -0.648951E+02   0.667851E-08   0.396057E-04  -0.148758E-05
   576   0.172941E+04   0.405980E+02   0.000000E+00  -0.669872E+02   0.666019E-08   0.395471E-04  -0.148958E-05
   577   0.172983E+04   0.406760E+02   0.000000E+00  -0.690753E+02   0.664194E-08   0.394886E-04  -0.149136E-05
   578   0.173047E+04   0.407458E+02   0.000000E+00  -0.711581E+02   0.662378E-08   0.394300E-04  -0.149291E-05
   579   0.173133E+04   0.408073E+02   0.000000E+00  -0.732340E+02   0.660568E-08   0.393714E-04  -0.149423E-05
   580   0.173243E+04   0.408605E+02   0.000000E+00  -0.753017E+02   0.658767E-08   0.393127E-04  -0.149533E-05
   581   0.173375E+04   0.409054E+02   0.000000E+00  -0.773600E+02   0.656972E-08   0.392540E-04  -0.149620E-05
   582   0.173530E+04   0.409417E+02   0.000000E+00  -0.794075E+02   0.655185E-08   0.391951E-04  -0.149685E-05
   583   0.173706E+04   0.409696E+02   0.000000E+00  -0.814428E+02   0.653406E-08   0.391362E-04  -0.149726E-05
   584   0.173905E+04   0.409890E+02   0.000000E+00  -0.834645E+02   0.651633E-08   0.390771E-04  -0.149745E-05
   585   0.174126E+04   0.409997E+02   0.000000E+00  -0.854712E+02   0.649868E-08   0.390178E-04  -0.149741E-05
   586   0.174369E+04   0.410018E+02   0.000000E+00  -0.874615E+02   0.648111E-08   0.389583E-04  -0.149714E-05
   587   0.174633E+04   0.409951E+02   0.000000E+00  -0.894339E+02   0.646360E-08   0.388986E-04  -0.149664E-05
   588   0.174919E+04   0.409796E+02   0.000000E+00  -0.913868E+02   0.644616E-08   0.388387E-04  -0.149591E-05
   589   0.175226E+04   0.409552E+02   0.000000E+00  -0.933189E+02   0.642880E-08   0.387785E-04  -0.149496E-05
   590   0.175556E+04   0.409219E+02   0.000000E+00  -0.952286E+02   0.641151E-08   0.387180E-04  -0.149377E-05
   591   0.175906E+04   0.408795E+02   0.000000E+00  -0.971143E+02   0.639428E-08   0.386572E-04  -0.149235E-05
   592   0.176278E+04   0.408281E+02   0.000000E+00  -0.989747E+02   0.637713E-08   0.385961E-04  -0.149070E-05
   593   0.176671E+04   0.407675E+02   0.000000E+00  -0.100808E+03   0.636005E-08   0.385347E-04  -0.148882E-05
   594   0.177084E+04   0.406976E+02   0.000000E+00  -0.102613E+03   0.634303E-08   0.384729E-04  -0.148671E-05
   595   0.177519E+04   0.406184E+02   0.000000E+00  -0.104388E+03   0.632608E-08   0.384107E-04  -0.148437E-05
   596   0.177975E+04   0.405298E+02   0.000000E+00  -0.106131E+03   0.630920E-08   0.383480E-04  -0.148180E-05
   597   0.178451E+04   0.404318E+02   0.000000E+00  -0.107840E+03   0.629239E-08   0.382850E-04  -0.147899E-05
   598   0.178948E+04   0.403241E+02   0.000000E+00  -0.109515E+03   0.627565E-08   0.382214E-04  -0.147595E-05
   599   0.179465E+04   0.402068E+02   0.000000E+00  -0.111153E+03   0.625897E-08   0.381574E-04  -0.147268E-05
   600   0.180003E+04   0.400798E+02   0.000000E+00  -0.112753E+03   0.624236E-08   0.380929E-04  -0.146917E-05
   601   0.180561E+04   0.399430E+02   0.000000E+00  -0.114313E+03   0.622581E-08   0.380279E-04  -0.146543E-05
   602   0.181138E+04   0.397966E+02   0.000000E+00  -0.115833E+03   0.620933E-08   0.379623E-04  -0.146146E-05
   603   0.181735E+04   0.396408E+02   0.000000E+00  -0.117313E+03   0.619292E-08   0.378962E-04  -0.145726E-05
   604   0.182349E+04   0.394758E+02   0.000000E+00  -0.118753E+03   0.617657E-08   0.378296E-04  -0.145284E-05
   605   0.182981E+04   0.393019E+02   0.000000E+00  -0.120153E+03   0.616028E-08   0.377624E-04  -0.144819E-05
   606   0.183631E+04   0.391192E+02   0.000000E+00  -0.121513E+03   0.614406E-08   0.376948E-04  -0.144332E-05
   607   0.184297E+04   0.389280E+02   0.000000E+00  -0.122834E+03   0.612790E-08   0.376265E-04  -0.143824E-05
   608   0.184979E+04   0.387285E+02   0.000000E+00  -0.124114E+03   0.611181E-08   0.375578E-04  -0.143294E-05
   609   0.185677E+04   0.385209E+02   0.000000E+00  -0.125355E+03   0.609577E-08   0.374885E-04  -0.142742E-05
   610   0.186388E+04   0.383053E+02   0.000000E+00  -0.126555E+03   0.607981E-08   0.374187E-04  -0.142170E-05
   611   0.187115E+04   0.380819E+02   0.000000E+00  -0.127715E+03   0.606390E-08   0.373483E-04  -0.141577E-05
   612   0.187854E+04   0.378510E+02   0.000000E+00  -0.128835E+03   0.604806E-08   0.372774E-04  -0.140964E-05
   613   0.188605E+04   0.376128E+02   0.000000E+00  -0.129914E+03   0.603228E-08   0.372059E-04  -0.140330E-05
   614   0.189370E+04   0.373675E+02   0.000000E+00  -0.130954E+03   0.601655E-08   0.371339E-04  -0.139676E-05
   615   0.190146E+04   0.371153E+02   0.000000E+00  -0.131952E+03   0.600090E-08   0.370614E-04  -0.139003E-05
   616   0.190933E+04   0.368564E+02   0.000000E+00  -0.132909E+03   0.598530E-08   0.369883E-04  -0.138310E-05
   617   0.191730E+04   0.365910E+02   0.000000E+00  -0.133826E+03   0.596976E-08   0.369147E-04  -0.137598E-05
   618   0.192538E+04   0.363195E+02   0.000000E+00  -0.134700E+03   0.595428E-08   0.368406E-04  -0.136867E-05
   619   0.193354E+04   0.360419E+02   0.000000E+00  -0.135534E+03   0.593886E-08   0.367658E-04  -0.136117E-05
   620   0.194178E+04   0.357585E+02   0.000000E+00  -0.136325E+03   0.592351E-08   0.366906E-04  -0.135350E-05
   621   0.195011E+04   0.354696E+02   0.000000E+00  -0.137074E+03   0.590821E-08   0.366148E-04  -0.134564E-05
   622   0.195851E+04   0.351752E+02   0.000000E+00  -0.137780E+03   0.589297E-08   0.365384E-04  -0.133760E-05
   623   0.196698E+04   0.348758E+02   0.000000E+00  -0.138444E+03   0.587779E-08   0.364615E-04  -0.132938E-05
   624   0.197550E+04   0.345713E+02   0.000000E+00  -0.139064E+03   0.586266E-08   0.363840E-04  -0.132100E-05
   625   0.198407E+04   0.342621E+02   0.000000E+00  -0.139642E+03   0.584760E-08   0.363060E-04  -0.131244E-05
   626   0.199270E+04   0.339483E+02   0.000000E+00  -0.140176E+03   0.583259E-08   0.362274E-04  -0.130371E-05
   627   0.200135E+04   0.336301E+02   0.000000E+00  -0.140666E+03   0.581764E-08   0.361483E-04  -0.129482E-05
   628   0.201004E+04   0.333077E+02   0.000000E+00  -0.141112E+03   0.580275E-08   0.360686E-04  -0.128577E-05
   629   0.201875E+04   0.329814E+02   0.000000E+00  -0.141513E+03   0.578791E-08   0.359884E-04  -0.127655E-05
   630   0.202748E+04   0.326515E+02   0.000000E+00  -0.141869E+03   0.577313E-08   0.359076E-04  -0.126718E-05
   631   0.203622E+04   0.323179E+02   0.000000E+00  -0.142180E+03   0.575840E-08   0.358262E-04  -0.125765E-05
   632   0.204495E+04   0.319811E+02   0.000000E+00  -0.142445E+03   0.574373E-08   0.357443E-04  -0.124797E-05
   633   0.205369E+04   0.316412E+02   0.000000E+00  -0.142664E+03   0.572912E-08   0.356618E-04  -0.123814E-05
   634   0.206241E+04   0.312984E+02   0.000000E+00  -0.142837E+03   0.571456E-08   0.355787E-04  -0.122817E-05
   635   0.207111E+04   0.309530E+02   0.000000E+00  -0.142962E+03   0.570006E-08   0.354951E-04  -0.121805E-05
   636   0.207978E+04   0.306051E+02   0.000000E+00  -0.143040E+03   0.568561E-08   0.354109E-04  -0.120779E-05
   637   0.208842E+04   0.302550E+02   0.000000E+00  -0.143071E+03   0.567121E-08   0.353262E-04  -0.119739E-05
   638   0.209701E+04   0.299029E+02   0.000000E+00  -0.143052E+03   0.565687E-08   0.352409E-04  -0.118685E-05
   639   0.210556E+04   0.295491E+02   0.000000E+00  -0.142985E+03   0.564258E-08   0.351550E-04  -0.117618E-05
   640   0.211404E+04   0.291937E+02   0.000000E+00  -0.142868E+03   0.562834E-08   0.350685E-04  -0.116537E-05
   641   0.212246E+04   0.288370E+02   0.000000E+00  -0.142702E+03   0.561416E-08   0.349815E-04  -0.115444E-05
   642   0.213080E+04   0.284791E+02   0.000000E+00  -0.142485E+03   0.560002E-08   0.348939E-04  -0.114339E-05
   643   0.213907E+04   0.281205E+02   0.000000E+00  -0.142217E+03   0.558595E-08   0.348057E-04  -0.113221E-05
   644   0.214723E+04   0.277611E+02   0.000000E+00  -0.141897E+03   0.557192E-08   0.347169E-04  -0.112090E-05
   645   0.215531E+04   0.274013E+02   0.000000E+00  -0.141525E+03   0.555794E-08   0.346276E-04  -0.110949E-05
   646   0.216327E+04   0.270412E+02   0.000000E+00  -0.141101E+03   0.554402E-08   0.345377E-04  -0.109795E-05
   647   0.217112E+04   0.266811E+02   0.000000E+00  -0.140623E+03   0.553014E-08   0.344472E-04  -0.108630E-05
   648   0.217884E+04   0.263212E+02   0.000000E+00  -0.140091E+03   0.551632E-08   0.343561E-04  -0.107454E-05
   649   0.218643E+04   0.259618E+02   0.000000E+00  -0.139505E+03   0.550254E-08   0.342645E-04  -0.106268E-05
   650   0.219388E+04   0.256030E+02   0.000000E+00  -0.138864E+03   0.548882E-08   0.341723E-04  -0.105071E-05
   651   0.220118E+04   0.252453E+02   0.000000E+00  -0.138167E+03   0.547514E-08   0.340794E-04  -0.103863E-05
   652   0.220832E+04   0.248887E+02   0.000000E+00  -0.137416E+03   0.546152E-08   0.339861E-04  -0.102646E-05
   653   0.221531E+04   0.245334E+02   0.000000E+00  -0.136611E+03   0.544794E-08   0.338921E-04  -0.101419E-05
   654   0.222216E+04   0.241796E+02   0.000000E+00  -0.135754E+03   0.543441E-08   0.337976E-04  -0.100182E-05
   655   0.222885E+04   0.238273E+02   0.000000E+00  -0.134846E+03   0.542093E-08   0.337025E-04  -0.989363E-06
   656   0.223539E+04   0.234768E+02   0.000000E+00  -0.133888E+03   0.540750E-08   0.336069E-04  -0.976812E-06
   657   0.224177E+04   0.231282E+02   0.000000E+00  -0.132880E+03   0.539411E-08   0.335107E-04  -0.964171E-06
   658   0.224799E+04   0.227816E+02   0.000000E+00  -0.131825E+03   0.538077E-08   0.334140E-04  -0.951444E-06
   659   0.225406E+04   0.224372E+02   0.000000E+00  -0.130723E+03   0.536748E-08   0.333167E-04  -0.938633E-06
   660   0.225997E+04   0.220951E+02   0.000000E+00  -0.129575E+03   0.535424E-08   0.332189E-04  -0.925739E-06
   661   0.226572E+04   0.217554E+02   0.000000E+00  -0.128382E+03   0.534105E-08   0.331206E-04  -0.912766E-06
   662   0.227131E+04   0.214182E+02   0.000000E+00  -0.127146E+03   0.532790E-08   0.330218E-04  -0.899715E-06
   663   0.227673E+04   0.210839E+02   0.000000E+00  -0.125867E+03   0.531480E-08   0.329225E-04  -0.886588E-06
   664   0.228199E+04   0.207523E+02   0.000000E+00  -0.124547E+03   0.530174E-08   0.328227E-04  -0.873388E-06
   665   0.228708E+04   0.204239E+02   0.000000E+00  -0.123187E+03   0.528873E-08   0.327224E-04  -0.860118E-06
   666   0.229199E+04   0.200986E+02   0.000000E+00  -0.121787E+03   0.527577E-08   0.326216E-04  -0.846778E-06
   667   0.229674E+04   0.197768E+02   0.000000E+00  -0.120348E+03   0.526285E-08   0.325203E-04  -0.833373E-06
   668   0.230132E+04   0.194585E+02   0.000000E+00  -0.118873E+03   0.524998E-08   0.324185E-04  -0.819903E-06
   669   0.230572E+04   0.191439E+02   0.000000E+00  -0.117361E+03   0.523715E-08   0.323162E-04  -0.806371E-06
   670   0.230994E+04   0.188332E+02   0.000000E+00  -0.115814E+03   0.522437E-08   0.322135E-04  -0.792779E-06
   671   0.231398E+04   0.185266E+02   0.000000E+00  -0.114233E+03   0.521163E-08   0.321104E-04  -0.779130E-06
   672   0.231784E+04   0.182242E+02   0.000000E+00  -0.112619E+03   0.519893E-08   0.320068E-04  -0.765426E-06
   673   0.232151E+04   0.179263E+02   0.000000E+00  -0.110972E+03   0.518628E-08   0.319027E-04  -0.751669E-06
   674   0.232499E+04   0.176329E+02   0.000000E+00  -0.109295E+03   0.517368E-08   0.317982E-04  -0.737861E-06
   675   0.232829E+04   0.173444E+02   0.000000E+00  -0.107588E+03   0.516112E-08   0.316933E-04  -0.724005E-06
   676   0.233139E+04   0.170608E+02   0.000000E+00  -0.105852E+03   0.514860E-08   0.315879E-04  -0.710102E-06
   677   0.233429E+04   0.167824E+02   0.000000E+00  -0.104089E+03   0.513612E-08   0.314821E-04  -0.696156E-06
   678   0.233698E+04   0.165093E+02   0.000000E+00  -0.102298E+03   0.512369E-08   0.313759E-04  -0.682168E-06
   679   0.233948E+04   0.162417E+02   0.000000E+00  -0.100481E+03   0.511130E-08   0.312693E-04  -0.668140E-06
   680   0.234178E+04   0.159798E+02   0.000000E+00  -0.986400E+02   0.509895E-08   0.311623E-04  -0.654075E-06
   681   0.234385E+04   0.157237E+02   0.000000E+00  -0.967746E+02   0.508665E-08   0.310549E-04  -0.639975E-06
   682   0.234571E+04   0.154737E+02   0.000000E+00  -0.948863E+02   0.507438E-08   0.309471E-04  -0.625843E-06
   683   0.234736E+04   0.152298E+02   0.000000E+00  -0.929760E+02   0.506216E-08   0.308389E-04  -0.611680E-06
   684   0.234879E+04   0.149924E+02   0.000000E+00  -0.910450E+02   0.504998E-08   0.307303E-04  -0.597489E-06
   685   0.234998E+04   0.147618E+02   0.000000E+00  -0.890943E+02   0.503785E-08   0.306214E-04  -0.583271E-06
   686   0.235095E+04   0.145380E+02   0.000000E+00  -0.871245E+02   0.502575E-08   0.305121E-04  -0.569030E-06
   687   0.235168E+04   0.143216E+02   0.000000E+00  -0.851377E+02   0.501369E-08   0.304025E-04  -0.554768E-06
   688   0.235218E+04   0.141124E+02   0.000000E+00  -0.831349E+02   0.500168E-08   0.302924E-04  -0.540486E-06
   689   0.235244E+04   0.139110E+02   0.000000E+00  -0.811163E+02   0.498970E-08   0.301821E-04  -0.526188E-06
   690   0.235246E+04   0.137176E+02   0.000000E+00  -0.790832E+02   0.497777E-08   0.300714E-04  -0.511874E-06
   691   0.235222E+04   0.135322E+02   0.000000E+00  -0.770371E+02   0.496587E-08   0.299604E-04  -0.497548E-06
   692   0.235173E+04   0.133553E+02   0.000000E+00  -0.749793E+02   0.495402E-08   0.298490E-04  -0.483212E-06
   693   0.235099E+04   0.131869E+02   0.000000E+00  -0.729108E+02   0.494220E-08   0.297373E-04  -0.468868E-06
   694   0.234998E+04   0.130274E+02   0.000000E+00  -0.708318E+02   0.493042E-08   0.296253E-04  -0.454518E-06
   695   0.234871E+04   0.128769E+02   0.000000E+00  -0.687442E+02   0.491868E-08   0.295130E-04  -0.440165E-06
   696   0.234716E+04   0.127357E+02   0.000000E+00  -0.666483E+02   0.490699E-08   0.294004E-04  -0.425810E-06
   697   0.234533E+04   0.126040E+02   0.000000E+00  -0.645459E+02   0.489533E-08   0.292875E-04  -0.411456E-06
   698   0.234322E+04   0.124821E+02   0.000000E+00  -0.624373E+02   0.488370E-08   0.291743E-04  -0.397106E-06
   699   0.234083E+04   0.123701E+02   0.000000E+00  -0.603243E+02   0.487212E-08   0.290608E-04  -0.382761E-06
   700   0.233814E+04   0.122685E+02   0.000000E+00  -0.582080E+02   0.486057E-08   0.289471E-04  -0.368423E-06
   701   0.233516E+04   0.121773E+02   0.000000E+00  -0.560894E+02   0.484906E-08   0.288330E-04  -0.354096E-06
   702   0.233187E+04   0.120964E+02   0.000000E+00  -0.539691E+02   0.483759E-08   0.287187E-04  -0.339781E-06
   703   0.232831E+04   0.120259E+02   0.000000E+00  -0.518486E+02   0.482616E-08   0.286042E-04  -0.325479E-06
   704   0.232447E+04   0.119654E+02   0.000000E+00  -0.497270E+02   0.481476E-08   0.284894E-04  -0.311193E-06
   705   0.232034E+04   0.119149E+02   0.000000E+00  -0.476066E+02   0.480340E-08   0.283743E-04  -0.296926E-06
   706   0.231595E+04   0.118743E+02   0.000000E+00  -0.454872E+02   0.479208E-08   0.282590E-04  -0.282678E-06
   707   0.231128E+04   0.118435E+02   0.000000E+00  -0.433703E+02   0.478079E-08   0.281434E-04  -0.268452E-06
   708   0.230635E+04   0.118222E+02   0.000000E+00  -0.412572E+02   0.476954E-08   0.280276E-04  -0.254250E-06
   709   0.230117E+04   0.118105E+02   0.000000E+00  -0.391471E+02   0.475833E-08   0.279116E-04  -0.240074E-06
   710   0.229573E+04   0.118082E+02   0.000000E+00  -0.370422E+02   0.474715E-08   0.277953E-04  -0.225926E-06
   711   0.229005E+04   0.118151E+02   0.000000E+00  -0.349431E+02   0.473601E-08   0.276788E-04  -0.211807E-06
   712   0.228412E+04   0.118312E+02   0.000000E+00  -0.328498E+02   0.472490E-08   0.275621E-04  -0.197720E-06
   713   0.227796E+04   0.118563E+02   0.000000E+00  -0.307636E+02   0.471383E-08   0.274452E-04  -0.183667E-06
   714   0.227155E+04   0.118903E+02   0.000000E+00  -0.286853E+02   0.470280E-08   0.273281E-04  -0.169650E-06
   715   0.226492E+04   0.119332E+02   0.000000E+00  -0.266161E+02   0.469180E-08   0.272107E-04  -0.155671E-06
   716   0.225807E+04   0.119846E+02   0.000000E+00  -0.245569E+02   0.468083E-08   0.270932E-04  -0.141731E-06
   717   0.225098E+04   0.120445E+02   0.000000E+00  -0.225075E+02   0.466991E-08   0.269755E-04  -0.127834E-06
   718   0.224368E+04   0.121128E+02   0.000000E+00  -0.204693E+02   0.465901E-08   0.268576E-04  -0.113979E-06
   719   0.223617E+04   0.121895E+02   0.000000E+00  -0.184429E+02   0.464815E-08   0.267395E-04  -0.100171E-06
   720   0.222844E+04   0.122744E+02   0.000000E+00  -0.164306E+02   0.463733E-08   0.266212E-04  -0.864102E-07
   721   0.222051E+04   0.123675E+02   0.000000E+00  -0.144322E+02   0.462654E-08   0.265027E-04  -0.726992E-07
