#    L    TT             EE             BB             TE          
   393   0.167420E+04   0.134966E+02   0.146899E-01  -0.551955E+02
   394   0.168444E+04   0.133252E+02   0.147522E-01  -0.558829E+02
   395   0.169481E+04   0.131529E+02   0.148147E-01  -0.565267E+02
   396   0.170530E+04   0.129801E+02   0.148776E-01  -0.571262E+02
   397   0.171589E+04   0.128066E+02   0.149408E-01  -0.576808E+02
   398   0.172657E+04   0.126328E+02   0.150042E-01  -0.581899E+02
   399   0.173734E+04   0.124586E+02   0.150679E-01  -0.586529E+02
   400   0.174816E+04   0.122844E+02   0.151319E-01  -0.590691E+02
   401   0.175905E+04   0.121101E+02   0.151962E-01  -0.594380E+02
   402   0.176998E+04   0.119359E+02   0.152608E-01  -0.597601E+02
   403   0.178096E+04   0.117619E+02   0.153255E-01  -0.600358E+02
   404   0.179197E+04   0.115882E+02   0.153906E-01  -0.602655E+02
   405   0.180302E+04   0.114148E+02   0.154559E-01  -0.604498E+02
   406   0.181409E+04   0.112419E+02   0.155214E-01  -0.605892E+02
   407   0.182519E+04   0.110696E+02   0.155871E-01  -0.606841E+02
   408   0.183630E+04   0.108978E+02   0.156531E-01  -0.607350E+02
   409   0.184741E+04   0.107268E+02   0.157193E-01  -0.607425E+02
   410   0.185854E+04   0.105567E+02   0.157857E-01  -0.607069E+02
   411   0.186964E+04   0.103875E+02   0.158523E-01  -0.606291E+02
   412   0.188075E+04   0.102193E+02   0.159191E-01  -0.605094E+02
   413   0.189184E+04   0.100523E+02   0.159860E-01  -0.603487E+02
   414   0.190290E+04   0.988655E+01   0.160532E-01  -0.601473E+02
   415   0.191393E+04   0.972224E+01   0.161205E-01  -0.599061E+02
   416   0.192493E+04   0.955936E+01   0.161879E-01  -0.596256E+02
   417   0.193588E+04   0.939813E+01   0.162555E-01  -0.593062E+02
   418   0.194680E+04   0.923862E+01   0.163233E-01  -0.589488E+02
   419   0.195765E+04   0.908092E+01   0.163912E-01  -0.585539E+02
   420   0.196845E+04   0.892510E+01   0.164592E-01  -0.581221E+02
   421   0.197918E+04   0.877137E+01   0.165273E-01  -0.576539E+02
   422   0.198983E+04   0.861974E+01   0.165954E-01  -0.571500E+02
   423   0.200041E+04   0.847029E+01   0.166637E-01  -0.566110E+02
   424   0.201090E+04   0.832323E+01   0.167321E-01  -0.560375E+02
   425   0.202130E+04   0.817864E+01   0.168005E-01  -0.554302E+02
   426   0.203159E+04   0.803667E+01   0.168689E-01  -0.547900E+02
   427   0.204177E+04   0.789754E+01   0.169374E-01  -0.541178E+02
   428   0.205184E+04   0.776140E+01   0.170059E-01  -0.534142E+02
   429   0.206176E+04   0.762832E+01   0.170744E-01  -0.526803E+02
   430   0.207155E+04   0.749845E+01   0.171429E-01  -0.519165E+02
   431   0.208119E+04   0.737210E+01   0.172114E-01  -0.511240E+02
   432   0.209068E+04   0.724925E+01   0.172798E-01  -0.503036E+02
   433   0.210001E+04   0.713006E+01   0.173482E-01  -0.494558E+02
   434   0.210917E+04   0.701475E+01   0.174165E-01  -0.485816E+02
   435   0.211816E+04   0.690331E+01   0.174847E-01  -0.476817E+02
   436   0.212697E+04   0.679598E+01   0.175529E-01  -0.467570E+02
   437   0.213559E+04   0.669283E+01   0.176209E-01  -0.458083E+02
   438   0.214401E+04   0.659407E+01   0.176888E-01  -0.448364E+02
   439   0.215224E+04   0.649979E+01   0.177565E-01  -0.438420E+02
   440   0.216025E+04   0.641013E+01   0.178241E-01  -0.428263E+02
   441   0.216804E+04   0.632531E+01   0.178916E-01  -0.417901E+02
   442   0.217559E+04   0.624541E+01   0.179588E-01  -0.407344E+02
   443   0.218290E+04   0.617065E+01   0.180258E-01  -0.396599E+02
   444   0.218996E+04   0.610118E+01   0.180926E-01  -0.385677E+02
   445   0.219674E+04   0.603707E+01   0.181592E-01  -0.374588E+02
   446   0.220326E+04   0.597863E+01   0.182255E-01  -0.363341E+02
   447   0.220949E+04   0.592591E+01   0.182915E-01  -0.351948E+02
   448   0.221544E+04   0.587915E+01   0.183573E-01  -0.340420E+02
   449   0.222110E+04   0.583850E+01   0.184228E-01  -0.328768E+02
   450   0.222646E+04   0.580403E+01   0.184879E-01  -0.317003E+02
   451   0.223152E+04   0.577599E+01   0.185528E-01  -0.305136E+02
   452   0.223628E+04   0.575430E+01   0.186173E-01  -0.293174E+02
   453   0.224074E+04   0.573895E+01   0.186814E-01  -0.281121E+02
   454   0.224489E+04   0.572989E+01   0.187452E-01  -0.268983E+02
   455   0.224875E+04   0.572705E+01   0.188086E-01  -0.256767E+02
   456   0.225230E+04   0.573038E+01   0.188716E-01  -0.244478E+02
   457   0.225556E+04   0.573979E+01   0.189342E-01  -0.232122E+02
   458   0.225851E+04   0.575531E+01   0.189964E-01  -0.219703E+02
   459   0.226115E+04   0.577688E+01   0.190582E-01  -0.207231E+02
   460   0.226350E+04   0.580442E+01   0.191196E-01  -0.194712E+02
   461   0.226555E+04   0.583789E+01   0.191805E-01  -0.182148E+02
   462   0.226732E+04   0.587735E+01   0.192409E-01  -0.169567E+02
   463   0.226880E+04   0.592275E+01   0.193009E-01  -0.156964E+02
   464   0.227002E+04   0.597403E+01   0.193604E-01  -0.144353E+02
   465   0.227095E+04   0.603119E+01   0.194195E-01  -0.131741E+02
   466   0.227162E+04   0.609418E+01   0.194780E-01  -0.119143E+02
   467   0.227203E+04   0.616300E+01   0.195361E-01  -0.106560E+02
   468   0.227217E+04   0.623759E+01   0.195937E-01  -0.940068E+01
   469   0.227204E+04   0.631789E+01   0.196507E-01  -0.814904E+01
   470   0.227165E+04   0.640383E+01   0.197072E-01  -0.690186E+01
   471   0.227099E+04   0.649543E+01   0.197633E-01  -0.565916E+01
   472   0.227007E+04   0.659270E+01   0.198188E-01  -0.442318E+01
   473   0.226888E+04   0.669550E+01   0.198737E-01  -0.319318E+01
   474   0.226742E+04   0.680377E+01   0.199282E-01  -0.197216E+01
   475   0.226572E+04   0.691759E+01   0.199821E-01  -0.759368E+00
   476   0.226376E+04   0.703690E+01   0.200354E-01   0.443683E+00
   477   0.226155E+04   0.716157E+01   0.200882E-01   0.163550E+01
   478   0.225911E+04   0.729167E+01   0.201405E-01   0.281533E+01
   479   0.225643E+04   0.742715E+01   0.201922E-01   0.398138E+01
   480   0.225352E+04   0.756802E+01   0.202433E-01   0.513348E+01
   481   0.225039E+04   0.771407E+01   0.202939E-01   0.627015E+01
   482   0.224703E+04   0.786545E+01   0.203439E-01   0.739033E+01
   483   0.224345E+04   0.802204E+01   0.203934E-01   0.849289E+01
   484   0.223964E+04   0.818384E+01   0.204423E-01   0.957671E+01
   485   0.223560E+04   0.835078E+01   0.204906E-01   0.106407E+02
   486   0.223135E+04   0.852282E+01   0.205383E-01   0.116838E+02
   487   0.222688E+04   0.869988E+01   0.205855E-01   0.127048E+02
   488   0.222219E+04   0.888205E+01   0.206321E-01   0.137024E+02
   489   0.221730E+04   0.906913E+01   0.206781E-01   0.146755E+02
   490   0.221220E+04   0.926119E+01   0.207236E-01   0.156228E+02
   491   0.220691E+04   0.945818E+01   0.207684E-01   0.165430E+02
   492   0.220143E+04   0.965995E+01   0.208127E-01   0.174349E+02
   493   0.219577E+04   0.986653E+01   0.208564E-01   0.182971E+02
   494   0.218993E+04   0.100779E+02   0.208995E-01   0.191286E+02
   495   0.218392E+04   0.102941E+02   0.209420E-01   0.199278E+02
   496   0.217775E+04   0.105148E+02   0.209839E-01   0.206937E+02
   497   0.217140E+04   0.107402E+02   0.210253E-01   0.214249E+02
   498   0.216489E+04   0.109702E+02   0.210661E-01   0.221200E+02
   499   0.215823E+04   0.112046E+02   0.211062E-01   0.227778E+02
   500   0.215140E+04   0.114436E+02   0.211458E-01   0.233971E+02
   501   0.214442E+04   0.116869E+02   0.211848E-01   0.239767E+02
   502   0.213729E+04   0.119346E+02   0.212232E-01   0.245165E+02
   503   0.213001E+04   0.121864E+02   0.212610E-01   0.250170E+02
   504   0.212259E+04   0.124423E+02   0.212982E-01   0.254780E+02
   505   0.211505E+04   0.127020E+02   0.213349E-01   0.259000E+02
   506   0.210738E+04   0.129655E+02   0.213709E-01   0.262830E+02
   507   0.209959E+04   0.132327E+02   0.214064E-01   0.266273E+02
   508   0.209168E+04   0.135034E+02   0.214412E-01   0.269330E+02
   509   0.208366E+04   0.137774E+02   0.214755E-01   0.272004E+02
   510   0.207555E+04   0.140547E+02   0.215092E-01   0.274295E+02
   511   0.206733E+04   0.143351E+02   0.215424E-01   0.276207E+02
   512   0.205902E+04   0.146184E+02   0.215749E-01   0.277741E+02
   513   0.205063E+04   0.149045E+02   0.216069E-01   0.278897E+02
   514   0.204215E+04   0.151933E+02   0.216383E-01   0.279680E+02
   515   0.203359E+04   0.154845E+02   0.216691E-01   0.280090E+02
   516   0.202497E+04   0.157781E+02   0.216994E-01   0.280127E+02
   517   0.201628E+04   0.160738E+02   0.217292E-01   0.279795E+02
   518   0.200752E+04   0.163716E+02   0.217583E-01   0.279095E+02
   519   0.199871E+04   0.166713E+02   0.217870E-01   0.278026E+02
   520   0.198985E+04   0.169727E+02   0.218151E-01   0.276593E+02
   521   0.198093E+04   0.172757E+02   0.218427E-01   0.274794E+02
   522   0.197198E+04   0.175801E+02   0.218697E-01   0.272632E+02
   523   0.196299E+04   0.178857E+02   0.218962E-01   0.270109E+02
   524   0.195397E+04   0.181923E+02   0.219223E-01   0.267224E+02
   525   0.194493E+04   0.184999E+02   0.219478E-01   0.263981E+02
   526   0.193588E+04   0.188082E+02   0.219729E-01   0.260379E+02
   527   0.192683E+04   0.191170E+02   0.219974E-01   0.256421E+02
   528   0.191778E+04   0.194262E+02   0.220215E-01   0.252107E+02
   529   0.190875E+04   0.197355E+02   0.220452E-01   0.247440E+02
   530   0.189974E+04   0.200449E+02   0.220684E-01   0.242419E+02
   531   0.189076E+04   0.203541E+02   0.220912E-01   0.237045E+02
   532   0.188181E+04   0.206629E+02   0.221135E-01   0.231319E+02
   533   0.187291E+04   0.209711E+02   0.221355E-01   0.225242E+02
   534   0.186406E+04   0.212787E+02   0.221570E-01   0.218813E+02
   535   0.185527E+04   0.215852E+02   0.221782E-01   0.212035E+02
   536   0.184654E+04   0.218907E+02   0.221990E-01   0.204907E+02
   537   0.183789E+04   0.221948E+02   0.222194E-01   0.197431E+02
   538   0.182932E+04   0.224974E+02   0.222395E-01   0.189608E+02
   539   0.182085E+04   0.227983E+02   0.222593E-01   0.181438E+02
   540   0.181248E+04   0.230972E+02   0.222788E-01   0.172923E+02
   541   0.180422E+04   0.233940E+02   0.222980E-01   0.164065E+02
   542   0.179608E+04   0.236884E+02   0.223169E-01   0.154864E+02
   543   0.178807E+04   0.239803E+02   0.223355E-01   0.145322E+02
   544   0.178020E+04   0.242695E+02   0.223539E-01   0.135439E+02
   545   0.177248E+04   0.245556E+02   0.223720E-01   0.125219E+02
   546   0.176492E+04   0.248386E+02   0.223899E-01   0.114662E+02
   547   0.175752E+04   0.251181E+02   0.224077E-01   0.103770E+02
   548   0.175030E+04   0.253939E+02   0.224252E-01   0.925447E+01
   549   0.174326E+04   0.256659E+02   0.224426E-01   0.809882E+01
   550   0.173642E+04   0.259337E+02   0.224598E-01   0.691019E+01
   551   0.172978E+04   0.261972E+02   0.224768E-01   0.568883E+01
   552   0.172334E+04   0.264564E+02   0.224938E-01   0.443544E+01
   553   0.171711E+04   0.267111E+02   0.225106E-01   0.315081E+01
   554   0.171109E+04   0.269615E+02   0.225273E-01   0.183574E+01
   555   0.170527E+04   0.272073E+02   0.225439E-01   0.491038E+00
   556   0.169965E+04   0.274487E+02   0.225605E-01  -0.882514E+00
   557   0.169425E+04   0.276855E+02   0.225770E-01  -0.228404E+01
   558   0.168904E+04   0.279178E+02   0.225935E-01  -0.371279E+01
   559   0.168404E+04   0.281455E+02   0.226099E-01  -0.516775E+01
   560   0.167924E+04   0.283686E+02   0.226264E-01  -0.664808E+01
   561   0.167465E+04   0.285869E+02   0.226428E-01  -0.815294E+01
   562   0.167025E+04   0.288005E+02   0.226592E-01  -0.968126E+01
   563   0.166605E+04   0.290093E+02   0.226757E-01  -0.112323E+02
   564   0.166207E+04   0.292132E+02   0.226922E-01  -0.128052E+02
   565   0.165827E+04   0.294123E+02   0.227087E-01  -0.143988E+02
   566   0.165468E+04   0.296065E+02   0.227253E-01  -0.160122E+02
   567   0.165130E+04   0.297955E+02   0.227420E-01  -0.176446E+02
   568   0.164811E+04   0.299796E+02   0.227588E-01  -0.192948E+02
   569   0.164512E+04   0.301585E+02   0.227756E-01  -0.209620E+02
   570   0.164233E+04   0.303322E+02   0.227926E-01  -0.226450E+02
   571   0.163974E+04   0.305006E+02   0.228097E-01  -0.243430E+02
   572   0.163736E+04   0.306636E+02   0.228269E-01  -0.260548E+02
   573   0.163517E+04   0.308213E+02   0.228443E-01  -0.277794E+02
   574   0.163319E+04   0.309734E+02   0.228617E-01  -0.295157E+02
   575   0.163143E+04   0.311200E+02   0.228794E-01  -0.312624E+02
   576   0.162986E+04   0.312609E+02   0.228972E-01  -0.330186E+02
   577   0.162852E+04   0.313961E+02   0.229152E-01  -0.347832E+02
   578   0.162738E+04   0.315255E+02   0.229334E-01  -0.365551E+02
   579   0.162645E+04   0.316490E+02   0.229518E-01  -0.383331E+02
   580   0.162575E+04   0.317666E+02   0.229704E-01  -0.401160E+02
   581   0.162526E+04   0.318780E+02   0.229892E-01  -0.419028E+02
   582   0.162499E+04   0.319833E+02   0.230082E-01  -0.436924E+02
   583   0.162494E+04   0.320823E+02   0.230275E-01  -0.454836E+02
   584   0.162511E+04   0.321751E+02   0.230470E-01  -0.472753E+02
   585   0.162551E+04   0.322613E+02   0.230668E-01  -0.490663E+02
   586   0.162613E+04   0.323410E+02   0.230868E-01  -0.508554E+02
   587   0.162697E+04   0.324141E+02   0.231071E-01  -0.526414E+02
   588   0.162805E+04   0.324805E+02   0.231277E-01  -0.544230E+02
   589   0.162934E+04   0.325400E+02   0.231485E-01  -0.561988E+02
   590   0.163087E+04   0.325926E+02   0.231697E-01  -0.579678E+02
   591   0.163264E+04   0.326381E+02   0.231912E-01  -0.597286E+02
   592   0.163464E+04   0.326765E+02   0.232129E-01  -0.614800E+02
   593   0.163687E+04   0.327077E+02   0.232351E-01  -0.632206E+02
   594   0.163934E+04   0.327315E+02   0.232575E-01  -0.649490E+02
   595   0.164205E+04   0.327477E+02   0.232803E-01  -0.666639E+02
   596   0.164499E+04   0.327565E+02   0.233034E-01  -0.683640E+02
   597   0.164818E+04   0.327575E+02   0.233269E-01  -0.700479E+02
   598   0.165161E+04   0.327506E+02   0.233507E-01  -0.717141E+02
   599   0.165528E+04   0.327359E+02   0.233750E-01  -0.733615E+02
   600   0.165920E+04   0.327131E+02   0.233996E-01  -0.749884E+02
   601   0.166337E+04   0.326821E+02   0.234246E-01  -0.765935E+02
   602   0.166777E+04   0.326432E+02   0.234499E-01  -0.781764E+02
   603   0.167242E+04   0.325963E+02   0.234757E-01  -0.797370E+02
   604   0.167730E+04   0.325417E+02   0.235020E-01  -0.812748E+02
   605   0.168239E+04   0.324795E+02   0.235286E-01  -0.827896E+02
   606   0.168772E+04   0.324097E+02   0.235556E-01  -0.842812E+02
   607   0.169325E+04   0.323327E+02   0.235831E-01  -0.857492E+02
   608   0.169900E+04   0.322484E+02   0.236110E-01  -0.871933E+02
   609   0.170496E+04   0.321570E+02   0.236394E-01  -0.886131E+02
   610   0.171111E+04   0.320587E+02   0.236682E-01  -0.900084E+02
   611   0.171746E+04   0.319534E+02   0.236974E-01  -0.913787E+02
   612   0.172400E+04   0.318414E+02   0.237271E-01  -0.927238E+02
   613   0.173072E+04   0.317228E+02   0.237573E-01  -0.940432E+02
   614   0.173763E+04   0.315977E+02   0.237879E-01  -0.953365E+02
   615   0.174470E+04   0.314663E+02   0.238190E-01  -0.966031E+02
   616   0.175195E+04   0.313286E+02   0.238506E-01  -0.978425E+02
   617   0.175936E+04   0.311850E+02   0.238827E-01  -0.990542E+02
   618   0.176693E+04   0.310355E+02   0.239152E-01  -0.100238E+03
   619   0.177465E+04   0.308801E+02   0.239482E-01  -0.101392E+03
   620   0.178252E+04   0.307192E+02   0.239816E-01  -0.102518E+03
   621   0.179055E+04   0.305528E+02   0.240156E-01  -0.103613E+03
   622   0.179871E+04   0.303809E+02   0.240500E-01  -0.104678E+03
   623   0.180699E+04   0.302039E+02   0.240849E-01  -0.105712E+03
   624   0.181541E+04   0.300217E+02   0.241202E-01  -0.106714E+03
   625   0.182394E+04   0.298346E+02   0.241560E-01  -0.107685E+03
   626   0.183259E+04   0.296425E+02   0.241923E-01  -0.108623E+03
   627   0.184135E+04   0.294457E+02   0.242291E-01  -0.109527E+03
   628   0.185022E+04   0.292442E+02   0.242663E-01  -0.110398E+03
   629   0.185917E+04   0.290383E+02   0.243039E-01  -0.111234E+03
   630   0.186822E+04   0.288281E+02   0.243420E-01  -0.112035E+03
   631   0.187736E+04   0.286136E+02   0.243806E-01  -0.112800E+03
   632   0.188656E+04   0.283950E+02   0.244196E-01  -0.113528E+03
   633   0.189585E+04   0.281725E+02   0.244590E-01  -0.114219E+03
   634   0.190520E+04   0.279461E+02   0.244989E-01  -0.114872E+03
   635   0.191460E+04   0.277161E+02   0.245391E-01  -0.115487E+03
   636   0.192407E+04   0.274825E+02   0.245798E-01  -0.116062E+03
   637   0.193358E+04   0.272455E+02   0.246209E-01  -0.116596E+03
   638   0.194312E+04   0.270053E+02   0.246623E-01  -0.117090E+03
   639   0.195270E+04   0.267620E+02   0.247042E-01  -0.117542E+03
   640   0.196231E+04   0.265156E+02   0.247464E-01  -0.117951E+03
   641   0.197194E+04   0.262665E+02   0.247889E-01  -0.118317E+03
   642   0.198157E+04   0.260146E+02   0.248319E-01  -0.118638E+03
   643   0.199122E+04   0.257603E+02   0.248751E-01  -0.118915E+03
   644   0.200086E+04   0.255035E+02   0.249188E-01  -0.119145E+03
   645   0.201049E+04   0.252444E+02   0.249627E-01  -0.119329E+03
   646   0.202012E+04   0.249831E+02   0.250069E-01  -0.119465E+03
   647   0.202971E+04   0.247199E+02   0.250514E-01  -0.119553E+03
   648   0.203927E+04   0.244547E+02   0.250963E-01  -0.119591E+03
   649   0.204879E+04   0.241879E+02   0.251414E-01  -0.119579E+03
   650   0.205827E+04   0.239195E+02   0.251867E-01  -0.119516E+03
   651   0.206769E+04   0.236498E+02   0.252323E-01  -0.119400E+03
   652   0.207706E+04   0.233790E+02   0.252782E-01  -0.119234E+03
   653   0.208637E+04   0.231071E+02   0.253243E-01  -0.119016E+03
   654   0.209562E+04   0.228343E+02   0.253706E-01  -0.118749E+03
   655   0.210481E+04   0.225606E+02   0.254171E-01  -0.118433E+03
   656   0.211392E+04   0.222864E+02   0.254638E-01  -0.118068E+03
   657   0.212297E+04   0.220117E+02   0.255107E-01  -0.117655E+03
   658   0.213195E+04   0.217367E+02   0.255577E-01  -0.117195E+03
   659   0.214085E+04   0.214613E+02   0.256049E-01  -0.116689E+03
   660   0.214968E+04   0.211858E+02   0.256523E-01  -0.116138E+03
   661   0.215842E+04   0.209103E+02   0.256997E-01  -0.115541E+03
   662   0.216707E+04   0.206349E+02   0.257473E-01  -0.114900E+03
   663   0.217564E+04   0.203597E+02   0.257950E-01  -0.114215E+03
   664   0.218411E+04   0.200850E+02   0.258428E-01  -0.113488E+03
   665   0.219249E+04   0.198108E+02   0.258907E-01  -0.112718E+03
   666   0.220076E+04   0.195373E+02   0.259387E-01  -0.111907E+03
   667   0.220893E+04   0.192647E+02   0.259867E-01  -0.111054E+03
   668   0.221699E+04   0.189931E+02   0.260348E-01  -0.110161E+03
   669   0.222494E+04   0.187226E+02   0.260828E-01  -0.109229E+03
   670   0.223277E+04   0.184535E+02   0.261310E-01  -0.108258E+03
   671   0.224048E+04   0.181859E+02   0.261791E-01  -0.107248E+03
   672   0.224807E+04   0.179198E+02   0.262272E-01  -0.106201E+03
   673   0.225552E+04   0.176557E+02   0.262753E-01  -0.105117E+03
   674   0.226284E+04   0.173935E+02   0.263234E-01  -0.103996E+03
   675   0.227002E+04   0.171334E+02   0.263715E-01  -0.102840E+03
   676   0.227706E+04   0.168757E+02   0.264195E-01  -0.101649E+03
   677   0.228395E+04   0.166205E+02   0.264674E-01  -0.100423E+03
   678   0.229068E+04   0.163679E+02   0.265152E-01  -0.991631E+02
   679   0.229725E+04   0.161182E+02   0.265630E-01  -0.978701E+02
   680   0.230366E+04   0.158714E+02   0.266107E-01  -0.965446E+02
   681   0.230990E+04   0.156277E+02   0.266582E-01  -0.951868E+02
   682   0.231596E+04   0.153874E+02   0.267056E-01  -0.937976E+02
   683   0.232184E+04   0.151504E+02   0.267529E-01  -0.923774E+02
   684   0.232754E+04   0.149172E+02   0.268000E-01  -0.909271E+02
   685   0.233303E+04   0.146879E+02   0.268470E-01  -0.894474E+02
   686   0.233833E+04   0.144628E+02   0.268938E-01  -0.879384E+02
   687   0.234343E+04   0.142421E+02   0.269403E-01  -0.864018E+02
   688   0.234832E+04   0.140259E+02   0.269867E-01  -0.848381E+02
   689   0.235299E+04   0.138147E+02   0.270328E-01  -0.832474E+02
   690   0.235745E+04   0.136085E+02   0.270787E-01  -0.816303E+02
   691   0.236167E+04   0.134077E+02   0.271244E-01  -0.799881E+02
   692   0.236566E+04   0.132123E+02   0.271698E-01  -0.783215E+02
   693   0.236941E+04   0.130226E+02   0.272149E-01  -0.766312E+02
   694   0.237292E+04   0.128389E+02   0.272597E-01  -0.749170E+02
   695   0.237618E+04   0.126613E+02   0.273042E-01  -0.731804E+02
   696   0.237916E+04   0.124900E+02   0.273484E-01  -0.714212E+02
   697   0.238189E+04   0.123254E+02   0.273923E-01  -0.696409E+02
   698   0.238433E+04   0.121675E+02   0.274358E-01  -0.678394E+02
   699   0.238650E+04   0.120167E+02   0.274789E-01  -0.660180E+02
   700   0.238838E+04   0.118732E+02   0.275216E-01  -0.641775E+02
   701   0.238997E+04   0.117371E+02   0.275640E-01  -0.623183E+02
   702   0.239125E+04   0.116085E+02   0.276059E-01  -0.604414E+02
   703   0.239225E+04   0.114873E+02   0.276475E-01  -0.585481E+02
   704   0.239298E+04   0.113733E+02   0.276885E-01  -0.566376E+02
   705   0.239340E+04   0.112667E+02   0.277292E-01  -0.547122E+02
   706   0.239356E+04   0.111673E+02   0.277693E-01  -0.527718E+02
   707   0.239344E+04   0.110752E+02   0.278090E-01  -0.508180E+02
   708   0.239303E+04   0.109900E+02   0.278482E-01  -0.488521E+02
   709   0.239237E+04   0.109121E+02   0.278869E-01  -0.468734E+02
   710   0.239142E+04   0.108411E+02   0.279251E-01  -0.448841E+02
   711   0.239021E+04   0.107771E+02   0.279627E-01  -0.428850E+02
   712   0.238875E+04   0.107201E+02   0.279998E-01  -0.408759E+02
   713   0.238701E+04   0.106698E+02   0.280363E-01  -0.388583E+02
   714   0.238502E+04   0.106265E+02   0.280723E-01  -0.368331E+02
   715   0.238277E+04   0.105899E+02   0.281077E-01  -0.348015E+02
   716   0.238026E+04   0.105600E+02   0.281425E-01  -0.327644E+02
   717   0.237750E+04   0.105367E+02   0.281767E-01  -0.307217E+02
   718   0.237449E+04   0.105200E+02   0.282102E-01  -0.286749E+02
   719   0.237122E+04   0.105099E+02   0.282432E-01  -0.266246E+02
   720   0.236771E+04   0.105064E+02   0.282755E-01  -0.245731E+02
   721   0.236395E+04   0.105095E+02   0.283072E-01  -0.225204E+02
   722   0.235996E+04   0.105192E+02   0.283383E-01  -0.204679E+02
   723   0.235572E+04   0.105355E+02   0.283687E-01  -0.184170E+02
   724   0.235125E+04   0.105584E+02   0.283984E-01  -0.163686E+02
   725   0.234654E+04   0.105880E+02   0.284274E-01  -0.143232E+02
   726   0.234161E+04   0.106241E+02   0.284558E-01  -0.122831E+02
   727   0.233644E+04   0.106669E+02   0.284835E-01  -0.102483E+02
   728   0.233106E+04   0.107161E+02   0.285105E-01  -0.822089E+01
   729   0.232543E+04   0.107720E+02   0.285368E-01  -0.620019E+01
   730   0.231959E+04   0.108343E+02   0.285624E-01  -0.418912E+01
   731   0.231353E+04   0.109032E+02   0.285873E-01  -0.218839E+01
   732   0.230724E+04   0.109785E+02   0.286115E-01  -0.197958E+00
   733   0.230073E+04   0.110604E+02   0.286350E-01   0.177997E+01
   734   0.229401E+04   0.111487E+02   0.286578E-01   0.374542E+01
   735   0.228706E+04   0.112436E+02   0.286799E-01   0.569546E+01
   736   0.227991E+04   0.113450E+02   0.287012E-01   0.763012E+01
   737   0.227253E+04   0.114529E+02   0.287219E-01   0.954794E+01
   738   0.226495E+04   0.115674E+02   0.287418E-01   0.114475E+02
   739   0.225715E+04   0.116884E+02   0.287609E-01   0.133280E+02
   740   0.224914E+04   0.118161E+02   0.287794E-01   0.151888E+02
   741   0.224092E+04   0.119503E+02   0.287972E-01   0.170270E+02
   742   0.223249E+04   0.120912E+02   0.288142E-01   0.188418E+02
   743   0.222386E+04   0.122387E+02   0.288305E-01   0.206325E+02
   744   0.221502E+04   0.123929E+02   0.288461E-01   0.223977E+02
   745   0.220597E+04   0.125538E+02   0.288609E-01   0.241359E+02
   746   0.219671E+04   0.127215E+02   0.288751E-01   0.258449E+02
   747   0.218725E+04   0.128959E+02   0.288885E-01   0.275247E+02
   748   0.217759E+04   0.130770E+02   0.289012E-01   0.291732E+02
   749   0.216773E+04   0.132649E+02   0.289132E-01   0.307889E+02
   750   0.215766E+04   0.134596E+02   0.289245E-01   0.323703E+02
   751   0.214740E+04   0.136611E+02   0.289351E-01   0.339170E+02
   752   0.213694E+04   0.138692E+02   0.289450E-01   0.354289E+02
   753   0.212629E+04   0.140837E+02   0.289542E-01   0.369046E+02
   754   0.211547E+04   0.143045E+02   0.289627E-01   0.383459E+02
   755   0.210446E+04   0.145313E+02   0.289705E-01   0.397521E+02
   756   0.209327E+04   0.147641E+02   0.289776E-01   0.411234E+02
   757   0.208194E+04   0.150026E+02   0.289841E-01   0.424599E+02
   758   0.207044E+04   0.152466E+02   0.289898E-01   0.437603E+02
   759   0.205879E+04   0.154961E+02   0.289949E-01   0.450264E+02
   760   0.204699E+04   0.157509E+02   0.289993E-01   0.462574E+02
   761   0.203505E+04   0.160107E+02   0.290031E-01   0.474535E+02
   762   0.202298E+04   0.162753E+02   0.290061E-01   0.486150E+02
   763   0.201077E+04   0.165446E+02   0.290086E-01   0.497412E+02
   764   0.199843E+04   0.168183E+02   0.290103E-01   0.508338E+02
   765   0.198597E+04   0.170964E+02   0.290115E-01   0.518914E+02
   766   0.197338E+04   0.173786E+02   0.290119E-01   0.529150E+02
   767   0.196068E+04   0.176645E+02   0.290118E-01   0.539047E+02
   768   0.194787E+04   0.179542E+02   0.290110E-01   0.548606E+02
   769   0.193494E+04   0.182476E+02   0.290096E-01   0.557815E+02
   770   0.192192E+04   0.185443E+02   0.290076E-01   0.566675E+02
   771   0.190880E+04   0.188442E+02   0.290050E-01   0.575187E+02
   772   0.189558E+04   0.191472E+02   0.290018E-01   0.583353E+02
   773   0.188227E+04   0.194531E+02   0.289979E-01   0.591160E+02
   774   0.186888E+04   0.197618E+02   0.289935E-01   0.598609E+02
   775   0.185541E+04   0.200729E+02   0.289886E-01   0.605703E+02
   776   0.184188E+04   0.203865E+02   0.289830E-01   0.612426E+02
   777   0.182828E+04   0.207023E+02   0.289769E-01   0.618789E+02
   778   0.181464E+04   0.210200E+02   0.289702E-01   0.624778E+02
   779   0.180095E+04   0.213395E+02   0.289630E-01   0.630402E+02
   780   0.178722E+04   0.216606E+02   0.289553E-01   0.635641E+02
   781   0.177347E+04   0.219831E+02   0.289470E-01   0.640503E+02
   782   0.175969E+04   0.223068E+02   0.289382E-01   0.644982E+02
   783   0.174589E+04   0.226316E+02   0.289289E-01   0.649087E+02
   784   0.173208E+04   0.229571E+02   0.289192E-01   0.652806E+02
