#           k/h    P           
   0.485496E-03   0.221946E+04
   0.495303E-03   0.226137E+04
   0.505309E-03   0.230404E+04
   0.515517E-03   0.234748E+04
   0.525931E-03   0.239169E+04
   0.536556E-03   0.243670E+04
   0.547395E-03   0.248250E+04
   0.558453E-03   0.252912E+04
   0.569734E-03   0.257657E+04
   0.581244E-03   0.262485E+04
   0.592986E-03   0.267399E+04
   0.604965E-03   0.272399E+04
   0.617186E-03   0.277487E+04
   0.629654E-03   0.282664E+04
   0.642374E-03   0.287932E+04
   0.655350E-03   0.293291E+04
   0.668589E-03   0.298744E+04
   0.682096E-03   0.304291E+04
   0.695875E-03   0.309933E+04
   0.709933E-03   0.315673E+04
   0.724274E-03   0.321512E+04
   0.738906E-03   0.327451E+04
   0.753832E-03   0.333492E+04
   0.769061E-03   0.339636E+04
   0.784597E-03   0.345884E+04
   0.800447E-03   0.352239E+04
   0.816617E-03   0.358701E+04
   0.833114E-03   0.365272E+04
   0.849944E-03   0.371955E+04
   0.867114E-03   0.378750E+04
   0.884631E-03   0.385659E+04
   0.902501E-03   0.392683E+04
   0.920733E-03   0.399826E+04
   0.939333E-03   0.407087E+04
   0.958309E-03   0.414469E+04
   0.977668E-03   0.421974E+04
   0.997418E-03   0.429603E+04
   0.101757E-02   0.437359E+04
   0.103812E-02   0.445242E+04
   0.105910E-02   0.453256E+04
   0.108049E-02   0.461401E+04
   0.110232E-02   0.469680E+04
   0.112459E-02   0.478095E+04
   0.114730E-02   0.486647E+04
   0.117048E-02   0.495339E+04
   0.119413E-02   0.504172E+04
   0.121825E-02   0.513148E+04
   0.124286E-02   0.522270E+04
   0.126797E-02   0.531539E+04
   0.129358E-02   0.540958E+04
   0.131971E-02   0.550528E+04
   0.134637E-02   0.560251E+04
   0.137357E-02   0.570130E+04
   0.140132E-02   0.580166E+04
   0.142963E-02   0.590361E+04
   0.145851E-02   0.600718E+04
   0.148797E-02   0.611237E+04
   0.151803E-02   0.621922E+04
   0.154870E-02   0.632774E+04
   0.157998E-02   0.643794E+04
   0.161190E-02   0.654985E+04
   0.164446E-02   0.666347E+04
   0.167768E-02   0.677884E+04
   0.171158E-02   0.689596E+04
   0.174615E-02   0.701485E+04
   0.178143E-02   0.713553E+04
   0.181741E-02   0.725800E+04
   0.185413E-02   0.738229E+04
   0.189158E-02   0.750841E+04
   0.192980E-02   0.763636E+04
   0.196878E-02   0.776616E+04
   0.200855E-02   0.789782E+04
   0.204913E-02   0.803135E+04
   0.209052E-02   0.816676E+04
   0.213276E-02   0.830406E+04
   0.217584E-02   0.844324E+04
   0.221979E-02   0.858433E+04
   0.226464E-02   0.872732E+04
   0.231039E-02   0.887222E+04
   0.235706E-02   0.901903E+04
   0.240467E-02   0.916775E+04
   0.245325E-02   0.931839E+04
   0.250281E-02   0.947093E+04
   0.255337E-02   0.962539E+04
   0.260495E-02   0.978175E+04
   0.265758E-02   0.994002E+04
   0.271126E-02   0.101002E+05
   0.276603E-02   0.102622E+05
   0.282191E-02   0.104261E+05
   0.287892E-02   0.105919E+05
   0.293708E-02   0.107596E+05
   0.299641E-02   0.109291E+05
   0.305694E-02   0.111004E+05
   0.311870E-02   0.112735E+05
   0.318170E-02   0.114484E+05
   0.324597E-02   0.116251E+05
   0.331155E-02   0.118036E+05
   0.337844E-02   0.119837E+05
   0.344669E-02   0.121656E+05
   0.351632E-02   0.123491E+05
   0.358735E-02   0.125342E+05
   0.365982E-02   0.127210E+05
   0.373376E-02   0.129093E+05
   0.380918E-02   0.130991E+05
   0.388613E-02   0.132905E+05
   0.396464E-02   0.134832E+05
   0.404473E-02   0.136774E+05
   0.412644E-02   0.138729E+05
   0.420980E-02   0.140697E+05
   0.429484E-02   0.142677E+05
   0.438160E-02   0.144669E+05
   0.447012E-02   0.146673E+05
   0.456042E-02   0.148687E+05
   0.465255E-02   0.150711E+05
   0.474653E-02   0.152744E+05
   0.484242E-02   0.154786E+05
   0.494024E-02   0.156836E+05
   0.504004E-02   0.158892E+05
   0.514186E-02   0.160954E+05
   0.524573E-02   0.163022E+05
   0.535170E-02   0.165094E+05
   0.545981E-02   0.167170E+05
   0.557011E-02   0.169249E+05
   0.568263E-02   0.171330E+05
   0.579743E-02   0.173411E+05
   0.591455E-02   0.175492E+05
   0.603403E-02   0.177571E+05
   0.615592E-02   0.179646E+05
   0.628028E-02   0.181717E+05
   0.640715E-02   0.183781E+05
   0.653658E-02   0.185838E+05
   0.666863E-02   0.187886E+05
   0.680335E-02   0.189924E+05
   0.694078E-02   0.191951E+05
   0.708100E-02   0.193965E+05
   0.722404E-02   0.195965E+05
   0.736998E-02   0.197949E+05
   0.751886E-02   0.199916E+05
   0.767075E-02   0.201865E+05
   0.782571E-02   0.203793E+05
   0.798380E-02   0.205699E+05
   0.814509E-02   0.207581E+05
   0.830963E-02   0.209437E+05
   0.847750E-02   0.211265E+05
   0.864875E-02   0.213063E+05
   0.882347E-02   0.214829E+05
   0.900171E-02   0.216562E+05
   0.918356E-02   0.218258E+05
   0.936908E-02   0.219916E+05
   0.955835E-02   0.221534E+05
   0.975144E-02   0.223109E+05
   0.994843E-02   0.224639E+05
   0.101494E-01   0.226122E+05
   0.103544E-01   0.227556E+05
   0.105636E-01   0.228937E+05
   0.107770E-01   0.230264E+05
   0.109947E-01   0.231534E+05
   0.112168E-01   0.232745E+05
   0.114434E-01   0.233895E+05
   0.116746E-01   0.234980E+05
   0.119104E-01   0.235998E+05
   0.121510E-01   0.236947E+05
   0.123965E-01   0.237823E+05
   0.126469E-01   0.238625E+05
   0.129024E-01   0.239350E+05
   0.131631E-01   0.239995E+05
   0.134290E-01   0.240557E+05
   0.137003E-01   0.241035E+05
   0.139770E-01   0.241425E+05
   0.142594E-01   0.241724E+05
   0.145474E-01   0.241932E+05
   0.148413E-01   0.242044E+05
   0.151411E-01   0.242059E+05
   0.154470E-01   0.241974E+05
   0.157590E-01   0.241787E+05
   0.160774E-01   0.241497E+05
   0.164022E-01   0.241101E+05
   0.167335E-01   0.240597E+05
   0.170716E-01   0.239984E+05
   0.174164E-01   0.239260E+05
   0.177683E-01   0.238423E+05
   0.181272E-01   0.237473E+05
   0.184934E-01   0.236408E+05
   0.188670E-01   0.235229E+05
   0.192481E-01   0.233933E+05
   0.196370E-01   0.232521E+05
   0.200337E-01   0.230994E+05
   0.204384E-01   0.229351E+05
   0.208513E-01   0.227592E+05
   0.212725E-01   0.225720E+05
   0.217022E-01   0.223735E+05
   0.221406E-01   0.221639E+05
   0.225879E-01   0.219434E+05
   0.230442E-01   0.217122E+05
   0.235097E-01   0.214707E+05
   0.239847E-01   0.212192E+05
   0.244692E-01   0.209581E+05
   0.249635E-01   0.206877E+05
   0.254678E-01   0.204085E+05
   0.259823E-01   0.201210E+05
   0.265072E-01   0.198259E+05
   0.270426E-01   0.195237E+05
   0.275889E-01   0.192150E+05
   0.281463E-01   0.189004E+05
   0.287149E-01   0.185807E+05
   0.292949E-01   0.182568E+05
   0.298867E-01   0.179293E+05
   0.304905E-01   0.175991E+05
   0.311064E-01   0.172670E+05
   0.317348E-01   0.169338E+05
   0.323759E-01   0.166005E+05
   0.330299E-01   0.162678E+05
   0.336972E-01   0.159368E+05
   0.343779E-01   0.156080E+05
   0.350724E-01   0.152827E+05
   0.357809E-01   0.149618E+05
   0.365038E-01   0.146462E+05
   0.372412E-01   0.143368E+05
   0.379935E-01   0.140342E+05
   0.387610E-01   0.137390E+05
   0.395440E-01   0.134515E+05
   0.403429E-01   0.131722E+05
   0.411579E-01   0.129015E+05
   0.419893E-01   0.126397E+05
   0.428375E-01   0.123878E+05
   0.437029E-01   0.121465E+05
   0.445858E-01   0.119168E+05
   0.454865E-01   0.116993E+05
   0.464053E-01   0.114939E+05
   0.473428E-01   0.112996E+05
   0.482992E-01   0.111154E+05
   0.492749E-01   0.109404E+05
   0.502703E-01   0.107737E+05
   0.512858E-01   0.106144E+05
   0.523219E-01   0.104618E+05
   0.533789E-01   0.103150E+05
   0.544572E-01   0.101732E+05
   0.555573E-01   0.100356E+05
   0.566796E-01   0.990122E+04
   0.578246E-01   0.976913E+04
   0.589927E-01   0.963806E+04
   0.601845E-01   0.950611E+04
   0.614003E-01   0.937142E+04
   0.626407E-01   0.923224E+04
   0.639061E-01   0.908689E+04
   0.651971E-01   0.893381E+04
   0.665142E-01   0.877160E+04
   0.678578E-01   0.859912E+04
   0.692287E-01   0.841548E+04
   0.706272E-01   0.822002E+04
   0.720539E-01   0.801307E+04
   0.735095E-01   0.779559E+04
   0.749945E-01   0.756868E+04
   0.765095E-01   0.733394E+04
   0.780551E-01   0.709315E+04
   0.796319E-01   0.684817E+04
   0.812406E-01   0.660125E+04
   0.828817E-01   0.635457E+04
   0.845561E-01   0.611040E+04
   0.862642E-01   0.587105E+04
   0.880068E-01   0.563873E+04
   0.897847E-01   0.541594E+04
   0.915985E-01   0.520489E+04
   0.934489E-01   0.500752E+04
   0.953367E-01   0.482561E+04
   0.972626E-01   0.466065E+04
   0.992274E-01   0.451325E+04
   0.101232E+00   0.438321E+04
   0.103277E+00   0.427008E+04
   0.105363E+00   0.417197E+04
   0.107492E+00   0.408669E+04
   0.109663E+00   0.401157E+04
   0.111879E+00   0.394332E+04
   0.114139E+00   0.387874E+04
   0.116445E+00   0.381448E+04
   0.118797E+00   0.374736E+04
   0.121197E+00   0.367462E+04
   0.123645E+00   0.359384E+04
   0.126143E+00   0.350348E+04
   0.128691E+00   0.340264E+04
   0.131291E+00   0.329149E+04
   0.133943E+00   0.317097E+04
   0.136649E+00   0.304303E+04
   0.139409E+00   0.291020E+04
   0.142226E+00   0.277588E+04
   0.145099E+00   0.264369E+04
   0.148030E+00   0.251768E+04
   0.151020E+00   0.240132E+04
   0.154071E+00   0.229739E+04
   0.157184E+00   0.220720E+04
   0.160359E+00   0.213080E+04
   0.163598E+00   0.206685E+04
   0.166903E+00   0.201329E+04
   0.170275E+00   0.196753E+04
   0.173715E+00   0.192652E+04
   0.177224E+00   0.188688E+04
   0.180804E+00   0.184494E+04
   0.184457E+00   0.179748E+04
   0.188183E+00   0.174254E+04
   0.191985E+00   0.167989E+04
   0.195863E+00   0.161106E+04
   0.199820E+00   0.153855E+04
   0.203856E+00   0.146529E+04
   0.207974E+00   0.139431E+04
   0.212176E+00   0.132853E+04
   0.216462E+00   0.127023E+04
   0.220835E+00   0.122046E+04
   0.225296E+00   0.117889E+04
   0.229847E+00   0.114388E+04
   0.234490E+00   0.111298E+04
   0.239227E+00   0.108330E+04
   0.244060E+00   0.105214E+04
   0.248990E+00   0.101762E+04
   0.254020E+00   0.979270E+03
   0.259152E+00   0.937929E+03
   0.264387E+00   0.895302E+03
   0.269728E+00   0.853536E+03
   0.275177E+00   0.814744E+03
   0.280736E+00   0.780353E+03
   0.286407E+00   0.750623E+03
   0.292193E+00   0.724720E+03
   0.298096E+00   0.701136E+03
   0.304118E+00   0.678122E+03
   0.310261E+00   0.654192E+03
   0.316529E+00   0.628709E+03
   0.322923E+00   0.602081E+03
   0.329447E+00   0.575404E+03
   0.336102E+00   0.549913E+03
   0.342892E+00   0.526546E+03
   0.349819E+00   0.505605E+03
   0.356885E+00   0.486645E+03
   0.364095E+00   0.468777E+03
   0.371450E+00   0.451112E+03
   0.378954E+00   0.433107E+03
   0.386609E+00   0.414846E+03
   0.394419E+00   0.396901E+03
   0.402387E+00   0.379839E+03
   0.410516E+00   0.364018E+03
   0.418809E+00   0.349410E+03
   0.427269E+00   0.335592E+03
   0.435901E+00   0.322131E+03
   0.444706E+00   0.308798E+03
   0.453690E+00   0.295647E+03
   0.462855E+00   0.282965E+03
   0.472206E+00   0.270974E+03
   0.481745E+00   0.259685E+03
   0.491477E+00   0.248966E+03
   0.501405E+00   0.238593E+03
   0.511534E+00   0.228478E+03
   0.521868E+00   0.218679E+03
   0.532411E+00   0.209290E+03
   0.543166E+00   0.200377E+03
   0.554139E+00   0.191872E+03
   0.565333E+00   0.183699E+03
   0.576753E+00   0.175801E+03
   0.588404E+00   0.168204E+03
   0.600291E+00   0.160929E+03
   0.612418E+00   0.153974E+03
   0.624789E+00   0.147315E+03
   0.637411E+00   0.140931E+03
   0.650288E+00   0.134805E+03
   0.663424E+00   0.128931E+03
   0.676826E+00   0.123297E+03
   0.690499E+00   0.117895E+03
   0.704448E+00   0.112717E+03
   0.718679E+00   0.107755E+03
   0.733197E+00   0.103000E+03
   0.748009E+00   0.984441E+02
   0.763119E+00   0.940803E+02
   0.778536E+00   0.899010E+02
   0.794263E+00   0.858991E+02
   0.810308E+00   0.820677E+02
   0.826677E+00   0.784002E+02
   0.843378E+00   0.748900E+02
   0.860415E+00   0.715310E+02
   0.877797E+00   0.683171E+02
   0.895529E+00   0.652423E+02
   0.913620E+00   0.623008E+02
   0.932076E+00   0.594872E+02
   0.950906E+00   0.567960E+02
   0.970115E+00   0.542223E+02
   0.989713E+00   0.517612E+02
   0.100971E+01   0.494078E+02
   0.103010E+01   0.471578E+02
   0.105091E+01   0.450068E+02
   0.107214E+01   0.429506E+02
   0.109380E+01   0.409851E+02
   0.111590E+01   0.391067E+02
   0.113844E+01   0.373115E+02
   0.116144E+01   0.355960E+02
   0.118490E+01   0.339569E+02
   0.120884E+01   0.323908E+02
   0.123326E+01   0.308946E+02
   0.125817E+01   0.294652E+02
   0.128359E+01   0.280998E+02
   0.130952E+01   0.267956E+02
   0.133597E+01   0.255499E+02
   0.136296E+01   0.243602E+02
   0.139049E+01   0.232241E+02
   0.141858E+01   0.221392E+02
   0.144724E+01   0.211032E+02
   0.147648E+01   0.201142E+02
   0.150630E+01   0.191699E+02
   0.153673E+01   0.182684E+02
   0.156778E+01   0.174079E+02
   0.159945E+01   0.165867E+02
   0.163176E+01   0.158029E+02
   0.166472E+01   0.150552E+02
   0.169835E+01   0.143419E+02
   0.173266E+01   0.136617E+02
   0.176766E+01   0.130130E+02
   0.180337E+01   0.123945E+02
   0.183980E+01   0.118049E+02
   0.187697E+01   0.112430E+02
   0.191489E+01   0.107075E+02
   0.195357E+01   0.101972E+02
   0.199304E+01   0.971107E+01
   0.203330E+01   0.924797E+01
   0.207437E+01   0.880688E+01
