#    L    TT             EE             BB             TE             PP             TP             EP          
   546   0.200438E+04   0.864118E+01   0.000000E+00  -0.587759E+02   0.187156E-07  -0.130482E-05   0.893963E-06
   547   0.201276E+04   0.852387E+01   0.000000E+00  -0.583906E+02   0.186617E-07  -0.135113E-05   0.883088E-06
   548   0.202107E+04   0.840782E+01   0.000000E+00  -0.579812E+02   0.186081E-07  -0.139631E-05   0.872143E-06
   549   0.202932E+04   0.829321E+01   0.000000E+00  -0.575476E+02   0.185546E-07  -0.144040E-05   0.861124E-06
   550   0.203749E+04   0.817984E+01   0.000000E+00  -0.570897E+02   0.185014E-07  -0.148343E-05   0.850027E-06
   551   0.204560E+04   0.806790E+01   0.000000E+00  -0.566078E+02   0.184483E-07  -0.152543E-05   0.838849E-06
   552   0.205362E+04   0.795736E+01   0.000000E+00  -0.561024E+02   0.183955E-07  -0.156640E-05   0.827592E-06
   553   0.206157E+04   0.784835E+01   0.000000E+00  -0.555742E+02   0.183428E-07  -0.160633E-05   0.816258E-06
   554   0.206945E+04   0.774097E+01   0.000000E+00  -0.550239E+02   0.182904E-07  -0.164524E-05   0.804849E-06
   555   0.207724E+04   0.763530E+01   0.000000E+00  -0.544524E+02   0.182381E-07  -0.168311E-05   0.793368E-06
   556   0.208494E+04   0.753146E+01   0.000000E+00  -0.538603E+02   0.181861E-07  -0.171995E-05   0.781817E-06
   557   0.209255E+04   0.742949E+01   0.000000E+00  -0.532483E+02   0.181342E-07  -0.175575E-05   0.770198E-06
   558   0.210007E+04   0.732952E+01   0.000000E+00  -0.526171E+02   0.180826E-07  -0.179052E-05   0.758514E-06
   559   0.210749E+04   0.723162E+01   0.000000E+00  -0.519673E+02   0.180311E-07  -0.182425E-05   0.746766E-06
   560   0.211480E+04   0.713589E+01   0.000000E+00  -0.512996E+02   0.179799E-07  -0.185694E-05   0.734958E-06
   561   0.212202E+04   0.704232E+01   0.000000E+00  -0.506146E+02   0.179288E-07  -0.188859E-05   0.723090E-06
   562   0.212912E+04   0.695111E+01   0.000000E+00  -0.499128E+02   0.178779E-07  -0.191921E-05   0.711167E-06
   563   0.213611E+04   0.686224E+01   0.000000E+00  -0.491951E+02   0.178272E-07  -0.194878E-05   0.699190E-06
   564   0.214299E+04   0.677584E+01   0.000000E+00  -0.484619E+02   0.177768E-07  -0.197731E-05   0.687160E-06
   565   0.214975E+04   0.669195E+01   0.000000E+00  -0.477138E+02   0.177265E-07  -0.200480E-05   0.675082E-06
   566   0.215638E+04   0.661070E+01   0.000000E+00  -0.469514E+02   0.176764E-07  -0.203124E-05   0.662956E-06
   567   0.216289E+04   0.653200E+01   0.000000E+00  -0.461753E+02   0.176264E-07  -0.205664E-05   0.650786E-06
   568   0.216927E+04   0.645604E+01   0.000000E+00  -0.453859E+02   0.175767E-07  -0.208100E-05   0.638573E-06
   569   0.217552E+04   0.638288E+01   0.000000E+00  -0.445838E+02   0.175272E-07  -0.210431E-05   0.626320E-06
   570   0.218162E+04   0.631249E+01   0.000000E+00  -0.437696E+02   0.174778E-07  -0.212657E-05   0.614029E-06
   571   0.218759E+04   0.624501E+01   0.000000E+00  -0.429439E+02   0.174287E-07  -0.214778E-05   0.601702E-06
   572   0.219342E+04   0.618040E+01   0.000000E+00  -0.421068E+02   0.173797E-07  -0.216794E-05   0.589343E-06
   573   0.219911E+04   0.611880E+01   0.000000E+00  -0.412592E+02   0.173309E-07  -0.218705E-05   0.576952E-06
   574   0.220465E+04   0.606026E+01   0.000000E+00  -0.404012E+02   0.172823E-07  -0.220511E-05   0.564532E-06
   575   0.221005E+04   0.600475E+01   0.000000E+00  -0.395332E+02   0.172339E-07  -0.222212E-05   0.552086E-06
   576   0.221530E+04   0.595241E+01   0.000000E+00  -0.386558E+02   0.171857E-07  -0.223807E-05   0.539616E-06
   577   0.222041E+04   0.590320E+01   0.000000E+00  -0.377693E+02   0.171376E-07  -0.225297E-05   0.527124E-06
   578   0.222537E+04   0.585718E+01   0.000000E+00  -0.368743E+02   0.170897E-07  -0.226681E-05   0.514613E-06
   579   0.223018E+04   0.581448E+01   0.000000E+00  -0.359710E+02   0.170420E-07  -0.227960E-05   0.502085E-06
   580   0.223483E+04   0.577500E+01   0.000000E+00  -0.350597E+02   0.169945E-07  -0.229132E-05   0.489541E-06
   581   0.223934E+04   0.573886E+01   0.000000E+00  -0.341410E+02   0.169472E-07  -0.230199E-05   0.476985E-06
   582   0.224368E+04   0.570605E+01   0.000000E+00  -0.332153E+02   0.169000E-07  -0.231160E-05   0.464419E-06
   583   0.224787E+04   0.567662E+01   0.000000E+00  -0.322829E+02   0.168531E-07  -0.232015E-05   0.451845E-06
   584   0.225190E+04   0.565068E+01   0.000000E+00  -0.313442E+02   0.168063E-07  -0.232764E-05   0.439265E-06
   585   0.225577E+04   0.562808E+01   0.000000E+00  -0.303996E+02   0.167597E-07  -0.233407E-05   0.426682E-06
   586   0.225947E+04   0.560901E+01   0.000000E+00  -0.294494E+02   0.167132E-07  -0.233943E-05   0.414097E-06
   587   0.226301E+04   0.559345E+01   0.000000E+00  -0.284937E+02   0.166669E-07  -0.234373E-05   0.401514E-06
   588   0.226639E+04   0.558137E+01   0.000000E+00  -0.275330E+02   0.166208E-07  -0.234696E-05   0.388934E-06
   589   0.226959E+04   0.557283E+01   0.000000E+00  -0.265674E+02   0.165749E-07  -0.234912E-05   0.376361E-06
   590   0.227263E+04   0.556789E+01   0.000000E+00  -0.255972E+02   0.165292E-07  -0.235022E-05   0.363795E-06
   591   0.227550E+04   0.556651E+01   0.000000E+00  -0.246226E+02   0.164836E-07  -0.235025E-05   0.351239E-06
   592   0.227819E+04   0.556875E+01   0.000000E+00  -0.236441E+02   0.164382E-07  -0.234921E-05   0.338697E-06
   593   0.228071E+04   0.557459E+01   0.000000E+00  -0.226616E+02   0.163929E-07  -0.234710E-05   0.326169E-06
   594   0.228305E+04   0.558408E+01   0.000000E+00  -0.216753E+02   0.163479E-07  -0.234392E-05   0.313659E-06
   595   0.228522E+04   0.559719E+01   0.000000E+00  -0.206854E+02   0.163030E-07  -0.233967E-05   0.301168E-06
   596   0.228720E+04   0.561399E+01   0.000000E+00  -0.196921E+02   0.162582E-07  -0.233434E-05   0.288699E-06
   597   0.228900E+04   0.563444E+01   0.000000E+00  -0.186956E+02   0.162137E-07  -0.232794E-05   0.276254E-06
   598   0.229062E+04   0.565853E+01   0.000000E+00  -0.176959E+02   0.161693E-07  -0.232046E-05   0.263836E-06
   599   0.229205E+04   0.568637E+01   0.000000E+00  -0.166932E+02   0.161251E-07  -0.231190E-05   0.251447E-06
   600   0.229330E+04   0.571788E+01   0.000000E+00  -0.156876E+02   0.160810E-07  -0.230227E-05   0.239089E-06
   601   0.229436E+04   0.575311E+01   0.000000E+00  -0.146792E+02   0.160371E-07  -0.229157E-05   0.226764E-06
   602   0.229522E+04   0.579200E+01   0.000000E+00  -0.136686E+02   0.159933E-07  -0.227979E-05   0.214472E-06
   603   0.229592E+04   0.583458E+01   0.000000E+00  -0.126567E+02   0.159498E-07  -0.226697E-05   0.202215E-06
   604   0.229642E+04   0.588082E+01   0.000000E+00  -0.116443E+02   0.159064E-07  -0.225310E-05   0.189993E-06
   605   0.229675E+04   0.593066E+01   0.000000E+00  -0.106323E+02   0.158631E-07  -0.223821E-05   0.177805E-06
   606   0.229690E+04   0.598413E+01   0.000000E+00  -0.962121E+01   0.158200E-07  -0.222230E-05   0.165653E-06
   607   0.229687E+04   0.604125E+01   0.000000E+00  -0.861208E+01   0.157771E-07  -0.220539E-05   0.153537E-06
   608   0.229667E+04   0.610191E+01   0.000000E+00  -0.760552E+01   0.157343E-07  -0.218749E-05   0.141458E-06
   609   0.229631E+04   0.616614E+01   0.000000E+00  -0.660219E+01   0.156917E-07  -0.216861E-05   0.129415E-06
   610   0.229577E+04   0.623388E+01   0.000000E+00  -0.560290E+01   0.156492E-07  -0.214877E-05   0.117410E-06
   611   0.229507E+04   0.630502E+01   0.000000E+00  -0.460838E+01   0.156069E-07  -0.212798E-05   0.105442E-06
   612   0.229421E+04   0.637965E+01   0.000000E+00  -0.361936E+01   0.155648E-07  -0.210625E-05   0.935116E-07
   613   0.229318E+04   0.645774E+01   0.000000E+00  -0.263651E+01   0.155228E-07  -0.208360E-05   0.816201E-07
   614   0.229200E+04   0.653922E+01   0.000000E+00  -0.166042E+01   0.154810E-07  -0.206003E-05   0.697675E-07
   615   0.229066E+04   0.662407E+01   0.000000E+00  -0.691650E+00   0.154393E-07  -0.203556E-05   0.579543E-07
   616   0.228917E+04   0.671229E+01   0.000000E+00   0.269344E+00   0.153978E-07  -0.201021E-05   0.461807E-07
   617   0.228753E+04   0.680393E+01   0.000000E+00   0.122191E+01   0.153565E-07  -0.198398E-05   0.344473E-07
   618   0.228574E+04   0.689901E+01   0.000000E+00   0.216561E+01   0.153153E-07  -0.195689E-05   0.227545E-07
   619   0.228380E+04   0.699733E+01   0.000000E+00   0.309985E+01   0.152742E-07  -0.192895E-05   0.111027E-07
   620   0.228171E+04   0.709907E+01   0.000000E+00   0.402414E+01   0.152333E-07  -0.190017E-05  -0.507698E-09
   621   0.227950E+04   0.720418E+01   0.000000E+00   0.493788E+01   0.151926E-07  -0.187057E-05  -0.120763E-07
   622   0.227714E+04   0.731246E+01   0.000000E+00   0.584064E+01   0.151520E-07  -0.184016E-05  -0.236025E-07
   623   0.227464E+04   0.742410E+01   0.000000E+00   0.673190E+01   0.151115E-07  -0.180896E-05  -0.350862E-07
   624   0.227200E+04   0.753897E+01   0.000000E+00   0.761108E+01   0.150712E-07  -0.177696E-05  -0.465266E-07
   625   0.226923E+04   0.765710E+01   0.000000E+00   0.847768E+01   0.150311E-07  -0.174419E-05  -0.579236E-07
   626   0.226633E+04   0.777837E+01   0.000000E+00   0.933125E+01   0.149911E-07  -0.171067E-05  -0.692766E-07
   627   0.226329E+04   0.790280E+01   0.000000E+00   0.101712E+02   0.149512E-07  -0.167639E-05  -0.805853E-07
   628   0.226013E+04   0.803035E+01   0.000000E+00   0.109971E+02   0.149115E-07  -0.164139E-05  -0.918491E-07
   629   0.225684E+04   0.816104E+01   0.000000E+00   0.118087E+02   0.148720E-07  -0.160566E-05  -0.103068E-06
   630   0.225342E+04   0.829491E+01   0.000000E+00   0.126055E+02   0.148326E-07  -0.156922E-05  -0.114241E-06
   631   0.224987E+04   0.843176E+01   0.000000E+00   0.133871E+02   0.147933E-07  -0.153208E-05  -0.125368E-06
   632   0.224619E+04   0.857175E+01   0.000000E+00   0.141532E+02   0.147542E-07  -0.149426E-05  -0.136448E-06
   633   0.224240E+04   0.871478E+01   0.000000E+00   0.149033E+02   0.147152E-07  -0.145577E-05  -0.147482E-06
   634   0.223848E+04   0.886080E+01   0.000000E+00   0.156372E+02   0.146764E-07  -0.141663E-05  -0.158468E-06
   635   0.223444E+04   0.900990E+01   0.000000E+00   0.163544E+02   0.146377E-07  -0.137683E-05  -0.169406E-06
   636   0.223028E+04   0.916197E+01   0.000000E+00   0.170546E+02   0.145992E-07  -0.133641E-05  -0.180296E-06
   637   0.222601E+04   0.931710E+01   0.000000E+00   0.177376E+02   0.145608E-07  -0.129536E-05  -0.191138E-06
   638   0.222161E+04   0.947518E+01   0.000000E+00   0.184031E+02   0.145225E-07  -0.125371E-05  -0.201931E-06
   639   0.221710E+04   0.963631E+01   0.000000E+00   0.190507E+02   0.144844E-07  -0.121147E-05  -0.212674E-06
   640   0.221246E+04   0.980037E+01   0.000000E+00   0.196802E+02   0.144465E-07  -0.116864E-05  -0.223367E-06
   641   0.220772E+04   0.996745E+01   0.000000E+00   0.202912E+02   0.144086E-07  -0.112524E-05  -0.234010E-06
   642   0.220285E+04   0.101374E+02   0.000000E+00   0.208835E+02   0.143709E-07  -0.108129E-05  -0.244603E-06
   643   0.219788E+04   0.103104E+02   0.000000E+00   0.214570E+02   0.143334E-07  -0.103679E-05  -0.255144E-06
   644   0.219278E+04   0.104864E+02   0.000000E+00   0.220113E+02   0.142960E-07  -0.991765E-06  -0.265634E-06
   645   0.218757E+04   0.106652E+02   0.000000E+00   0.225464E+02   0.142587E-07  -0.946220E-06  -0.276071E-06
   646   0.218225E+04   0.108469E+02   0.000000E+00   0.230619E+02   0.142215E-07  -0.900170E-06  -0.286456E-06
   647   0.217681E+04   0.110316E+02   0.000000E+00   0.235577E+02   0.141845E-07  -0.853627E-06  -0.296789E-06
   648   0.217125E+04   0.112191E+02   0.000000E+00   0.240335E+02   0.141477E-07  -0.806605E-06  -0.307068E-06
   649   0.216558E+04   0.114095E+02   0.000000E+00   0.244893E+02   0.141109E-07  -0.759115E-06  -0.317294E-06
   650   0.215980E+04   0.116028E+02   0.000000E+00   0.249248E+02   0.140743E-07  -0.711172E-06  -0.327465E-06
   651   0.215390E+04   0.117992E+02   0.000000E+00   0.253399E+02   0.140379E-07  -0.662786E-06  -0.337582E-06
   652   0.214789E+04   0.119984E+02   0.000000E+00   0.257345E+02   0.140015E-07  -0.613971E-06  -0.347644E-06
   653   0.214177E+04   0.122004E+02   0.000000E+00   0.261083E+02   0.139653E-07  -0.564737E-06  -0.357649E-06
   654   0.213557E+04   0.124050E+02   0.000000E+00   0.264612E+02   0.139293E-07  -0.515098E-06  -0.367597E-06
   655   0.212927E+04   0.126121E+02   0.000000E+00   0.267930E+02   0.138933E-07  -0.465064E-06  -0.377488E-06
   656   0.212288E+04   0.128218E+02   0.000000E+00   0.271038E+02   0.138575E-07  -0.414646E-06  -0.387320E-06
   657   0.211641E+04   0.130337E+02   0.000000E+00   0.273931E+02   0.138219E-07  -0.363858E-06  -0.397092E-06
   658   0.210986E+04   0.132478E+02   0.000000E+00   0.276611E+02   0.137863E-07  -0.312711E-06  -0.406805E-06
   659   0.210325E+04   0.134640E+02   0.000000E+00   0.279076E+02   0.137509E-07  -0.261215E-06  -0.416456E-06
   660   0.209657E+04   0.136821E+02   0.000000E+00   0.281323E+02   0.137156E-07  -0.209384E-06  -0.426045E-06
   661   0.208982E+04   0.139020E+02   0.000000E+00   0.283354E+02   0.136805E-07  -0.157228E-06  -0.435571E-06
   662   0.208302E+04   0.141235E+02   0.000000E+00   0.285165E+02   0.136454E-07  -0.104761E-06  -0.445034E-06
   663   0.207617E+04   0.143467E+02   0.000000E+00   0.286757E+02   0.136105E-07  -0.519918E-07  -0.454432E-06
   664   0.206927E+04   0.145713E+02   0.000000E+00   0.288130E+02   0.135758E-07   0.106583E-08  -0.463765E-06
   665   0.206232E+04   0.147973E+02   0.000000E+00   0.289281E+02   0.135411E-07   0.544007E-07  -0.473032E-06
   666   0.205534E+04   0.150246E+02   0.000000E+00   0.290209E+02   0.135066E-07   0.108001E-06  -0.482232E-06
   667   0.204832E+04   0.152532E+02   0.000000E+00   0.290915E+02   0.134722E-07   0.161855E-06  -0.491365E-06
   668   0.204127E+04   0.154827E+02   0.000000E+00   0.291397E+02   0.134379E-07   0.215952E-06  -0.500428E-06
   669   0.203420E+04   0.157132E+02   0.000000E+00   0.291655E+02   0.134038E-07   0.270278E-06  -0.509423E-06
   670   0.202710E+04   0.159447E+02   0.000000E+00   0.291687E+02   0.133698E-07   0.324824E-06  -0.518347E-06
   671   0.201999E+04   0.161771E+02   0.000000E+00   0.291494E+02   0.133359E-07   0.379576E-06  -0.527200E-06
   672   0.201286E+04   0.164100E+02   0.000000E+00   0.291073E+02   0.133021E-07   0.434523E-06  -0.535981E-06
   673   0.200572E+04   0.166437E+02   0.000000E+00   0.290425E+02   0.132685E-07   0.489654E-06  -0.544690E-06
   674   0.199858E+04   0.168780E+02   0.000000E+00   0.289548E+02   0.132349E-07   0.544956E-06  -0.553325E-06
   675   0.199143E+04   0.171127E+02   0.000000E+00   0.288442E+02   0.132015E-07   0.600418E-06  -0.561885E-06
   676   0.198428E+04   0.173479E+02   0.000000E+00   0.287106E+02   0.131683E-07   0.656028E-06  -0.570371E-06
   677   0.197714E+04   0.175834E+02   0.000000E+00   0.285540E+02   0.131351E-07   0.711775E-06  -0.578780E-06
   678   0.197000E+04   0.178192E+02   0.000000E+00   0.283744E+02   0.131021E-07   0.767647E-06  -0.587113E-06
   679   0.196287E+04   0.180551E+02   0.000000E+00   0.281718E+02   0.130691E-07   0.823632E-06  -0.595368E-06
   680   0.195576E+04   0.182911E+02   0.000000E+00   0.279460E+02   0.130363E-07   0.879718E-06  -0.603544E-06
   681   0.194865E+04   0.185270E+02   0.000000E+00   0.276972E+02   0.130036E-07   0.935893E-06  -0.611642E-06
   682   0.194156E+04   0.187629E+02   0.000000E+00   0.274252E+02   0.129711E-07   0.992146E-06  -0.619659E-06
   683   0.193450E+04   0.189986E+02   0.000000E+00   0.271302E+02   0.129386E-07   0.104847E-05  -0.627595E-06
   684   0.192746E+04   0.192340E+02   0.000000E+00   0.268118E+02   0.129063E-07   0.110484E-05  -0.635449E-06
   685   0.192045E+04   0.194693E+02   0.000000E+00   0.264700E+02   0.128741E-07   0.116126E-05  -0.643221E-06
   686   0.191346E+04   0.197043E+02   0.000000E+00   0.261051E+02   0.128420E-07   0.121770E-05  -0.650909E-06
   687   0.190650E+04   0.199392E+02   0.000000E+00   0.257161E+02   0.128100E-07   0.127417E-05  -0.658513E-06
   688   0.189958E+04   0.201737E+02   0.000000E+00   0.253028E+02   0.127781E-07   0.133064E-05  -0.666032E-06
   689   0.189270E+04   0.204079E+02   0.000000E+00   0.248661E+02   0.127464E-07   0.138711E-05  -0.673465E-06
   690   0.188585E+04   0.206419E+02   0.000000E+00   0.244057E+02   0.127147E-07   0.144357E-05  -0.680811E-06
   691   0.187904E+04   0.208755E+02   0.000000E+00   0.239209E+02   0.126832E-07   0.149999E-05  -0.688070E-06
   692   0.187228E+04   0.211087E+02   0.000000E+00   0.234115E+02   0.126518E-07   0.155638E-05  -0.695240E-06
   693   0.186556E+04   0.213415E+02   0.000000E+00   0.228775E+02   0.126205E-07   0.161271E-05  -0.702321E-06
   694   0.185889E+04   0.215739E+02   0.000000E+00   0.223196E+02   0.125893E-07   0.166899E-05  -0.709312E-06
   695   0.185227E+04   0.218059E+02   0.000000E+00   0.217368E+02   0.125582E-07   0.172518E-05  -0.716212E-06
   696   0.184569E+04   0.220372E+02   0.000000E+00   0.211300E+02   0.125272E-07   0.178129E-05  -0.723020E-06
   697   0.183916E+04   0.222681E+02   0.000000E+00   0.204981E+02   0.124964E-07   0.183731E-05  -0.729736E-06
   698   0.183268E+04   0.224983E+02   0.000000E+00   0.198420E+02   0.124656E-07   0.189321E-05  -0.736359E-06
   699   0.182627E+04   0.227280E+02   0.000000E+00   0.191607E+02   0.124350E-07   0.194899E-05  -0.742887E-06
   700   0.181990E+04   0.229571E+02   0.000000E+00   0.184542E+02   0.124045E-07   0.200464E-05  -0.749320E-06
   701   0.181359E+04   0.231856E+02   0.000000E+00   0.177226E+02   0.123741E-07   0.206014E-05  -0.755658E-06
   702   0.180733E+04   0.234134E+02   0.000000E+00   0.169664E+02   0.123437E-07   0.211551E-05  -0.761900E-06
   703   0.180113E+04   0.236403E+02   0.000000E+00   0.161856E+02   0.123135E-07   0.217073E-05  -0.768046E-06
   704   0.179501E+04   0.238663E+02   0.000000E+00   0.153824E+02   0.122834E-07   0.222582E-05  -0.774097E-06
   705   0.178894E+04   0.240913E+02   0.000000E+00   0.145562E+02   0.122535E-07   0.228078E-05  -0.780053E-06
   706   0.178296E+04   0.243150E+02   0.000000E+00   0.137083E+02   0.122236E-07   0.233560E-05  -0.785914E-06
   707   0.177704E+04   0.245376E+02   0.000000E+00   0.128388E+02   0.121938E-07   0.239030E-05  -0.791679E-06
   708   0.177120E+04   0.247587E+02   0.000000E+00   0.119476E+02   0.121641E-07   0.244487E-05  -0.797350E-06
   709   0.176544E+04   0.249784E+02   0.000000E+00   0.110370E+02   0.121345E-07   0.249932E-05  -0.802927E-06
   710   0.175976E+04   0.251966E+02   0.000000E+00   0.101062E+02   0.121051E-07   0.255366E-05  -0.808409E-06
   711   0.175417E+04   0.254130E+02   0.000000E+00   0.915597E+01   0.120757E-07   0.260788E-05  -0.813797E-06
   712   0.174867E+04   0.256276E+02   0.000000E+00   0.818776E+01   0.120465E-07   0.266198E-05  -0.819090E-06
   713   0.174325E+04   0.258404E+02   0.000000E+00   0.720158E+01   0.120173E-07   0.271598E-05  -0.824290E-06
   714   0.173793E+04   0.260511E+02   0.000000E+00   0.619815E+01   0.119883E-07   0.276987E-05  -0.829396E-06
   715   0.173271E+04   0.262598E+02   0.000000E+00   0.517746E+01   0.119593E-07   0.282366E-05  -0.834408E-06
   716   0.172757E+04   0.264662E+02   0.000000E+00   0.414026E+01   0.119305E-07   0.287734E-05  -0.839327E-06
   717   0.172254E+04   0.266702E+02   0.000000E+00   0.308801E+01   0.119017E-07   0.293093E-05  -0.844152E-06
   718   0.171761E+04   0.268718E+02   0.000000E+00   0.202071E+01   0.118731E-07   0.298443E-05  -0.848884E-06
   719   0.171277E+04   0.270709E+02   0.000000E+00   0.939092E+00   0.118445E-07   0.303783E-05  -0.853523E-06
   720   0.170805E+04   0.272674E+02   0.000000E+00  -0.157594E+00   0.118161E-07   0.309114E-05  -0.858070E-06
   721   0.170343E+04   0.274613E+02   0.000000E+00  -0.126787E+01   0.117878E-07   0.314437E-05  -0.862523E-06
   722   0.169892E+04   0.276525E+02   0.000000E+00  -0.239175E+01   0.117595E-07   0.319752E-05  -0.866884E-06
   723   0.169454E+04   0.278411E+02   0.000000E+00  -0.352924E+01   0.117314E-07   0.325059E-05  -0.871153E-06
   724   0.169026E+04   0.280269E+02   0.000000E+00  -0.467961E+01   0.117033E-07   0.330358E-05  -0.875329E-06
   725   0.168611E+04   0.282098E+02   0.000000E+00  -0.584212E+01   0.116754E-07   0.335649E-05  -0.879413E-06
   726   0.168208E+04   0.283899E+02   0.000000E+00  -0.701752E+01   0.116475E-07   0.340934E-05  -0.883405E-06
   727   0.167818E+04   0.285670E+02   0.000000E+00  -0.820434E+01   0.116198E-07   0.346212E-05  -0.887306E-06
   728   0.167441E+04   0.287410E+02   0.000000E+00  -0.940333E+01   0.115921E-07   0.351483E-05  -0.891114E-06
   729   0.167075E+04   0.289120E+02   0.000000E+00  -0.106123E+02   0.115646E-07   0.356748E-05  -0.894832E-06
   730   0.166723E+04   0.290797E+02   0.000000E+00  -0.118326E+02   0.115371E-07   0.362007E-05  -0.898458E-06
   731   0.166385E+04   0.292442E+02   0.000000E+00  -0.130637E+02   0.115097E-07   0.367261E-05  -0.901993E-06
   732   0.166059E+04   0.294054E+02   0.000000E+00  -0.143041E+02   0.114825E-07   0.372509E-05  -0.905436E-06
   733   0.165748E+04   0.295632E+02   0.000000E+00  -0.155544E+02   0.114553E-07   0.377753E-05  -0.908789E-06
   734   0.165450E+04   0.297175E+02   0.000000E+00  -0.168132E+02   0.114282E-07   0.382992E-05  -0.912051E-06
   735   0.165165E+04   0.298684E+02   0.000000E+00  -0.180820E+02   0.114012E-07   0.388226E-05  -0.915223E-06
   736   0.164895E+04   0.300158E+02   0.000000E+00  -0.193593E+02   0.113743E-07   0.393456E-05  -0.918305E-06
   737   0.164638E+04   0.301595E+02   0.000000E+00  -0.206452E+02   0.113475E-07   0.398682E-05  -0.921296E-06
   738   0.164396E+04   0.302996E+02   0.000000E+00  -0.219396E+02   0.113208E-07   0.403905E-05  -0.924197E-06
   739   0.164169E+04   0.304361E+02   0.000000E+00  -0.232418E+02   0.112942E-07   0.409125E-05  -0.927008E-06
   740   0.163956E+04   0.305688E+02   0.000000E+00  -0.245511E+02   0.112676E-07   0.414342E-05  -0.929729E-06
   741   0.163758E+04   0.306979E+02   0.000000E+00  -0.258690E+02   0.112412E-07   0.419556E-05  -0.932361E-06
   742   0.163574E+04   0.308231E+02   0.000000E+00  -0.271947E+02   0.112149E-07   0.424768E-05  -0.934903E-06
   743   0.163406E+04   0.309446E+02   0.000000E+00  -0.285275E+02   0.111886E-07   0.429978E-05  -0.937356E-06
   744   0.163252E+04   0.310622E+02   0.000000E+00  -0.298674E+02   0.111624E-07   0.435186E-05  -0.939720E-06
   745   0.163113E+04   0.311760E+02   0.000000E+00  -0.312145E+02   0.111364E-07   0.440393E-05  -0.941995E-06
   746   0.162990E+04   0.312859E+02   0.000000E+00  -0.325694E+02   0.111104E-07   0.445598E-05  -0.944181E-06
   747   0.162882E+04   0.313918E+02   0.000000E+00  -0.339306E+02   0.110845E-07   0.450803E-05  -0.946278E-06
   748   0.162789E+04   0.314937E+02   0.000000E+00  -0.352991E+02   0.110587E-07   0.456007E-05  -0.948287E-06
   749   0.162713E+04   0.315916E+02   0.000000E+00  -0.366747E+02   0.110330E-07   0.461211E-05  -0.950207E-06
   750   0.162652E+04   0.316854E+02   0.000000E+00  -0.380574E+02   0.110073E-07   0.466415E-05  -0.952039E-06
   751   0.162607E+04   0.317751E+02   0.000000E+00  -0.394465E+02   0.109818E-07   0.471619E-05  -0.953784E-06
   752   0.162578E+04   0.318607E+02   0.000000E+00  -0.408411E+02   0.109563E-07   0.476822E-05  -0.955440E-06
   753   0.162564E+04   0.319421E+02   0.000000E+00  -0.422419E+02   0.109309E-07   0.482023E-05  -0.957009E-06
   754   0.162567E+04   0.320194E+02   0.000000E+00  -0.436465E+02   0.109057E-07   0.487220E-05  -0.958490E-06
   755   0.162584E+04   0.320926E+02   0.000000E+00  -0.450549E+02   0.108805E-07   0.492412E-05  -0.959885E-06
   756   0.162616E+04   0.321617E+02   0.000000E+00  -0.464661E+02   0.108553E-07   0.497598E-05  -0.961193E-06
   757   0.162665E+04   0.322268E+02   0.000000E+00  -0.478793E+02   0.108303E-07   0.502776E-05  -0.962414E-06
   758   0.162729E+04   0.322877E+02   0.000000E+00  -0.492952E+02   0.108054E-07   0.507945E-05  -0.963550E-06
   759   0.162809E+04   0.323447E+02   0.000000E+00  -0.507113E+02   0.107805E-07   0.513103E-05  -0.964599E-06
   760   0.162903E+04   0.323976E+02   0.000000E+00  -0.521277E+02   0.107557E-07   0.518249E-05  -0.965562E-06
   761   0.163013E+04   0.324465E+02   0.000000E+00  -0.535433E+02   0.107310E-07   0.523382E-05  -0.966440E-06
   762   0.163138E+04   0.324914E+02   0.000000E+00  -0.549573E+02   0.107064E-07   0.528501E-05  -0.967233E-06
   763   0.163277E+04   0.325322E+02   0.000000E+00  -0.563697E+02   0.106819E-07   0.533604E-05  -0.967941E-06
   764   0.163430E+04   0.325689E+02   0.000000E+00  -0.577780E+02   0.106574E-07   0.538689E-05  -0.968565E-06
   765   0.163598E+04   0.326016E+02   0.000000E+00  -0.591830E+02   0.106331E-07   0.543756E-05  -0.969104E-06
   766   0.163779E+04   0.326302E+02   0.000000E+00  -0.605829E+02   0.106088E-07   0.548803E-05  -0.969559E-06
   767   0.163974E+04   0.326546E+02   0.000000E+00  -0.619770E+02   0.105846E-07   0.553829E-05  -0.969930E-06
   768   0.164182E+04   0.326750E+02   0.000000E+00  -0.633644E+02   0.105605E-07   0.558832E-05  -0.970217E-06
   769   0.164403E+04   0.326914E+02   0.000000E+00  -0.647456E+02   0.105364E-07   0.563811E-05  -0.970421E-06
   770   0.164637E+04   0.327037E+02   0.000000E+00  -0.661199E+02   0.105125E-07   0.568764E-05  -0.970542E-06
   771   0.164884E+04   0.327120E+02   0.000000E+00  -0.674864E+02   0.104886E-07   0.573691E-05  -0.970580E-06
   772   0.165143E+04   0.327164E+02   0.000000E+00  -0.688442E+02   0.104648E-07   0.578590E-05  -0.970536E-06
   773   0.165415E+04   0.327167E+02   0.000000E+00  -0.701939E+02   0.104411E-07   0.583459E-05  -0.970409E-06
   774   0.165699E+04   0.327131E+02   0.000000E+00  -0.715347E+02   0.104174E-07   0.588298E-05  -0.970201E-06
   775   0.165995E+04   0.327054E+02   0.000000E+00  -0.728658E+02   0.103938E-07   0.593104E-05  -0.969910E-06
