#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1779   0.160149E+03  -0.841887E+01   0.155535E-05  -0.841887E+01   0.313781E+01   0.511328E-08   0.155535E-05   0.511328E-08   0.769825E-09
  1780   0.159540E+03  -0.826231E+01   0.154028E-05  -0.826231E+01   0.312371E+01   0.622058E-08   0.154028E-05   0.622058E-08   0.768792E-09
  1781   0.158924E+03  -0.810701E+01   0.152531E-05  -0.810701E+01   0.311062E+01   0.732116E-08   0.152531E-05   0.732116E-08   0.767760E-09
  1782   0.158301E+03  -0.795319E+01   0.151046E-05  -0.795319E+01   0.309855E+01   0.841423E-08   0.151046E-05   0.841423E-08   0.766730E-09
  1783   0.157670E+03  -0.780072E+01   0.149575E-05  -0.780072E+01   0.308749E+01   0.949900E-08   0.149575E-05   0.949900E-08   0.765702E-09
  1784   0.157032E+03  -0.764975E+01   0.148121E-05  -0.764975E+01   0.307742E+01   0.105747E-07   0.148121E-05   0.105747E-07   0.764675E-09
  1785   0.156387E+03  -0.750037E+01   0.146686E-05  -0.750037E+01   0.306835E+01   0.116406E-07   0.146686E-05   0.116406E-07   0.763649E-09
  1786   0.155737E+03  -0.735252E+01   0.145272E-05  -0.735252E+01   0.306025E+01   0.126958E-07   0.145272E-05   0.126958E-07   0.762626E-09
  1787   0.155080E+03  -0.720641E+01   0.143881E-05  -0.720641E+01   0.305311E+01   0.137396E-07   0.143881E-05   0.137396E-07   0.761604E-09
  1788   0.154416E+03  -0.706192E+01   0.142516E-05  -0.706192E+01   0.304694E+01   0.147713E-07   0.142516E-05   0.147713E-07   0.760583E-09
  1789   0.153747E+03  -0.691927E+01   0.141179E-05  -0.691927E+01   0.304171E+01   0.157900E-07   0.141179E-05   0.157900E-07   0.759564E-09
  1790   0.153073E+03  -0.677833E+01   0.139872E-05  -0.677833E+01   0.303741E+01   0.167949E-07   0.139872E-05   0.167949E-07   0.758547E-09
  1791   0.152392E+03  -0.663925E+01   0.138597E-05  -0.663925E+01   0.303404E+01   0.177854E-07   0.138597E-05   0.177854E-07   0.757531E-09
  1792   0.151707E+03  -0.650204E+01   0.137356E-05  -0.650204E+01   0.303157E+01   0.187605E-07   0.137356E-05   0.187605E-07   0.756516E-09
  1793   0.151017E+03  -0.636678E+01   0.136152E-05  -0.636678E+01   0.302999E+01   0.197196E-07   0.136152E-05   0.197196E-07   0.755504E-09
  1794   0.150322E+03  -0.623349E+01   0.134988E-05  -0.623349E+01   0.302927E+01   0.206618E-07   0.134988E-05   0.206618E-07   0.754493E-09
  1795   0.149622E+03  -0.610216E+01   0.133864E-05  -0.610216E+01   0.302943E+01   0.215864E-07   0.133864E-05   0.215864E-07   0.753483E-09
  1796   0.148917E+03  -0.597281E+01   0.132784E-05  -0.597281E+01   0.303042E+01   0.224926E-07   0.132784E-05   0.224926E-07   0.752475E-09
  1797   0.148209E+03  -0.584560E+01   0.131750E-05  -0.584560E+01   0.303224E+01   0.233796E-07   0.131750E-05   0.233796E-07   0.751468E-09
  1798   0.147497E+03  -0.572054E+01   0.130763E-05  -0.572054E+01   0.303486E+01   0.242466E-07   0.130763E-05   0.242466E-07   0.750464E-09
  1799   0.146782E+03  -0.559748E+01   0.129827E-05  -0.559748E+01   0.303828E+01   0.250929E-07   0.129827E-05   0.250929E-07   0.749460E-09
  1800   0.146063E+03  -0.547665E+01   0.128943E-05  -0.547665E+01   0.304246E+01   0.259176E-07   0.128943E-05   0.259176E-07   0.748458E-09
  1801   0.145342E+03  -0.535800E+01   0.128114E-05  -0.535800E+01   0.304740E+01   0.267203E-07   0.128114E-05   0.267203E-07   0.747458E-09
  1802   0.144619E+03  -0.524158E+01   0.127337E-05  -0.524158E+01   0.305308E+01   0.275010E-07   0.127337E-05   0.275010E-07   0.746459E-09
  1803   0.143893E+03  -0.512747E+01   0.126613E-05  -0.512747E+01   0.305950E+01   0.282601E-07   0.126613E-05   0.282601E-07   0.745462E-09
  1804   0.143165E+03  -0.501571E+01   0.125939E-05  -0.501571E+01   0.306663E+01   0.289979E-07   0.125939E-05   0.289979E-07   0.744466E-09
  1805   0.142436E+03  -0.490634E+01   0.125314E-05  -0.490634E+01   0.307448E+01   0.297148E-07   0.125314E-05   0.297148E-07   0.743472E-09
  1806   0.141705E+03  -0.479942E+01   0.124737E-05  -0.479942E+01   0.308303E+01   0.304112E-07   0.124737E-05   0.304112E-07   0.742479E-09
  1807   0.140971E+03  -0.469497E+01   0.124207E-05  -0.469497E+01   0.309227E+01   0.310873E-07   0.124207E-05   0.310873E-07   0.741488E-09
  1808   0.140236E+03  -0.459304E+01   0.123722E-05  -0.459304E+01   0.310218E+01   0.317436E-07   0.123722E-05   0.317436E-07   0.740499E-09
  1809   0.139500E+03  -0.449368E+01   0.123280E-05  -0.449368E+01   0.311275E+01   0.323803E-07   0.123280E-05   0.323803E-07   0.739511E-09
  1810   0.138762E+03  -0.439693E+01   0.122881E-05  -0.439693E+01   0.312398E+01   0.329979E-07   0.122881E-05   0.329979E-07   0.738524E-09
  1811   0.138023E+03  -0.430282E+01   0.122524E-05  -0.430282E+01   0.313584E+01   0.335967E-07   0.122524E-05   0.335967E-07   0.737539E-09
  1812   0.137283E+03  -0.421136E+01   0.122205E-05  -0.421136E+01   0.314831E+01   0.341770E-07   0.122205E-05   0.341770E-07   0.736555E-09
  1813   0.136541E+03  -0.412260E+01   0.121926E-05  -0.412260E+01   0.316140E+01   0.347391E-07   0.121926E-05   0.347391E-07   0.735573E-09
  1814   0.135799E+03  -0.403656E+01   0.121683E-05  -0.403656E+01   0.317508E+01   0.352835E-07   0.121683E-05   0.352835E-07   0.734593E-09
  1815   0.135057E+03  -0.395326E+01   0.121476E-05  -0.395326E+01   0.318934E+01   0.358104E-07   0.121476E-05   0.358104E-07   0.733614E-09
  1816   0.134314E+03  -0.387273E+01   0.121304E-05  -0.387273E+01   0.320416E+01   0.363203E-07   0.121304E-05   0.363203E-07   0.732636E-09
  1817   0.133572E+03  -0.379500E+01   0.121164E-05  -0.379500E+01   0.321952E+01   0.368134E-07   0.121164E-05   0.368134E-07   0.731660E-09
  1818   0.132829E+03  -0.372008E+01   0.121056E-05  -0.372008E+01   0.323542E+01   0.372901E-07   0.121056E-05   0.372901E-07   0.730686E-09
  1819   0.132087E+03  -0.364799E+01   0.120978E-05  -0.364799E+01   0.325184E+01   0.377508E-07   0.120978E-05   0.377508E-07   0.729713E-09
  1820   0.131346E+03  -0.357872E+01   0.120929E-05  -0.357872E+01   0.326874E+01   0.381958E-07   0.120929E-05   0.381958E-07   0.728741E-09
  1821   0.130604E+03  -0.351231E+01   0.120908E-05  -0.351231E+01   0.328609E+01   0.386254E-07   0.120908E-05   0.386254E-07   0.727771E-09
  1822   0.129864E+03  -0.344875E+01   0.120913E-05  -0.344875E+01   0.330396E+01   0.390401E-07   0.120913E-05   0.390401E-07   0.726802E-09
  1823   0.129125E+03  -0.338808E+01   0.120942E-05  -0.338808E+01   0.332227E+01   0.394400E-07   0.120942E-05   0.394400E-07   0.725835E-09
  1824   0.128386E+03  -0.333028E+01   0.120996E-05  -0.333028E+01   0.334096E+01   0.398257E-07   0.120996E-05   0.398257E-07   0.724869E-09
  1825   0.127649E+03  -0.327535E+01   0.121071E-05  -0.327535E+01   0.336003E+01   0.401974E-07   0.121071E-05   0.401974E-07   0.723905E-09
  1826   0.126913E+03  -0.322330E+01   0.121167E-05  -0.322330E+01   0.337959E+01   0.405555E-07   0.121167E-05   0.405555E-07   0.722943E-09
  1827   0.126179E+03  -0.317410E+01   0.121282E-05  -0.317410E+01   0.339943E+01   0.409004E-07   0.121282E-05   0.409004E-07   0.721981E-09
  1828   0.125447E+03  -0.312775E+01   0.121416E-05  -0.312775E+01   0.341963E+01   0.412323E-07   0.121416E-05   0.412323E-07   0.721022E-09
  1829   0.124717E+03  -0.308423E+01   0.121566E-05  -0.308423E+01   0.344020E+01   0.415517E-07   0.121566E-05   0.415517E-07   0.720063E-09
  1830   0.123990E+03  -0.304355E+01   0.121732E-05  -0.304355E+01   0.346110E+01   0.418588E-07   0.121732E-05   0.418588E-07   0.719106E-09
  1831   0.123265E+03  -0.300568E+01   0.121911E-05  -0.300568E+01   0.348226E+01   0.421541E-07   0.121911E-05   0.421541E-07   0.718151E-09
  1832   0.122544E+03  -0.297060E+01   0.122103E-05  -0.297060E+01   0.350369E+01   0.424378E-07   0.122103E-05   0.424378E-07   0.717197E-09
  1833   0.121825E+03  -0.293831E+01   0.122307E-05  -0.293831E+01   0.352533E+01   0.427104E-07   0.122307E-05   0.427104E-07   0.716244E-09
  1834   0.121110E+03  -0.290876E+01   0.122520E-05  -0.290876E+01   0.354729E+01   0.429721E-07   0.122520E-05   0.429721E-07   0.715293E-09
  1835   0.120398E+03  -0.288194E+01   0.122742E-05  -0.288194E+01   0.356941E+01   0.432234E-07   0.122742E-05   0.432234E-07   0.714344E-09
  1836   0.119690E+03  -0.285783E+01   0.122972E-05  -0.285783E+01   0.359172E+01   0.434645E-07   0.122972E-05   0.434645E-07   0.713396E-09
  1837   0.118985E+03  -0.283640E+01   0.123207E-05  -0.283640E+01   0.361423E+01   0.436959E-07   0.123207E-05   0.436959E-07   0.712449E-09
  1838   0.118284E+03  -0.281763E+01   0.123446E-05  -0.281763E+01   0.363689E+01   0.439177E-07   0.123446E-05   0.439177E-07   0.711503E-09
  1839   0.117587E+03  -0.280148E+01   0.123689E-05  -0.280148E+01   0.365970E+01   0.441306E-07   0.123689E-05   0.441306E-07   0.710560E-09
  1840   0.116894E+03  -0.278791E+01   0.123934E-05  -0.278791E+01   0.368261E+01   0.443346E-07   0.123934E-05   0.443346E-07   0.709617E-09
  1841   0.116205E+03  -0.277688E+01   0.124179E-05  -0.277688E+01   0.370563E+01   0.445303E-07   0.124179E-05   0.445303E-07   0.708676E-09
  1842   0.115521E+03  -0.276835E+01   0.124423E-05  -0.276835E+01   0.372863E+01   0.447179E-07   0.124423E-05   0.447179E-07   0.707737E-09
  1843   0.114842E+03  -0.276228E+01   0.124664E-05  -0.276228E+01   0.375178E+01   0.448978E-07   0.124664E-05   0.448978E-07   0.706798E-09
  1844   0.114167E+03  -0.275862E+01   0.124903E-05  -0.275862E+01   0.377493E+01   0.450704E-07   0.124903E-05   0.450704E-07   0.705862E-09
  1845   0.113497E+03  -0.275733E+01   0.125136E-05  -0.275733E+01   0.379804E+01   0.452359E-07   0.125136E-05   0.452359E-07   0.704926E-09
  1846   0.112832E+03  -0.275837E+01   0.125363E-05  -0.275837E+01   0.382118E+01   0.453948E-07   0.125363E-05   0.453948E-07   0.703992E-09
  1847   0.112174E+03  -0.276169E+01   0.125582E-05  -0.276169E+01   0.384431E+01   0.455474E-07   0.125582E-05   0.455474E-07   0.703060E-09
  1848   0.111520E+03  -0.276722E+01   0.125792E-05  -0.276722E+01   0.386735E+01   0.456940E-07   0.125792E-05   0.456940E-07   0.702129E-09
  1849   0.110872E+03  -0.277492E+01   0.125992E-05  -0.277492E+01   0.389033E+01   0.458350E-07   0.125992E-05   0.458350E-07   0.701199E-09
  1850   0.110229E+03  -0.278473E+01   0.126180E-05  -0.278473E+01   0.391319E+01   0.459708E-07   0.126180E-05   0.459708E-07   0.700271E-09
  1851   0.109592E+03  -0.279662E+01   0.126355E-05  -0.279662E+01   0.393594E+01   0.461015E-07   0.126355E-05   0.461015E-07   0.699344E-09
  1852   0.108961E+03  -0.281057E+01   0.126517E-05  -0.281057E+01   0.395853E+01   0.462271E-07   0.126517E-05   0.462271E-07   0.698418E-09
  1853   0.108335E+03  -0.282659E+01   0.126667E-05  -0.282659E+01   0.398104E+01   0.463474E-07   0.126667E-05   0.463474E-07   0.697494E-09
  1854   0.107716E+03  -0.284464E+01   0.126806E-05  -0.284464E+01   0.400327E+01   0.464622E-07   0.126806E-05   0.464622E-07   0.696572E-09
  1855   0.107104E+03  -0.286470E+01   0.126932E-05  -0.286470E+01   0.402539E+01   0.465712E-07   0.126932E-05   0.465712E-07   0.695650E-09
  1856   0.106498E+03  -0.288678E+01   0.127048E-05  -0.288678E+01   0.404726E+01   0.466744E-07   0.127048E-05   0.466744E-07   0.694730E-09
  1857   0.105899E+03  -0.291085E+01   0.127153E-05  -0.291085E+01   0.406898E+01   0.467714E-07   0.127153E-05   0.467714E-07   0.693812E-09
  1858   0.105306E+03  -0.293689E+01   0.127248E-05  -0.293689E+01   0.409042E+01   0.468621E-07   0.127248E-05   0.468621E-07   0.692895E-09
  1859   0.104720E+03  -0.296489E+01   0.127333E-05  -0.296489E+01   0.411159E+01   0.469463E-07   0.127333E-05   0.469463E-07   0.691979E-09
  1860   0.104142E+03  -0.299482E+01   0.127408E-05  -0.299482E+01   0.413250E+01   0.470237E-07   0.127408E-05   0.470237E-07   0.691064E-09
  1861   0.103570E+03  -0.302665E+01   0.127475E-05  -0.302665E+01   0.415319E+01   0.470943E-07   0.127475E-05   0.470943E-07   0.690151E-09
  1862   0.103006E+03  -0.306035E+01   0.127532E-05  -0.306035E+01   0.417351E+01   0.471577E-07   0.127532E-05   0.471577E-07   0.689240E-09
  1863   0.102449E+03  -0.309591E+01   0.127582E-05  -0.309591E+01   0.419356E+01   0.472139E-07   0.127582E-05   0.472139E-07   0.688329E-09
  1864   0.101900E+03  -0.313331E+01   0.127624E-05  -0.313331E+01   0.421335E+01   0.472625E-07   0.127624E-05   0.472625E-07   0.687420E-09
  1865   0.101358E+03  -0.317250E+01   0.127658E-05  -0.317250E+01   0.423269E+01   0.473034E-07   0.127658E-05   0.473034E-07   0.686513E-09
  1866   0.100823E+03  -0.321346E+01   0.127685E-05  -0.321346E+01   0.425172E+01   0.473364E-07   0.127685E-05   0.473364E-07   0.685607E-09
  1867   0.100296E+03  -0.325617E+01   0.127706E-05  -0.325617E+01   0.427041E+01   0.473612E-07   0.127706E-05   0.473612E-07   0.684702E-09
  1868   0.997770E+02  -0.330056E+01   0.127720E-05  -0.330056E+01   0.428869E+01   0.473778E-07   0.127720E-05   0.473778E-07   0.683798E-09
  1869   0.992654E+02  -0.334662E+01   0.127729E-05  -0.334662E+01   0.430657E+01   0.473859E-07   0.127729E-05   0.473859E-07   0.682896E-09
  1870   0.987620E+02  -0.339429E+01   0.127732E-05  -0.339429E+01   0.432408E+01   0.473852E-07   0.127732E-05   0.473852E-07   0.681995E-09
  1871   0.982668E+02  -0.344353E+01   0.127731E-05  -0.344353E+01   0.434116E+01   0.473757E-07   0.127731E-05   0.473757E-07   0.681096E-09
  1872   0.977788E+02  -0.349431E+01   0.127724E-05  -0.349431E+01   0.435782E+01   0.473570E-07   0.127724E-05   0.473570E-07   0.680198E-09
  1873   0.972992E+02  -0.354658E+01   0.127714E-05  -0.354658E+01   0.437409E+01   0.473290E-07   0.127714E-05   0.473290E-07   0.679301E-09
  1874   0.968271E+02  -0.360030E+01   0.127700E-05  -0.360030E+01   0.438983E+01   0.472915E-07   0.127700E-05   0.472915E-07   0.678406E-09
  1875   0.963637E+02  -0.365540E+01   0.127682E-05  -0.365540E+01   0.440513E+01   0.472443E-07   0.127682E-05   0.472443E-07   0.677512E-09
  1876   0.959081E+02  -0.371185E+01   0.127662E-05  -0.371185E+01   0.441994E+01   0.471872E-07   0.127662E-05   0.471872E-07   0.676619E-09
  1877   0.954609E+02  -0.376959E+01   0.127639E-05  -0.376959E+01   0.443434E+01   0.471200E-07   0.127639E-05   0.471200E-07   0.675728E-09
  1878   0.950218E+02  -0.382856E+01   0.127614E-05  -0.382856E+01   0.444822E+01   0.470425E-07   0.127614E-05   0.470425E-07   0.674838E-09
  1879   0.945906E+02  -0.388873E+01   0.127587E-05  -0.388873E+01   0.446157E+01   0.469545E-07   0.127587E-05   0.469545E-07   0.673949E-09
  1880   0.941670E+02  -0.395003E+01   0.127559E-05  -0.395003E+01   0.447450E+01   0.468558E-07   0.127559E-05   0.468558E-07   0.673062E-09
  1881   0.937524E+02  -0.401241E+01   0.127529E-05  -0.401241E+01   0.448680E+01   0.467462E-07   0.127529E-05   0.467462E-07   0.672176E-09
  1882   0.933458E+02  -0.407583E+01   0.127500E-05  -0.407583E+01   0.449864E+01   0.466255E-07   0.127500E-05   0.466255E-07   0.671291E-09
  1883   0.929470E+02  -0.414020E+01   0.127470E-05  -0.414020E+01   0.450995E+01   0.464934E-07   0.127470E-05   0.464934E-07   0.670407E-09
  1884   0.925557E+02  -0.420550E+01   0.127441E-05  -0.420550E+01   0.452076E+01   0.463499E-07   0.127441E-05   0.463499E-07   0.669525E-09
  1885   0.921725E+02  -0.427167E+01   0.127412E-05  -0.427167E+01   0.453094E+01   0.461947E-07   0.127412E-05   0.461947E-07   0.668644E-09
  1886   0.917979E+02  -0.433864E+01   0.127384E-05  -0.433864E+01   0.454057E+01   0.460276E-07   0.127384E-05   0.460276E-07   0.667765E-09
  1887   0.914303E+02  -0.440636E+01   0.127358E-05  -0.440636E+01   0.454967E+01   0.458483E-07   0.127358E-05   0.458483E-07   0.666887E-09
  1888   0.910708E+02  -0.447477E+01   0.127334E-05  -0.447477E+01   0.455819E+01   0.456568E-07   0.127334E-05   0.456568E-07   0.666010E-09
  1889   0.907186E+02  -0.454378E+01   0.127312E-05  -0.454378E+01   0.456614E+01   0.454528E-07   0.127312E-05   0.454528E-07   0.665134E-09
  1890   0.903741E+02  -0.461334E+01   0.127293E-05  -0.461334E+01   0.457355E+01   0.452360E-07   0.127293E-05   0.452360E-07   0.664260E-09
  1891   0.900371E+02  -0.468338E+01   0.127278E-05  -0.468338E+01   0.458034E+01   0.450064E-07   0.127278E-05   0.450064E-07   0.663387E-09
  1892   0.897082E+02  -0.475381E+01   0.127265E-05  -0.475381E+01   0.458655E+01   0.447637E-07   0.127265E-05   0.447637E-07   0.662516E-09
  1893   0.893864E+02  -0.482458E+01   0.127257E-05  -0.482458E+01   0.459219E+01   0.445077E-07   0.127257E-05   0.445077E-07   0.661645E-09
  1894   0.890715E+02  -0.489563E+01   0.127253E-05  -0.489563E+01   0.459727E+01   0.442382E-07   0.127253E-05   0.442382E-07   0.660776E-09
  1895   0.887640E+02  -0.496686E+01   0.127254E-05  -0.496686E+01   0.460181E+01   0.439550E-07   0.127254E-05   0.439550E-07   0.659908E-09
  1896   0.884638E+02  -0.503823E+01   0.127260E-05  -0.503823E+01   0.460576E+01   0.436578E-07   0.127260E-05   0.436578E-07   0.659042E-09
  1897   0.881705E+02  -0.510966E+01   0.127271E-05  -0.510966E+01   0.460914E+01   0.433467E-07   0.127271E-05   0.433467E-07   0.658177E-09
  1898   0.878840E+02  -0.518110E+01   0.127289E-05  -0.518110E+01   0.461188E+01   0.430212E-07   0.127289E-05   0.430212E-07   0.657313E-09
  1899   0.876040E+02  -0.525248E+01   0.127313E-05  -0.525248E+01   0.461407E+01   0.426812E-07   0.127313E-05   0.426812E-07   0.656450E-09
  1900   0.873311E+02  -0.532372E+01   0.127344E-05  -0.532372E+01   0.461567E+01   0.423265E-07   0.127344E-05   0.423265E-07   0.655589E-09
  1901   0.870637E+02  -0.539478E+01   0.127381E-05  -0.539478E+01   0.461668E+01   0.419570E-07   0.127381E-05   0.419570E-07   0.654729E-09
  1902   0.868031E+02  -0.546560E+01   0.127427E-05  -0.546560E+01   0.461705E+01   0.415731E-07   0.127427E-05   0.415731E-07   0.653870E-09
  1903   0.865486E+02  -0.553614E+01   0.127479E-05  -0.553614E+01   0.461691E+01   0.411752E-07   0.127479E-05   0.411752E-07   0.653012E-09
  1904   0.863010E+02  -0.560645E+01   0.127539E-05  -0.560645E+01   0.461607E+01   0.407638E-07   0.127539E-05   0.407638E-07   0.652156E-09
  1905   0.860595E+02  -0.567636E+01   0.127606E-05  -0.567636E+01   0.461467E+01   0.403393E-07   0.127606E-05   0.403393E-07   0.651301E-09
  1906   0.858248E+02  -0.574591E+01   0.127680E-05  -0.574591E+01   0.461264E+01   0.399021E-07   0.127680E-05   0.399021E-07   0.650448E-09
  1907   0.855962E+02  -0.581512E+01   0.127761E-05  -0.581512E+01   0.461000E+01   0.394528E-07   0.127761E-05   0.394528E-07   0.649595E-09
  1908   0.853737E+02  -0.588382E+01   0.127850E-05  -0.588382E+01   0.460674E+01   0.389917E-07   0.127850E-05   0.389917E-07   0.648744E-09
  1909   0.851588E+02  -0.595209E+01   0.127946E-05  -0.595209E+01   0.460288E+01   0.385194E-07   0.127946E-05   0.385194E-07   0.647894E-09
  1910   0.849500E+02  -0.601991E+01   0.128050E-05  -0.601991E+01   0.459835E+01   0.380362E-07   0.128050E-05   0.380362E-07   0.647045E-09
  1911   0.847472E+02  -0.608713E+01   0.128160E-05  -0.608713E+01   0.459315E+01   0.375427E-07   0.128160E-05   0.375427E-07   0.646198E-09
  1912   0.845513E+02  -0.615375E+01   0.128278E-05  -0.615375E+01   0.458736E+01   0.370392E-07   0.128278E-05   0.370392E-07   0.645352E-09
  1913   0.843614E+02  -0.621983E+01   0.128404E-05  -0.621983E+01   0.458092E+01   0.365263E-07   0.128404E-05   0.365263E-07   0.644507E-09
  1914   0.841775E+02  -0.628523E+01   0.128537E-05  -0.628523E+01   0.457382E+01   0.360043E-07   0.128537E-05   0.360043E-07   0.643663E-09
  1915   0.840005E+02  -0.635000E+01   0.128677E-05  -0.635000E+01   0.456609E+01   0.354738E-07   0.128677E-05   0.354738E-07   0.642820E-09
  1916   0.838295E+02  -0.641406E+01   0.128825E-05  -0.641406E+01   0.455765E+01   0.349351E-07   0.128825E-05   0.349351E-07   0.641979E-09
  1917   0.836646E+02  -0.647734E+01   0.128980E-05  -0.647734E+01   0.454866E+01   0.343888E-07   0.128980E-05   0.343888E-07   0.641139E-09
  1918   0.835057E+02  -0.653991E+01   0.129142E-05  -0.653991E+01   0.453896E+01   0.338352E-07   0.129142E-05   0.338352E-07   0.640301E-09
  1919   0.833535E+02  -0.660161E+01   0.129312E-05  -0.660161E+01   0.452873E+01   0.332749E-07   0.129312E-05   0.332749E-07   0.639463E-09
  1920   0.832067E+02  -0.666250E+01   0.129489E-05  -0.666250E+01   0.451781E+01   0.327083E-07   0.129489E-05   0.327083E-07   0.638627E-09
  1921   0.830659E+02  -0.672251E+01   0.129674E-05  -0.672251E+01   0.450629E+01   0.321358E-07   0.129674E-05   0.321358E-07   0.637792E-09
  1922   0.829310E+02  -0.678164E+01   0.129866E-05  -0.678164E+01   0.449409E+01   0.315580E-07   0.129866E-05   0.315580E-07   0.636958E-09
  1923   0.828015E+02  -0.683979E+01   0.130066E-05  -0.683979E+01   0.448139E+01   0.309751E-07   0.130066E-05   0.309751E-07   0.636125E-09
  1924   0.826787E+02  -0.689697E+01   0.130273E-05  -0.689697E+01   0.446809E+01   0.303878E-07   0.130273E-05   0.303878E-07   0.635294E-09
  1925   0.825604E+02  -0.695317E+01   0.130488E-05  -0.695317E+01   0.445415E+01   0.297964E-07   0.130488E-05   0.297964E-07   0.634464E-09
  1926   0.824474E+02  -0.700837E+01   0.130710E-05  -0.700837E+01   0.443963E+01   0.292014E-07   0.130710E-05   0.292014E-07   0.633635E-09
  1927   0.823404E+02  -0.706244E+01   0.130940E-05  -0.706244E+01   0.442455E+01   0.286032E-07   0.130940E-05   0.286032E-07   0.632807E-09
  1928   0.822378E+02  -0.711551E+01   0.131178E-05  -0.711551E+01   0.440891E+01   0.280023E-07   0.131178E-05   0.280023E-07   0.631981E-09
  1929   0.821405E+02  -0.716742E+01   0.131423E-05  -0.716742E+01   0.439264E+01   0.273992E-07   0.131423E-05   0.273992E-07   0.631155E-09
  1930   0.820484E+02  -0.721817E+01   0.131675E-05  -0.721817E+01   0.437583E+01   0.267943E-07   0.131675E-05   0.267943E-07   0.630331E-09
  1931   0.819608E+02  -0.726775E+01   0.131935E-05  -0.726775E+01   0.435848E+01   0.261881E-07   0.131935E-05   0.261881E-07   0.629509E-09
  1932   0.818770E+02  -0.731616E+01   0.132203E-05  -0.731616E+01   0.434067E+01   0.255809E-07   0.132203E-05   0.255809E-07   0.628687E-09
  1933   0.817984E+02  -0.736339E+01   0.132478E-05  -0.736339E+01   0.432225E+01   0.249734E-07   0.132478E-05   0.249734E-07   0.627866E-09
  1934   0.817234E+02  -0.740937E+01   0.132761E-05  -0.740937E+01   0.430332E+01   0.243658E-07   0.132761E-05   0.243658E-07   0.627047E-09
  1935   0.816530E+02  -0.745407E+01   0.133051E-05  -0.745407E+01   0.428387E+01   0.237587E-07   0.133051E-05   0.237587E-07   0.626229E-09
  1936   0.815863E+02  -0.749750E+01   0.133349E-05  -0.749750E+01   0.426392E+01   0.231525E-07   0.133349E-05   0.231525E-07   0.625412E-09
  1937   0.815232E+02  -0.753958E+01   0.133655E-05  -0.753958E+01   0.424354E+01   0.225477E-07   0.133655E-05   0.225477E-07   0.624597E-09
  1938   0.814639E+02  -0.758038E+01   0.133968E-05  -0.758038E+01   0.422266E+01   0.219446E-07   0.133968E-05   0.219446E-07   0.623782E-09
  1939   0.814075E+02  -0.761981E+01   0.134290E-05  -0.761981E+01   0.420137E+01   0.213439E-07   0.134290E-05   0.213439E-07   0.622969E-09
  1940   0.813541E+02  -0.765794E+01   0.134618E-05  -0.765794E+01   0.417960E+01   0.207459E-07   0.134618E-05   0.207459E-07   0.622157E-09
  1941   0.813036E+02  -0.769470E+01   0.134955E-05  -0.769470E+01   0.415743E+01   0.201510E-07   0.134955E-05   0.201510E-07   0.621346E-09
  1942   0.812561E+02  -0.773000E+01   0.135299E-05  -0.773000E+01   0.413486E+01   0.195598E-07   0.135299E-05   0.195598E-07   0.620536E-09
  1943   0.812115E+02  -0.776398E+01   0.135651E-05  -0.776398E+01   0.411190E+01   0.189726E-07   0.135651E-05   0.189726E-07   0.619728E-09
  1944   0.811684E+02  -0.779649E+01   0.136011E-05  -0.779649E+01   0.408856E+01   0.183900E-07   0.136011E-05   0.183900E-07   0.618920E-09
  1945   0.811274E+02  -0.782760E+01   0.136378E-05  -0.782760E+01   0.406485E+01   0.178123E-07   0.136378E-05   0.178123E-07   0.618114E-09
  1946   0.810886E+02  -0.785723E+01   0.136753E-05  -0.785723E+01   0.404076E+01   0.172401E-07   0.136753E-05   0.172401E-07   0.617309E-09
  1947   0.810512E+02  -0.788545E+01   0.137136E-05  -0.788545E+01   0.401639E+01   0.166737E-07   0.137136E-05   0.166737E-07   0.616505E-09
  1948   0.810153E+02  -0.791217E+01   0.137527E-05  -0.791217E+01   0.399166E+01   0.161137E-07   0.137527E-05   0.161137E-07   0.615702E-09
  1949   0.809800E+02  -0.793738E+01   0.137925E-05  -0.793738E+01   0.396665E+01   0.155605E-07   0.137925E-05   0.155605E-07   0.614901E-09
  1950   0.809454E+02  -0.796117E+01   0.138331E-05  -0.796117E+01   0.394130E+01   0.150145E-07   0.138331E-05   0.150145E-07   0.614101E-09
  1951   0.809122E+02  -0.798344E+01   0.138745E-05  -0.798344E+01   0.391568E+01   0.144761E-07   0.138745E-05   0.144761E-07   0.613301E-09
  1952   0.808792E+02  -0.800416E+01   0.139166E-05  -0.800416E+01   0.388979E+01   0.139457E-07   0.139166E-05   0.139457E-07   0.612503E-09
  1953   0.808465E+02  -0.802339E+01   0.139591E-05  -0.802339E+01   0.386369E+01   0.134233E-07   0.139591E-05   0.134233E-07   0.611707E-09
  1954   0.808143E+02  -0.804110E+01   0.140021E-05  -0.804110E+01   0.383736E+01   0.129093E-07   0.140021E-05   0.129093E-07   0.610911E-09
  1955   0.807830E+02  -0.805718E+01   0.140453E-05  -0.805718E+01   0.381073E+01   0.124037E-07   0.140453E-05   0.124037E-07   0.610116E-09
  1956   0.807518E+02  -0.807175E+01   0.140887E-05  -0.807175E+01   0.378386E+01   0.119069E-07   0.140887E-05   0.119069E-07   0.609323E-09
