#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2   0.769478E+03   0.428156E+01  -0.787960E-03   0.428156E+01   0.464005E-01  -0.160183E-04  -0.787960E-03  -0.160183E-04   0.676707E-07
     3   0.749037E+03   0.474870E+01  -0.494748E-03   0.474870E+01   0.771091E-01  -0.193084E-04  -0.494748E-03  -0.193084E-04   0.808595E-07
     4   0.731810E+03   0.464590E+01  -0.323849E-03   0.464590E+01   0.911900E-01  -0.198565E-04  -0.323849E-03  -0.198565E-04   0.919514E-07
     5   0.718805E+03   0.421833E+01  -0.213139E-03   0.421833E+01   0.862281E-01  -0.182305E-04  -0.213139E-03  -0.182305E-04   0.101461E-06
     6   0.709888E+03   0.364558E+01  -0.135371E-03   0.364558E+01   0.686210E-01  -0.150985E-04  -0.135371E-03  -0.150985E-04   0.109666E-06
     7   0.705098E+03   0.304033E+01  -0.757699E-04   0.304033E+01   0.472397E-01  -0.111828E-04  -0.757699E-04  -0.111828E-04   0.116816E-06
     8   0.703727E+03   0.247154E+01  -0.324264E-04   0.247154E+01   0.288949E-01  -0.710725E-05  -0.324264E-04  -0.710725E-05   0.123080E-06
     9   0.705165E+03   0.197703E+01  -0.448533E-05   0.197703E+01   0.166201E-01  -0.333363E-05  -0.448533E-05  -0.333363E-05   0.128603E-06
    10   0.708977E+03   0.157530E+01   0.140156E-04   0.157530E+01   0.102134E-01  -0.198257E-06   0.140156E-04  -0.198257E-06   0.133477E-06
    11   0.714518E+03   0.127278E+01   0.305595E-04   0.127278E+01   0.773475E-02   0.204041E-05   0.305595E-04   0.204041E-05   0.137822E-06
    12   0.722178E+03   0.107060E+01   0.474583E-04   0.107060E+01   0.703814E-02   0.324151E-05   0.474583E-04   0.324151E-05   0.141644E-06
    13   0.730607E+03   0.954289E+00   0.658065E-04   0.954289E+00   0.667050E-02   0.347909E-05   0.658065E-04   0.347909E-05   0.145072E-06
    14   0.739616E+03   0.906591E+00   0.806872E-04   0.906591E+00   0.607028E-02   0.301067E-05   0.806872E-04   0.301067E-05   0.148094E-06
    15   0.748369E+03   0.909540E+00   0.933910E-04   0.909540E+00   0.530256E-02   0.212528E-05   0.933910E-04   0.212528E-05   0.150802E-06
    16   0.758835E+03   0.946804E+00   0.103719E-03   0.946804E+00   0.467656E-02   0.101296E-05   0.103719E-03   0.101296E-05   0.153201E-06
    17   0.770757E+03   0.100258E+01   0.112979E-03   0.100258E+01   0.434140E-02  -0.186893E-06   0.112979E-03  -0.186893E-06   0.155324E-06
    18   0.782875E+03   0.106467E+01   0.122540E-03   0.106467E+01   0.434969E-02  -0.132613E-05   0.122540E-03  -0.132613E-05   0.157214E-06
    19   0.796078E+03   0.112869E+01   0.131391E-03   0.112869E+01   0.458175E-02  -0.219542E-05   0.131391E-03  -0.219542E-05   0.158883E-06
    20   0.808904E+03   0.118350E+01   0.138361E-03   0.118350E+01   0.487782E-02  -0.262501E-05   0.138361E-03  -0.262501E-05   0.160340E-06
    21   0.822032E+03   0.123008E+01   0.144016E-03   0.123008E+01   0.517045E-02  -0.266477E-05   0.144016E-03  -0.266477E-05   0.161610E-06
    22   0.835445E+03   0.126774E+01   0.149173E-03   0.126774E+01   0.545340E-02  -0.242679E-05   0.149173E-03  -0.242679E-05   0.162721E-06
    23   0.848761E+03   0.130063E+01   0.153913E-03   0.130063E+01   0.580056E-02  -0.205251E-05   0.153913E-03  -0.205251E-05   0.163682E-06
    24   0.862331E+03   0.133319E+01   0.158088E-03   0.133319E+01   0.629854E-02  -0.166098E-05   0.158088E-03  -0.166098E-05   0.164501E-06
    25   0.876380E+03   0.136192E+01   0.161357E-03   0.136192E+01   0.697383E-02  -0.125222E-05   0.161357E-03  -0.125222E-05   0.165191E-06
    26   0.890490E+03   0.139355E+01   0.163583E-03   0.139355E+01   0.784077E-02  -0.818687E-06   0.163583E-03  -0.818687E-06   0.165766E-06
    27   0.904995E+03   0.143068E+01   0.165611E-03   0.143068E+01   0.890064E-02  -0.441523E-06   0.165611E-03  -0.441523E-06   0.166237E-06
    28   0.919634E+03   0.146947E+01   0.168242E-03   0.146947E+01   0.101276E-01  -0.212551E-06   0.168242E-03  -0.212551E-06   0.166612E-06
    29   0.934327E+03   0.151376E+01   0.171100E-03   0.151376E+01   0.114987E-01  -0.177693E-06   0.171100E-03  -0.177693E-06   0.166889E-06
    30   0.949294E+03   0.155457E+01   0.173652E-03   0.155457E+01   0.129971E-01  -0.343135E-06   0.173652E-03  -0.343135E-06   0.167070E-06
    31   0.963989E+03   0.159809E+01   0.175924E-03   0.159809E+01   0.146157E-01  -0.602009E-06   0.175924E-03  -0.602009E-06   0.167169E-06
    32   0.979266E+03   0.163555E+01   0.178043E-03   0.163555E+01   0.163789E-01  -0.836819E-06   0.178043E-03  -0.836819E-06   0.167198E-06
    33   0.994564E+03   0.166758E+01   0.179964E-03   0.166758E+01   0.182569E-01  -0.100059E-05   0.179964E-03  -0.100059E-05   0.167163E-06
    34   0.100984E+04   0.169765E+01   0.181652E-03   0.169765E+01   0.202771E-01  -0.107985E-05   0.181652E-03  -0.107985E-05   0.167066E-06
    35   0.102580E+04   0.171420E+01   0.183274E-03   0.171420E+01   0.224123E-01  -0.112473E-05   0.183274E-03  -0.112473E-05   0.166911E-06
    36   0.104161E+04   0.172467E+01   0.184946E-03   0.172467E+01   0.246592E-01  -0.118167E-05   0.184946E-03  -0.118167E-05   0.166704E-06
    37   0.105767E+04   0.172368E+01   0.186394E-03   0.172368E+01   0.270559E-01  -0.121903E-05   0.186394E-03  -0.121903E-05   0.166447E-06
    38   0.107394E+04   0.171448E+01   0.187344E-03   0.171448E+01   0.296121E-01  -0.119675E-05   0.187344E-03  -0.119675E-05   0.166145E-06
    39   0.109034E+04   0.169807E+01   0.187912E-03   0.169807E+01   0.323307E-01  -0.111928E-05   0.187912E-03  -0.111928E-05   0.165800E-06
    40   0.110688E+04   0.167386E+01   0.188308E-03   0.167386E+01   0.352155E-01  -0.100222E-05   0.188308E-03  -0.100222E-05   0.165415E-06
    41   0.112353E+04   0.164164E+01   0.188709E-03   0.164164E+01   0.382714E-01  -0.860960E-06   0.188709E-03  -0.860960E-06   0.164991E-06
    42   0.114029E+04   0.160275E+01   0.189143E-03   0.160275E+01   0.415071E-01  -0.710153E-06   0.189143E-03  -0.710153E-06   0.164530E-06
    43   0.115717E+04   0.155850E+01   0.189601E-03   0.155850E+01   0.449321E-01  -0.564248E-06   0.189601E-03  -0.564248E-06   0.164037E-06
    44   0.117420E+04   0.150860E+01   0.190075E-03   0.150860E+01   0.485539E-01  -0.437700E-06   0.190075E-03  -0.437700E-06   0.163513E-06
    45   0.119144E+04   0.145245E+01   0.190557E-03   0.145245E+01   0.523770E-01  -0.344960E-06   0.190557E-03  -0.344960E-06   0.162961E-06
    46   0.120882E+04   0.138972E+01   0.191035E-03   0.138972E+01   0.564023E-01  -0.295994E-06   0.191035E-03  -0.295994E-06   0.162383E-06
    47   0.122635E+04   0.131932E+01   0.191478E-03   0.131932E+01   0.606286E-01  -0.282805E-06   0.191478E-03  -0.282805E-06   0.161783E-06
    48   0.124400E+04   0.123991E+01   0.191853E-03   0.123991E+01   0.650468E-01  -0.292908E-06   0.191853E-03  -0.292908E-06   0.161160E-06
    49   0.126176E+04   0.115026E+01   0.192127E-03   0.115026E+01   0.696475E-01  -0.313819E-06   0.192127E-03  -0.313819E-06   0.160517E-06
    50   0.127970E+04   0.104927E+01   0.192265E-03   0.104927E+01   0.744321E-01  -0.333051E-06   0.192265E-03  -0.333051E-06   0.159856E-06
    51   0.129787E+04   0.936341E+00   0.192245E-03   0.936341E+00   0.794045E-01  -0.341607E-06   0.192245E-03  -0.341607E-06   0.159179E-06
    52   0.131622E+04   0.812799E+00   0.192081E-03   0.812799E+00   0.845737E-01  -0.344433E-06   0.192081E-03  -0.344433E-06   0.158486E-06
    53   0.133468E+04   0.680223E+00   0.191801E-03   0.680223E+00   0.899467E-01  -0.349962E-06   0.191801E-03  -0.349962E-06   0.157779E-06
    54   0.135322E+04   0.539331E+00   0.191430E-03   0.539331E+00   0.955309E-01  -0.366627E-06   0.191430E-03  -0.366627E-06   0.157059E-06
    55   0.137184E+04   0.390476E+00   0.190995E-03   0.390476E+00   0.101336E+00  -0.402863E-06   0.190995E-03  -0.402863E-06   0.156326E-06
    56   0.139063E+04   0.233206E+00   0.190519E-03   0.233206E+00   0.107362E+00  -0.463307E-06   0.190519E-03  -0.463307E-06   0.155582E-06
    57   0.140970E+04   0.664288E-01   0.190003E-03   0.664288E-01   0.113609E+00  -0.537428E-06   0.190003E-03  -0.537428E-06   0.154828E-06
    58   0.142902E+04  -0.110426E+00   0.189448E-03  -0.110426E+00   0.120076E+00  -0.610897E-06   0.189448E-03  -0.610897E-06   0.154064E-06
    59   0.144850E+04  -0.297645E+00   0.188853E-03  -0.297645E+00   0.126764E+00  -0.669388E-06   0.188853E-03  -0.669388E-06   0.153290E-06
    60   0.146811E+04  -0.495096E+00   0.188216E-03  -0.495096E+00   0.133665E+00  -0.698575E-06   0.188216E-03  -0.698575E-06   0.152507E-06
    61   0.148788E+04  -0.702635E+00   0.187547E-03  -0.702635E+00   0.140774E+00  -0.688794E-06   0.187547E-03  -0.688794E-06   0.151716E-06
    62   0.150780E+04  -0.920429E+00   0.186894E-03  -0.920429E+00   0.148091E+00  -0.649043E-06   0.186894E-03  -0.649043E-06   0.150917E-06
    63   0.152789E+04  -0.114873E+01   0.186317E-03  -0.114873E+01   0.155619E+00  -0.592985E-06   0.186317E-03  -0.592985E-06   0.150113E-06
    64   0.154814E+04  -0.138779E+01   0.185874E-03  -0.138779E+01   0.163359E+00  -0.534280E-06   0.185874E-03  -0.534280E-06   0.149303E-06
    65   0.156857E+04  -0.163793E+01   0.185623E-03  -0.163793E+01   0.171316E+00  -0.486592E-06   0.185623E-03  -0.486592E-06   0.148490E-06
    66   0.158922E+04  -0.189945E+01   0.185594E-03  -0.189945E+01   0.179486E+00  -0.459941E-06   0.185594E-03  -0.459941E-06   0.147673E-06
    67   0.161007E+04  -0.217193E+01   0.185696E-03  -0.217193E+01   0.187867E+00  -0.449788E-06   0.185696E-03  -0.449788E-06   0.146854E-06
    68   0.163109E+04  -0.245472E+01   0.185809E-03  -0.245472E+01   0.196456E+00  -0.447953E-06   0.185809E-03  -0.447953E-06   0.146034E-06
    69   0.165224E+04  -0.274722E+01   0.185815E-03  -0.274722E+01   0.205248E+00  -0.446254E-06   0.185815E-03  -0.446254E-06   0.145212E-06
    70   0.167350E+04  -0.304900E+01   0.185591E-03  -0.304900E+01   0.214243E+00  -0.436512E-06   0.185591E-03  -0.436512E-06   0.144389E-06
    71   0.169484E+04  -0.335996E+01   0.185052E-03  -0.335996E+01   0.223440E+00  -0.413432E-06   0.185052E-03  -0.413432E-06   0.143565E-06
    72   0.171639E+04  -0.368104E+01   0.184233E-03  -0.368104E+01   0.232839E+00  -0.383267E-06   0.184233E-03  -0.383267E-06   0.142741E-06
    73   0.173825E+04  -0.401322E+01   0.183204E-03  -0.401322E+01   0.242439E+00  -0.355156E-06   0.183204E-03  -0.355156E-06   0.141916E-06
    74   0.176042E+04  -0.435641E+01   0.182034E-03  -0.435641E+01   0.252231E+00  -0.338240E-06   0.182034E-03  -0.338240E-06   0.141091E-06
    75   0.178292E+04  -0.471021E+01   0.180793E-03  -0.471021E+01   0.262208E+00  -0.341657E-06   0.180793E-03  -0.341657E-06   0.140265E-06
    76   0.180568E+04  -0.507412E+01   0.179545E-03  -0.507412E+01   0.272359E+00  -0.371515E-06   0.179545E-03  -0.371515E-06   0.139439E-06
    77   0.182859E+04  -0.544681E+01   0.178331E-03  -0.544681E+01   0.282682E+00  -0.421799E-06   0.178331E-03  -0.421799E-06   0.138612E-06
    78   0.185160E+04  -0.582799E+01   0.177190E-03  -0.582799E+01   0.293174E+00  -0.483463E-06   0.177190E-03  -0.483463E-06   0.137786E-06
    79   0.187477E+04  -0.621766E+01   0.176160E-03  -0.621766E+01   0.303833E+00  -0.547460E-06   0.176160E-03  -0.547460E-06   0.136960E-06
    80   0.189810E+04  -0.661595E+01   0.175277E-03  -0.661595E+01   0.314656E+00  -0.604744E-06   0.175277E-03  -0.604744E-06   0.136136E-06
    81   0.192160E+04  -0.702284E+01   0.174567E-03  -0.702284E+01   0.325640E+00  -0.647744E-06   0.174567E-03  -0.647744E-06   0.135313E-06
    82   0.194532E+04  -0.743839E+01   0.174003E-03  -0.743839E+01   0.336781E+00  -0.674795E-06   0.174003E-03  -0.674795E-06   0.134492E-06
    83   0.196922E+04  -0.786286E+01   0.173546E-03  -0.786286E+01   0.348072E+00  -0.685706E-06   0.173546E-03  -0.685706E-06   0.133673E-06
    84   0.199333E+04  -0.829621E+01   0.173158E-03  -0.829621E+01   0.359505E+00  -0.680288E-06   0.173158E-03  -0.680288E-06   0.132857E-06
    85   0.201765E+04  -0.873878E+01   0.172799E-03  -0.873878E+01   0.371075E+00  -0.658348E-06   0.172799E-03  -0.658348E-06   0.132043E-06
    86   0.204219E+04  -0.919041E+01   0.172435E-03  -0.919041E+01   0.382776E+00  -0.620603E-06   0.172435E-03  -0.620603E-06   0.131233E-06
    87   0.206692E+04  -0.965063E+01   0.172055E-03  -0.965063E+01   0.394602E+00  -0.571381E-06   0.172055E-03  -0.571381E-06   0.130425E-06
    88   0.209180E+04  -0.101189E+02   0.171651E-03  -0.101189E+02   0.406548E+00  -0.515916E-06   0.171651E-03  -0.515916E-06   0.129621E-06
    89   0.211685E+04  -0.105946E+02   0.171216E-03  -0.105946E+02   0.418607E+00  -0.459444E-06   0.171216E-03  -0.459444E-06   0.128821E-06
    90   0.214205E+04  -0.110776E+02   0.170744E-03  -0.110776E+02   0.430770E+00  -0.407197E-06   0.170744E-03  -0.407197E-06   0.128023E-06
    91   0.216742E+04  -0.115672E+02   0.170229E-03  -0.115672E+02   0.443031E+00  -0.363439E-06   0.170229E-03  -0.363439E-06   0.127230E-06
    92   0.219296E+04  -0.120633E+02   0.169672E-03  -0.120633E+02   0.455381E+00  -0.328544E-06   0.169672E-03  -0.328544E-06   0.126440E-06
    93   0.221868E+04  -0.125659E+02   0.169075E-03  -0.125659E+02   0.467810E+00  -0.301918E-06   0.169075E-03  -0.301918E-06   0.125654E-06
    94   0.224458E+04  -0.130748E+02   0.168441E-03  -0.130748E+02   0.480312E+00  -0.282964E-06   0.168441E-03  -0.282964E-06   0.124872E-06
    95   0.227068E+04  -0.135897E+02   0.167772E-03  -0.135897E+02   0.492878E+00  -0.271085E-06   0.167772E-03  -0.271085E-06   0.124094E-06
    96   0.229698E+04  -0.141106E+02   0.167070E-03  -0.141106E+02   0.505500E+00  -0.265687E-06   0.167070E-03  -0.265687E-06   0.123320E-06
    97   0.232347E+04  -0.146372E+02   0.166337E-03  -0.146372E+02   0.518168E+00  -0.266174E-06   0.166337E-03  -0.266174E-06   0.122550E-06
    98   0.235017E+04  -0.151693E+02   0.165577E-03  -0.151693E+02   0.530872E+00  -0.271948E-06   0.165577E-03  -0.271948E-06   0.121784E-06
    99   0.237706E+04  -0.157067E+02   0.164791E-03  -0.157067E+02   0.543605E+00  -0.282415E-06   0.164791E-03  -0.282415E-06   0.121022E-06
   100   0.240416E+04  -0.162490E+02   0.163982E-03  -0.162490E+02   0.556361E+00  -0.296978E-06   0.163982E-03  -0.296978E-06   0.120264E-06
   101   0.243146E+04  -0.167960E+02   0.163152E-03  -0.167960E+02   0.569131E+00  -0.315042E-06   0.163152E-03  -0.315042E-06   0.119511E-06
   102   0.245897E+04  -0.173476E+02   0.162303E-03  -0.173476E+02   0.581898E+00  -0.336010E-06   0.162303E-03  -0.336010E-06   0.118762E-06
   103   0.248668E+04  -0.179033E+02   0.161438E-03  -0.179033E+02   0.594668E+00  -0.359287E-06   0.161438E-03  -0.359287E-06   0.118017E-06
   104   0.251458E+04  -0.184630E+02   0.160559E-03  -0.184630E+02   0.607418E+00  -0.384276E-06   0.160559E-03  -0.384276E-06   0.117277E-06
   105   0.254267E+04  -0.190263E+02   0.159669E-03  -0.190263E+02   0.620146E+00  -0.410382E-06   0.159669E-03  -0.410382E-06   0.116541E-06
   106   0.257096E+04  -0.195928E+02   0.158770E-03  -0.195928E+02   0.632844E+00  -0.437009E-06   0.158770E-03  -0.437009E-06   0.115809E-06
   107   0.259943E+04  -0.201623E+02   0.157863E-03  -0.201623E+02   0.645509E+00  -0.463560E-06   0.157863E-03  -0.463560E-06   0.115083E-06
   108   0.262808E+04  -0.207344E+02   0.156953E-03  -0.207344E+02   0.658125E+00  -0.489441E-06   0.156953E-03  -0.489441E-06   0.114361E-06
   109   0.265691E+04  -0.213088E+02   0.156040E-03  -0.213088E+02   0.670692E+00  -0.514054E-06   0.156040E-03  -0.514054E-06   0.113643E-06
   110   0.268591E+04  -0.218852E+02   0.155127E-03  -0.218852E+02   0.683192E+00  -0.536804E-06   0.155127E-03  -0.536804E-06   0.112931E-06
   111   0.271508E+04  -0.224633E+02   0.154217E-03  -0.224633E+02   0.695623E+00  -0.557216E-06   0.154217E-03  -0.557216E-06   0.112223E-06
   112   0.274442E+04  -0.230426E+02   0.153309E-03  -0.230426E+02   0.707980E+00  -0.575302E-06   0.153309E-03  -0.575302E-06   0.111520E-06
   113   0.277393E+04  -0.236229E+02   0.152405E-03  -0.236229E+02   0.720242E+00  -0.591194E-06   0.152405E-03  -0.591194E-06   0.110822E-06
   114   0.280359E+04  -0.242037E+02   0.151503E-03  -0.242037E+02   0.732394E+00  -0.605025E-06   0.151503E-03  -0.605025E-06   0.110128E-06
   115   0.283341E+04  -0.247846E+02   0.150605E-03  -0.247846E+02   0.744438E+00  -0.616928E-06   0.150605E-03  -0.616928E-06   0.109440E-06
   116   0.286338E+04  -0.253652E+02   0.149711E-03  -0.253652E+02   0.756359E+00  -0.627035E-06   0.149711E-03  -0.627035E-06   0.108756E-06
   117   0.289351E+04  -0.259452E+02   0.148820E-03  -0.259452E+02   0.768137E+00  -0.635478E-06   0.148820E-03  -0.635478E-06   0.108077E-06
   118   0.292376E+04  -0.265240E+02   0.147933E-03  -0.265240E+02   0.779772E+00  -0.642391E-06   0.147933E-03  -0.642391E-06   0.107403E-06
   119   0.295415E+04  -0.271015E+02   0.147050E-03  -0.271015E+02   0.791251E+00  -0.647907E-06   0.147050E-03  -0.647907E-06   0.106733E-06
   120   0.298468E+04  -0.276771E+02   0.146171E-03  -0.276771E+02   0.802567E+00  -0.652157E-06   0.146171E-03  -0.652157E-06   0.106069E-06
   121   0.301533E+04  -0.282505E+02   0.145297E-03  -0.282505E+02   0.813706E+00  -0.655274E-06   0.145297E-03  -0.655274E-06   0.105409E-06
   122   0.304609E+04  -0.288213E+02   0.144427E-03  -0.288213E+02   0.824662E+00  -0.657392E-06   0.144427E-03  -0.657392E-06   0.104754E-06
   123   0.307696E+04  -0.293892E+02   0.143562E-03  -0.293892E+02   0.835429E+00  -0.658642E-06   0.143562E-03  -0.658642E-06   0.104104E-06
   124   0.310794E+04  -0.299537E+02   0.142702E-03  -0.299537E+02   0.845992E+00  -0.659158E-06   0.142702E-03  -0.659158E-06   0.103459E-06
   125   0.313902E+04  -0.305145E+02   0.141847E-03  -0.305145E+02   0.856353E+00  -0.659072E-06   0.141847E-03  -0.659072E-06   0.102818E-06
   126   0.317019E+04  -0.310712E+02   0.140998E-03  -0.310712E+02   0.866497E+00  -0.658516E-06   0.140998E-03  -0.658516E-06   0.102182E-06
   127   0.320144E+04  -0.316235E+02   0.140154E-03  -0.316235E+02   0.876426E+00  -0.657624E-06   0.140154E-03  -0.657624E-06   0.101551E-06
   128   0.323277E+04  -0.321710E+02   0.139316E-03  -0.321710E+02   0.886127E+00  -0.656528E-06   0.139316E-03  -0.656528E-06   0.100925E-06
   129   0.326417E+04  -0.327134E+02   0.138484E-03  -0.327134E+02   0.895599E+00  -0.655360E-06   0.138484E-03  -0.655360E-06   0.100304E-06
   130   0.329565E+04  -0.332503E+02   0.137657E-03  -0.332503E+02   0.904829E+00  -0.654254E-06   0.137657E-03  -0.654254E-06   0.996873E-07
   131   0.332717E+04  -0.337813E+02   0.136837E-03  -0.337813E+02   0.913817E+00  -0.653317E-06   0.136837E-03  -0.653317E-06   0.990755E-07
   132   0.335876E+04  -0.343061E+02   0.136024E-03  -0.343061E+02   0.922557E+00  -0.652561E-06   0.136024E-03  -0.652561E-06   0.984684E-07
   133   0.339039E+04  -0.348242E+02   0.135216E-03  -0.348242E+02   0.931028E+00  -0.651974E-06   0.135216E-03  -0.651974E-06   0.978660E-07
   134   0.342207E+04  -0.353352E+02   0.134415E-03  -0.353352E+02   0.939239E+00  -0.651543E-06   0.134415E-03  -0.651543E-06   0.972683E-07
   135   0.345380E+04  -0.358388E+02   0.133620E-03  -0.358388E+02   0.947161E+00  -0.651255E-06   0.133620E-03  -0.651255E-06   0.966753E-07
   136   0.348556E+04  -0.363345E+02   0.132832E-03  -0.363345E+02   0.954794E+00  -0.651097E-06   0.132832E-03  -0.651097E-06   0.960869E-07
   137   0.351737E+04  -0.368219E+02   0.132050E-03  -0.368219E+02   0.962125E+00  -0.651056E-06   0.132050E-03  -0.651056E-06   0.955031E-07
   138   0.354920E+04  -0.373007E+02   0.131274E-03  -0.373007E+02   0.969154E+00  -0.651121E-06   0.131274E-03  -0.651121E-06   0.949239E-07
   139   0.358106E+04  -0.377705E+02   0.130505E-03  -0.377705E+02   0.975868E+00  -0.651277E-06   0.130505E-03  -0.651277E-06   0.943492E-07
   140   0.361295E+04  -0.382309E+02   0.129742E-03  -0.382309E+02   0.982259E+00  -0.651513E-06   0.129742E-03  -0.651513E-06   0.937790E-07
   141   0.364486E+04  -0.386818E+02   0.128985E-03  -0.386818E+02   0.988337E+00  -0.651815E-06   0.128985E-03  -0.651815E-06   0.932133E-07
   142   0.367678E+04  -0.391226E+02   0.128235E-03  -0.391226E+02   0.994080E+00  -0.652172E-06   0.128235E-03  -0.652172E-06   0.926520E-07
   143   0.370872E+04  -0.395532E+02   0.127492E-03  -0.395532E+02   0.999489E+00  -0.652569E-06   0.127492E-03  -0.652569E-06   0.920952E-07
   144   0.374066E+04  -0.399730E+02   0.126755E-03  -0.399730E+02   0.100456E+01  -0.652995E-06   0.126755E-03  -0.652995E-06   0.915427E-07
   145   0.377260E+04  -0.403819E+02   0.126024E-03  -0.403819E+02   0.100929E+01  -0.653437E-06   0.126024E-03  -0.653437E-06   0.909946E-07
   146   0.380453E+04  -0.407795E+02   0.125300E-03  -0.407795E+02   0.101368E+01  -0.653882E-06   0.125300E-03  -0.653882E-06   0.904508E-07
   147   0.383643E+04  -0.411653E+02   0.124582E-03  -0.411653E+02   0.101773E+01  -0.654316E-06   0.124582E-03  -0.654316E-06   0.899113E-07
   148   0.386830E+04  -0.415393E+02   0.123871E-03  -0.415393E+02   0.102144E+01  -0.654729E-06   0.123871E-03  -0.654729E-06   0.893761E-07
   149   0.390013E+04  -0.419009E+02   0.123166E-03  -0.419009E+02   0.102480E+01  -0.655106E-06   0.123166E-03  -0.655106E-06   0.888450E-07
   150   0.393190E+04  -0.422498E+02   0.122468E-03  -0.422498E+02   0.102782E+01  -0.655435E-06   0.122468E-03  -0.655435E-06   0.883182E-07
   151   0.396361E+04  -0.425858E+02   0.121777E-03  -0.425858E+02   0.103050E+01  -0.655706E-06   0.121777E-03  -0.655706E-06   0.877956E-07
   152   0.399525E+04  -0.429086E+02   0.121092E-03  -0.429086E+02   0.103283E+01  -0.655914E-06   0.121092E-03  -0.655914E-06   0.872771E-07
   153   0.402682E+04  -0.432176E+02   0.120413E-03  -0.432176E+02   0.103480E+01  -0.656058E-06   0.120413E-03  -0.656058E-06   0.867628E-07
   154   0.405832E+04  -0.435127E+02   0.119739E-03  -0.435127E+02   0.103643E+01  -0.656137E-06   0.119739E-03  -0.656137E-06   0.862525E-07
   155   0.408975E+04  -0.437935E+02   0.119071E-03  -0.437935E+02   0.103770E+01  -0.656150E-06   0.119071E-03  -0.656150E-06   0.857463E-07
   156   0.412112E+04  -0.440595E+02   0.118408E-03  -0.440595E+02   0.103860E+01  -0.656093E-06   0.118408E-03  -0.656093E-06   0.852442E-07
   157   0.415240E+04  -0.443106E+02   0.117750E-03  -0.443106E+02   0.103914E+01  -0.655967E-06   0.117750E-03  -0.655967E-06   0.847460E-07
   158   0.418361E+04  -0.445463E+02   0.117096E-03  -0.445463E+02   0.103931E+01  -0.655770E-06   0.117096E-03  -0.655770E-06   0.842519E-07
   159   0.421474E+04  -0.447663E+02   0.116446E-03  -0.447663E+02   0.103912E+01  -0.655499E-06   0.116446E-03  -0.655499E-06   0.837618E-07
   160   0.424579E+04  -0.449704E+02   0.115801E-03  -0.449704E+02   0.103855E+01  -0.655154E-06   0.115801E-03  -0.655154E-06   0.832756E-07
   161   0.427672E+04  -0.451582E+02   0.115159E-03  -0.451582E+02   0.103763E+01  -0.654732E-06   0.115159E-03  -0.654732E-06   0.827933E-07
   162   0.430754E+04  -0.453295E+02   0.114520E-03  -0.453295E+02   0.103633E+01  -0.654233E-06   0.114520E-03  -0.654233E-06   0.823149E-07
   163   0.433825E+04  -0.454839E+02   0.113884E-03  -0.454839E+02   0.103469E+01  -0.653655E-06   0.113884E-03  -0.653655E-06   0.818405E-07
   164   0.436883E+04  -0.456212E+02   0.113251E-03  -0.456212E+02   0.103268E+01  -0.652996E-06   0.113251E-03  -0.652996E-06   0.813698E-07
   165   0.439927E+04  -0.457411E+02   0.112621E-03  -0.457411E+02   0.103031E+01  -0.652254E-06   0.112621E-03  -0.652254E-06   0.809030E-07
   166   0.442956E+04  -0.458433E+02   0.111993E-03  -0.458433E+02   0.102759E+01  -0.651429E-06   0.111993E-03  -0.651429E-06   0.804400E-07
   167   0.445971E+04  -0.459277E+02   0.111366E-03  -0.459277E+02   0.102453E+01  -0.650518E-06   0.111366E-03  -0.650518E-06   0.799808E-07
   168   0.448971E+04  -0.459942E+02   0.110741E-03  -0.459942E+02   0.102113E+01  -0.649520E-06   0.110741E-03  -0.649520E-06   0.795253E-07
   169   0.451955E+04  -0.460425E+02   0.110118E-03  -0.460425E+02   0.101740E+01  -0.648434E-06   0.110118E-03  -0.648434E-06   0.790736E-07
   170   0.454923E+04  -0.460726E+02   0.109495E-03  -0.460726E+02   0.101335E+01  -0.647258E-06   0.109495E-03  -0.647258E-06   0.786256E-07
   171   0.457874E+04  -0.460842E+02   0.108873E-03  -0.460842E+02   0.100897E+01  -0.645990E-06   0.108873E-03  -0.645990E-06   0.781813E-07
   172   0.460808E+04  -0.460772E+02   0.108251E-03  -0.460772E+02   0.100429E+01  -0.644629E-06   0.108251E-03  -0.644629E-06   0.777406E-07
   173   0.463724E+04  -0.460515E+02   0.107629E-03  -0.460515E+02   0.999314E+00  -0.643173E-06   0.107629E-03  -0.643173E-06   0.773035E-07
   174   0.466622E+04  -0.460069E+02   0.107007E-03  -0.460069E+02   0.994042E+00  -0.641621E-06   0.107007E-03  -0.641621E-06   0.768701E-07
   175   0.469501E+04  -0.459436E+02   0.106385E-03  -0.459436E+02   0.988498E+00  -0.639971E-06   0.106385E-03  -0.639971E-06   0.764402E-07
   176   0.472361E+04  -0.458612E+02   0.105762E-03  -0.458612E+02   0.982683E+00  -0.638221E-06   0.105762E-03  -0.638221E-06   0.760139E-07
   177   0.475201E+04  -0.457596E+02   0.105138E-03  -0.457596E+02   0.976610E+00  -0.636364E-06   0.105138E-03  -0.636364E-06   0.755912E-07
   178   0.478019E+04  -0.456386E+02   0.104514E-03  -0.456386E+02   0.970280E+00  -0.634395E-06   0.104514E-03  -0.634395E-06   0.751719E-07
   179   0.480815E+04  -0.454977E+02   0.103890E-03  -0.454977E+02   0.963689E+00  -0.632305E-06   0.103890E-03  -0.632305E-06   0.747561E-07
