#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   180   0.483590E+04  -0.453370E+02   0.103266E-03  -0.453370E+02   0.956853E+00  -0.630089E-06   0.103266E-03  -0.630089E-06   0.743438E-07
   181   0.486341E+04  -0.451563E+02   0.102642E-03  -0.451563E+02   0.949777E+00  -0.627738E-06   0.102642E-03  -0.627738E-06   0.739348E-07
   182   0.489068E+04  -0.449552E+02   0.102019E-03  -0.449552E+02   0.942468E+00  -0.625247E-06   0.102019E-03  -0.625247E-06   0.735292E-07
   183   0.491772E+04  -0.447338E+02   0.101397E-03  -0.447338E+02   0.934923E+00  -0.622608E-06   0.101397E-03  -0.622608E-06   0.731270E-07
   184   0.494449E+04  -0.444919E+02   0.100776E-03  -0.444919E+02   0.927158E+00  -0.619815E-06   0.100776E-03  -0.619815E-06   0.727280E-07
   185   0.497102E+04  -0.442292E+02   0.100156E-03  -0.442292E+02   0.919185E+00  -0.616860E-06   0.100156E-03  -0.616860E-06   0.723324E-07
   186   0.499727E+04  -0.439457E+02   0.995371E-04  -0.439457E+02   0.911003E+00  -0.613737E-06   0.995371E-04  -0.613737E-06   0.719400E-07
   187   0.502325E+04  -0.436412E+02   0.989204E-04  -0.436412E+02   0.902620E+00  -0.610438E-06   0.989204E-04  -0.610438E-06   0.715508E-07
   188   0.504896E+04  -0.433158E+02   0.983057E-04  -0.433158E+02   0.894051E+00  -0.606958E-06   0.983057E-04  -0.606958E-06   0.711647E-07
   189   0.507439E+04  -0.429693E+02   0.976933E-04  -0.429693E+02   0.885304E+00  -0.603288E-06   0.976933E-04  -0.603288E-06   0.707819E-07
   190   0.509952E+04  -0.426016E+02   0.970833E-04  -0.426016E+02   0.876391E+00  -0.599423E-06   0.970833E-04  -0.599423E-06   0.704021E-07
   191   0.512436E+04  -0.422129E+02   0.964759E-04  -0.422129E+02   0.867319E+00  -0.595355E-06   0.964759E-04  -0.595355E-06   0.700254E-07
   192   0.514888E+04  -0.418028E+02   0.958715E-04  -0.418028E+02   0.858101E+00  -0.591076E-06   0.958715E-04  -0.591076E-06   0.696518E-07
   193   0.517310E+04  -0.413715E+02   0.952703E-04  -0.413715E+02   0.848745E+00  -0.586582E-06   0.952703E-04  -0.586582E-06   0.692812E-07
   194   0.519700E+04  -0.409189E+02   0.946725E-04  -0.409189E+02   0.839264E+00  -0.581864E-06   0.946725E-04  -0.581864E-06   0.689136E-07
   195   0.522059E+04  -0.404452E+02   0.940783E-04  -0.404452E+02   0.829670E+00  -0.576915E-06   0.940783E-04  -0.576915E-06   0.685490E-07
   196   0.524385E+04  -0.399504E+02   0.934879E-04  -0.399504E+02   0.819975E+00  -0.571729E-06   0.934879E-04  -0.571729E-06   0.681873E-07
   197   0.526679E+04  -0.394345E+02   0.929017E-04  -0.394345E+02   0.810193E+00  -0.566299E-06   0.929017E-04  -0.566299E-06   0.678285E-07
   198   0.528942E+04  -0.388977E+02   0.923198E-04  -0.388977E+02   0.800336E+00  -0.560617E-06   0.923198E-04  -0.560617E-06   0.674725E-07
   199   0.531170E+04  -0.383399E+02   0.917424E-04  -0.383399E+02   0.790417E+00  -0.554678E-06   0.917424E-04  -0.554678E-06   0.671194E-07
   200   0.533366E+04  -0.377613E+02   0.911698E-04  -0.377613E+02   0.780446E+00  -0.548473E-06   0.911698E-04  -0.548473E-06   0.667691E-07
   201   0.535527E+04  -0.371619E+02   0.906023E-04  -0.371619E+02   0.770442E+00  -0.542000E-06   0.906023E-04  -0.542000E-06   0.664215E-07
   202   0.537654E+04  -0.365419E+02   0.900396E-04  -0.365419E+02   0.760427E+00  -0.535261E-06   0.900396E-04  -0.535261E-06   0.660767E-07
   203   0.539743E+04  -0.359010E+02   0.894819E-04  -0.359010E+02   0.750431E+00  -0.528264E-06   0.894819E-04  -0.528264E-06   0.657346E-07
   204   0.541794E+04  -0.352394E+02   0.889289E-04  -0.352394E+02   0.740480E+00  -0.521017E-06   0.889289E-04  -0.521017E-06   0.653953E-07
   205   0.543805E+04  -0.345572E+02   0.883806E-04  -0.345572E+02   0.730603E+00  -0.513525E-06   0.883806E-04  -0.513525E-06   0.650586E-07
   206   0.545775E+04  -0.338542E+02   0.878369E-04  -0.338542E+02   0.720825E+00  -0.505797E-06   0.878369E-04  -0.505797E-06   0.647246E-07
   207   0.547703E+04  -0.331304E+02   0.872977E-04  -0.331304E+02   0.711175E+00  -0.497839E-06   0.872977E-04  -0.497839E-06   0.643932E-07
   208   0.549587E+04  -0.323860E+02   0.867630E-04  -0.323860E+02   0.701681E+00  -0.489657E-06   0.867630E-04  -0.489657E-06   0.640644E-07
   209   0.551430E+04  -0.316212E+02   0.862326E-04  -0.316212E+02   0.692370E+00  -0.481260E-06   0.862326E-04  -0.481260E-06   0.637383E-07
   210   0.553230E+04  -0.308361E+02   0.857065E-04  -0.308361E+02   0.683269E+00  -0.472654E-06   0.857065E-04  -0.472654E-06   0.634147E-07
   211   0.554988E+04  -0.300308E+02   0.851845E-04  -0.300308E+02   0.674407E+00  -0.463845E-06   0.851845E-04  -0.463845E-06   0.630936E-07
   212   0.556704E+04  -0.292054E+02   0.846667E-04  -0.292054E+02   0.665809E+00  -0.454841E-06   0.846667E-04  -0.454841E-06   0.627751E-07
   213   0.558378E+04  -0.283602E+02   0.841528E-04  -0.283602E+02   0.657505E+00  -0.445650E-06   0.841528E-04  -0.445650E-06   0.624591E-07
   214   0.560010E+04  -0.274952E+02   0.836429E-04  -0.274952E+02   0.649522E+00  -0.436277E-06   0.836429E-04  -0.436277E-06   0.621456E-07
   215   0.561601E+04  -0.266106E+02   0.831368E-04  -0.266106E+02   0.641881E+00  -0.426729E-06   0.831368E-04  -0.426729E-06   0.618346E-07
   216   0.563147E+04  -0.257066E+02   0.826344E-04  -0.257066E+02   0.634618E+00  -0.417015E-06   0.826344E-04  -0.417015E-06   0.615260E-07
   217   0.564649E+04  -0.247834E+02   0.821357E-04  -0.247834E+02   0.627753E+00  -0.407140E-06   0.821357E-04  -0.407140E-06   0.612198E-07
   218   0.566107E+04  -0.238411E+02   0.816406E-04  -0.238411E+02   0.621307E+00  -0.397112E-06   0.816406E-04  -0.397112E-06   0.609161E-07
   219   0.567518E+04  -0.228800E+02   0.811490E-04  -0.228800E+02   0.615316E+00  -0.386938E-06   0.811490E-04  -0.386938E-06   0.606147E-07
   220   0.568882E+04  -0.219001E+02   0.806608E-04  -0.219001E+02   0.609799E+00  -0.376625E-06   0.806608E-04  -0.376625E-06   0.603156E-07
   221   0.570200E+04  -0.209018E+02   0.801759E-04  -0.209018E+02   0.604778E+00  -0.366179E-06   0.801759E-04  -0.366179E-06   0.600190E-07
   222   0.571469E+04  -0.198851E+02   0.796943E-04  -0.198851E+02   0.600288E+00  -0.355607E-06   0.796943E-04  -0.355607E-06   0.597246E-07
   223   0.572689E+04  -0.188505E+02   0.792158E-04  -0.188505E+02   0.596342E+00  -0.344918E-06   0.792158E-04  -0.344918E-06   0.594325E-07
   224   0.573861E+04  -0.177980E+02   0.787403E-04  -0.177980E+02   0.592967E+00  -0.334117E-06   0.787403E-04  -0.334117E-06   0.591427E-07
   225   0.574985E+04  -0.167280E+02   0.782679E-04  -0.167280E+02   0.590178E+00  -0.323211E-06   0.782679E-04  -0.323211E-06   0.588552E-07
   226   0.576060E+04  -0.156407E+02   0.777983E-04  -0.156407E+02   0.588009E+00  -0.312208E-06   0.777983E-04  -0.312208E-06   0.585698E-07
   227   0.577085E+04  -0.145363E+02   0.773315E-04  -0.145363E+02   0.586481E+00  -0.301114E-06   0.773315E-04  -0.301114E-06   0.582867E-07
   228   0.578060E+04  -0.134152E+02   0.768675E-04  -0.134152E+02   0.585607E+00  -0.289937E-06   0.768675E-04  -0.289937E-06   0.580058E-07
   229   0.578986E+04  -0.122775E+02   0.764061E-04  -0.122775E+02   0.585416E+00  -0.278684E-06   0.764061E-04  -0.278684E-06   0.577270E-07
   230   0.579861E+04  -0.111236E+02   0.759473E-04  -0.111236E+02   0.585926E+00  -0.267360E-06   0.759473E-04  -0.267360E-06   0.574504E-07
   231   0.580686E+04  -0.995368E+01   0.754909E-04  -0.995368E+01   0.587145E+00  -0.255974E-06   0.754909E-04  -0.255974E-06   0.571759E-07
   232   0.581461E+04  -0.876811E+01   0.750369E-04  -0.876811E+01   0.589100E+00  -0.244533E-06   0.750369E-04  -0.244533E-06   0.569035E-07
   233   0.582185E+04  -0.756718E+01   0.745851E-04  -0.756718E+01   0.591812E+00  -0.233043E-06   0.745851E-04  -0.233043E-06   0.566332E-07
   234   0.582858E+04  -0.635122E+01   0.741356E-04  -0.635122E+01   0.595294E+00  -0.221511E-06   0.741356E-04  -0.221511E-06   0.563650E-07
   235   0.583480E+04  -0.512041E+01   0.736882E-04  -0.512041E+01   0.599566E+00  -0.209944E-06   0.736882E-04  -0.209944E-06   0.560987E-07
   236   0.584050E+04  -0.387515E+01   0.732429E-04  -0.387515E+01   0.604649E+00  -0.198350E-06   0.732429E-04  -0.198350E-06   0.558345E-07
   237   0.584569E+04  -0.261576E+01   0.727995E-04  -0.261576E+01   0.610542E+00  -0.186735E-06   0.727995E-04  -0.186735E-06   0.555723E-07
   238   0.585037E+04  -0.134251E+01   0.723580E-04  -0.134251E+01   0.617264E+00  -0.175106E-06   0.723580E-04  -0.175106E-06   0.553121E-07
   239   0.585453E+04  -0.557215E-01   0.719182E-04  -0.557215E-01   0.624821E+00  -0.163470E-06   0.719182E-04  -0.163470E-06   0.550538E-07
   240   0.585817E+04   0.124413E+01   0.714801E-04   0.124413E+01   0.633242E+00  -0.151834E-06   0.714801E-04  -0.151834E-06   0.547974E-07
   241   0.586129E+04   0.255694E+01   0.710437E-04   0.255694E+01   0.642532E+00  -0.140206E-06   0.710437E-04  -0.140206E-06   0.545429E-07
   242   0.586391E+04   0.388222E+01   0.706088E-04   0.388222E+01   0.652696E+00  -0.128591E-06   0.706088E-04  -0.128591E-06   0.542904E-07
   243   0.586600E+04   0.521966E+01   0.701753E-04   0.521966E+01   0.663749E+00  -0.116998E-06   0.701753E-04  -0.116998E-06   0.540397E-07
   244   0.586758E+04   0.656907E+01   0.697431E-04   0.656907E+01   0.675695E+00  -0.105433E-06   0.697431E-04  -0.105433E-06   0.537908E-07
   245   0.586864E+04   0.793005E+01   0.693123E-04   0.793005E+01   0.688547E+00  -0.939022E-07   0.693123E-04  -0.939022E-07   0.535437E-07
   246   0.586920E+04   0.930235E+01   0.688826E-04   0.930235E+01   0.702297E+00  -0.824139E-07   0.688826E-04  -0.824139E-07   0.532985E-07
   247   0.586925E+04   0.106856E+02   0.684540E-04   0.106856E+02   0.716965E+00  -0.709745E-07   0.684540E-04  -0.709745E-07   0.530550E-07
   248   0.586879E+04   0.120795E+02   0.680264E-04   0.120795E+02   0.732557E+00  -0.595910E-07   0.680264E-04  -0.595910E-07   0.528133E-07
   249   0.586782E+04   0.134838E+02   0.675997E-04   0.134838E+02   0.749063E+00  -0.482705E-07   0.675997E-04  -0.482705E-07   0.525733E-07
   250   0.586636E+04   0.148980E+02   0.671739E-04   0.148980E+02   0.766504E+00  -0.370198E-07   0.671739E-04  -0.370198E-07   0.523350E-07
   251   0.586438E+04   0.163218E+02   0.667488E-04   0.163218E+02   0.784863E+00  -0.258446E-07   0.667488E-04  -0.258446E-07   0.520984E-07
   252   0.586189E+04   0.177545E+02   0.663246E-04   0.177545E+02   0.804190E+00  -0.147449E-07   0.663246E-04  -0.147449E-07   0.518635E-07
   253   0.585888E+04   0.191954E+02   0.659011E-04   0.191954E+02   0.824516E+00  -0.371941E-08   0.659011E-04  -0.371941E-08   0.516303E-07
   254   0.585536E+04   0.206437E+02   0.654784E-04   0.206437E+02   0.845891E+00   0.723331E-08   0.654784E-04   0.723331E-08   0.513987E-07
   255   0.585132E+04   0.220989E+02   0.650567E-04   0.220989E+02   0.868342E+00   0.181146E-07   0.650567E-04   0.181146E-07   0.511687E-07
   256   0.584676E+04   0.235603E+02   0.646358E-04   0.235603E+02   0.891916E+00   0.289257E-07   0.646358E-04   0.289257E-07   0.509404E-07
   257   0.584167E+04   0.250273E+02   0.642158E-04   0.250273E+02   0.916646E+00   0.396680E-07   0.642158E-04   0.396680E-07   0.507137E-07
   258   0.583608E+04   0.264989E+02   0.637967E-04   0.264989E+02   0.942560E+00   0.503429E-07   0.637967E-04   0.503429E-07   0.504886E-07
   259   0.582998E+04   0.279758E+02   0.633786E-04   0.279758E+02   0.969705E+00   0.609518E-07   0.633786E-04   0.609518E-07   0.502651E-07
   260   0.582339E+04   0.294558E+02   0.629616E-04   0.294558E+02   0.998108E+00   0.714959E-07   0.629616E-04   0.714959E-07   0.500431E-07
   261   0.581630E+04   0.309397E+02   0.625455E-04   0.309397E+02   0.102780E+01   0.819766E-07   0.625455E-04   0.819766E-07   0.498227E-07
   262   0.580873E+04   0.324262E+02   0.621305E-04   0.324262E+02   0.105882E+01   0.923953E-07   0.621305E-04   0.923953E-07   0.496039E-07
   263   0.580068E+04   0.339152E+02   0.617165E-04   0.339152E+02   0.109120E+01   0.102753E-06   0.617165E-04   0.102753E-06   0.493866E-07
   264   0.579214E+04   0.354056E+02   0.613037E-04   0.354056E+02   0.112496E+01   0.113052E-06   0.613037E-04   0.113052E-06   0.491708E-07
   265   0.578313E+04   0.368980E+02   0.608919E-04   0.368980E+02   0.116012E+01   0.123292E-06   0.608919E-04   0.123292E-06   0.489565E-07
   266   0.577363E+04   0.383903E+02   0.604814E-04   0.383903E+02   0.119672E+01   0.133476E-06   0.604814E-04   0.133476E-06   0.487438E-07
   267   0.576365E+04   0.398820E+02   0.600720E-04   0.398820E+02   0.123476E+01   0.143605E-06   0.600720E-04   0.143605E-06   0.485325E-07
   268   0.575320E+04   0.413738E+02   0.596638E-04   0.413738E+02   0.127428E+01   0.153680E-06   0.596638E-04   0.153680E-06   0.483226E-07
   269   0.574225E+04   0.428635E+02   0.592568E-04   0.428635E+02   0.131529E+01   0.163702E-06   0.592568E-04   0.163702E-06   0.481143E-07
   270   0.573082E+04   0.443521E+02   0.588511E-04   0.443521E+02   0.135782E+01   0.173673E-06   0.588511E-04   0.173673E-06   0.479074E-07
   271   0.571893E+04   0.458375E+02   0.584467E-04   0.458375E+02   0.140189E+01   0.183593E-06   0.584467E-04   0.183593E-06   0.477019E-07
   272   0.570655E+04   0.473203E+02   0.580436E-04   0.473203E+02   0.144751E+01   0.193466E-06   0.580436E-04   0.193466E-06   0.474978E-07
   273   0.569371E+04   0.487993E+02   0.576418E-04   0.487993E+02   0.149469E+01   0.203291E-06   0.576418E-04   0.203291E-06   0.472952E-07
   274   0.568039E+04   0.502753E+02   0.572414E-04   0.502753E+02   0.154345E+01   0.213070E-06   0.572414E-04   0.213070E-06   0.470939E-07
   275   0.566662E+04   0.517461E+02   0.568424E-04   0.517461E+02   0.159380E+01   0.222805E-06   0.568424E-04   0.222805E-06   0.468940E-07
   276   0.565239E+04   0.532126E+02   0.564448E-04   0.532126E+02   0.164576E+01   0.232496E-06   0.564448E-04   0.232496E-06   0.466955E-07
   277   0.563772E+04   0.546735E+02   0.560487E-04   0.546735E+02   0.169934E+01   0.242146E-06   0.560487E-04   0.242146E-06   0.464984E-07
   278   0.562259E+04   0.561279E+02   0.556540E-04   0.561279E+02   0.175455E+01   0.251755E-06   0.556540E-04   0.251755E-06   0.463026E-07
   279   0.560701E+04   0.575769E+02   0.552608E-04   0.575769E+02   0.181140E+01   0.261325E-06   0.552608E-04   0.261325E-06   0.461081E-07
   280   0.559101E+04   0.590189E+02   0.548692E-04   0.590189E+02   0.186987E+01   0.270857E-06   0.548692E-04   0.270857E-06   0.459149E-07
   281   0.557456E+04   0.604541E+02   0.544791E-04   0.604541E+02   0.192999E+01   0.280352E-06   0.544791E-04   0.280352E-06   0.457230E-07
   282   0.555768E+04   0.618819E+02   0.540906E-04   0.618819E+02   0.199175E+01   0.289813E-06   0.540906E-04   0.289813E-06   0.455325E-07
   283   0.554038E+04   0.633016E+02   0.537036E-04   0.633016E+02   0.205517E+01   0.299240E-06   0.537036E-04   0.299240E-06   0.453432E-07
   284   0.552264E+04   0.647124E+02   0.533184E-04   0.647124E+02   0.212023E+01   0.308634E-06   0.533184E-04   0.308634E-06   0.451552E-07
   285   0.550449E+04   0.661147E+02   0.529347E-04   0.661147E+02   0.218695E+01   0.317997E-06   0.529347E-04   0.317997E-06   0.449684E-07
   286   0.548592E+04   0.675083E+02   0.525528E-04   0.675083E+02   0.225533E+01   0.327331E-06   0.525528E-04   0.327331E-06   0.447828E-07
   287   0.546695E+04   0.688928E+02   0.521726E-04   0.688928E+02   0.232534E+01   0.336636E-06   0.521726E-04   0.336636E-06   0.445985E-07
   288   0.544757E+04   0.702666E+02   0.517941E-04   0.702666E+02   0.239700E+01   0.345914E-06   0.517941E-04   0.345914E-06   0.444154E-07
   289   0.542778E+04   0.716314E+02   0.514174E-04   0.716314E+02   0.247029E+01   0.355166E-06   0.514174E-04   0.355166E-06   0.442335E-07
   290   0.540760E+04   0.729850E+02   0.510424E-04   0.729850E+02   0.254522E+01   0.364395E-06   0.510424E-04   0.364395E-06   0.440528E-07
   291   0.538703E+04   0.743283E+02   0.506693E-04   0.743283E+02   0.262179E+01   0.373600E-06   0.506693E-04   0.373600E-06   0.438733E-07
   292   0.536607E+04   0.756607E+02   0.502981E-04   0.756607E+02   0.269991E+01   0.382783E-06   0.502981E-04   0.382783E-06   0.436949E-07
   293   0.534471E+04   0.769821E+02   0.499287E-04   0.769821E+02   0.277968E+01   0.391946E-06   0.499287E-04   0.391946E-06   0.435177E-07
   294   0.532298E+04   0.782913E+02   0.495612E-04   0.782913E+02   0.286106E+01   0.401090E-06   0.495612E-04   0.401090E-06   0.433416E-07
   295   0.530087E+04   0.795890E+02   0.491956E-04   0.795890E+02   0.294393E+01   0.410217E-06   0.491956E-04   0.410217E-06   0.431667E-07
   296   0.527838E+04   0.808747E+02   0.488320E-04   0.808747E+02   0.302842E+01   0.419327E-06   0.488320E-04   0.419327E-06   0.429928E-07
   297   0.525551E+04   0.821468E+02   0.484703E-04   0.821468E+02   0.311439E+01   0.428422E-06   0.484703E-04   0.428422E-06   0.428201E-07
   298   0.523228E+04   0.834064E+02   0.481107E-04   0.834064E+02   0.320188E+01   0.437504E-06   0.481107E-04   0.437504E-06   0.426484E-07
   299   0.520868E+04   0.846534E+02   0.477531E-04   0.846534E+02   0.329086E+01   0.446574E-06   0.477531E-04   0.446574E-06   0.424778E-07
   300   0.518472E+04   0.858871E+02   0.473975E-04   0.858871E+02   0.338127E+01   0.455632E-06   0.473975E-04   0.455632E-06   0.423083E-07
   301   0.516041E+04   0.871077E+02   0.470441E-04   0.871077E+02   0.347324E+01   0.464681E-06   0.470441E-04   0.464681E-06   0.421398E-07
   302   0.513575E+04   0.883147E+02   0.466927E-04   0.883147E+02   0.356659E+01   0.473715E-06   0.466927E-04   0.473715E-06   0.419723E-07
   303   0.511076E+04   0.895077E+02   0.463433E-04   0.895077E+02   0.366143E+01   0.482732E-06   0.463433E-04   0.482732E-06   0.418059E-07
   304   0.508545E+04   0.906860E+02   0.459960E-04   0.906860E+02   0.375775E+01   0.491726E-06   0.459960E-04   0.491726E-06   0.416405E-07
   305   0.505983E+04   0.918486E+02   0.456507E-04   0.918486E+02   0.385552E+01   0.500694E-06   0.456507E-04   0.500694E-06   0.414761E-07
   306   0.503390E+04   0.929948E+02   0.453073E-04   0.929948E+02   0.395479E+01   0.509632E-06   0.453073E-04   0.509632E-06   0.413128E-07
   307   0.500768E+04   0.941243E+02   0.449660E-04   0.941243E+02   0.405546E+01   0.518535E-06   0.449660E-04   0.518535E-06   0.411504E-07
   308   0.498117E+04   0.952365E+02   0.446266E-04   0.952365E+02   0.415757E+01   0.527400E-06   0.446266E-04   0.527400E-06   0.409890E-07
   309   0.495439E+04   0.963309E+02   0.442891E-04   0.963309E+02   0.426112E+01   0.536221E-06   0.442891E-04   0.536221E-06   0.408286E-07
   310   0.492732E+04   0.974071E+02   0.439535E-04   0.974071E+02   0.436599E+01   0.544995E-06   0.439535E-04   0.544995E-06   0.406692E-07
   311   0.490000E+04   0.984631E+02   0.436198E-04   0.984631E+02   0.447231E+01   0.553718E-06   0.436198E-04   0.553718E-06   0.405108E-07
   312   0.487242E+04   0.994998E+02   0.432880E-04   0.994998E+02   0.457998E+01   0.562385E-06   0.432880E-04   0.562385E-06   0.403533E-07
   313   0.484459E+04   0.100516E+03   0.429581E-04   0.100516E+03   0.468905E+01   0.570993E-06   0.429581E-04   0.570993E-06   0.401967E-07
   314   0.481652E+04   0.101511E+03   0.426300E-04   0.101511E+03   0.479942E+01   0.579536E-06   0.426300E-04   0.579536E-06   0.400412E-07
   315   0.478822E+04   0.102485E+03   0.423037E-04   0.102485E+03   0.491107E+01   0.588012E-06   0.423037E-04   0.588012E-06   0.398865E-07
   316   0.475970E+04   0.103437E+03   0.419791E-04   0.103437E+03   0.502412E+01   0.596415E-06   0.419791E-04   0.596415E-06   0.397328E-07
   317   0.473096E+04   0.104367E+03   0.416564E-04   0.104367E+03   0.513839E+01   0.604742E-06   0.416564E-04   0.604742E-06   0.395800E-07
   318   0.470203E+04   0.105275E+03   0.413355E-04   0.105275E+03   0.525394E+01   0.612988E-06   0.413355E-04   0.612988E-06   0.394281E-07
