#    L    TT             EE             BB             TE             PP             TP             EP          
   437   0.213665E+04   0.662872E+01   0.000000E+00  -0.461697E+02   0.840172E-08   0.487911E-04   0.716979E-06
   438   0.214518E+04   0.652829E+01   0.000000E+00  -0.451886E+02   0.837274E-08   0.483881E-04   0.705091E-06
   439   0.215350E+04   0.643235E+01   0.000000E+00  -0.441847E+02   0.834389E-08   0.479914E-04   0.692967E-06
   440   0.216162E+04   0.634105E+01   0.000000E+00  -0.431591E+02   0.831517E-08   0.476009E-04   0.680602E-06
   441   0.216950E+04   0.625463E+01   0.000000E+00  -0.421127E+02   0.828658E-08   0.472169E-04   0.667987E-06
   442   0.217715E+04   0.617316E+01   0.000000E+00  -0.410465E+02   0.825812E-08   0.468396E-04   0.655118E-06
   443   0.218456E+04   0.609686E+01   0.000000E+00  -0.399612E+02   0.822978E-08   0.464690E-04   0.641988E-06
   444   0.219171E+04   0.602588E+01   0.000000E+00  -0.388578E+02   0.820157E-08   0.461055E-04   0.628590E-06
   445   0.219858E+04   0.596029E+01   0.000000E+00  -0.377374E+02   0.817349E-08   0.457490E-04   0.614918E-06
   446   0.220519E+04   0.590040E+01   0.000000E+00  -0.366010E+02   0.814553E-08   0.453999E-04   0.600966E-06
   447   0.221151E+04   0.584628E+01   0.000000E+00  -0.354496E+02   0.811769E-08   0.450582E-04   0.586727E-06
   448   0.221755E+04   0.579816E+01   0.000000E+00  -0.342845E+02   0.808999E-08   0.447242E-04   0.572195E-06
   449   0.222329E+04   0.575618E+01   0.000000E+00  -0.331067E+02   0.806240E-08   0.443979E-04   0.557363E-06
   450   0.222873E+04   0.572042E+01   0.000000E+00  -0.319173E+02   0.803494E-08   0.440796E-04   0.542226E-06
   451   0.223386E+04   0.569115E+01   0.000000E+00  -0.307175E+02   0.800760E-08   0.437694E-04   0.526779E-06
   452   0.223870E+04   0.566825E+01   0.000000E+00  -0.295078E+02   0.798039E-08   0.434671E-04   0.511030E-06
   453   0.224323E+04   0.565175E+01   0.000000E+00  -0.282889E+02   0.795329E-08   0.431727E-04   0.494990E-06
   454   0.224746E+04   0.564159E+01   0.000000E+00  -0.270612E+02   0.792632E-08   0.428859E-04   0.478670E-06
   455   0.225139E+04   0.563769E+01   0.000000E+00  -0.258255E+02   0.789947E-08   0.426067E-04   0.462079E-06
   456   0.225501E+04   0.564000E+01   0.000000E+00  -0.245822E+02   0.787274E-08   0.423349E-04   0.445229E-06
   457   0.225833E+04   0.564846E+01   0.000000E+00  -0.233321E+02   0.784614E-08   0.420703E-04   0.428130E-06
   458   0.226134E+04   0.566308E+01   0.000000E+00  -0.220754E+02   0.781965E-08   0.418128E-04   0.410792E-06
   459   0.226403E+04   0.568379E+01   0.000000E+00  -0.208132E+02   0.779328E-08   0.415623E-04   0.393227E-06
   460   0.226644E+04   0.571054E+01   0.000000E+00  -0.195462E+02   0.776703E-08   0.413185E-04   0.375444E-06
   461   0.226854E+04   0.574326E+01   0.000000E+00  -0.182744E+02   0.774089E-08   0.410815E-04   0.357454E-06
   462   0.227037E+04   0.578203E+01   0.000000E+00  -0.170009E+02   0.771488E-08   0.408510E-04   0.339267E-06
   463   0.227189E+04   0.582681E+01   0.000000E+00  -0.157250E+02   0.768898E-08   0.406268E-04   0.320895E-06
   464   0.227315E+04   0.587752E+01   0.000000E+00  -0.144480E+02   0.766320E-08   0.404089E-04   0.302348E-06
   465   0.227413E+04   0.593417E+01   0.000000E+00  -0.131709E+02   0.763754E-08   0.401971E-04   0.283635E-06
   466   0.227484E+04   0.599671E+01   0.000000E+00  -0.118951E+02   0.761199E-08   0.399912E-04   0.264769E-06
   467   0.227528E+04   0.606515E+01   0.000000E+00  -0.106207E+02   0.758656E-08   0.397911E-04   0.245759E-06
   468   0.227545E+04   0.613942E+01   0.000000E+00  -0.934905E+01   0.756124E-08   0.395967E-04   0.226615E-06
   469   0.227535E+04   0.621947E+01   0.000000E+00  -0.808106E+01   0.753604E-08   0.394078E-04   0.207349E-06
   470   0.227499E+04   0.630522E+01   0.000000E+00  -0.681745E+01   0.751095E-08   0.392243E-04   0.187971E-06
   471   0.227435E+04   0.639670E+01   0.000000E+00  -0.555825E+01   0.748597E-08   0.390459E-04   0.168491E-06
   472   0.227344E+04   0.649391E+01   0.000000E+00  -0.430572E+01   0.746111E-08   0.388727E-04   0.148921E-06
   473   0.227226E+04   0.659672E+01   0.000000E+00  -0.305912E+01   0.743636E-08   0.387044E-04   0.129269E-06
   474   0.227082E+04   0.670507E+01   0.000000E+00  -0.182146E+01   0.741172E-08   0.385409E-04   0.109548E-06
   475   0.226912E+04   0.681904E+01   0.000000E+00  -0.592025E+00   0.738719E-08   0.383820E-04   0.897671E-07
   476   0.226717E+04   0.693857E+01   0.000000E+00   0.627685E+00   0.736278E-08   0.382276E-04   0.699374E-07
   477   0.226497E+04   0.706353E+01   0.000000E+00   0.183616E+01   0.733847E-08   0.380776E-04   0.500693E-07
   478   0.226252E+04   0.719400E+01   0.000000E+00   0.303263E+01   0.731427E-08   0.379317E-04   0.301733E-07
   479   0.225984E+04   0.732992E+01   0.000000E+00   0.421528E+01   0.729019E-08   0.377900E-04   0.102599E-07
   480   0.225692E+04   0.747129E+01   0.000000E+00   0.538395E+01   0.726621E-08   0.376522E-04  -0.966028E-08
   481   0.225379E+04   0.761792E+01   0.000000E+00   0.653713E+01   0.724234E-08   0.375181E-04  -0.295768E-07
   482   0.225041E+04   0.776996E+01   0.000000E+00   0.767376E+01   0.721858E-08   0.373877E-04  -0.494790E-07
   483   0.224681E+04   0.792728E+01   0.000000E+00   0.879268E+01   0.719493E-08   0.372607E-04  -0.693566E-07
   484   0.224298E+04   0.808988E+01   0.000000E+00   0.989278E+01   0.717139E-08   0.371371E-04  -0.891988E-07
   485   0.223891E+04   0.825771E+01   0.000000E+00   0.109730E+02   0.714795E-08   0.370167E-04  -0.108995E-06
   486   0.223463E+04   0.843070E+01   0.000000E+00   0.120321E+02   0.712461E-08   0.368994E-04  -0.128735E-06
   487   0.223013E+04   0.860879E+01   0.000000E+00   0.130690E+02   0.710139E-08   0.367850E-04  -0.148409E-06
   488   0.222541E+04   0.879207E+01   0.000000E+00   0.140824E+02   0.707826E-08   0.366733E-04  -0.168004E-06
   489   0.222048E+04   0.898032E+01   0.000000E+00   0.150711E+02   0.705525E-08   0.365642E-04  -0.187512E-06
   490   0.221535E+04   0.917364E+01   0.000000E+00   0.160339E+02   0.703233E-08   0.364576E-04  -0.206922E-06
   491   0.221001E+04   0.937196E+01   0.000000E+00   0.169693E+02   0.700952E-08   0.363534E-04  -0.226222E-06
   492   0.220448E+04   0.957515E+01   0.000000E+00   0.178763E+02   0.698682E-08   0.362513E-04  -0.245403E-06
   493   0.219878E+04   0.978321E+01   0.000000E+00   0.187533E+02   0.696421E-08   0.361513E-04  -0.264454E-06
   494   0.219289E+04   0.999616E+01   0.000000E+00   0.195994E+02   0.694171E-08   0.360532E-04  -0.283365E-06
   495   0.218682E+04   0.102139E+02   0.000000E+00   0.204131E+02   0.691931E-08   0.359568E-04  -0.302125E-06
   496   0.218059E+04   0.104364E+02   0.000000E+00   0.211931E+02   0.689702E-08   0.358620E-04  -0.320722E-06
   497   0.217418E+04   0.106636E+02   0.000000E+00   0.219382E+02   0.687482E-08   0.357687E-04  -0.339148E-06
   498   0.216761E+04   0.108954E+02   0.000000E+00   0.226469E+02   0.685272E-08   0.356767E-04  -0.357391E-06
   499   0.216088E+04   0.111318E+02   0.000000E+00   0.233181E+02   0.683072E-08   0.355859E-04  -0.375441E-06
   500   0.215398E+04   0.113728E+02   0.000000E+00   0.239504E+02   0.680882E-08   0.354961E-04  -0.393288E-06
   501   0.214693E+04   0.116182E+02   0.000000E+00   0.245427E+02   0.678702E-08   0.354073E-04  -0.410922E-06
   502   0.213972E+04   0.118680E+02   0.000000E+00   0.250949E+02   0.676532E-08   0.353193E-04  -0.428343E-06
   503   0.213237E+04   0.121220E+02   0.000000E+00   0.256075E+02   0.674372E-08   0.352322E-04  -0.445551E-06
   504   0.212487E+04   0.123802E+02   0.000000E+00   0.260802E+02   0.672221E-08   0.351460E-04  -0.462549E-06
   505   0.211725E+04   0.126423E+02   0.000000E+00   0.265135E+02   0.670081E-08   0.350606E-04  -0.479337E-06
   506   0.210949E+04   0.129083E+02   0.000000E+00   0.269075E+02   0.667950E-08   0.349762E-04  -0.495916E-06
   507   0.210161E+04   0.131780E+02   0.000000E+00   0.272625E+02   0.665828E-08   0.348926E-04  -0.512288E-06
   508   0.209362E+04   0.134512E+02   0.000000E+00   0.275784E+02   0.663716E-08   0.348099E-04  -0.528452E-06
   509   0.208550E+04   0.137280E+02   0.000000E+00   0.278556E+02   0.661614E-08   0.347281E-04  -0.544411E-06
   510   0.207730E+04   0.140080E+02   0.000000E+00   0.280941E+02   0.659521E-08   0.346471E-04  -0.560166E-06
   511   0.206898E+04   0.142911E+02   0.000000E+00   0.282943E+02   0.657438E-08   0.345671E-04  -0.575716E-06
   512   0.206058E+04   0.145773E+02   0.000000E+00   0.284562E+02   0.655364E-08   0.344879E-04  -0.591065E-06
   513   0.205208E+04   0.148663E+02   0.000000E+00   0.285800E+02   0.653300E-08   0.344096E-04  -0.606212E-06
   514   0.204350E+04   0.151580E+02   0.000000E+00   0.286659E+02   0.651245E-08   0.343322E-04  -0.621158E-06
   515   0.203484E+04   0.154523E+02   0.000000E+00   0.287140E+02   0.649199E-08   0.342557E-04  -0.635906E-06
   516   0.202611E+04   0.157489E+02   0.000000E+00   0.287245E+02   0.647162E-08   0.341800E-04  -0.650455E-06
   517   0.201732E+04   0.160479E+02   0.000000E+00   0.286975E+02   0.645135E-08   0.341052E-04  -0.664807E-06
   518   0.200845E+04   0.163489E+02   0.000000E+00   0.286332E+02   0.643117E-08   0.340313E-04  -0.678963E-06
   519   0.199953E+04   0.166518E+02   0.000000E+00   0.285316E+02   0.641108E-08   0.339582E-04  -0.692924E-06
   520   0.199055E+04   0.169565E+02   0.000000E+00   0.283929E+02   0.639109E-08   0.338861E-04  -0.706691E-06
   521   0.198153E+04   0.172629E+02   0.000000E+00   0.282172E+02   0.637118E-08   0.338148E-04  -0.720266E-06
   522   0.197246E+04   0.175706E+02   0.000000E+00   0.280047E+02   0.635137E-08   0.337444E-04  -0.733648E-06
   523   0.196335E+04   0.178797E+02   0.000000E+00   0.277555E+02   0.633164E-08   0.336748E-04  -0.746840E-06
   524   0.195422E+04   0.181899E+02   0.000000E+00   0.274697E+02   0.631201E-08   0.336061E-04  -0.759842E-06
   525   0.194506E+04   0.185010E+02   0.000000E+00   0.271474E+02   0.629246E-08   0.335383E-04  -0.772656E-06
   526   0.193589E+04   0.188129E+02   0.000000E+00   0.267887E+02   0.627300E-08   0.334714E-04  -0.785282E-06
   527   0.192672E+04   0.191254E+02   0.000000E+00   0.263939E+02   0.625364E-08   0.334053E-04  -0.797721E-06
   528   0.191755E+04   0.194382E+02   0.000000E+00   0.259629E+02   0.623436E-08   0.333401E-04  -0.809976E-06
   529   0.190840E+04   0.197513E+02   0.000000E+00   0.254960E+02   0.621516E-08   0.332758E-04  -0.822046E-06
   530   0.189927E+04   0.200644E+02   0.000000E+00   0.249931E+02   0.619606E-08   0.332124E-04  -0.833932E-06
   531   0.189016E+04   0.203774E+02   0.000000E+00   0.244544E+02   0.617704E-08   0.331498E-04  -0.845637E-06
   532   0.188109E+04   0.206901E+02   0.000000E+00   0.238798E+02   0.615811E-08   0.330880E-04  -0.857160E-06
   533   0.187207E+04   0.210022E+02   0.000000E+00   0.232695E+02   0.613927E-08   0.330272E-04  -0.868503E-06
   534   0.186309E+04   0.213135E+02   0.000000E+00   0.226235E+02   0.612051E-08   0.329672E-04  -0.879668E-06
   535   0.185417E+04   0.216240E+02   0.000000E+00   0.219420E+02   0.610183E-08   0.329081E-04  -0.890654E-06
   536   0.184532E+04   0.219334E+02   0.000000E+00   0.212249E+02   0.608324E-08   0.328498E-04  -0.901464E-06
   537   0.183655E+04   0.222415E+02   0.000000E+00   0.204724E+02   0.606474E-08   0.327924E-04  -0.912097E-06
   538   0.182786E+04   0.225480E+02   0.000000E+00   0.196846E+02   0.604632E-08   0.327359E-04  -0.922557E-06
   539   0.181926E+04   0.228529E+02   0.000000E+00   0.188615E+02   0.602799E-08   0.326802E-04  -0.932842E-06
   540   0.181076E+04   0.231558E+02   0.000000E+00   0.180033E+02   0.600973E-08   0.326254E-04  -0.942955E-06
   541   0.180238E+04   0.234566E+02   0.000000E+00   0.171101E+02   0.599157E-08   0.325714E-04  -0.952896E-06
   542   0.179413E+04   0.237551E+02   0.000000E+00   0.161821E+02   0.597348E-08   0.325184E-04  -0.962667E-06
   543   0.178599E+04   0.240510E+02   0.000000E+00   0.152193E+02   0.595548E-08   0.324661E-04  -0.972268E-06
   544   0.177800E+04   0.243442E+02   0.000000E+00   0.142219E+02   0.593755E-08   0.324148E-04  -0.981701E-06
   545   0.177016E+04   0.246344E+02   0.000000E+00   0.131901E+02   0.591971E-08   0.323643E-04  -0.990967E-06
   546   0.176248E+04   0.249213E+02   0.000000E+00   0.121241E+02   0.590195E-08   0.323146E-04  -0.100007E-05
   547   0.175496E+04   0.252049E+02   0.000000E+00   0.110239E+02   0.588428E-08   0.322658E-04  -0.100900E-05
   548   0.174763E+04   0.254847E+02   0.000000E+00   0.988983E+01   0.586668E-08   0.322179E-04  -0.101777E-05
   549   0.174047E+04   0.257607E+02   0.000000E+00   0.872201E+01   0.584916E-08   0.321708E-04  -0.102638E-05
   550   0.173351E+04   0.260325E+02   0.000000E+00   0.752062E+01   0.583172E-08   0.321246E-04  -0.103482E-05
   551   0.172676E+04   0.263000E+02   0.000000E+00   0.628590E+01   0.581436E-08   0.320792E-04  -0.104311E-05
   552   0.172021E+04   0.265632E+02   0.000000E+00   0.501856E+01   0.579708E-08   0.320347E-04  -0.105123E-05
   553   0.171387E+04   0.268218E+02   0.000000E+00   0.371938E+01   0.577988E-08   0.319910E-04  -0.105919E-05
   554   0.170775E+04   0.270761E+02   0.000000E+00   0.238920E+01   0.576275E-08   0.319480E-04  -0.106699E-05
   555   0.170182E+04   0.273259E+02   0.000000E+00   0.102879E+01   0.574571E-08   0.319058E-04  -0.107462E-05
   556   0.169610E+04   0.275711E+02   0.000000E+00  -0.361036E+00   0.572874E-08   0.318644E-04  -0.108208E-05
   557   0.169059E+04   0.278118E+02   0.000000E+00  -0.177941E+01   0.571185E-08   0.318236E-04  -0.108938E-05
   558   0.168529E+04   0.280479E+02   0.000000E+00  -0.322555E+01   0.569503E-08   0.317835E-04  -0.109651E-05
   559   0.168019E+04   0.282793E+02   0.000000E+00  -0.469848E+01   0.567829E-08   0.317441E-04  -0.110347E-05
   560   0.167529E+04   0.285061E+02   0.000000E+00  -0.619732E+01   0.566163E-08   0.317053E-04  -0.111026E-05
   561   0.167060E+04   0.287281E+02   0.000000E+00  -0.772123E+01   0.564504E-08   0.316671E-04  -0.111688E-05
   562   0.166612E+04   0.289454E+02   0.000000E+00  -0.926914E+01   0.562852E-08   0.316295E-04  -0.112333E-05
   563   0.166184E+04   0.291578E+02   0.000000E+00  -0.108403E+02   0.561209E-08   0.315924E-04  -0.112960E-05
   564   0.165777E+04   0.293653E+02   0.000000E+00  -0.124338E+02   0.559572E-08   0.315559E-04  -0.113570E-05
   565   0.165389E+04   0.295679E+02   0.000000E+00  -0.140486E+02   0.557943E-08   0.315198E-04  -0.114163E-05
   566   0.165022E+04   0.297656E+02   0.000000E+00  -0.156837E+02   0.556321E-08   0.314843E-04  -0.114738E-05
   567   0.164676E+04   0.299580E+02   0.000000E+00  -0.173382E+02   0.554707E-08   0.314491E-04  -0.115295E-05
   568   0.164350E+04   0.301454E+02   0.000000E+00  -0.190110E+02   0.553100E-08   0.314145E-04  -0.115834E-05
   569   0.164044E+04   0.303276E+02   0.000000E+00  -0.207012E+02   0.551500E-08   0.313802E-04  -0.116355E-05
   570   0.163759E+04   0.305045E+02   0.000000E+00  -0.224078E+02   0.549907E-08   0.313463E-04  -0.116859E-05
   571   0.163493E+04   0.306761E+02   0.000000E+00  -0.241298E+02   0.548322E-08   0.313127E-04  -0.117344E-05
   572   0.163249E+04   0.308422E+02   0.000000E+00  -0.258660E+02   0.546743E-08   0.312795E-04  -0.117811E-05
   573   0.163025E+04   0.310028E+02   0.000000E+00  -0.276155E+02   0.545172E-08   0.312465E-04  -0.118260E-05
   574   0.162822E+04   0.311579E+02   0.000000E+00  -0.293771E+02   0.543608E-08   0.312139E-04  -0.118690E-05
   575   0.162640E+04   0.313074E+02   0.000000E+00  -0.311496E+02   0.542050E-08   0.311815E-04  -0.119102E-05
   576   0.162480E+04   0.314511E+02   0.000000E+00  -0.329319E+02   0.540500E-08   0.311493E-04  -0.119495E-05
   577   0.162341E+04   0.315890E+02   0.000000E+00  -0.347229E+02   0.538957E-08   0.311173E-04  -0.119869E-05
   578   0.162223E+04   0.317210E+02   0.000000E+00  -0.365217E+02   0.537420E-08   0.310855E-04  -0.120225E-05
   579   0.162128E+04   0.318471E+02   0.000000E+00  -0.383268E+02   0.535890E-08   0.310538E-04  -0.120561E-05
   580   0.162054E+04   0.319670E+02   0.000000E+00  -0.401373E+02   0.534368E-08   0.310223E-04  -0.120879E-05
   581   0.162003E+04   0.320808E+02   0.000000E+00  -0.419519E+02   0.532852E-08   0.309908E-04  -0.121177E-05
   582   0.161974E+04   0.321884E+02   0.000000E+00  -0.437697E+02   0.531342E-08   0.309594E-04  -0.121456E-05
   583   0.161967E+04   0.322896E+02   0.000000E+00  -0.455893E+02   0.529840E-08   0.309281E-04  -0.121716E-05
   584   0.161983E+04   0.323844E+02   0.000000E+00  -0.474097E+02   0.528344E-08   0.308968E-04  -0.121956E-05
   585   0.162022E+04   0.324726E+02   0.000000E+00  -0.492297E+02   0.526855E-08   0.308655E-04  -0.122177E-05
   586   0.162083E+04   0.325542E+02   0.000000E+00  -0.510481E+02   0.525372E-08   0.308341E-04  -0.122378E-05
   587   0.162167E+04   0.326291E+02   0.000000E+00  -0.528635E+02   0.523896E-08   0.308027E-04  -0.122559E-05
   588   0.162275E+04   0.326971E+02   0.000000E+00  -0.546748E+02   0.522426E-08   0.307712E-04  -0.122721E-05
   589   0.162406E+04   0.327582E+02   0.000000E+00  -0.564805E+02   0.520963E-08   0.307397E-04  -0.122862E-05
   590   0.162560E+04   0.328123E+02   0.000000E+00  -0.582796E+02   0.519506E-08   0.307080E-04  -0.122983E-05
   591   0.162739E+04   0.328592E+02   0.000000E+00  -0.600706E+02   0.518056E-08   0.306761E-04  -0.123085E-05
   592   0.162940E+04   0.328988E+02   0.000000E+00  -0.618524E+02   0.516612E-08   0.306440E-04  -0.123166E-05
   593   0.163166E+04   0.329311E+02   0.000000E+00  -0.636234E+02   0.515174E-08   0.306118E-04  -0.123226E-05
   594   0.163416E+04   0.329559E+02   0.000000E+00  -0.653825E+02   0.513743E-08   0.305793E-04  -0.123266E-05
   595   0.163690E+04   0.329730E+02   0.000000E+00  -0.671281E+02   0.512318E-08   0.305466E-04  -0.123286E-05
   596   0.163989E+04   0.329825E+02   0.000000E+00  -0.688590E+02   0.510899E-08   0.305135E-04  -0.123284E-05
   597   0.164312E+04   0.329842E+02   0.000000E+00  -0.705737E+02   0.509486E-08   0.304802E-04  -0.123263E-05
   598   0.164659E+04   0.329779E+02   0.000000E+00  -0.722709E+02   0.508079E-08   0.304465E-04  -0.123220E-05
   599   0.165032E+04   0.329636E+02   0.000000E+00  -0.739491E+02   0.506679E-08   0.304125E-04  -0.123156E-05
   600   0.165429E+04   0.329411E+02   0.000000E+00  -0.756069E+02   0.505284E-08   0.303781E-04  -0.123071E-05
   601   0.165853E+04   0.329103E+02   0.000000E+00  -0.772430E+02   0.503896E-08   0.303433E-04  -0.122965E-05
   602   0.166299E+04   0.328714E+02   0.000000E+00  -0.788568E+02   0.502513E-08   0.303081E-04  -0.122838E-05
   603   0.166771E+04   0.328245E+02   0.000000E+00  -0.804481E+02   0.501137E-08   0.302724E-04  -0.122690E-05
   604   0.167266E+04   0.327697E+02   0.000000E+00  -0.820167E+02   0.499766E-08   0.302364E-04  -0.122522E-05
   605   0.167784E+04   0.327071E+02   0.000000E+00  -0.835621E+02   0.498401E-08   0.302000E-04  -0.122333E-05
   606   0.168324E+04   0.326369E+02   0.000000E+00  -0.850842E+02   0.497043E-08   0.301631E-04  -0.122125E-05
   607   0.168886E+04   0.325593E+02   0.000000E+00  -0.865826E+02   0.495690E-08   0.301258E-04  -0.121896E-05
   608   0.169471E+04   0.324743E+02   0.000000E+00  -0.880570E+02   0.494343E-08   0.300881E-04  -0.121648E-05
   609   0.170076E+04   0.323821E+02   0.000000E+00  -0.895069E+02   0.493001E-08   0.300500E-04  -0.121381E-05
   610   0.170701E+04   0.322828E+02   0.000000E+00  -0.909320E+02   0.491665E-08   0.300115E-04  -0.121094E-05
   611   0.171347E+04   0.321764E+02   0.000000E+00  -0.923320E+02   0.490335E-08   0.299726E-04  -0.120789E-05
   612   0.172012E+04   0.320632E+02   0.000000E+00  -0.937065E+02   0.489011E-08   0.299332E-04  -0.120464E-05
   613   0.172695E+04   0.319432E+02   0.000000E+00  -0.950551E+02   0.487692E-08   0.298935E-04  -0.120122E-05
   614   0.173398E+04   0.318167E+02   0.000000E+00  -0.963773E+02   0.486379E-08   0.298533E-04  -0.119761E-05
   615   0.174117E+04   0.316836E+02   0.000000E+00  -0.976725E+02   0.485072E-08   0.298127E-04  -0.119382E-05
   616   0.174855E+04   0.315442E+02   0.000000E+00  -0.989403E+02   0.483770E-08   0.297717E-04  -0.118985E-05
   617   0.175609E+04   0.313987E+02   0.000000E+00  -0.100180E+03   0.482473E-08   0.297303E-04  -0.118571E-05
   618   0.176380E+04   0.312472E+02   0.000000E+00  -0.101391E+03   0.481182E-08   0.296884E-04  -0.118140E-05
   619   0.177166E+04   0.310897E+02   0.000000E+00  -0.102573E+03   0.479897E-08   0.296461E-04  -0.117691E-05
   620   0.177967E+04   0.309265E+02   0.000000E+00  -0.103725E+03   0.478617E-08   0.296034E-04  -0.117225E-05
   621   0.178784E+04   0.307577E+02   0.000000E+00  -0.104847E+03   0.477342E-08   0.295603E-04  -0.116743E-05
   622   0.179615E+04   0.305833E+02   0.000000E+00  -0.105938E+03   0.476073E-08   0.295168E-04  -0.116245E-05
   623   0.180459E+04   0.304036E+02   0.000000E+00  -0.106998E+03   0.474809E-08   0.294728E-04  -0.115730E-05
   624   0.181317E+04   0.302187E+02   0.000000E+00  -0.108026E+03   0.473550E-08   0.294284E-04  -0.115199E-05
   625   0.182186E+04   0.300286E+02   0.000000E+00  -0.109021E+03   0.472296E-08   0.293836E-04  -0.114653E-05
   626   0.183068E+04   0.298336E+02   0.000000E+00  -0.109983E+03   0.471048E-08   0.293384E-04  -0.114091E-05
   627   0.183961E+04   0.296336E+02   0.000000E+00  -0.110911E+03   0.469805E-08   0.292927E-04  -0.113513E-05
   628   0.184865E+04   0.294289E+02   0.000000E+00  -0.111805E+03   0.468567E-08   0.292467E-04  -0.112921E-05
   629   0.185778E+04   0.292196E+02   0.000000E+00  -0.112663E+03   0.467334E-08   0.292002E-04  -0.112314E-05
   630   0.186701E+04   0.290059E+02   0.000000E+00  -0.113486E+03   0.466106E-08   0.291532E-04  -0.111692E-05
   631   0.187633E+04   0.287877E+02   0.000000E+00  -0.114273E+03   0.464884E-08   0.291059E-04  -0.111056E-05
   632   0.188572E+04   0.285654E+02   0.000000E+00  -0.115022E+03   0.463666E-08   0.290581E-04  -0.110406E-05
   633   0.189520E+04   0.283390E+02   0.000000E+00  -0.115733E+03   0.462454E-08   0.290098E-04  -0.109742E-05
   634   0.190474E+04   0.281087E+02   0.000000E+00  -0.116406E+03   0.461246E-08   0.289612E-04  -0.109064E-05
   635   0.191434E+04   0.278746E+02   0.000000E+00  -0.117040E+03   0.460043E-08   0.289121E-04  -0.108373E-05
   636   0.192400E+04   0.276368E+02   0.000000E+00  -0.117633E+03   0.458846E-08   0.288626E-04  -0.107668E-05
   637   0.193372E+04   0.273955E+02   0.000000E+00  -0.118185E+03   0.457653E-08   0.288126E-04  -0.106951E-05
   638   0.194347E+04   0.271509E+02   0.000000E+00  -0.118696E+03   0.456465E-08   0.287623E-04  -0.106220E-05
   639   0.195326E+04   0.269031E+02   0.000000E+00  -0.119164E+03   0.455281E-08   0.287114E-04  -0.105478E-05
   640   0.196307E+04   0.266521E+02   0.000000E+00  -0.119588E+03   0.454103E-08   0.286602E-04  -0.104722E-05
   641   0.197291E+04   0.263983E+02   0.000000E+00  -0.119969E+03   0.452929E-08   0.286085E-04  -0.103955E-05
   642   0.198276E+04   0.261416E+02   0.000000E+00  -0.120305E+03   0.451760E-08   0.285564E-04  -0.103176E-05
   643   0.199263E+04   0.258824E+02   0.000000E+00  -0.120595E+03   0.450596E-08   0.285038E-04  -0.102385E-05
   644   0.200248E+04   0.256206E+02   0.000000E+00  -0.120838E+03   0.449436E-08   0.284509E-04  -0.101583E-05
   645   0.201234E+04   0.253564E+02   0.000000E+00  -0.121033E+03   0.448281E-08   0.283974E-04  -0.100770E-05
   646   0.202218E+04   0.250900E+02   0.000000E+00  -0.121180E+03   0.447131E-08   0.283436E-04  -0.999452E-06
   647   0.203200E+04   0.248215E+02   0.000000E+00  -0.121278E+03   0.445985E-08   0.282893E-04  -0.991102E-06
   648   0.204179E+04   0.245510E+02   0.000000E+00  -0.121326E+03   0.444843E-08   0.282345E-04  -0.982646E-06
   649   0.205153E+04   0.242788E+02   0.000000E+00  -0.121322E+03   0.443707E-08   0.281793E-04  -0.974087E-06
   650   0.206125E+04   0.240049E+02   0.000000E+00  -0.121266E+03   0.442574E-08   0.281237E-04  -0.965429E-06
   651   0.207090E+04   0.237297E+02   0.000000E+00  -0.121158E+03   0.441446E-08   0.280676E-04  -0.956671E-06
   652   0.208049E+04   0.234532E+02   0.000000E+00  -0.120997E+03   0.440323E-08   0.280111E-04  -0.947817E-06
   653   0.209004E+04   0.231756E+02   0.000000E+00  -0.120785E+03   0.439203E-08   0.279542E-04  -0.938868E-06
   654   0.209952E+04   0.228971E+02   0.000000E+00  -0.120522E+03   0.438089E-08   0.278968E-04  -0.929825E-06
   655   0.210894E+04   0.226176E+02   0.000000E+00  -0.120209E+03   0.436978E-08   0.278390E-04  -0.920690E-06
   656   0.211829E+04   0.223375E+02   0.000000E+00  -0.119846E+03   0.435872E-08   0.277807E-04  -0.911464E-06
   657   0.212758E+04   0.220569E+02   0.000000E+00  -0.119435E+03   0.434770E-08   0.277219E-04  -0.902149E-06
   658   0.213679E+04   0.217758E+02   0.000000E+00  -0.118976E+03   0.433672E-08   0.276628E-04  -0.892746E-06
   659   0.214593E+04   0.214944E+02   0.000000E+00  -0.118470E+03   0.432579E-08   0.276031E-04  -0.883257E-06
   660   0.215499E+04   0.212129E+02   0.000000E+00  -0.117917E+03   0.431490E-08   0.275430E-04  -0.873683E-06
   661   0.216397E+04   0.209313E+02   0.000000E+00  -0.117318E+03   0.430405E-08   0.274825E-04  -0.864026E-06
   662   0.217286E+04   0.206497E+02   0.000000E+00  -0.116674E+03   0.429324E-08   0.274215E-04  -0.854287E-06
   663   0.218166E+04   0.203684E+02   0.000000E+00  -0.115986E+03   0.428248E-08   0.273601E-04  -0.844468E-06
   664   0.219037E+04   0.200874E+02   0.000000E+00  -0.115253E+03   0.427175E-08   0.272982E-04  -0.834571E-06
   665   0.219898E+04   0.198070E+02   0.000000E+00  -0.114478E+03   0.426107E-08   0.272358E-04  -0.824596E-06
   666   0.220749E+04   0.195273E+02   0.000000E+00  -0.113660E+03   0.425042E-08   0.271730E-04  -0.814545E-06
   667   0.221589E+04   0.192484E+02   0.000000E+00  -0.112800E+03   0.423982E-08   0.271097E-04  -0.804420E-06
