#    L    TT             EE             BB             TE          
   393   0.220564E+04   0.149883E+02   0.212452E-01  -0.878204E+02
   394   0.221818E+04   0.147629E+02   0.213353E-01  -0.878358E+02
   395   0.223066E+04   0.145380E+02   0.214256E-01  -0.878014E+02
   396   0.224308E+04   0.143139E+02   0.215162E-01  -0.877169E+02
   397   0.225540E+04   0.140906E+02   0.216071E-01  -0.875819E+02
   398   0.226762E+04   0.138685E+02   0.216982E-01  -0.873963E+02
   399   0.227973E+04   0.136477E+02   0.217896E-01  -0.871595E+02
   400   0.229171E+04   0.134284E+02   0.218811E-01  -0.868713E+02
   401   0.230356E+04   0.132107E+02   0.219729E-01  -0.865316E+02
   402   0.231526E+04   0.129948E+02   0.220649E-01  -0.861409E+02
   403   0.232681E+04   0.127808E+02   0.221571E-01  -0.857004E+02
   404   0.233822E+04   0.125688E+02   0.222495E-01  -0.852108E+02
   405   0.234947E+04   0.123589E+02   0.223420E-01  -0.846730E+02
   406   0.236057E+04   0.121513E+02   0.224346E-01  -0.840881E+02
   407   0.237151E+04   0.119459E+02   0.225275E-01  -0.834569E+02
   408   0.238230E+04   0.117430E+02   0.226204E-01  -0.827802E+02
   409   0.239291E+04   0.115426E+02   0.227134E-01  -0.820589E+02
   410   0.240336E+04   0.113449E+02   0.228066E-01  -0.812941E+02
   411   0.241363E+04   0.111500E+02   0.228998E-01  -0.804867E+02
   412   0.242374E+04   0.109579E+02   0.229931E-01  -0.796378E+02
   413   0.243366E+04   0.107689E+02   0.230864E-01  -0.787483E+02
   414   0.244341E+04   0.105830E+02   0.231798E-01  -0.778193E+02
   415   0.245297E+04   0.104005E+02   0.232732E-01  -0.768518E+02
   416   0.246234E+04   0.102212E+02   0.233667E-01  -0.758470E+02
   417   0.247152E+04   0.100456E+02   0.234601E-01  -0.748056E+02
   418   0.248051E+04   0.987367E+01   0.235535E-01  -0.737288E+02
   419   0.248930E+04   0.970548E+01   0.236468E-01  -0.726176E+02
   420   0.249789E+04   0.954114E+01   0.237401E-01  -0.714731E+02
   421   0.250628E+04   0.938089E+01   0.238334E-01  -0.702961E+02
   422   0.251445E+04   0.922474E+01   0.239265E-01  -0.690877E+02
   423   0.252242E+04   0.907278E+01   0.240195E-01  -0.678490E+02
   424   0.253017E+04   0.892526E+01   0.241124E-01  -0.665810E+02
   425   0.253770E+04   0.878226E+01   0.242052E-01  -0.652847E+02
   426   0.254501E+04   0.864395E+01   0.242977E-01  -0.639617E+02
   427   0.255207E+04   0.851056E+01   0.243901E-01  -0.626129E+02
   428   0.255891E+04   0.838225E+01   0.244823E-01  -0.612397E+02
   429   0.256549E+04   0.825912E+01   0.245742E-01  -0.598433E+02
   430   0.257182E+04   0.814134E+01   0.246659E-01  -0.584249E+02
   431   0.257790E+04   0.802921E+01   0.247573E-01  -0.569857E+02
   432   0.258371E+04   0.792274E+01   0.248484E-01  -0.555270E+02
   433   0.258927E+04   0.782211E+01   0.249392E-01  -0.540499E+02
   434   0.259455E+04   0.772755E+01   0.250296E-01  -0.525557E+02
   435   0.259956E+04   0.763907E+01   0.251197E-01  -0.510456E+02
   436   0.260430E+04   0.755692E+01   0.252094E-01  -0.495207E+02
   437   0.260876E+04   0.748119E+01   0.252986E-01  -0.479824E+02
   438   0.261293E+04   0.741210E+01   0.253875E-01  -0.464319E+02
   439   0.261682E+04   0.734976E+01   0.254759E-01  -0.448703E+02
   440   0.262041E+04   0.729432E+01   0.255638E-01  -0.432991E+02
   441   0.262370E+04   0.724602E+01   0.256512E-01  -0.417197E+02
   442   0.262667E+04   0.720496E+01   0.257381E-01  -0.401333E+02
   443   0.262932E+04   0.717137E+01   0.258244E-01  -0.385412E+02
   444   0.263165E+04   0.714542E+01   0.259102E-01  -0.369449E+02
   445   0.263363E+04   0.712719E+01   0.259954E-01  -0.353457E+02
   446   0.263528E+04   0.711700E+01   0.260800E-01  -0.337449E+02
   447   0.263658E+04   0.711493E+01   0.261639E-01  -0.321443E+02
   448   0.263755E+04   0.712123E+01   0.262472E-01  -0.305452E+02
   449   0.263816E+04   0.713607E+01   0.263298E-01  -0.289492E+02
   450   0.263841E+04   0.715952E+01   0.264118E-01  -0.273579E+02
   451   0.263832E+04   0.719186E+01   0.264930E-01  -0.257727E+02
   452   0.263787E+04   0.723293E+01   0.265736E-01  -0.241941E+02
   453   0.263708E+04   0.728269E+01   0.266534E-01  -0.226228E+02
   454   0.263594E+04   0.734101E+01   0.267324E-01  -0.210592E+02
   455   0.263446E+04   0.740776E+01   0.268107E-01  -0.195040E+02
   456   0.263264E+04   0.748283E+01   0.268881E-01  -0.179576E+02
   457   0.263048E+04   0.756609E+01   0.269648E-01  -0.164206E+02
   458   0.262799E+04   0.765749E+01   0.270407E-01  -0.148935E+02
   459   0.262517E+04   0.775691E+01   0.271158E-01  -0.133769E+02
   460   0.262203E+04   0.786421E+01   0.271900E-01  -0.118718E+02
   461   0.261856E+04   0.797929E+01   0.272634E-01  -0.103781E+02
   462   0.261480E+04   0.810216E+01   0.273359E-01  -0.889875E+01
   463   0.261073E+04   0.823270E+01   0.274075E-01  -0.743296E+01
   464   0.260638E+04   0.837078E+01   0.274783E-01  -0.598222E+01
   465   0.260174E+04   0.851637E+01   0.275483E-01  -0.454725E+01
   466   0.259684E+04   0.866932E+01   0.276173E-01  -0.312950E+01
   467   0.259166E+04   0.882961E+01   0.276854E-01  -0.172895E+01
   468   0.258621E+04   0.899709E+01   0.277527E-01  -0.347074E+00
   469   0.258051E+04   0.917165E+01   0.278190E-01   0.101542E+01
   470   0.257454E+04   0.935317E+01   0.278845E-01   0.235780E+01
   471   0.256831E+04   0.954160E+01   0.279490E-01   0.368010E+01
   472   0.256183E+04   0.973688E+01   0.280127E-01   0.498012E+01
   473   0.255510E+04   0.993883E+01   0.280754E-01   0.625860E+01
   474   0.254812E+04   0.101473E+02   0.281372E-01   0.751262E+01
   475   0.254091E+04   0.103624E+02   0.281981E-01   0.874294E+01
   476   0.253347E+04   0.105838E+02   0.282581E-01   0.994809E+01
   477   0.252580E+04   0.108116E+02   0.283172E-01   0.111266E+02
   478   0.251793E+04   0.110456E+02   0.283753E-01   0.122778E+02
   479   0.250987E+04   0.112857E+02   0.284326E-01   0.133998E+02
   480   0.250160E+04   0.115320E+02   0.284889E-01   0.144927E+02
   481   0.249315E+04   0.117840E+02   0.285443E-01   0.155548E+02
   482   0.248451E+04   0.120420E+02   0.285989E-01   0.165852E+02
   483   0.247570E+04   0.123058E+02   0.286525E-01   0.175828E+02
   484   0.246670E+04   0.125752E+02   0.287052E-01   0.185466E+02
   485   0.245753E+04   0.128502E+02   0.287570E-01   0.194754E+02
   486   0.244820E+04   0.131306E+02   0.288079E-01   0.203681E+02
   487   0.243870E+04   0.134163E+02   0.288579E-01   0.212237E+02
   488   0.242905E+04   0.137074E+02   0.289070E-01   0.220410E+02
   489   0.241926E+04   0.140036E+02   0.289553E-01   0.228187E+02
   490   0.240933E+04   0.143048E+02   0.290026E-01   0.235557E+02
   491   0.239927E+04   0.146111E+02   0.290491E-01   0.242507E+02
   492   0.238910E+04   0.149221E+02   0.290946E-01   0.249024E+02
   493   0.237882E+04   0.152378E+02   0.291393E-01   0.255097E+02
   494   0.236845E+04   0.155583E+02   0.291832E-01   0.260714E+02
   495   0.235798E+04   0.158833E+02   0.292261E-01   0.265860E+02
   496   0.234743E+04   0.162127E+02   0.292682E-01   0.270526E+02
   497   0.233679E+04   0.165464E+02   0.293094E-01   0.274697E+02
   498   0.232609E+04   0.168843E+02   0.293498E-01   0.278360E+02
   499   0.231532E+04   0.172263E+02   0.293893E-01   0.281504E+02
   500   0.230448E+04   0.175723E+02   0.294279E-01   0.284116E+02
   501   0.229359E+04   0.179222E+02   0.294657E-01   0.286187E+02
   502   0.228265E+04   0.182758E+02   0.295027E-01   0.287718E+02
   503   0.227166E+04   0.186328E+02   0.295388E-01   0.288718E+02
   504   0.226063E+04   0.189933E+02   0.295741E-01   0.289191E+02
   505   0.224958E+04   0.193569E+02   0.296086E-01   0.289144E+02
   506   0.223848E+04   0.197234E+02   0.296423E-01   0.288585E+02
   507   0.222737E+04   0.200927E+02   0.296751E-01   0.287518E+02
   508   0.221624E+04   0.204646E+02   0.297072E-01   0.285951E+02
   509   0.220509E+04   0.208390E+02   0.297384E-01   0.283889E+02
   510   0.219395E+04   0.212155E+02   0.297689E-01   0.281338E+02
   511   0.218279E+04   0.215941E+02   0.297986E-01   0.278305E+02
   512   0.217164E+04   0.219744E+02   0.298275E-01   0.274796E+02
   513   0.216050E+04   0.223564E+02   0.298557E-01   0.270817E+02
   514   0.214937E+04   0.227397E+02   0.298831E-01   0.266375E+02
   515   0.213825E+04   0.231243E+02   0.299097E-01   0.261475E+02
   516   0.212716E+04   0.235099E+02   0.299357E-01   0.256122E+02
   517   0.211610E+04   0.238962E+02   0.299609E-01   0.250325E+02
   518   0.210506E+04   0.242832E+02   0.299855E-01   0.244086E+02
   519   0.209407E+04   0.246705E+02   0.300093E-01   0.237413E+02
   520   0.208310E+04   0.250580E+02   0.300325E-01   0.230311E+02
   521   0.207219E+04   0.254455E+02   0.300550E-01   0.222786E+02
   522   0.206132E+04   0.258327E+02   0.300769E-01   0.214843E+02
   523   0.205051E+04   0.262194E+02   0.300981E-01   0.206489E+02
   524   0.203976E+04   0.266054E+02   0.301188E-01   0.197728E+02
   525   0.202908E+04   0.269905E+02   0.301388E-01   0.188567E+02
   526   0.201848E+04   0.273744E+02   0.301583E-01   0.179011E+02
   527   0.200797E+04   0.277569E+02   0.301772E-01   0.169066E+02
   528   0.199755E+04   0.281378E+02   0.301956E-01   0.158737E+02
   529   0.198723E+04   0.285169E+02   0.302135E-01   0.148031E+02
   530   0.197702E+04   0.288939E+02   0.302309E-01   0.136951E+02
   531   0.196693E+04   0.292685E+02   0.302478E-01   0.125504E+02
   532   0.195696E+04   0.296406E+02   0.302643E-01   0.113693E+02
   533   0.194713E+04   0.300099E+02   0.302804E-01   0.101524E+02
   534   0.193743E+04   0.303761E+02   0.302960E-01   0.890024E+01
   535   0.192788E+04   0.307390E+02   0.303113E-01   0.761333E+01
   536   0.191847E+04   0.310985E+02   0.303262E-01   0.629201E+01
   537   0.190923E+04   0.314541E+02   0.303408E-01   0.493701E+01
   538   0.190016E+04   0.318057E+02   0.303551E-01   0.354880E+01
   539   0.189128E+04   0.321530E+02   0.303691E-01   0.212787E+01
   540   0.188256E+04   0.324957E+02   0.303828E-01   0.674834E+00
   541   0.187406E+04   0.328336E+02   0.303963E-01  -0.809742E+00
   542   0.186576E+04   0.331665E+02   0.304096E-01  -0.232538E+01
   543   0.185766E+04   0.334940E+02   0.304227E-01  -0.387148E+01
   544   0.184979E+04   0.338159E+02   0.304356E-01  -0.544747E+01
   545   0.184216E+04   0.341320E+02   0.304484E-01  -0.705275E+01
   546   0.183476E+04   0.344419E+02   0.304611E-01  -0.868671E+01
   547   0.182761E+04   0.347453E+02   0.304737E-01  -0.103488E+02
   548   0.182072E+04   0.350420E+02   0.304862E-01  -0.120383E+02
   549   0.181409E+04   0.353319E+02   0.304987E-01  -0.137547E+02
   550   0.180773E+04   0.356143E+02   0.305112E-01  -0.154974E+02
   551   0.180167E+04   0.358894E+02   0.305237E-01  -0.172658E+02
   552   0.179588E+04   0.361568E+02   0.305362E-01  -0.190589E+02
   553   0.179038E+04   0.364167E+02   0.305487E-01  -0.208756E+02
   554   0.178516E+04   0.366691E+02   0.305613E-01  -0.227150E+02
   555   0.178021E+04   0.369140E+02   0.305740E-01  -0.245761E+02
   556   0.177552E+04   0.371513E+02   0.305869E-01  -0.264579E+02
   557   0.177112E+04   0.373811E+02   0.305998E-01  -0.283593E+02
   558   0.176698E+04   0.376034E+02   0.306129E-01  -0.302792E+02
   559   0.176310E+04   0.378181E+02   0.306262E-01  -0.322166E+02
   560   0.175948E+04   0.380254E+02   0.306396E-01  -0.341703E+02
   561   0.175612E+04   0.382250E+02   0.306533E-01  -0.361393E+02
   562   0.175301E+04   0.384172E+02   0.306672E-01  -0.381223E+02
   563   0.175016E+04   0.386017E+02   0.306813E-01  -0.401184E+02
   564   0.174755E+04   0.387787E+02   0.306957E-01  -0.421263E+02
   565   0.174519E+04   0.389480E+02   0.307103E-01  -0.441450E+02
   566   0.174307E+04   0.391098E+02   0.307253E-01  -0.461732E+02
   567   0.174119E+04   0.392638E+02   0.307405E-01  -0.482098E+02
   568   0.173955E+04   0.394102E+02   0.307561E-01  -0.502535E+02
   569   0.173813E+04   0.395489E+02   0.307720E-01  -0.523032E+02
   570   0.173695E+04   0.396798E+02   0.307882E-01  -0.543577E+02
   571   0.173600E+04   0.398029E+02   0.308048E-01  -0.564158E+02
   572   0.173528E+04   0.399182E+02   0.308217E-01  -0.584760E+02
   573   0.173478E+04   0.400257E+02   0.308390E-01  -0.605374E+02
   574   0.173451E+04   0.401253E+02   0.308568E-01  -0.625984E+02
   575   0.173447E+04   0.402169E+02   0.308749E-01  -0.646577E+02
   576   0.173464E+04   0.403006E+02   0.308934E-01  -0.667140E+02
   577   0.173505E+04   0.403762E+02   0.309124E-01  -0.687660E+02
   578   0.173568E+04   0.404438E+02   0.309318E-01  -0.708126E+02
   579   0.173653E+04   0.405033E+02   0.309516E-01  -0.728521E+02
   580   0.173760E+04   0.405546E+02   0.309719E-01  -0.748833E+02
   581   0.173889E+04   0.405977E+02   0.309927E-01  -0.769049E+02
   582   0.174040E+04   0.406324E+02   0.310139E-01  -0.789157E+02
   583   0.174213E+04   0.406589E+02   0.310356E-01  -0.809141E+02
   584   0.174407E+04   0.406770E+02   0.310578E-01  -0.828988E+02
   585   0.174623E+04   0.406865E+02   0.310805E-01  -0.848686E+02
   586   0.174860E+04   0.406876E+02   0.311038E-01  -0.868219E+02
   587   0.175118E+04   0.406801E+02   0.311275E-01  -0.887574E+02
   588   0.175398E+04   0.406640E+02   0.311518E-01  -0.906734E+02
   589   0.175699E+04   0.406391E+02   0.311766E-01  -0.925686E+02
   590   0.176020E+04   0.406054E+02   0.312019E-01  -0.944415E+02
   591   0.176363E+04   0.405629E+02   0.312278E-01  -0.962906E+02
   592   0.176727E+04   0.405115E+02   0.312543E-01  -0.981144E+02
   593   0.177111E+04   0.404511E+02   0.312813E-01  -0.999114E+02
   594   0.177515E+04   0.403816E+02   0.313089E-01  -0.101680E+03
   595   0.177940E+04   0.403029E+02   0.313371E-01  -0.103419E+03
   596   0.178386E+04   0.402150E+02   0.313659E-01  -0.105126E+03
   597   0.178851E+04   0.401178E+02   0.313953E-01  -0.106800E+03
   598   0.179337E+04   0.400111E+02   0.314253E-01  -0.108439E+03
   599   0.179842E+04   0.398951E+02   0.314559E-01  -0.110042E+03
   600   0.180368E+04   0.397694E+02   0.314871E-01  -0.111607E+03
   601   0.180913E+04   0.396342E+02   0.315189E-01  -0.113133E+03
   602   0.181477E+04   0.394895E+02   0.315514E-01  -0.114619E+03
   603   0.182060E+04   0.393357E+02   0.315845E-01  -0.116065E+03
   604   0.182661E+04   0.391728E+02   0.316183E-01  -0.117472E+03
   605   0.183279E+04   0.390011E+02   0.316527E-01  -0.118839E+03
   606   0.183914E+04   0.388209E+02   0.316878E-01  -0.120167E+03
   607   0.184565E+04   0.386323E+02   0.317235E-01  -0.121456E+03
   608   0.185231E+04   0.384356E+02   0.317599E-01  -0.122705E+03
   609   0.185913E+04   0.382309E+02   0.317969E-01  -0.123914E+03
   610   0.186608E+04   0.380184E+02   0.318346E-01  -0.125084E+03
   611   0.187318E+04   0.377983E+02   0.318729E-01  -0.126214E+03
   612   0.188040E+04   0.375709E+02   0.319119E-01  -0.127305E+03
   613   0.188774E+04   0.373364E+02   0.319516E-01  -0.128356E+03
   614   0.189522E+04   0.370949E+02   0.319920E-01  -0.129367E+03
   615   0.190279E+04   0.368466E+02   0.320330E-01  -0.130338E+03
   616   0.191047E+04   0.365918E+02   0.320746E-01  -0.131269E+03
   617   0.191826E+04   0.363308E+02   0.321169E-01  -0.132159E+03
   618   0.192614E+04   0.360638E+02   0.321599E-01  -0.133009E+03
   619   0.193411E+04   0.357907E+02   0.322035E-01  -0.133817E+03
   620   0.194215E+04   0.355122E+02   0.322477E-01  -0.134585E+03
   621   0.195028E+04   0.352282E+02   0.322926E-01  -0.135311E+03
   622   0.195848E+04   0.349389E+02   0.323381E-01  -0.135995E+03
   623   0.196674E+04   0.346447E+02   0.323843E-01  -0.136637E+03
   624   0.197505E+04   0.343456E+02   0.324310E-01  -0.137237E+03
   625   0.198341E+04   0.340419E+02   0.324783E-01  -0.137795E+03
   626   0.199182E+04   0.337338E+02   0.325263E-01  -0.138310E+03
   627   0.200026E+04   0.334214E+02   0.325748E-01  -0.138782E+03
   628   0.200873E+04   0.331050E+02   0.326239E-01  -0.139210E+03
   629   0.201722E+04   0.327849E+02   0.326735E-01  -0.139595E+03
   630   0.202573E+04   0.324611E+02   0.327236E-01  -0.139936E+03
   631   0.203424E+04   0.321339E+02   0.327743E-01  -0.140233E+03
   632   0.204275E+04   0.318036E+02   0.328255E-01  -0.140484E+03
   633   0.205125E+04   0.314703E+02   0.328772E-01  -0.140691E+03
   634   0.205974E+04   0.311342E+02   0.329294E-01  -0.140852E+03
   635   0.206821E+04   0.307956E+02   0.329821E-01  -0.140967E+03
   636   0.207665E+04   0.304547E+02   0.330351E-01  -0.141035E+03
   637   0.208506E+04   0.301117E+02   0.330887E-01  -0.141057E+03
   638   0.209342E+04   0.297667E+02   0.331426E-01  -0.141031E+03
   639   0.210173E+04   0.294202E+02   0.331969E-01  -0.140957E+03
   640   0.210998E+04   0.290721E+02   0.332516E-01  -0.140835E+03
   641   0.211816E+04   0.287229E+02   0.333066E-01  -0.140663E+03
   642   0.212626E+04   0.283725E+02   0.333620E-01  -0.140443E+03
   643   0.213429E+04   0.280215E+02   0.334177E-01  -0.140173E+03
   644   0.214222E+04   0.276698E+02   0.334736E-01  -0.139852E+03
   645   0.215005E+04   0.273178E+02   0.335299E-01  -0.139480E+03
   646   0.215779E+04   0.269655E+02   0.335864E-01  -0.139056E+03
   647   0.216539E+04   0.266133E+02   0.336431E-01  -0.138580E+03
   648   0.217288E+04   0.262614E+02   0.337001E-01  -0.138051E+03
   649   0.218023E+04   0.259100E+02   0.337572E-01  -0.137469E+03
   650   0.218744E+04   0.255593E+02   0.338145E-01  -0.136833E+03
   651   0.219451E+04   0.252097E+02   0.338719E-01  -0.136143E+03
   652   0.220141E+04   0.248612E+02   0.339295E-01  -0.135399E+03
   653   0.220818E+04   0.245141E+02   0.339872E-01  -0.134603E+03
   654   0.221479E+04   0.241685E+02   0.340449E-01  -0.133755E+03
   655   0.222125E+04   0.238244E+02   0.341028E-01  -0.132857E+03
   656   0.222756E+04   0.234822E+02   0.341606E-01  -0.131911E+03
   657   0.223371E+04   0.231419E+02   0.342185E-01  -0.130916E+03
   658   0.223971E+04   0.228036E+02   0.342764E-01  -0.129875E+03
   659   0.224556E+04   0.224675E+02   0.343343E-01  -0.128787E+03
   660   0.225125E+04   0.221337E+02   0.343922E-01  -0.127656E+03
   661   0.225677E+04   0.218023E+02   0.344500E-01  -0.126480E+03
   662   0.226215E+04   0.214734E+02   0.345077E-01  -0.125262E+03
   663   0.226735E+04   0.211473E+02   0.345654E-01  -0.124003E+03
   664   0.227240E+04   0.208240E+02   0.346229E-01  -0.122703E+03
   665   0.227728E+04   0.205037E+02   0.346803E-01  -0.121364E+03
   666   0.228199E+04   0.201867E+02   0.347376E-01  -0.119986E+03
   667   0.228654E+04   0.198730E+02   0.347947E-01  -0.118571E+03
   668   0.229092E+04   0.195628E+02   0.348516E-01  -0.117120E+03
   669   0.229511E+04   0.192563E+02   0.349083E-01  -0.115634E+03
   670   0.229914E+04   0.189536E+02   0.349647E-01  -0.114113E+03
   671   0.230300E+04   0.186549E+02   0.350210E-01  -0.112560E+03
   672   0.230667E+04   0.183604E+02   0.350770E-01  -0.110974E+03
   673   0.231016E+04   0.180702E+02   0.351327E-01  -0.109358E+03
   674   0.231346E+04   0.177846E+02   0.351881E-01  -0.107711E+03
   675   0.231658E+04   0.175037E+02   0.352433E-01  -0.106036E+03
   676   0.231951E+04   0.172277E+02   0.352980E-01  -0.104332E+03
   677   0.232225E+04   0.169568E+02   0.353525E-01  -0.102602E+03
   678   0.232478E+04   0.166911E+02   0.354066E-01  -0.100845E+03
   679   0.232712E+04   0.164307E+02   0.354603E-01  -0.990638E+02
   680   0.232927E+04   0.161760E+02   0.355136E-01  -0.972584E+02
   681   0.233119E+04   0.159270E+02   0.355665E-01  -0.954298E+02
   682   0.233291E+04   0.156839E+02   0.356190E-01  -0.935792E+02
   683   0.233442E+04   0.154468E+02   0.356710E-01  -0.917075E+02
   684   0.233571E+04   0.152161E+02   0.357226E-01  -0.898158E+02
   685   0.233678E+04   0.149920E+02   0.357737E-01  -0.879052E+02
   686   0.233762E+04   0.147747E+02   0.358242E-01  -0.859763E+02
   687   0.233824E+04   0.145645E+02   0.358743E-01  -0.840311E+02
   688   0.233862E+04   0.143615E+02   0.359238E-01  -0.820706E+02
   689   0.233878E+04   0.141661E+02   0.359728E-01  -0.800951E+02
   690   0.233869E+04   0.139785E+02   0.360211E-01  -0.781056E+02
   691   0.233836E+04   0.137988E+02   0.360689E-01  -0.761040E+02
   692   0.233778E+04   0.136273E+02   0.361161E-01  -0.740912E+02
   693   0.233695E+04   0.134642E+02   0.361627E-01  -0.720683E+02
   694   0.233586E+04   0.133099E+02   0.362086E-01  -0.700355E+02
   695   0.233452E+04   0.131644E+02   0.362538E-01  -0.679947E+02
   696   0.233289E+04   0.130280E+02   0.362984E-01  -0.659461E+02
   697   0.233101E+04   0.129009E+02   0.363423E-01  -0.638915E+02
   698   0.232884E+04   0.127834E+02   0.363854E-01  -0.618312E+02
   699   0.232640E+04   0.126757E+02   0.364279E-01  -0.597670E+02
   700   0.232366E+04   0.125781E+02   0.364695E-01  -0.576999E+02
   701   0.232064E+04   0.124907E+02   0.365104E-01  -0.556308E+02
   702   0.231732E+04   0.124135E+02   0.365505E-01  -0.535605E+02
   703   0.231373E+04   0.123463E+02   0.365899E-01  -0.514904E+02
   704   0.230987E+04   0.122890E+02   0.366284E-01  -0.494195E+02
   705   0.230572E+04   0.122415E+02   0.366660E-01  -0.473501E+02
   706   0.230132E+04   0.122037E+02   0.367028E-01  -0.452819E+02
   707   0.229666E+04   0.121754E+02   0.367388E-01  -0.432165E+02
   708   0.229173E+04   0.121564E+02   0.367739E-01  -0.411550E+02
   709   0.228656E+04   0.121468E+02   0.368081E-01  -0.390968E+02
   710   0.228114E+04   0.121464E+02   0.368413E-01  -0.370440E+02
   711   0.227547E+04   0.121550E+02   0.368737E-01  -0.349970E+02
   712   0.226958E+04   0.121725E+02   0.369051E-01  -0.329560E+02
   713   0.226345E+04   0.121987E+02   0.369356E-01  -0.309221E+02
   714   0.225708E+04   0.122337E+02   0.369651E-01  -0.288961E+02
   715   0.225050E+04   0.122772E+02   0.369937E-01  -0.268793E+02
   716   0.224370E+04   0.123290E+02   0.370213E-01  -0.248724E+02
   717   0.223667E+04   0.123891E+02   0.370479E-01  -0.228753E+02
   718   0.222944E+04   0.124574E+02   0.370735E-01  -0.208893E+02
   719   0.222199E+04   0.125338E+02   0.370981E-01  -0.189150E+02
   720   0.221435E+04   0.126181E+02   0.371217E-01  -0.169547E+02
   721   0.220650E+04   0.127104E+02   0.371443E-01  -0.150081E+02
   722   0.219846E+04   0.128106E+02   0.371659E-01  -0.130766E+02
   723   0.219024E+04   0.129185E+02   0.371864E-01  -0.111617E+02
   724   0.218183E+04   0.130343E+02   0.372059E-01  -0.926396E+01
   725   0.217324E+04   0.131576E+02   0.372244E-01  -0.738399E+01
   726   0.216447E+04   0.132886E+02   0.372419E-01  -0.552392E+01
   727   0.215554E+04   0.134270E+02   0.372583E-01  -0.368366E+01
   728   0.214645E+04   0.135728E+02   0.372737E-01  -0.186531E+01
   729   0.213718E+04   0.137259E+02   0.372881E-01  -0.680248E-01
   730   0.212776E+04   0.138862E+02   0.373014E-01   0.170533E+01
   731   0.211818E+04   0.140537E+02   0.373137E-01   0.345412E+01
   732   0.210845E+04   0.142282E+02   0.373249E-01   0.517847E+01
   733   0.209858E+04   0.144097E+02   0.373351E-01   0.687623E+01
   734   0.208856E+04   0.145980E+02   0.373443E-01   0.854754E+01
   735   0.207839E+04   0.147933E+02   0.373525E-01   0.101895E+02
   736   0.206809E+04   0.149954E+02   0.373597E-01   0.118023E+02
   737   0.205765E+04   0.152041E+02   0.373658E-01   0.133844E+02
   738   0.204709E+04   0.154195E+02   0.373709E-01   0.149346E+02
   739   0.203639E+04   0.156415E+02   0.373751E-01   0.164522E+02
   740   0.202558E+04   0.158701E+02   0.373782E-01   0.179365E+02
   741   0.201463E+04   0.161052E+02   0.373804E-01   0.193847E+02
   742   0.200357E+04   0.163467E+02   0.373816E-01   0.207962E+02
   743   0.199240E+04   0.165947E+02   0.373818E-01   0.221702E+02
   744   0.198111E+04   0.168490E+02   0.373810E-01   0.235055E+02
   745   0.196971E+04   0.171097E+02   0.373793E-01   0.248007E+02
   746   0.195821E+04   0.173767E+02   0.373767E-01   0.260535E+02
   747   0.194660E+04   0.176499E+02   0.373731E-01   0.272642E+02
   748   0.193489E+04   0.179292E+02   0.373686E-01   0.284306E+02
   749   0.192309E+04   0.182146E+02   0.373631E-01   0.295514E+02
   750   0.191120E+04   0.185062E+02   0.373568E-01   0.306250E+02
   751   0.189922E+04   0.188036E+02   0.373496E-01   0.316513E+02
   752   0.188714E+04   0.191069E+02   0.373415E-01   0.326305E+02
   753   0.187499E+04   0.194156E+02   0.373325E-01   0.335616E+02
   754   0.186277E+04   0.197296E+02   0.373227E-01   0.344469E+02
   755   0.185047E+04   0.200488E+02   0.373120E-01   0.352861E+02
   756   0.183811E+04   0.203728E+02   0.373005E-01   0.360798E+02
   757   0.182569E+04   0.207014E+02   0.372881E-01   0.368287E+02
   758   0.181322E+04   0.210344E+02   0.372749E-01   0.375318E+02
   759   0.180071E+04   0.213717E+02   0.372610E-01   0.381912E+02
   760   0.178815E+04   0.217130E+02   0.372462E-01   0.388067E+02
   761   0.177556E+04   0.220580E+02   0.372307E-01   0.393790E+02
   762   0.176293E+04   0.224066E+02   0.372144E-01   0.399086E+02
   763   0.175027E+04   0.227584E+02   0.371973E-01   0.403955E+02
   764   0.173758E+04   0.231132E+02   0.371796E-01   0.408415E+02
   765   0.172487E+04   0.234708E+02   0.371610E-01   0.412460E+02
   766   0.171214E+04   0.238310E+02   0.371418E-01   0.416101E+02
   767   0.169940E+04   0.241933E+02   0.371219E-01   0.419346E+02
   768   0.168664E+04   0.245579E+02   0.371013E-01   0.422198E+02
   769   0.167387E+04   0.249243E+02   0.370800E-01   0.424651E+02
   770   0.166110E+04   0.252924E+02   0.370581E-01   0.426709E+02
   771   0.164833E+04   0.256618E+02   0.370355E-01   0.428379E+02
   772   0.163556E+04   0.260326E+02   0.370123E-01   0.429665E+02
   773   0.162280E+04   0.264044E+02   0.369884E-01   0.430560E+02
   774   0.161005E+04   0.267769E+02   0.369640E-01   0.431069E+02
   775   0.159732E+04   0.271500E+02   0.369390E-01   0.431198E+02
   776   0.158462E+04   0.275235E+02   0.369134E-01   0.430937E+02
   777   0.157196E+04   0.278971E+02   0.368873E-01   0.430301E+02
   778   0.155934E+04   0.282705E+02   0.368606E-01   0.429279E+02
   779   0.154677E+04   0.286435E+02   0.368335E-01   0.427886E+02
   780   0.153425E+04   0.290159E+02   0.368058E-01   0.426104E+02
   781   0.152180E+04   0.293874E+02   0.367776E-01   0.423947E+02
   782   0.150942E+04   0.297578E+02   0.367490E-01   0.421413E+02
   783   0.149711E+04   0.301268E+02   0.367199E-01   0.418515E+02
