#    L    TT             EE             TE             PP             TP          
     2   0.123726E+04   0.569653E-01   0.320130E+01   0.942877E+06   0.356627E+05
     3   0.115537E+04   0.907024E-01   0.406995E+01   0.145161E+07   0.432486E+05
     4   0.106960E+04   0.984279E-01   0.422240E+01   0.190414E+07   0.468877E+05
     5   0.100038E+04   0.838550E-01   0.392856E+01   0.230445E+07   0.483962E+05
     6   0.948598E+03   0.593082E-01   0.341909E+01   0.265828E+07   0.487295E+05
     7   0.911475E+03   0.362153E-01   0.284352E+01   0.297234E+07   0.484148E+05
     8   0.885127E+03   0.204394E-01   0.229680E+01   0.325211E+07   0.476709E+05
     9   0.867009E+03   0.123286E-01   0.183433E+01   0.350239E+07   0.466167E+05
    10   0.855433E+03   0.926713E-02   0.147987E+01   0.372655E+07   0.453921E+05
    11   0.848660E+03   0.830044E-02   0.123891E+01   0.392869E+07   0.441612E+05
    12   0.846756E+03   0.761437E-02   0.110461E+01   0.410965E+07   0.429565E+05
    13   0.847233E+03   0.670469E-02   0.105436E+01   0.427367E+07   0.418365E+05
    14   0.849813E+03   0.580222E-02   0.106518E+01   0.442086E+07   0.406949E+05
    15   0.853393E+03   0.523448E-02   0.111405E+01   0.455434E+07   0.395721E+05
    16   0.859490E+03   0.512241E-02   0.117988E+01   0.467461E+07   0.384559E+05
    17   0.867824E+03   0.530977E-02   0.124670E+01   0.478301E+07   0.373641E+05
    18   0.877174E+03   0.561188E-02   0.130472E+01   0.488111E+07   0.363199E+05
    19   0.888207E+03   0.597561E-02   0.135757E+01   0.496951E+07   0.353070E+05
    20   0.899239E+03   0.638438E-02   0.140209E+01   0.504872E+07   0.343074E+05
    21   0.910975E+03   0.691661E-02   0.144150E+01   0.511972E+07   0.333349E+05
    22   0.923450E+03   0.767631E-02   0.147595E+01   0.518351E+07   0.324063E+05
    23   0.936202E+03   0.870265E-02   0.151041E+01   0.524056E+07   0.315168E+05
    24   0.949471E+03   0.100102E-01   0.154983E+01   0.529126E+07   0.306583E+05
    25   0.963370E+03   0.115489E-01   0.158986E+01   0.533616E+07   0.298298E+05
    26   0.977404E+03   0.132736E-01   0.163536E+01   0.537580E+07   0.290325E+05
    27   0.991984E+03   0.151973E-01   0.168454E+01   0.541062E+07   0.282694E+05
    28   0.100695E+04   0.173195E-01   0.172924E+01   0.544097E+07   0.275424E+05
    29   0.102222E+04   0.196236E-01   0.177179E+01   0.546693E+07   0.268480E+05
    30   0.103802E+04   0.220946E-01   0.180254E+01   0.548859E+07   0.261804E+05
    31   0.105368E+04   0.247295E-01   0.182721E+01   0.550647E+07   0.255322E+05
    32   0.106999E+04   0.275596E-01   0.183727E+01   0.552107E+07   0.248983E+05
    33   0.108643E+04   0.305752E-01   0.183621E+01   0.553261E+07   0.242842E+05
    34   0.110299E+04   0.338231E-01   0.183040E+01   0.554122E+07   0.236966E+05
    35   0.112026E+04   0.372805E-01   0.180883E+01   0.554710E+07   0.231347E+05
    36   0.113733E+04   0.409473E-01   0.177893E+01   0.555046E+07   0.225955E+05
    37   0.115471E+04   0.448742E-01   0.173543E+01   0.555147E+07   0.220728E+05
    38   0.117248E+04   0.490807E-01   0.168172E+01   0.555030E+07   0.215617E+05
