#    L    TT             EE             BB             TE          
   394   0.242615E+04   0.154722E+02   0.393000E-01   0.942520E+02
   395   0.240203E+04   0.155843E+02   0.394102E-01   0.931322E+02
   396   0.237820E+04   0.156949E+02   0.395201E-01   0.919906E+02
   397   0.235464E+04   0.158041E+02   0.396297E-01   0.908274E+02
   398   0.233138E+04   0.159118E+02   0.397391E-01   0.896429E+02
   399   0.230840E+04   0.160180E+02   0.398482E-01   0.884370E+02
   400   0.228572E+04   0.161227E+02   0.399571E-01   0.872101E+02
   401   0.226334E+04   0.162259E+02   0.400657E-01   0.859623E+02
   402   0.224125E+04   0.163275E+02   0.401742E-01   0.846944E+02
   403   0.221947E+04   0.164276E+02   0.402825E-01   0.834069E+02
   404   0.219800E+04   0.165260E+02   0.403906E-01   0.821008E+02
   405   0.217683E+04   0.166226E+02   0.404986E-01   0.807766E+02
   406   0.215597E+04   0.167174E+02   0.406064E-01   0.794352E+02
   407   0.213543E+04   0.168104E+02   0.407141E-01   0.780773E+02
   408   0.211521E+04   0.169014E+02   0.408218E-01   0.767037E+02
   409   0.209529E+04   0.169905E+02   0.409293E-01   0.753150E+02
   410   0.207570E+04   0.170775E+02   0.410369E-01   0.739121E+02
   411   0.205643E+04   0.171625E+02   0.411444E-01   0.724955E+02
   412   0.203748E+04   0.172453E+02   0.412518E-01   0.710659E+02
   413   0.201886E+04   0.173259E+02   0.413593E-01   0.696238E+02
   414   0.200057E+04   0.174043E+02   0.414668E-01   0.681699E+02
   415   0.198260E+04   0.174806E+02   0.415744E-01   0.667048E+02
   416   0.196497E+04   0.175545E+02   0.416821E-01   0.652290E+02
   417   0.194767E+04   0.176261E+02   0.417898E-01   0.637434E+02
   418   0.193070E+04   0.176953E+02   0.418977E-01   0.622484E+02
   419   0.191408E+04   0.177621E+02   0.420057E-01   0.607447E+02
   420   0.189779E+04   0.178264E+02   0.421138E-01   0.592329E+02
   421   0.188185E+04   0.178882E+02   0.422222E-01   0.577136E+02
   422   0.186625E+04   0.179475E+02   0.423307E-01   0.561876E+02
   423   0.185100E+04   0.180040E+02   0.424395E-01   0.546553E+02
   424   0.183609E+04   0.180580E+02   0.425485E-01   0.531174E+02
   425   0.182153E+04   0.181093E+02   0.426578E-01   0.515743E+02
   426   0.180732E+04   0.181579E+02   0.427673E-01   0.500264E+02
   427   0.179345E+04   0.182038E+02   0.428772E-01   0.484742E+02
   428   0.177994E+04   0.182472E+02   0.429874E-01   0.469180E+02
   429   0.176676E+04   0.182878E+02   0.430979E-01   0.453582E+02
   430   0.175392E+04   0.183258E+02   0.432088E-01   0.437954E+02
   431   0.174143E+04   0.183612E+02   0.433201E-01   0.422298E+02
   432   0.172928E+04   0.183938E+02   0.434318E-01   0.406617E+02
   433   0.171749E+04   0.184238E+02   0.435439E-01   0.390919E+02
   434   0.170604E+04   0.184511E+02   0.436564E-01   0.375204E+02
   435   0.169494E+04   0.184756E+02   0.437694E-01   0.359480E+02
   436   0.168420E+04   0.184974E+02   0.438828E-01   0.343748E+02
   437   0.167381E+04   0.185164E+02   0.439967E-01   0.328014E+02
   438   0.166377E+04   0.185327E+02   0.441111E-01   0.312281E+02
   439   0.165410E+04   0.185461E+02   0.442260E-01   0.296554E+02
   440   0.164477E+04   0.185567E+02   0.443414E-01   0.280833E+02
   441   0.163580E+04   0.185646E+02   0.444574E-01   0.265124E+02
   442   0.162717E+04   0.185697E+02   0.445739E-01   0.249427E+02
   443   0.161889E+04   0.185720E+02   0.446909E-01   0.233747E+02
   444   0.161096E+04   0.185715E+02   0.448086E-01   0.218087E+02
   445   0.160336E+04   0.185682E+02   0.449268E-01   0.202447E+02
   446   0.159611E+04   0.185622E+02   0.450456E-01   0.186832E+02
   447   0.158920E+04   0.185535E+02   0.451650E-01   0.171241E+02
   448   0.158265E+04   0.185420E+02   0.452850E-01   0.155675E+02
   449   0.157644E+04   0.185279E+02   0.454056E-01   0.140136E+02
   450   0.157059E+04   0.185109E+02   0.455268E-01   0.124624E+02
   451   0.156508E+04   0.184913E+02   0.456487E-01   0.109140E+02
   452   0.155994E+04   0.184691E+02   0.457712E-01   0.936941E+01
   453   0.155513E+04   0.184441E+02   0.458944E-01   0.782927E+01
   454   0.155066E+04   0.184166E+02   0.460183E-01   0.629452E+01
   455   0.154651E+04   0.183864E+02   0.461428E-01   0.476597E+01
   456   0.154270E+04   0.183535E+02   0.462679E-01   0.324450E+01
   457   0.153919E+04   0.183180E+02   0.463938E-01   0.173093E+01
   458   0.153600E+04   0.182800E+02   0.465203E-01   0.226217E+00
   459   0.153309E+04   0.182394E+02   0.466476E-01  -0.126905E+01
   460   0.153050E+04   0.181962E+02   0.467755E-01  -0.275428E+01
   461   0.152819E+04   0.181505E+02   0.469042E-01  -0.422807E+01
   462   0.152619E+04   0.181023E+02   0.470336E-01  -0.569198E+01
   463   0.152446E+04   0.180517E+02   0.471637E-01  -0.714387E+01
   464   0.152305E+04   0.179987E+02   0.472945E-01  -0.858381E+01
   465   0.152191E+04   0.179434E+02   0.474261E-01  -0.100111E+02
   466   0.152107E+04   0.178857E+02   0.475584E-01  -0.114260E+02
   467   0.152051E+04   0.178258E+02   0.476914E-01  -0.128268E+02
   468   0.152022E+04   0.177636E+02   0.478253E-01  -0.142139E+02
   469   0.152020E+04   0.176991E+02   0.479598E-01  -0.155864E+02
   470   0.152045E+04   0.176323E+02   0.480952E-01  -0.169437E+02
   471   0.152094E+04   0.175634E+02   0.482314E-01  -0.182845E+02
   472   0.152168E+04   0.174923E+02   0.483683E-01  -0.196095E+02
   473   0.152267E+04   0.174190E+02   0.485060E-01  -0.209166E+02
   474   0.152389E+04   0.173435E+02   0.486446E-01  -0.222073E+02
   475   0.152535E+04   0.172660E+02   0.487839E-01  -0.234796E+02
   476   0.152706E+04   0.171864E+02   0.489241E-01  -0.247334E+02
   477   0.152898E+04   0.171047E+02   0.490651E-01  -0.259690E+02
   478   0.153115E+04   0.170210E+02   0.492069E-01  -0.271855E+02
   479   0.153355E+04   0.169354E+02   0.493496E-01  -0.283835E+02
   480   0.153617E+04   0.168478E+02   0.494931E-01  -0.295616E+02
   481   0.153903E+04   0.167582E+02   0.496375E-01  -0.307199E+02
   482   0.154210E+04   0.166667E+02   0.497828E-01  -0.318580E+02
   483   0.154538E+04   0.165733E+02   0.499289E-01  -0.329758E+02
   484   0.154888E+04   0.164781E+02   0.500758E-01  -0.340728E+02
   485   0.155257E+04   0.163811E+02   0.502237E-01  -0.351487E+02
   486   0.155646E+04   0.162822E+02   0.503724E-01  -0.362033E+02
   487   0.156055E+04   0.161815E+02   0.505221E-01  -0.372362E+02
   488   0.156482E+04   0.160791E+02   0.506726E-01  -0.382473E+02
   489   0.156930E+04   0.159748E+02   0.508240E-01  -0.392365E+02
   490   0.157395E+04   0.158688E+02   0.509764E-01  -0.402035E+02
   491   0.157880E+04   0.157612E+02   0.511296E-01  -0.411483E+02
   492   0.158383E+04   0.156518E+02   0.512837E-01  -0.420705E+02
   493   0.158906E+04   0.155406E+02   0.514388E-01  -0.429702E+02
   494   0.159448E+04   0.154279E+02   0.515947E-01  -0.438470E+02
   495   0.160008E+04   0.153135E+02   0.517516E-01  -0.447011E+02
   496   0.160587E+04   0.151974E+02   0.519094E-01  -0.455320E+02
   497   0.161182E+04   0.150797E+02   0.520681E-01  -0.463397E+02
   498   0.161796E+04   0.149604E+02   0.522276E-01  -0.471242E+02
   499   0.162427E+04   0.148394E+02   0.523881E-01  -0.478854E+02
   500   0.163074E+04   0.147169E+02   0.525495E-01  -0.486229E+02
   501   0.163737E+04   0.145927E+02   0.527118E-01  -0.493369E+02
   502   0.164416E+04   0.144671E+02   0.528750E-01  -0.500272E+02
   503   0.165110E+04   0.143400E+02   0.530390E-01  -0.506937E+02
   504   0.165818E+04   0.142118E+02   0.532039E-01  -0.513365E+02
   505   0.166541E+04   0.140823E+02   0.533697E-01  -0.519556E+02
   506   0.167276E+04   0.139517E+02   0.535364E-01  -0.525508E+02
   507   0.168024E+04   0.138202E+02   0.537039E-01  -0.531221E+02
   508   0.168784E+04   0.136879E+02   0.538722E-01  -0.536696E+02
   509   0.169555E+04   0.135548E+02   0.540414E-01  -0.541933E+02
   510   0.170337E+04   0.134210E+02   0.542114E-01  -0.546930E+02
   511   0.171129E+04   0.132867E+02   0.543822E-01  -0.551688E+02
   512   0.171931E+04   0.131518E+02   0.545538E-01  -0.556206E+02
   513   0.172741E+04   0.130166E+02   0.547262E-01  -0.560484E+02
   514   0.173559E+04   0.128810E+02   0.548993E-01  -0.564522E+02
   515   0.174385E+04   0.127452E+02   0.550732E-01  -0.568320E+02
   516   0.175218E+04   0.126093E+02   0.552479E-01  -0.571878E+02
   517   0.176057E+04   0.124733E+02   0.554232E-01  -0.575195E+02
   518   0.176901E+04   0.123373E+02   0.555993E-01  -0.578273E+02
   519   0.177750E+04   0.122014E+02   0.557760E-01  -0.581112E+02
   520   0.178602E+04   0.120657E+02   0.559534E-01  -0.583710E+02
   521   0.179458E+04   0.119302E+02   0.561315E-01  -0.586070E+02
   522   0.180317E+04   0.117950E+02   0.563102E-01  -0.588190E+02
   523   0.181177E+04   0.116603E+02   0.564895E-01  -0.590071E+02
   524   0.182039E+04   0.115260E+02   0.566695E-01  -0.591713E+02
   525   0.182902E+04   0.113921E+02   0.568500E-01  -0.593117E+02
   526   0.183767E+04   0.112589E+02   0.570311E-01  -0.594282E+02
   527   0.184632E+04   0.111263E+02   0.572127E-01  -0.595209E+02
   528   0.185497E+04   0.109944E+02   0.573949E-01  -0.595899E+02
   529   0.186362E+04   0.108632E+02   0.575776E-01  -0.596349E+02
   530   0.187227E+04   0.107328E+02   0.577607E-01  -0.596564E+02
   531   0.188091E+04   0.106032E+02   0.579444E-01  -0.596541E+02
   532   0.188953E+04   0.104745E+02   0.581285E-01  -0.596285E+02
   533   0.189814E+04   0.103468E+02   0.583130E-01  -0.595792E+02
   534   0.190672E+04   0.102200E+02   0.584980E-01  -0.595067E+02
   535   0.191528E+04   0.100943E+02   0.586834E-01  -0.594107E+02
   536   0.192380E+04   0.996956E+01   0.588692E-01  -0.592916E+02
   537   0.193229E+04   0.984595E+01   0.590553E-01  -0.591493E+02
   538   0.194074E+04   0.972348E+01   0.592418E-01  -0.589837E+02
   539   0.194916E+04   0.960216E+01   0.594286E-01  -0.587951E+02
   540   0.195753E+04   0.948202E+01   0.596158E-01  -0.585833E+02
   541   0.196586E+04   0.936310E+01   0.598032E-01  -0.583484E+02
   542   0.197414E+04   0.924542E+01   0.599909E-01  -0.580905E+02
   543   0.198237E+04   0.912900E+01   0.601789E-01  -0.578095E+02
   544   0.199054E+04   0.901386E+01   0.603672E-01  -0.575054E+02
   545   0.199867E+04   0.890001E+01   0.605557E-01  -0.571782E+02
   546   0.200673E+04   0.878747E+01   0.607444E-01  -0.568279E+02
   547   0.201473E+04   0.867624E+01   0.609333E-01  -0.564544E+02
   548   0.202267E+04   0.856627E+01   0.611224E-01  -0.560577E+02
   549   0.203053E+04   0.845773E+01   0.613117E-01  -0.556377E+02
   550   0.203833E+04   0.835042E+01   0.615012E-01  -0.551944E+02
   551   0.204607E+04   0.824454E+01   0.616907E-01  -0.547280E+02
   552   0.205372E+04   0.814004E+01   0.618804E-01  -0.542390E+02
   553   0.206130E+04   0.803704E+01   0.620702E-01  -0.537282E+02
   554   0.206881E+04   0.793567E+01   0.622602E-01  -0.531963E+02
   555   0.207624E+04   0.783597E+01   0.624501E-01  -0.526440E+02
   556   0.208357E+04   0.773808E+01   0.626402E-01  -0.520720E+02
   557   0.209082E+04   0.764204E+01   0.628302E-01  -0.514810E+02
   558   0.209798E+04   0.754797E+01   0.630203E-01  -0.508718E+02
   559   0.210504E+04   0.745592E+01   0.632105E-01  -0.502449E+02
   560   0.211200E+04   0.736602E+01   0.634006E-01  -0.496010E+02
   561   0.211886E+04   0.727823E+01   0.635906E-01  -0.489407E+02
   562   0.212561E+04   0.719277E+01   0.637807E-01  -0.482645E+02
   563   0.213226E+04   0.710960E+01   0.639706E-01  -0.475733E+02
   564   0.213879E+04   0.702884E+01   0.641605E-01  -0.468675E+02
   565   0.214521E+04   0.695055E+01   0.643503E-01  -0.461476E+02
   566   0.215150E+04   0.687485E+01   0.645399E-01  -0.454143E+02
   567   0.215768E+04   0.680164E+01   0.647294E-01  -0.446681E+02
   568   0.216373E+04   0.673111E+01   0.649187E-01  -0.439096E+02
   569   0.216965E+04   0.666332E+01   0.651079E-01  -0.431392E+02
   570   0.217543E+04   0.659824E+01   0.652968E-01  -0.423574E+02
   571   0.218108E+04   0.653599E+01   0.654855E-01  -0.415650E+02
   572   0.218660E+04   0.647655E+01   0.656740E-01  -0.407621E+02
   573   0.219198E+04   0.642004E+01   0.658622E-01  -0.399493E+02
   574   0.219721E+04   0.636651E+01   0.660501E-01  -0.391271E+02
   575   0.220232E+04   0.631594E+01   0.662377E-01  -0.382956E+02
   576   0.220727E+04   0.626845E+01   0.664249E-01  -0.374555E+02
   577   0.221209E+04   0.622401E+01   0.666118E-01  -0.366070E+02
   578   0.221676E+04   0.618267E+01   0.667982E-01  -0.357508E+02
   579   0.222129E+04   0.614456E+01   0.669843E-01  -0.348869E+02
   580   0.222566E+04   0.610957E+01   0.671699E-01  -0.340159E+02
   581   0.222990E+04   0.607784E+01   0.673551E-01  -0.331381E+02
   582   0.223398E+04   0.604933E+01   0.675397E-01  -0.322541E+02
   583   0.223791E+04   0.602409E+01   0.677239E-01  -0.313639E+02
   584   0.224169E+04   0.600225E+01   0.679075E-01  -0.304682E+02
   585   0.224531E+04   0.598364E+01   0.680906E-01  -0.295672E+02
   586   0.224877E+04   0.596844E+01   0.682730E-01  -0.286612E+02
   587   0.225208E+04   0.595664E+01   0.684549E-01  -0.277504E+02
   588   0.225523E+04   0.594822E+01   0.686361E-01  -0.268351E+02
   589   0.225821E+04   0.594321E+01   0.688167E-01  -0.259155E+02
   590   0.226103E+04   0.594168E+01   0.689966E-01  -0.249919E+02
   591   0.226369E+04   0.594359E+01   0.691758E-01  -0.240645E+02
   592   0.226619E+04   0.594899E+01   0.693542E-01  -0.231336E+02
   593   0.226851E+04   0.595786E+01   0.695319E-01  -0.221992E+02
   594   0.227066E+04   0.597026E+01   0.697088E-01  -0.212616E+02
   595   0.227265E+04   0.598615E+01   0.698850E-01  -0.203209E+02
   596   0.227446E+04   0.600558E+01   0.700603E-01  -0.193772E+02
   597   0.227610E+04   0.602853E+01   0.702348E-01  -0.184307E+02
   598   0.227756E+04   0.605497E+01   0.704084E-01  -0.174814E+02
   599   0.227884E+04   0.608503E+01   0.705812E-01  -0.165296E+02
   600   0.227994E+04   0.611862E+01   0.707530E-01  -0.155752E+02
   601   0.228087E+04   0.615576E+01   0.709240E-01  -0.146183E+02
   602   0.228161E+04   0.619643E+01   0.710940E-01  -0.136596E+02
   603   0.228218E+04   0.624064E+01   0.712631E-01  -0.127000E+02
   604   0.228258E+04   0.628835E+01   0.714312E-01  -0.117401E+02
   605   0.228280E+04   0.633951E+01   0.715983E-01  -0.107808E+02
   606   0.228285E+04   0.639414E+01   0.717644E-01  -0.982278E+01
   607   0.228274E+04   0.645227E+01   0.719296E-01  -0.886690E+01
   608   0.228246E+04   0.651377E+01   0.720937E-01  -0.791379E+01
   609   0.228203E+04   0.657867E+01   0.722567E-01  -0.696409E+01
   610   0.228142E+04   0.664693E+01   0.724187E-01  -0.601860E+01
   611   0.228067E+04   0.671842E+01   0.725797E-01  -0.507801E+01
   612   0.227976E+04   0.679323E+01   0.727396E-01  -0.414304E+01
   613   0.227869E+04   0.687133E+01   0.728984E-01  -0.321432E+01
   614   0.227749E+04   0.695266E+01   0.730561E-01  -0.229242E+01
   615   0.227612E+04   0.703717E+01   0.732128E-01  -0.137790E+01
   616   0.227462E+04   0.712489E+01   0.733683E-01  -0.471174E+00
   617   0.227298E+04   0.721585E+01   0.735227E-01   0.427128E+00
   618   0.227119E+04   0.731008E+01   0.736759E-01   0.131659E+01
   619   0.226926E+04   0.740736E+01   0.738281E-01   0.219666E+01
   620   0.226720E+04   0.750789E+01   0.739791E-01   0.306683E+01
   621   0.226501E+04   0.761161E+01   0.741289E-01   0.392656E+01
   622   0.226269E+04   0.771833E+01   0.742776E-01   0.477543E+01
   623   0.226023E+04   0.782821E+01   0.744252E-01   0.561296E+01
   624   0.225765E+04   0.794115E+01   0.745716E-01   0.643858E+01
   625   0.225494E+04   0.805716E+01   0.747168E-01   0.725180E+01
   626   0.225211E+04   0.817613E+01   0.748609E-01   0.805222E+01
   627   0.224915E+04   0.829807E+01   0.750037E-01   0.883928E+01
   628   0.224607E+04   0.842295E+01   0.751454E-01   0.961257E+01
   629   0.224287E+04   0.855078E+01   0.752859E-01   0.103718E+02
   630   0.223955E+04   0.868161E+01   0.754252E-01   0.111166E+02
   631   0.223611E+04   0.881522E+01   0.755633E-01   0.118465E+02
   632   0.223255E+04   0.895180E+01   0.757003E-01   0.125613E+02
   633   0.222889E+04   0.909123E+01   0.758360E-01   0.132605E+02
   634   0.222510E+04   0.923345E+01   0.759705E-01   0.139439E+02
   635   0.222120E+04   0.937857E+01   0.761038E-01   0.146110E+02
   636   0.221719E+04   0.952647E+01   0.762359E-01   0.152617E+02
   637   0.221307E+04   0.967725E+01   0.763667E-01   0.158956E+02
   638   0.220884E+04   0.983078E+01   0.764964E-01   0.165125E+02
   639   0.220449E+04   0.998718E+01   0.766248E-01   0.171121E+02
   640   0.220004E+04   0.101463E+02   0.767520E-01   0.176941E+02
   641   0.219548E+04   0.103083E+02   0.768780E-01   0.182582E+02
   642   0.219081E+04   0.104730E+02   0.770027E-01   0.188043E+02
   643   0.218603E+04   0.106405E+02   0.771262E-01   0.193321E+02
   644   0.218114E+04   0.108108E+02   0.772484E-01   0.198415E+02
   645   0.217615E+04   0.109838E+02   0.773694E-01   0.203323E+02
   646   0.217105E+04   0.111595E+02   0.774892E-01   0.208042E+02
   647   0.216584E+04   0.113379E+02   0.776076E-01   0.212572E+02
   648   0.216052E+04   0.115190E+02   0.777249E-01   0.216910E+02
   649   0.215508E+04   0.117029E+02   0.778409E-01   0.221055E+02
   650   0.214955E+04   0.118895E+02   0.779556E-01   0.225005E+02
   651   0.214391E+04   0.120789E+02   0.780691E-01   0.228759E+02
   652   0.213816E+04   0.122710E+02   0.781813E-01   0.232317E+02
   653   0.213231E+04   0.124657E+02   0.782922E-01   0.235676E+02
   654   0.212638E+04   0.126629E+02   0.784019E-01   0.238835E+02
   655   0.212037E+04   0.128623E+02   0.785103E-01   0.241792E+02
   656   0.211426E+04   0.130642E+02   0.786175E-01   0.244547E+02
   657   0.210808E+04   0.132681E+02   0.787234E-01   0.247098E+02
   658   0.210184E+04   0.134741E+02   0.788280E-01   0.249446E+02
   659   0.209553E+04   0.136819E+02   0.789314E-01   0.251588E+02
   660   0.208916E+04   0.138916E+02   0.790335E-01   0.253524E+02
   661   0.208273E+04   0.141028E+02   0.791344E-01   0.255252E+02
   662   0.207625E+04   0.143156E+02   0.792340E-01   0.256773E+02
   663   0.206972E+04   0.145298E+02   0.793324E-01   0.258085E+02
   664   0.206315E+04   0.147453E+02   0.794295E-01   0.259188E+02
   665   0.205655E+04   0.149621E+02   0.795254E-01   0.260080E+02
   666   0.204990E+04   0.151800E+02   0.796201E-01   0.260762E+02
   667   0.204323E+04   0.153989E+02   0.797135E-01   0.261233E+02
   668   0.203654E+04   0.156188E+02   0.798057E-01   0.261492E+02
   669   0.202982E+04   0.158395E+02   0.798968E-01   0.261538E+02
   670   0.202308E+04   0.160609E+02   0.799866E-01   0.261372E+02
   671   0.201634E+04   0.162831E+02   0.800752E-01   0.260991E+02
   672   0.200958E+04   0.165059E+02   0.801627E-01   0.260396E+02
   673   0.200281E+04   0.167292E+02   0.802490E-01   0.259586E+02
   674   0.199604E+04   0.169529E+02   0.803342E-01   0.258560E+02
   675   0.198927E+04   0.171770E+02   0.804182E-01   0.257318E+02
   676   0.198251E+04   0.174014E+02   0.805011E-01   0.255860E+02
   677   0.197575E+04   0.176260E+02   0.805829E-01   0.254184E+02
   678   0.196899E+04   0.178507E+02   0.806636E-01   0.252291E+02
   679   0.196226E+04   0.180755E+02   0.807432E-01   0.250182E+02
   680   0.195554E+04   0.183003E+02   0.808217E-01   0.247854E+02
   681   0.194884E+04   0.185248E+02   0.808992E-01   0.245311E+02
   682   0.194215E+04   0.187493E+02   0.809757E-01   0.242550E+02
   683   0.193548E+04   0.189734E+02   0.810511E-01   0.239571E+02
   684   0.192885E+04   0.191972E+02   0.811256E-01   0.236374E+02
   685   0.192224E+04   0.194208E+02   0.811991E-01   0.232957E+02
   686   0.191566E+04   0.196440E+02   0.812716E-01   0.229322E+02
   687   0.190911E+04   0.198669E+02   0.813432E-01   0.225461E+02
   688   0.190259E+04   0.200894E+02   0.814139E-01   0.221372E+02
   689   0.189612E+04   0.203115E+02   0.814836E-01   0.217063E+02
   690   0.188969E+04   0.205334E+02   0.815525E-01   0.212532E+02
   691   0.188329E+04   0.207548E+02   0.816206E-01   0.207771E+02
   692   0.187694E+04   0.209757E+02   0.816878E-01   0.202780E+02
   693   0.187063E+04   0.211962E+02   0.817542E-01   0.197557E+02
   694   0.186437E+04   0.214163E+02   0.818198E-01   0.192109E+02
   695   0.185816E+04   0.216357E+02   0.818846E-01   0.186429E+02
   696   0.185199E+04   0.218546E+02   0.819486E-01   0.180522E+02
   697   0.184587E+04   0.220729E+02   0.820120E-01   0.174381E+02
   698   0.183980E+04   0.222906E+02   0.820746E-01   0.168011E+02
   699   0.183379E+04   0.225077E+02   0.821365E-01   0.161405E+02
   700   0.182783E+04   0.227242E+02   0.821978E-01   0.154563E+02
   701   0.182192E+04   0.229400E+02   0.822584E-01   0.147483E+02
   702   0.181606E+04   0.231551E+02   0.823184E-01   0.140173E+02
   703   0.181027E+04   0.233694E+02   0.823777E-01   0.132633E+02
   704   0.180455E+04   0.235826E+02   0.824365E-01   0.124884E+02
   705   0.179887E+04   0.237949E+02   0.824947E-01   0.116919E+02
   706   0.179328E+04   0.240059E+02   0.825524E-01   0.108752E+02
   707   0.178776E+04   0.242158E+02   0.826095E-01   0.100385E+02
   708   0.178230E+04   0.244242E+02   0.826661E-01   0.918156E+01
   709   0.177693E+04   0.246312E+02   0.827223E-01   0.830672E+01
   710   0.177163E+04   0.248367E+02   0.827779E-01   0.741319E+01
   711   0.176642E+04   0.250405E+02   0.828331E-01   0.650170E+01
   712   0.176129E+04   0.252425E+02   0.828879E-01   0.557372E+01
   713   0.175624E+04   0.254426E+02   0.829422E-01   0.462925E+01
   714   0.175129E+04   0.256408E+02   0.829962E-01   0.366900E+01
   715   0.174642E+04   0.258370E+02   0.830498E-01   0.269296E+01
   716   0.174165E+04   0.260309E+02   0.831030E-01   0.170186E+01
   717   0.173697E+04   0.262225E+02   0.831558E-01   0.697160E+00
   718   0.173238E+04   0.264117E+02   0.832084E-01  -0.321150E+00
   719   0.172789E+04   0.265986E+02   0.832606E-01  -0.135235E+01
   720   0.172350E+04   0.267828E+02   0.833126E-01  -0.239719E+01
   721   0.171922E+04   0.269646E+02   0.833642E-01  -0.345423E+01
   722   0.171504E+04   0.271438E+02   0.834157E-01  -0.452346E+01
   723   0.171097E+04   0.273203E+02   0.834668E-01  -0.560492E+01
   724   0.170701E+04   0.274942E+02   0.835178E-01  -0.669788E+01
   725   0.170317E+04   0.276654E+02   0.835686E-01  -0.780163E+01
   726   0.169944E+04   0.278337E+02   0.836192E-01  -0.891692E+01
   727   0.169584E+04   0.279992E+02   0.836696E-01  -0.100423E+02
   728   0.169236E+04   0.281617E+02   0.837199E-01  -0.111785E+02
   729   0.168898E+04   0.283213E+02   0.837700E-01  -0.123234E+02
   730   0.168574E+04   0.284778E+02   0.838201E-01  -0.134785E+02
   731   0.168263E+04   0.286311E+02   0.838701E-01  -0.146429E+02
   732   0.167964E+04   0.287812E+02   0.839200E-01  -0.158154E+02
   733   0.167677E+04   0.289282E+02   0.839698E-01  -0.169966E+02
   734   0.167404E+04   0.290717E+02   0.840196E-01  -0.181851E+02
   735   0.167144E+04   0.292120E+02   0.840694E-01  -0.193824E+02
   736   0.166897E+04   0.293489E+02   0.841193E-01  -0.205871E+02
   737   0.166663E+04   0.294823E+02   0.841691E-01  -0.217991E+02
   738   0.166443E+04   0.296122E+02   0.842190E-01  -0.230186E+02
   739   0.166237E+04   0.297387E+02   0.842690E-01  -0.242447E+02
   740   0.166044E+04   0.298616E+02   0.843191E-01  -0.254768E+02
   741   0.165865E+04   0.299810E+02   0.843693E-01  -0.267164E+02
   742   0.165699E+04   0.300967E+02   0.844196E-01  -0.279628E+02
   743   0.165549E+04   0.302089E+02   0.844701E-01  -0.292153E+02
   744   0.165412E+04   0.303174E+02   0.845208E-01  -0.304739E+02
   745   0.165289E+04   0.304222E+02   0.845716E-01  -0.317386E+02
   746   0.165180E+04   0.305233E+02   0.846227E-01  -0.330103E+02
   747   0.165087E+04   0.306207E+02   0.846741E-01  -0.342874E+02
   748   0.165007E+04   0.307143E+02   0.847257E-01  -0.355708E+02
   749   0.164943E+04   0.308040E+02   0.847776E-01  -0.368604E+02
   750   0.164893E+04   0.308899E+02   0.848298E-01  -0.381563E+02
   751   0.164859E+04   0.309719E+02   0.848823E-01  -0.394578E+02
   752   0.164838E+04   0.310499E+02   0.849352E-01  -0.407639E+02
   753   0.164833E+04   0.311241E+02   0.849885E-01  -0.420756E+02
   754   0.164843E+04   0.311943E+02   0.850421E-01  -0.433903E+02
   755   0.164866E+04   0.312607E+02   0.850962E-01  -0.447080E+02
   756   0.164904E+04   0.313232E+02   0.851507E-01  -0.460279E+02
   757   0.164957E+04   0.313819E+02   0.852057E-01  -0.473492E+02
   758   0.165024E+04   0.314367E+02   0.852611E-01  -0.486725E+02
   759   0.165106E+04   0.314878E+02   0.853171E-01  -0.499955E+02
   760   0.165201E+04   0.315351E+02   0.853735E-01  -0.513181E+02
   761   0.165311E+04   0.315787E+02   0.854305E-01  -0.526394E+02
   762   0.165435E+04   0.316184E+02   0.854881E-01  -0.539587E+02
   763   0.165572E+04   0.316544E+02   0.855462E-01  -0.552759E+02
   764   0.165722E+04   0.316865E+02   0.856050E-01  -0.565886E+02
   765   0.165885E+04   0.317148E+02   0.856643E-01  -0.578975E+02
   766   0.166061E+04   0.317394E+02   0.857242E-01  -0.592011E+02
   767   0.166249E+04   0.317600E+02   0.857848E-01  -0.604984E+02
   768   0.166450E+04   0.317769E+02   0.858461E-01  -0.617887E+02
   769   0.166662E+04   0.317901E+02   0.859080E-01  -0.630727E+02
   770   0.166886E+04   0.317995E+02   0.859706E-01  -0.643494E+02
   771   0.167122E+04   0.318051E+02   0.860339E-01  -0.656182E+02
   772   0.167369E+04   0.318071E+02   0.860979E-01  -0.668781E+02
   773   0.167627E+04   0.318053E+02   0.861626E-01  -0.681298E+02
   774   0.167897E+04   0.317999E+02   0.862280E-01  -0.693725E+02
   775   0.168177E+04   0.317907E+02   0.862942E-01  -0.706053E+02
   776   0.168469E+04   0.317780E+02   0.863612E-01  -0.718290E+02
   777   0.168772E+04   0.317615E+02   0.864289E-01  -0.730419E+02
   778   0.169088E+04   0.317413E+02   0.864974E-01  -0.742447E+02
   779   0.169415E+04   0.317175E+02   0.865667E-01  -0.754359E+02
   780   0.169753E+04   0.316899E+02   0.866367E-01  -0.766168E+02
   781   0.170104E+04   0.316586E+02   0.867076E-01  -0.777859E+02
   782   0.170466E+04   0.316236E+02   0.867793E-01  -0.789431E+02
   783   0.170840E+04   0.315848E+02   0.868517E-01  -0.800868E+02
   784   0.171225E+04   0.315423E+02   0.869250E-01  -0.812178E+02
   785   0.171621E+04   0.314959E+02   0.869991E-01  -0.823343E+02
   786   0.172027E+04   0.314458E+02   0.870741E-01  -0.834356E+02
