#    L    TT             EE             TE             PP             TP          
    75   0.195976E+04   0.387540E+00  -0.844509E+01   0.487119E+07   0.100341E+05
    76   0.198566E+04   0.401272E+00  -0.895224E+01   0.484216E+07   0.988463E+04
    77   0.201173E+04   0.415155E+00  -0.946987E+01   0.481308E+07   0.973674E+04
    78   0.203798E+04   0.429176E+00  -0.999735E+01   0.478395E+07   0.959035E+04
    79   0.206443E+04   0.443326E+00  -0.105344E+02   0.475480E+07   0.944539E+04
    80   0.209112E+04   0.457592E+00  -0.110808E+02   0.472564E+07   0.930182E+04
    81   0.211808E+04   0.471963E+00  -0.116361E+02   0.469650E+07   0.915967E+04
    82   0.214531E+04   0.486429E+00  -0.121999E+02   0.466740E+07   0.901949E+04
    83   0.217279E+04   0.500978E+00  -0.127716E+02   0.463833E+07   0.888195E+04
    84   0.220052E+04   0.515600E+00  -0.133505E+02   0.460932E+07   0.874771E+04
    85   0.222848E+04   0.530283E+00  -0.139363E+02   0.458038E+07   0.861744E+04
    86   0.225666E+04   0.545018E+00  -0.145282E+02   0.455152E+07   0.849161E+04
    87   0.228505E+04   0.559790E+00  -0.151259E+02   0.452274E+07   0.836996E+04
    88   0.231361E+04   0.574587E+00  -0.157291E+02   0.449406E+07   0.825203E+04
    89   0.234236E+04   0.589394E+00  -0.163374E+02   0.446549E+07   0.813736E+04
    90   0.237130E+04   0.604196E+00  -0.169507E+02   0.443702E+07   0.802550E+04
    91   0.240044E+04   0.618977E+00  -0.175687E+02   0.440867E+07   0.791607E+04
    92   0.242978E+04   0.633723E+00  -0.181912E+02   0.438044E+07   0.780893E+04
    93   0.245933E+04   0.648420E+00  -0.188175E+02   0.435233E+07   0.770404E+04
    94   0.248910E+04   0.663056E+00  -0.194476E+02   0.432435E+07   0.760134E+04
    95   0.251909E+04   0.677616E+00  -0.200808E+02   0.429650E+07   0.750079E+04
    96   0.254929E+04   0.692087E+00  -0.207167E+02   0.426878E+07   0.740232E+04
    97   0.257970E+04   0.706454E+00  -0.213548E+02   0.424120E+07   0.730588E+04
    98   0.261034E+04   0.720702E+00  -0.219947E+02   0.421375E+07   0.721143E+04
    99   0.264117E+04   0.734817E+00  -0.226358E+02   0.418645E+07   0.711890E+04
   100   0.267222E+04   0.748789E+00  -0.232776E+02   0.415929E+07   0.702825E+04
   101   0.270348E+04   0.762604E+00  -0.239195E+02   0.413228E+07   0.693942E+04
   102   0.273493E+04   0.776239E+00  -0.245613E+02   0.410542E+07   0.685235E+04
   103   0.276658E+04   0.789695E+00  -0.252021E+02   0.407872E+07   0.676700E+04
   104   0.279842E+04   0.802943E+00  -0.258415E+02   0.405217E+07   0.668331E+04
   105   0.283044E+04   0.815977E+00  -0.264789E+02   0.402578E+07   0.660123E+04
   106   0.286264E+04   0.828781E+00  -0.271136E+02   0.399956E+07   0.652070E+04
   107   0.289500E+04   0.841350E+00  -0.277452E+02   0.397350E+07   0.644167E+04
   108   0.292752E+04   0.853661E+00  -0.283731E+02   0.394761E+07   0.636409E+04
   109   0.296019E+04   0.865708E+00  -0.289964E+02   0.392190E+07   0.628790E+04
   110   0.299301E+04   0.877469E+00  -0.296149E+02   0.389636E+07   0.621306E+04
   111   0.302596E+04   0.888937E+00  -0.302280E+02   0.387100E+07   0.613950E+04
   112   0.305905E+04   0.900106E+00  -0.308349E+02   0.384582E+07   0.606722E+04
   113   0.309226E+04   0.910954E+00  -0.314353E+02   0.382081E+07   0.599618E+04
   114   0.312559E+04   0.921466E+00  -0.320284E+02   0.379599E+07   0.592636E+04
   115   0.315903E+04   0.931645E+00  -0.326139E+02   0.377134E+07   0.585774E+04
   116   0.319259E+04   0.941475E+00  -0.331911E+02   0.374688E+07   0.579031E+04
