#    L    TT             EE             BB             TE          
   394   0.189117E+04   0.136800E+02   0.173248E-01  -0.684085E+02
   395   0.190290E+04   0.134897E+02   0.173988E-01  -0.687910E+02
   396   0.191466E+04   0.132993E+02   0.174732E-01  -0.691266E+02
   397   0.192645E+04   0.131088E+02   0.175478E-01  -0.694147E+02
   398   0.193825E+04   0.129186E+02   0.176227E-01  -0.696549E+02
   399   0.195004E+04   0.127285E+02   0.176980E-01  -0.698465E+02
   400   0.196183E+04   0.125390E+02   0.177734E-01  -0.699890E+02
   401   0.197359E+04   0.123501E+02   0.178492E-01  -0.700822E+02
   402   0.198531E+04   0.121619E+02   0.179252E-01  -0.701266E+02
   403   0.199700E+04   0.119745E+02   0.180014E-01  -0.701226E+02
   404   0.200866E+04   0.117880E+02   0.180778E-01  -0.700711E+02
   405   0.202026E+04   0.116025E+02   0.181545E-01  -0.699727E+02
   406   0.203182E+04   0.114181E+02   0.182314E-01  -0.698280E+02
   407   0.204332E+04   0.112350E+02   0.183085E-01  -0.696378E+02
   408   0.205477E+04   0.110530E+02   0.183858E-01  -0.694025E+02
   409   0.206614E+04   0.108725E+02   0.184633E-01  -0.691229E+02
   410   0.207745E+04   0.106935E+02   0.185410E-01  -0.687997E+02
   411   0.208868E+04   0.105162E+02   0.186188E-01  -0.684337E+02
   412   0.209983E+04   0.103405E+02   0.186968E-01  -0.680256E+02
   413   0.211089E+04   0.101667E+02   0.187749E-01  -0.675762E+02
   414   0.212187E+04   0.999480E+01   0.188532E-01  -0.670862E+02
   415   0.213274E+04   0.982506E+01   0.189316E-01  -0.665565E+02
   416   0.214352E+04   0.965745E+01   0.190101E-01  -0.659879E+02
   417   0.215419E+04   0.949220E+01   0.190887E-01  -0.653810E+02
   418   0.216475E+04   0.932939E+01   0.191674E-01  -0.647367E+02
   419   0.217519E+04   0.916910E+01   0.192462E-01  -0.640556E+02
   420   0.218551E+04   0.901140E+01   0.193250E-01  -0.633388E+02
   421   0.219570E+04   0.885654E+01   0.194039E-01  -0.625867E+02
   422   0.220576E+04   0.870451E+01   0.194828E-01  -0.618003E+02
   423   0.221569E+04   0.855539E+01   0.195617E-01  -0.609802E+02
   424   0.222547E+04   0.840941E+01   0.196407E-01  -0.601273E+02
   425   0.223509E+04   0.826666E+01   0.197196E-01  -0.592425E+02
   426   0.224457E+04   0.812728E+01   0.197985E-01  -0.583268E+02
   427   0.225386E+04   0.799150E+01   0.198774E-01  -0.573812E+02
   428   0.226300E+04   0.785948E+01   0.199562E-01  -0.564067E+02
   429   0.227194E+04   0.773130E+01   0.200349E-01  -0.554043E+02
   430   0.228069E+04   0.760711E+01   0.201135E-01  -0.543747E+02
   431   0.228925E+04   0.748722E+01   0.201920E-01  -0.533193E+02
   432   0.229760E+04   0.737162E+01   0.202704E-01  -0.522388E+02
   433   0.230574E+04   0.726048E+01   0.203487E-01  -0.511342E+02
   434   0.231367E+04   0.715401E+01   0.204268E-01  -0.500065E+02
   435   0.232138E+04   0.705224E+01   0.205047E-01  -0.488567E+02
   436   0.232886E+04   0.695538E+01   0.205824E-01  -0.476857E+02
   437   0.233612E+04   0.686352E+01   0.206599E-01  -0.464945E+02
   438   0.234313E+04   0.677688E+01   0.207372E-01  -0.452841E+02
   439   0.234990E+04   0.669554E+01   0.208142E-01  -0.440555E+02
   440   0.235642E+04   0.661966E+01   0.208910E-01  -0.428098E+02
   441   0.236267E+04   0.654946E+01   0.209674E-01  -0.415481E+02
   442   0.236865E+04   0.648503E+01   0.210436E-01  -0.402715E+02
   443   0.237435E+04   0.642660E+01   0.211194E-01  -0.389811E+02
   444   0.237975E+04   0.637431E+01   0.211949E-01  -0.376779E+02
   445   0.238485E+04   0.632825E+01   0.212700E-01  -0.363631E+02
   446   0.238964E+04   0.628872E+01   0.213447E-01  -0.350379E+02
   447   0.239412E+04   0.625580E+01   0.214191E-01  -0.337036E+02
   448   0.239828E+04   0.622971E+01   0.214930E-01  -0.323614E+02
   449   0.240212E+04   0.621062E+01   0.215665E-01  -0.310126E+02
   450   0.240563E+04   0.619860E+01   0.216396E-01  -0.296586E+02
   451   0.240880E+04   0.619392E+01   0.217122E-01  -0.283005E+02
   452   0.241166E+04   0.619645E+01   0.217843E-01  -0.269389E+02
   453   0.241417E+04   0.620619E+01   0.218560E-01  -0.255745E+02
   454   0.241637E+04   0.622304E+01   0.219271E-01  -0.242078E+02
   455   0.241823E+04   0.624693E+01   0.219978E-01  -0.228393E+02
   456   0.241978E+04   0.627776E+01   0.220678E-01  -0.214697E+02
   457   0.242100E+04   0.631546E+01   0.221374E-01  -0.200996E+02
   458   0.242189E+04   0.636001E+01   0.222064E-01  -0.187293E+02
   459   0.242246E+04   0.641133E+01   0.222748E-01  -0.173598E+02
   460   0.242272E+04   0.646933E+01   0.223427E-01  -0.159918E+02
   461   0.242266E+04   0.653392E+01   0.224099E-01  -0.146254E+02
   462   0.242231E+04   0.660517E+01   0.224766E-01  -0.132635E+02
   463   0.242165E+04   0.668300E+01   0.225426E-01  -0.119055E+02
   464   0.242071E+04   0.676732E+01   0.226081E-01  -0.105528E+02
   465   0.241948E+04   0.685811E+01   0.226729E-01  -0.920614E+01
   466   0.241798E+04   0.695530E+01   0.227371E-01  -0.786709E+01
   467   0.241621E+04   0.705888E+01   0.228006E-01  -0.653563E+01
   468   0.241416E+04   0.716875E+01   0.228635E-01  -0.521325E+01
   469   0.241184E+04   0.728483E+01   0.229258E-01  -0.390071E+01
   470   0.240925E+04   0.740704E+01   0.229874E-01  -0.259876E+01
   471   0.240639E+04   0.753537E+01   0.230483E-01  -0.130742E+01
   472   0.240326E+04   0.766981E+01   0.231086E-01  -0.289322E-01
   473   0.239986E+04   0.781019E+01   0.231682E-01   0.123745E+01
   474   0.239620E+04   0.795644E+01   0.232271E-01   0.248873E+01
   475   0.239229E+04   0.810862E+01   0.232853E-01   0.372564E+01
   476   0.238814E+04   0.826664E+01   0.233429E-01   0.494670E+01
   477   0.238373E+04   0.843034E+01   0.233998E-01   0.615039E+01
   478   0.237910E+04   0.859980E+01   0.234559E-01   0.733598E+01
   479   0.237425E+04   0.877492E+01   0.235114E-01   0.850166E+01
   480   0.236916E+04   0.895569E+01   0.235662E-01   0.964727E+01
   481   0.236387E+04   0.914188E+01   0.236204E-01   0.107713E+02
   482   0.235836E+04   0.933364E+01   0.236738E-01   0.118728E+02
   483   0.235264E+04   0.953079E+01   0.237265E-01   0.129505E+02
   484   0.234670E+04   0.973334E+01   0.237785E-01   0.140033E+02
   485   0.234056E+04   0.994119E+01   0.238299E-01   0.150302E+02
   486   0.233421E+04   0.101543E+02   0.238805E-01   0.160301E+02
   487   0.232766E+04   0.103725E+02   0.239305E-01   0.170017E+02
   488   0.232092E+04   0.105959E+02   0.239797E-01   0.179439E+02
   489   0.231400E+04   0.108243E+02   0.240282E-01   0.188555E+02
   490   0.230689E+04   0.110577E+02   0.240761E-01   0.197351E+02
   491   0.229961E+04   0.112961E+02   0.241232E-01   0.205814E+02
   492   0.229216E+04   0.115393E+02   0.241697E-01   0.213934E+02
   493   0.228456E+04   0.117873E+02   0.242154E-01   0.221695E+02
   494   0.227682E+04   0.120400E+02   0.242605E-01   0.229088E+02
   495   0.226893E+04   0.122975E+02   0.243048E-01   0.236098E+02
   496   0.226090E+04   0.125594E+02   0.243485E-01   0.242713E+02
   497   0.225273E+04   0.128259E+02   0.243915E-01   0.248919E+02
   498   0.224443E+04   0.130969E+02   0.244337E-01   0.254704E+02
   499   0.223601E+04   0.133722E+02   0.244753E-01   0.260054E+02
   500   0.222747E+04   0.136518E+02   0.245162E-01   0.264958E+02
   501   0.221880E+04   0.139357E+02   0.245564E-01   0.269404E+02
   502   0.221003E+04   0.142236E+02   0.245958E-01   0.273393E+02
   503   0.220114E+04   0.145154E+02   0.246347E-01   0.276930E+02
   504   0.219215E+04   0.148111E+02   0.246728E-01   0.280017E+02
   505   0.218307E+04   0.151104E+02   0.247102E-01   0.282659E+02
   506   0.217390E+04   0.154132E+02   0.247470E-01   0.284858E+02
   507   0.216465E+04   0.157193E+02   0.247831E-01   0.286619E+02
   508   0.215532E+04   0.160286E+02   0.248185E-01   0.287944E+02
   509   0.214591E+04   0.163409E+02   0.248532E-01   0.288838E+02
   510   0.213644E+04   0.166560E+02   0.248873E-01   0.289303E+02
   511   0.212691E+04   0.169739E+02   0.249207E-01   0.289344E+02
   512   0.211732E+04   0.172943E+02   0.249535E-01   0.288964E+02
   513   0.210768E+04   0.176170E+02   0.249856E-01   0.288166E+02
   514   0.209800E+04   0.179419E+02   0.250171E-01   0.286954E+02
   515   0.208828E+04   0.182689E+02   0.250479E-01   0.285331E+02
   516   0.207852E+04   0.185977E+02   0.250781E-01   0.283299E+02
   517   0.206874E+04   0.189281E+02   0.251077E-01   0.280863E+02
   518   0.205893E+04   0.192601E+02   0.251367E-01   0.278026E+02
   519   0.204910E+04   0.195933E+02   0.251651E-01   0.274789E+02
   520   0.203925E+04   0.199277E+02   0.251929E-01   0.271157E+02
   521   0.202939E+04   0.202631E+02   0.252201E-01   0.267132E+02
   522   0.201953E+04   0.205993E+02   0.252467E-01   0.262717E+02
   523   0.200966E+04   0.209360E+02   0.252728E-01   0.257916E+02
   524   0.199981E+04   0.212732E+02   0.252983E-01   0.252731E+02
   525   0.198997E+04   0.216105E+02   0.253233E-01   0.247165E+02
   526   0.198016E+04   0.219479E+02   0.253477E-01   0.241221E+02
   527   0.197039E+04   0.222851E+02   0.253717E-01   0.234903E+02
   528   0.196066E+04   0.226219E+02   0.253951E-01   0.228212E+02
   529   0.195097E+04   0.229582E+02   0.254181E-01   0.221153E+02
   530   0.194135E+04   0.232936E+02   0.254406E-01   0.213726E+02
   531   0.193179E+04   0.236281E+02   0.254626E-01   0.205935E+02
   532   0.192231E+04   0.239613E+02   0.254842E-01   0.197781E+02
   533   0.191291E+04   0.242932E+02   0.255054E-01   0.189268E+02
   534   0.190359E+04   0.246234E+02   0.255262E-01   0.180397E+02
   535   0.189437E+04   0.249519E+02   0.255466E-01   0.171171E+02
   536   0.188526E+04   0.252783E+02   0.255666E-01   0.161592E+02
   537   0.187626E+04   0.256024E+02   0.255863E-01   0.151663E+02
   538   0.186738E+04   0.259241E+02   0.256056E-01   0.141386E+02
   539   0.185863E+04   0.262430E+02   0.256247E-01   0.130765E+02
   540   0.185002E+04   0.265591E+02   0.256434E-01   0.119801E+02
   541   0.184156E+04   0.268720E+02   0.256618E-01   0.108499E+02
   542   0.183326E+04   0.271815E+02   0.256800E-01   0.968597E+01
   543   0.182512E+04   0.274874E+02   0.256980E-01   0.848873E+01
   544   0.181716E+04   0.277895E+02   0.257157E-01   0.725845E+01
   545   0.180939E+04   0.280875E+02   0.257332E-01   0.599546E+01
   546   0.180181E+04   0.283812E+02   0.257506E-01   0.470012E+01
   547   0.179444E+04   0.286703E+02   0.257678E-01   0.337272E+01
   548   0.178728E+04   0.289545E+02   0.257848E-01   0.201363E+01
   549   0.178034E+04   0.292338E+02   0.258017E-01   0.623162E+00
   550   0.177363E+04   0.295076E+02   0.258185E-01  -0.798357E+00
   551   0.176717E+04   0.297761E+02   0.258352E-01  -0.225052E+01
   552   0.176095E+04   0.300389E+02   0.258518E-01  -0.373251E+01
   553   0.175496E+04   0.302961E+02   0.258684E-01  -0.524344E+01
   554   0.174922E+04   0.305477E+02   0.258849E-01  -0.678238E+01
   555   0.174372E+04   0.307937E+02   0.259014E-01  -0.834844E+01
   556   0.173845E+04   0.310341E+02   0.259179E-01  -0.994072E+01
   557   0.173342E+04   0.312687E+02   0.259344E-01  -0.115582E+02
   558   0.172863E+04   0.314977E+02   0.259509E-01  -0.132001E+02
   559   0.172406E+04   0.317210E+02   0.259675E-01  -0.148653E+02
   560   0.171973E+04   0.319386E+02   0.259841E-01  -0.165528E+02
   561   0.171563E+04   0.321503E+02   0.260009E-01  -0.182617E+02
   562   0.171175E+04   0.323562E+02   0.260176E-01  -0.199907E+02
   563   0.170811E+04   0.325563E+02   0.260345E-01  -0.217392E+02
   564   0.170469E+04   0.327505E+02   0.260516E-01  -0.235059E+02
   565   0.170149E+04   0.329388E+02   0.260687E-01  -0.252898E+02
   566   0.169852E+04   0.331211E+02   0.260860E-01  -0.270899E+02
   567   0.169577E+04   0.332973E+02   0.261034E-01  -0.289050E+02
   568   0.169324E+04   0.334675E+02   0.261211E-01  -0.307342E+02
   569   0.169093E+04   0.336316E+02   0.261388E-01  -0.325762E+02
   570   0.168883E+04   0.337895E+02   0.261568E-01  -0.344301E+02
   571   0.168695E+04   0.339412E+02   0.261750E-01  -0.362947E+02
   572   0.168529E+04   0.340865E+02   0.261934E-01  -0.381687E+02
   573   0.168385E+04   0.342255E+02   0.262121E-01  -0.400512E+02
   574   0.168262E+04   0.343581E+02   0.262310E-01  -0.419407E+02
   575   0.168163E+04   0.344842E+02   0.262501E-01  -0.438362E+02
   576   0.168084E+04   0.346038E+02   0.262695E-01  -0.457363E+02
   577   0.168028E+04   0.347168E+02   0.262892E-01  -0.476399E+02
   578   0.167995E+04   0.348230E+02   0.263091E-01  -0.495459E+02
   579   0.167983E+04   0.349226E+02   0.263294E-01  -0.514529E+02
   580   0.167994E+04   0.350153E+02   0.263499E-01  -0.533597E+02
   581   0.168028E+04   0.351012E+02   0.263708E-01  -0.552651E+02
   582   0.168084E+04   0.351800E+02   0.263919E-01  -0.571679E+02
   583   0.168162E+04   0.352517E+02   0.264134E-01  -0.590668E+02
   584   0.168263E+04   0.353164E+02   0.264353E-01  -0.609606E+02
   585   0.168386E+04   0.353738E+02   0.264575E-01  -0.628480E+02
   586   0.168532E+04   0.354239E+02   0.264801E-01  -0.647277E+02
   587   0.168700E+04   0.354667E+02   0.265030E-01  -0.665984E+02
   588   0.168892E+04   0.355019E+02   0.265263E-01  -0.684586E+02
   589   0.169105E+04   0.355296E+02   0.265500E-01  -0.703071E+02
   590   0.169342E+04   0.355497E+02   0.265741E-01  -0.721424E+02
   591   0.169601E+04   0.355619E+02   0.265986E-01  -0.739631E+02
   592   0.169884E+04   0.355664E+02   0.266235E-01  -0.757680E+02
   593   0.170189E+04   0.355629E+02   0.266488E-01  -0.775556E+02
   594   0.170517E+04   0.355514E+02   0.266746E-01  -0.793243E+02
   595   0.170868E+04   0.355317E+02   0.267007E-01  -0.810728E+02
   596   0.171243E+04   0.355038E+02   0.267274E-01  -0.827996E+02
   597   0.171640E+04   0.354676E+02   0.267545E-01  -0.845032E+02
   598   0.172061E+04   0.354229E+02   0.267821E-01  -0.861821E+02
   599   0.172504E+04   0.353697E+02   0.268101E-01  -0.878348E+02
   600   0.172971E+04   0.353078E+02   0.268386E-01  -0.894599E+02
   601   0.173462E+04   0.352373E+02   0.268676E-01  -0.910558E+02
   602   0.173974E+04   0.351581E+02   0.268971E-01  -0.926222E+02
   603   0.174510E+04   0.350705E+02   0.269271E-01  -0.941590E+02
   604   0.175066E+04   0.349747E+02   0.269576E-01  -0.956661E+02
   605   0.175643E+04   0.348708E+02   0.269886E-01  -0.971432E+02
   606   0.176241E+04   0.347590E+02   0.270201E-01  -0.985901E+02
   607   0.176859E+04   0.346395E+02   0.270522E-01  -0.100007E+03
   608   0.177496E+04   0.345123E+02   0.270847E-01  -0.101393E+03
   609   0.178152E+04   0.343777E+02   0.271179E-01  -0.102748E+03
   610   0.178825E+04   0.342358E+02   0.271515E-01  -0.104073E+03
   611   0.179517E+04   0.340867E+02   0.271857E-01  -0.105366E+03
   612   0.180226E+04   0.339306E+02   0.272204E-01  -0.106628E+03
   613   0.180950E+04   0.337677E+02   0.272557E-01  -0.107858E+03
   614   0.181691E+04   0.335981E+02   0.272915E-01  -0.109056E+03
   615   0.182446E+04   0.334220E+02   0.273279E-01  -0.110221E+03
   616   0.183217E+04   0.332396E+02   0.273648E-01  -0.111353E+03
   617   0.184001E+04   0.330510E+02   0.274023E-01  -0.112452E+03
   618   0.184800E+04   0.328566E+02   0.274403E-01  -0.113518E+03
   619   0.185611E+04   0.326561E+02   0.274789E-01  -0.114549E+03
   620   0.186434E+04   0.324502E+02   0.275180E-01  -0.115545E+03
   621   0.187270E+04   0.322387E+02   0.275577E-01  -0.116507E+03
   622   0.188117E+04   0.320219E+02   0.275979E-01  -0.117433E+03
   623   0.188974E+04   0.317999E+02   0.276386E-01  -0.118323E+03
   624   0.189841E+04   0.315729E+02   0.276799E-01  -0.119176E+03
   625   0.190718E+04   0.313410E+02   0.277217E-01  -0.119993E+03
   626   0.191603E+04   0.311044E+02   0.277640E-01  -0.120772E+03
   627   0.192496E+04   0.308633E+02   0.278068E-01  -0.121514E+03
   628   0.193398E+04   0.306177E+02   0.278502E-01  -0.122217E+03
   629   0.194305E+04   0.303678E+02   0.278940E-01  -0.122882E+03
   630   0.195218E+04   0.301140E+02   0.279384E-01  -0.123507E+03
   631   0.196137E+04   0.298562E+02   0.279832E-01  -0.124092E+03
   632   0.197060E+04   0.295946E+02   0.280285E-01  -0.124636E+03
   633   0.197987E+04   0.293295E+02   0.280743E-01  -0.125140E+03
   634   0.198918E+04   0.290609E+02   0.281205E-01  -0.125601E+03
   635   0.199851E+04   0.287891E+02   0.281672E-01  -0.126020E+03
   636   0.200786E+04   0.285141E+02   0.282143E-01  -0.126396E+03
   637   0.201723E+04   0.282363E+02   0.282618E-01  -0.126729E+03
   638   0.202660E+04   0.279557E+02   0.283097E-01  -0.127017E+03
   639   0.203597E+04   0.276726E+02   0.283581E-01  -0.127260E+03
   640   0.204532E+04   0.273870E+02   0.284068E-01  -0.127457E+03
   641   0.205467E+04   0.270992E+02   0.284559E-01  -0.127608E+03
   642   0.206398E+04   0.268093E+02   0.285053E-01  -0.127711E+03
   643   0.207327E+04   0.265176E+02   0.285551E-01  -0.127767E+03
   644   0.208250E+04   0.262242E+02   0.286052E-01  -0.127774E+03
   645   0.209170E+04   0.259291E+02   0.286556E-01  -0.127732E+03
   646   0.210085E+04   0.256326E+02   0.287063E-01  -0.127640E+03
   647   0.210992E+04   0.253349E+02   0.287573E-01  -0.127497E+03
   648   0.211893E+04   0.250362E+02   0.288086E-01  -0.127302E+03
   649   0.212785E+04   0.247365E+02   0.288601E-01  -0.127055E+03
   650   0.213669E+04   0.244362E+02   0.289119E-01  -0.126754E+03
   651   0.214543E+04   0.241355E+02   0.289639E-01  -0.126399E+03
   652   0.215407E+04   0.238345E+02   0.290161E-01  -0.125992E+03
   653   0.216262E+04   0.235333E+02   0.290685E-01  -0.125532E+03
   654   0.217106E+04   0.232322E+02   0.291210E-01  -0.125020E+03
   655   0.217941E+04   0.229311E+02   0.291738E-01  -0.124459E+03
   656   0.218765E+04   0.226304E+02   0.292266E-01  -0.123847E+03
   657   0.219577E+04   0.223301E+02   0.292796E-01  -0.123187E+03
   658   0.220380E+04   0.220303E+02   0.293328E-01  -0.122479E+03
   659   0.221171E+04   0.217312E+02   0.293860E-01  -0.121724E+03
   660   0.221950E+04   0.214329E+02   0.294393E-01  -0.120923E+03
   661   0.222717E+04   0.211356E+02   0.294927E-01  -0.120077E+03
   662   0.223473E+04   0.208392E+02   0.295461E-01  -0.119187E+03
   663   0.224216E+04   0.205441E+02   0.295996E-01  -0.118252E+03
   664   0.224947E+04   0.202503E+02   0.296531E-01  -0.117276E+03
   665   0.225664E+04   0.199581E+02   0.297066E-01  -0.116257E+03
   666   0.226368E+04   0.196675E+02   0.297601E-01  -0.115197E+03
   667   0.227059E+04   0.193788E+02   0.298136E-01  -0.114097E+03
   668   0.227736E+04   0.190921E+02   0.298671E-01  -0.112958E+03
   669   0.228398E+04   0.188074E+02   0.299205E-01  -0.111780E+03
   670   0.229046E+04   0.185251E+02   0.299738E-01  -0.110564E+03
   671   0.229679E+04   0.182453E+02   0.300271E-01  -0.109311E+03
   672   0.230297E+04   0.179681E+02   0.300803E-01  -0.108023E+03
   673   0.230899E+04   0.176937E+02   0.301333E-01  -0.106699E+03
   674   0.231484E+04   0.174223E+02   0.301863E-01  -0.105340E+03
   675   0.232054E+04   0.171541E+02   0.302391E-01  -0.103948E+03
   676   0.232606E+04   0.168892E+02   0.302917E-01  -0.102523E+03
   677   0.233142E+04   0.166278E+02   0.303442E-01  -0.101066E+03
   678   0.233658E+04   0.163701E+02   0.303966E-01  -0.995778E+02
   679   0.234157E+04   0.161162E+02   0.304487E-01  -0.980589E+02
   680   0.234638E+04   0.158664E+02   0.305006E-01  -0.965103E+02
   681   0.235099E+04   0.156207E+02   0.305523E-01  -0.949326E+02
   682   0.235539E+04   0.153794E+02   0.306037E-01  -0.933266E+02
   683   0.235960E+04   0.151425E+02   0.306549E-01  -0.916931E+02
   684   0.236361E+04   0.149104E+02   0.307058E-01  -0.900330E+02
   685   0.236740E+04   0.146834E+02   0.307564E-01  -0.883471E+02
   686   0.237097E+04   0.144615E+02   0.308067E-01  -0.866360E+02
   687   0.237432E+04   0.142451E+02   0.308567E-01  -0.849012E+02
   688   0.237744E+04   0.140343E+02   0.309064E-01  -0.831436E+02
   689   0.238034E+04   0.138295E+02   0.309557E-01  -0.813633E+02
   690   0.238300E+04   0.136310E+02   0.310047E-01  -0.795611E+02
   691   0.238541E+04   0.134388E+02   0.310533E-01  -0.777386E+02
   692   0.238758E+04   0.132531E+02   0.311014E-01  -0.758966E+02
   693   0.238950E+04   0.130743E+02   0.311492E-01  -0.740359E+02
   694   0.239115E+04   0.129026E+02   0.311965E-01  -0.721565E+02
   695   0.239254E+04   0.127381E+02   0.312434E-01  -0.702601E+02
   696   0.239365E+04   0.125810E+02   0.312898E-01  -0.683467E+02
   697   0.239449E+04   0.124317E+02   0.313358E-01  -0.664179E+02
   698   0.239504E+04   0.122903E+02   0.313812E-01  -0.644737E+02
   699   0.239530E+04   0.121570E+02   0.314261E-01  -0.625156E+02
   700   0.239526E+04   0.120322E+02   0.314705E-01  -0.605446E+02
   701   0.239492E+04   0.119160E+02   0.315144E-01  -0.585614E+02
   702   0.239428E+04   0.118084E+02   0.315577E-01  -0.565667E+02
   703   0.239334E+04   0.117092E+02   0.316004E-01  -0.545620E+02
   704   0.239212E+04   0.116185E+02   0.316426E-01  -0.525465E+02
   705   0.239060E+04   0.115360E+02   0.316841E-01  -0.505224E+02
   706   0.238880E+04   0.114618E+02   0.317251E-01  -0.484897E+02
   707   0.238672E+04   0.113958E+02   0.317653E-01  -0.464498E+02
   708   0.238437E+04   0.113377E+02   0.318050E-01  -0.444042E+02
   709   0.238174E+04   0.112878E+02   0.318440E-01  -0.423522E+02
   710   0.237884E+04   0.112457E+02   0.318823E-01  -0.402959E+02
   711   0.237568E+04   0.112115E+02   0.319199E-01  -0.382359E+02
   712   0.237226E+04   0.111850E+02   0.319568E-01  -0.361724E+02
   713   0.236858E+04   0.111662E+02   0.319930E-01  -0.341068E+02
   714   0.236464E+04   0.111551E+02   0.320285E-01  -0.320397E+02
   715   0.236045E+04   0.111514E+02   0.320632E-01  -0.299726E+02
   716   0.235601E+04   0.111552E+02   0.320972E-01  -0.279062E+02
   717   0.235132E+04   0.111663E+02   0.321304E-01  -0.258405E+02
   718   0.234639E+04   0.111846E+02   0.321629E-01  -0.237770E+02
   719   0.234122E+04   0.112102E+02   0.321946E-01  -0.217163E+02
   720   0.233581E+04   0.112430E+02   0.322255E-01  -0.196607E+02
   721   0.233017E+04   0.112830E+02   0.322556E-01  -0.176101E+02
   722   0.232430E+04   0.113301E+02   0.322849E-01  -0.155659E+02
   723   0.231821E+04   0.113844E+02   0.323134E-01  -0.135297E+02
   724   0.231189E+04   0.114458E+02   0.323411E-01  -0.115021E+02
   725   0.230536E+04   0.115143E+02   0.323680E-01  -0.948379E+01
   726   0.229861E+04   0.115898E+02   0.323940E-01  -0.747704E+01
   727   0.229165E+04   0.116723E+02   0.324192E-01  -0.548178E+01
   728   0.228448E+04   0.117618E+02   0.324436E-01  -0.350022E+01
   729   0.227710E+04   0.118582E+02   0.324671E-01  -0.153156E+01
   730   0.226952E+04   0.119614E+02   0.324898E-01   0.421252E+00
   731   0.226174E+04   0.120715E+02   0.325117E-01   0.235751E+01
   732   0.225376E+04   0.121883E+02   0.325327E-01   0.427724E+01
   733   0.224558E+04   0.123119E+02   0.325529E-01   0.617825E+01
   734   0.223722E+04   0.124422E+02   0.325722E-01   0.806059E+01
   735   0.222865E+04   0.125792E+02   0.325906E-01   0.992131E+01
   736   0.221990E+04   0.127230E+02   0.326082E-01   0.117604E+02
   737   0.221096E+04   0.128734E+02   0.326250E-01   0.135765E+02
   738   0.220184E+04   0.130305E+02   0.326409E-01   0.153681E+02
   739   0.219253E+04   0.131942E+02   0.326560E-01   0.171346E+02
   740   0.218305E+04   0.133646E+02   0.326703E-01   0.188751E+02
   741   0.217338E+04   0.135416E+02   0.326836E-01   0.205867E+02
   742   0.216353E+04   0.137252E+02   0.326962E-01   0.222688E+02
   743   0.215352E+04   0.139155E+02   0.327079E-01   0.239207E+02
   744   0.214333E+04   0.141124E+02   0.327188E-01   0.255408E+02
   745   0.213296E+04   0.143160E+02   0.327289E-01   0.271278E+02
   746   0.212243E+04   0.145262E+02   0.327382E-01   0.286794E+02
   747   0.211173E+04   0.147430E+02   0.327466E-01   0.301957E+02
   748   0.210087E+04   0.149664E+02   0.327542E-01   0.316744E+02
   749   0.208985E+04   0.151964E+02   0.327610E-01   0.331141E+02
   750   0.207866E+04   0.154329E+02   0.327670E-01   0.345135E+02
   751   0.206732E+04   0.156760E+02   0.327723E-01   0.358719E+02
   752   0.205582E+04   0.159255E+02   0.327767E-01   0.371896E+02
   753   0.204418E+04   0.161811E+02   0.327803E-01   0.384653E+02
   754   0.203239E+04   0.164426E+02   0.327832E-01   0.397008E+02
   755   0.202047E+04   0.167099E+02   0.327853E-01   0.408958E+02
   756   0.200841E+04   0.169827E+02   0.327866E-01   0.420506E+02
   757   0.199624E+04   0.172610E+02   0.327872E-01   0.431655E+02
   758   0.198395E+04   0.175443E+02   0.327870E-01   0.442393E+02
   759   0.197155E+04   0.178328E+02   0.327861E-01   0.452739E+02
   760   0.195904E+04   0.181260E+02   0.327844E-01   0.462689E+02
   761   0.194643E+04   0.184238E+02   0.327820E-01   0.472245E+02
   762   0.193373E+04   0.187260E+02   0.327789E-01   0.481412E+02
   763   0.192094E+04   0.190323E+02   0.327751E-01   0.490186E+02
   764   0.190805E+04   0.193426E+02   0.327706E-01   0.498583E+02
   765   0.189509E+04   0.196566E+02   0.327654E-01   0.506593E+02
   766   0.188204E+04   0.199742E+02   0.327595E-01   0.514227E+02
   767   0.186891E+04   0.202950E+02   0.327529E-01   0.521487E+02
   768   0.185572E+04   0.206189E+02   0.327457E-01   0.528377E+02
   769   0.184246E+04   0.209458E+02   0.327377E-01   0.534886E+02
   770   0.182913E+04   0.212754E+02   0.327292E-01   0.541016E+02
   771   0.181575E+04   0.216076E+02   0.327200E-01   0.546771E+02
   772   0.180231E+04   0.219422E+02   0.327102E-01   0.552155E+02
   773   0.178883E+04   0.222789E+02   0.326997E-01   0.557155E+02
   774   0.177531E+04   0.226176E+02   0.326887E-01   0.561774E+02
   775   0.176174E+04   0.229581E+02   0.326770E-01   0.566017E+02
   776   0.174815E+04   0.233002E+02   0.326648E-01   0.569871E+02
   777   0.173455E+04   0.236437E+02   0.326520E-01   0.573347E+02
   778   0.172093E+04   0.239883E+02   0.326386E-01   0.576434E+02
   779   0.170731E+04   0.243339E+02   0.326247E-01   0.579142E+02
   780   0.169369E+04   0.246802E+02   0.326102E-01   0.581451E+02
   781   0.168009E+04   0.250270E+02   0.325952E-01   0.583373E+02
   782   0.166650E+04   0.253741E+02   0.325797E-01   0.584904E+02
   783   0.165294E+04   0.257212E+02   0.325637E-01   0.586053E+02
   784   0.163940E+04   0.260682E+02   0.325472E-01   0.586810E+02
   785   0.162588E+04   0.264148E+02   0.325303E-01   0.587185E+02
