#    L    TT             EE             BB             TE             PP             TP             EP          
   443   0.237721E+04   0.633711E+01   0.000000E+00  -0.392384E+02   0.901355E-08   0.514760E-04   0.602521E-06
   444   0.238270E+04   0.628329E+01   0.000000E+00  -0.379211E+02   0.898309E-08   0.510873E-04   0.587272E-06
   445   0.238788E+04   0.623575E+01   0.000000E+00  -0.365919E+02   0.895277E-08   0.507062E-04   0.571764E-06
   446   0.239275E+04   0.619478E+01   0.000000E+00  -0.352520E+02   0.892259E-08   0.503329E-04   0.555991E-06
   447   0.239731E+04   0.616047E+01   0.000000E+00  -0.339027E+02   0.889255E-08   0.499676E-04   0.539949E-06
   448   0.240155E+04   0.613305E+01   0.000000E+00  -0.325453E+02   0.886264E-08   0.496105E-04   0.523633E-06
   449   0.240546E+04   0.611268E+01   0.000000E+00  -0.311810E+02   0.883286E-08   0.492618E-04   0.507037E-06
   450   0.240903E+04   0.609943E+01   0.000000E+00  -0.298112E+02   0.880322E-08   0.489215E-04   0.490156E-06
   451   0.241228E+04   0.609357E+01   0.000000E+00  -0.284371E+02   0.877371E-08   0.485900E-04   0.472987E-06
   452   0.241519E+04   0.609498E+01   0.000000E+00  -0.270593E+02   0.874434E-08   0.482670E-04   0.455539E-06
   453   0.241777E+04   0.610366E+01   0.000000E+00  -0.256784E+02   0.871510E-08   0.479523E-04   0.437822E-06
   454   0.242002E+04   0.611951E+01   0.000000E+00  -0.242950E+02   0.868599E-08   0.476459E-04   0.419846E-06
   455   0.242194E+04   0.614246E+01   0.000000E+00  -0.229097E+02   0.865701E-08   0.473476E-04   0.401622E-06
   456   0.242354E+04   0.617242E+01   0.000000E+00  -0.215230E+02   0.862816E-08   0.470572E-04   0.383160E-06
   457   0.242481E+04   0.620930E+01   0.000000E+00  -0.201356E+02   0.859944E-08   0.467746E-04   0.364470E-06
   458   0.242575E+04   0.625311E+01   0.000000E+00  -0.187479E+02   0.857086E-08   0.464996E-04   0.345564E-06
   459   0.242635E+04   0.630374E+01   0.000000E+00  -0.173608E+02   0.854240E-08   0.462320E-04   0.326451E-06
   460   0.242666E+04   0.636112E+01   0.000000E+00  -0.159752E+02   0.851407E-08   0.459717E-04   0.307142E-06
   461   0.242663E+04   0.642517E+01   0.000000E+00  -0.145909E+02   0.848587E-08   0.457185E-04   0.287648E-06
   462   0.242631E+04   0.649595E+01   0.000000E+00  -0.132111E+02   0.845779E-08   0.454723E-04   0.267979E-06
   463   0.242568E+04   0.657338E+01   0.000000E+00  -0.118350E+02   0.842985E-08   0.452330E-04   0.248144E-06
   464   0.242477E+04   0.665737E+01   0.000000E+00  -0.104641E+02   0.840203E-08   0.450003E-04   0.228156E-06
   465   0.242356E+04   0.674791E+01   0.000000E+00  -0.909928E+01   0.837433E-08   0.447740E-04   0.208024E-06
   466   0.242208E+04   0.684492E+01   0.000000E+00  -0.774192E+01   0.834676E-08   0.445542E-04   0.187759E-06
   467   0.242032E+04   0.694839E+01   0.000000E+00  -0.639209E+01   0.831932E-08   0.443405E-04   0.167370E-06
   468   0.241828E+04   0.705823E+01   0.000000E+00  -0.505131E+01   0.829199E-08   0.441328E-04   0.146870E-06
   469   0.241597E+04   0.717436E+01   0.000000E+00  -0.372033E+01   0.826480E-08   0.439310E-04   0.126267E-06
   470   0.241339E+04   0.729670E+01   0.000000E+00  -0.239993E+01   0.823772E-08   0.437349E-04   0.105573E-06
   471   0.241053E+04   0.742524E+01   0.000000E+00  -0.109014E+01   0.821077E-08   0.435444E-04   0.847974E-07
   472   0.240740E+04   0.755997E+01   0.000000E+00   0.206804E+00   0.818394E-08   0.433593E-04   0.639515E-07
   473   0.240399E+04   0.770073E+01   0.000000E+00   0.149161E+01   0.815723E-08   0.431794E-04   0.430454E-07
   474   0.240033E+04   0.784743E+01   0.000000E+00   0.276128E+01   0.813065E-08   0.430046E-04   0.220896E-07
   475   0.239640E+04   0.800014E+01   0.000000E+00   0.401653E+01   0.810418E-08   0.428347E-04   0.109452E-08
   476   0.239223E+04   0.815878E+01   0.000000E+00   0.525586E+01   0.807783E-08   0.426696E-04  -0.199294E-07
   477   0.238781E+04   0.832319E+01   0.000000E+00   0.647775E+01   0.805161E-08   0.425091E-04  -0.409718E-07
   478   0.238315E+04   0.849343E+01   0.000000E+00   0.768143E+01   0.802550E-08   0.423530E-04  -0.620221E-07
   479   0.237827E+04   0.866942E+01   0.000000E+00   0.886510E+01   0.799951E-08   0.422012E-04  -0.830699E-07
   480   0.237316E+04   0.885115E+01   0.000000E+00   0.100286E+02   0.797363E-08   0.420536E-04  -0.104105E-06
   481   0.236783E+04   0.903839E+01   0.000000E+00   0.111704E+02   0.794788E-08   0.419100E-04  -0.125116E-06
   482   0.236228E+04   0.923127E+01   0.000000E+00   0.122894E+02   0.792224E-08   0.417701E-04  -0.146094E-06
   483   0.235652E+04   0.942964E+01   0.000000E+00   0.133845E+02   0.789671E-08   0.416340E-04  -0.167027E-06
   484   0.235054E+04   0.963349E+01   0.000000E+00   0.144546E+02   0.787130E-08   0.415013E-04  -0.187906E-06
   485   0.234434E+04   0.984274E+01   0.000000E+00   0.154986E+02   0.784601E-08   0.413720E-04  -0.208720E-06
   486   0.233795E+04   0.100573E+02   0.000000E+00   0.165153E+02   0.782083E-08   0.412459E-04  -0.229458E-06
   487   0.233135E+04   0.102771E+02   0.000000E+00   0.175036E+02   0.779576E-08   0.411228E-04  -0.250109E-06
   488   0.232455E+04   0.105021E+02   0.000000E+00   0.184622E+02   0.777081E-08   0.410026E-04  -0.270665E-06
   489   0.231756E+04   0.107323E+02   0.000000E+00   0.193898E+02   0.774597E-08   0.408851E-04  -0.291113E-06
   490   0.231039E+04   0.109675E+02   0.000000E+00   0.202853E+02   0.772124E-08   0.407702E-04  -0.311444E-06
   491   0.230304E+04   0.112078E+02   0.000000E+00   0.211473E+02   0.769662E-08   0.406576E-04  -0.331648E-06
   492   0.229553E+04   0.114530E+02   0.000000E+00   0.219746E+02   0.767212E-08   0.405474E-04  -0.351713E-06
   493   0.228786E+04   0.117030E+02   0.000000E+00   0.227657E+02   0.764772E-08   0.404392E-04  -0.371629E-06
   494   0.228003E+04   0.119579E+02   0.000000E+00   0.235197E+02   0.762343E-08   0.403329E-04  -0.391386E-06
   495   0.227206E+04   0.122176E+02   0.000000E+00   0.242351E+02   0.759926E-08   0.402284E-04  -0.410974E-06
   496   0.226395E+04   0.124819E+02   0.000000E+00   0.249106E+02   0.757519E-08   0.401255E-04  -0.430382E-06
   497   0.225570E+04   0.127509E+02   0.000000E+00   0.255449E+02   0.755123E-08   0.400241E-04  -0.449599E-06
   498   0.224732E+04   0.130243E+02   0.000000E+00   0.261366E+02   0.752738E-08   0.399240E-04  -0.468615E-06
   499   0.223881E+04   0.133022E+02   0.000000E+00   0.266845E+02   0.750363E-08   0.398250E-04  -0.487420E-06
   500   0.223017E+04   0.135845E+02   0.000000E+00   0.271874E+02   0.747999E-08   0.397271E-04  -0.506003E-06
   501   0.222141E+04   0.138711E+02   0.000000E+00   0.276441E+02   0.745646E-08   0.396299E-04  -0.524356E-06
   502   0.221254E+04   0.141618E+02   0.000000E+00   0.280547E+02   0.743303E-08   0.395336E-04  -0.542478E-06
   503   0.220355E+04   0.144566E+02   0.000000E+00   0.284197E+02   0.740971E-08   0.394382E-04  -0.560369E-06
   504   0.219446E+04   0.147553E+02   0.000000E+00   0.287391E+02   0.738649E-08   0.393435E-04  -0.578031E-06
   505   0.218527E+04   0.150576E+02   0.000000E+00   0.290136E+02   0.736338E-08   0.392497E-04  -0.595466E-06
   506   0.217599E+04   0.153635E+02   0.000000E+00   0.292434E+02   0.734037E-08   0.391567E-04  -0.612672E-06
   507   0.216663E+04   0.156728E+02   0.000000E+00   0.294288E+02   0.731746E-08   0.390646E-04  -0.629653E-06
   508   0.215719E+04   0.159854E+02   0.000000E+00   0.295702E+02   0.729466E-08   0.389733E-04  -0.646409E-06
   509   0.214767E+04   0.163010E+02   0.000000E+00   0.296680E+02   0.727196E-08   0.388828E-04  -0.662941E-06
   510   0.213809E+04   0.166196E+02   0.000000E+00   0.297224E+02   0.724936E-08   0.387932E-04  -0.679249E-06
   511   0.212844E+04   0.169410E+02   0.000000E+00   0.297338E+02   0.722686E-08   0.387043E-04  -0.695335E-06
   512   0.211873E+04   0.172649E+02   0.000000E+00   0.297026E+02   0.720446E-08   0.386164E-04  -0.711200E-06
   513   0.210898E+04   0.175913E+02   0.000000E+00   0.296290E+02   0.718217E-08   0.385292E-04  -0.726845E-06
   514   0.209917E+04   0.179199E+02   0.000000E+00   0.295135E+02   0.715997E-08   0.384429E-04  -0.742271E-06
   515   0.208932E+04   0.182506E+02   0.000000E+00   0.293563E+02   0.713788E-08   0.383574E-04  -0.757479E-06
   516   0.207945E+04   0.185832E+02   0.000000E+00   0.291577E+02   0.711588E-08   0.382728E-04  -0.772470E-06
   517   0.206954E+04   0.189175E+02   0.000000E+00   0.289181E+02   0.709398E-08   0.381890E-04  -0.787245E-06
   518   0.205960E+04   0.192534E+02   0.000000E+00   0.286377E+02   0.707218E-08   0.381060E-04  -0.801804E-06
   519   0.204964E+04   0.195906E+02   0.000000E+00   0.283168E+02   0.705048E-08   0.380239E-04  -0.816150E-06
   520   0.203966E+04   0.199291E+02   0.000000E+00   0.279558E+02   0.702888E-08   0.379426E-04  -0.830283E-06
   521   0.202967E+04   0.202685E+02   0.000000E+00   0.275549E+02   0.700737E-08   0.378622E-04  -0.844203E-06
   522   0.201968E+04   0.206088E+02   0.000000E+00   0.271144E+02   0.698596E-08   0.377826E-04  -0.857913E-06
   523   0.200968E+04   0.209498E+02   0.000000E+00   0.266346E+02   0.696465E-08   0.377038E-04  -0.871413E-06
   524   0.199970E+04   0.212912E+02   0.000000E+00   0.261157E+02   0.694344E-08   0.376259E-04  -0.884703E-06
   525   0.198972E+04   0.216328E+02   0.000000E+00   0.255582E+02   0.692231E-08   0.375488E-04  -0.897786E-06
   526   0.197978E+04   0.219745E+02   0.000000E+00   0.249622E+02   0.690129E-08   0.374726E-04  -0.910661E-06
   527   0.196988E+04   0.223160E+02   0.000000E+00   0.243281E+02   0.688036E-08   0.373972E-04  -0.923331E-06
   528   0.196001E+04   0.226572E+02   0.000000E+00   0.236561E+02   0.685952E-08   0.373226E-04  -0.935796E-06
   529   0.195019E+04   0.229979E+02   0.000000E+00   0.229466E+02   0.683878E-08   0.372489E-04  -0.948057E-06
   530   0.194044E+04   0.233378E+02   0.000000E+00   0.221997E+02   0.681813E-08   0.371760E-04  -0.960115E-06
   531   0.193074E+04   0.236767E+02   0.000000E+00   0.214158E+02   0.679757E-08   0.371040E-04  -0.971970E-06
   532   0.192113E+04   0.240145E+02   0.000000E+00   0.205949E+02   0.677710E-08   0.370328E-04  -0.983625E-06
   533   0.191159E+04   0.243508E+02   0.000000E+00   0.197374E+02   0.675673E-08   0.369625E-04  -0.995080E-06
   534   0.190214E+04   0.246856E+02   0.000000E+00   0.188434E+02   0.673645E-08   0.368930E-04  -0.100634E-05
   535   0.189279E+04   0.250186E+02   0.000000E+00   0.179133E+02   0.671626E-08   0.368244E-04  -0.101739E-05
   536   0.188354E+04   0.253496E+02   0.000000E+00   0.169471E+02   0.669616E-08   0.367566E-04  -0.102826E-05
   537   0.187441E+04   0.256783E+02   0.000000E+00   0.159453E+02   0.667615E-08   0.366896E-04  -0.103892E-05
   538   0.186540E+04   0.260046E+02   0.000000E+00   0.149081E+02   0.665623E-08   0.366235E-04  -0.104939E-05
   539   0.185652E+04   0.263281E+02   0.000000E+00   0.138357E+02   0.663640E-08   0.365583E-04  -0.105967E-05
   540   0.184778E+04   0.266487E+02   0.000000E+00   0.127285E+02   0.661666E-08   0.364939E-04  -0.106975E-05
   541   0.183919E+04   0.269662E+02   0.000000E+00   0.115867E+02   0.659701E-08   0.364303E-04  -0.107965E-05
   542   0.183077E+04   0.272804E+02   0.000000E+00   0.104105E+02   0.657745E-08   0.363676E-04  -0.108935E-05
   543   0.182250E+04   0.275909E+02   0.000000E+00   0.920040E+01   0.655797E-08   0.363058E-04  -0.109886E-05
   544   0.181442E+04   0.278975E+02   0.000000E+00   0.795656E+01   0.653858E-08   0.362448E-04  -0.110818E-05
   545   0.180653E+04   0.282001E+02   0.000000E+00   0.667935E+01   0.651928E-08   0.361847E-04  -0.111731E-05
   546   0.179883E+04   0.284983E+02   0.000000E+00   0.536913E+01   0.650007E-08   0.361254E-04  -0.112626E-05
   547   0.179134E+04   0.287919E+02   0.000000E+00   0.402621E+01   0.648094E-08   0.360669E-04  -0.113503E-05
   548   0.178406E+04   0.290807E+02   0.000000E+00   0.265095E+01   0.646189E-08   0.360093E-04  -0.114360E-05
   549   0.177700E+04   0.293645E+02   0.000000E+00   0.124366E+01   0.644293E-08   0.359526E-04  -0.115200E-05
   550   0.177018E+04   0.296428E+02   0.000000E+00  -0.195312E+00   0.642406E-08   0.358967E-04  -0.116021E-05
   551   0.176361E+04   0.299157E+02   0.000000E+00  -0.166555E+01   0.640527E-08   0.358417E-04  -0.116824E-05
   552   0.175728E+04   0.301829E+02   0.000000E+00  -0.316625E+01   0.638656E-08   0.357875E-04  -0.117608E-05
   553   0.175119E+04   0.304445E+02   0.000000E+00  -0.469650E+01   0.636794E-08   0.357341E-04  -0.118374E-05
   554   0.174534E+04   0.307004E+02   0.000000E+00  -0.625538E+01   0.634940E-08   0.356815E-04  -0.119122E-05
   555   0.173974E+04   0.309507E+02   0.000000E+00  -0.784198E+01   0.633095E-08   0.356297E-04  -0.119852E-05
   556   0.173437E+04   0.311953E+02   0.000000E+00  -0.945539E+01   0.631257E-08   0.355785E-04  -0.120562E-05
   557   0.172925E+04   0.314341E+02   0.000000E+00  -0.110946E+02   0.629428E-08   0.355281E-04  -0.121254E-05
   558   0.172436E+04   0.316673E+02   0.000000E+00  -0.127588E+02   0.627606E-08   0.354783E-04  -0.121928E-05
   559   0.171971E+04   0.318946E+02   0.000000E+00  -0.144468E+02   0.625793E-08   0.354292E-04  -0.122582E-05
   560   0.171528E+04   0.321162E+02   0.000000E+00  -0.161578E+02   0.623988E-08   0.353807E-04  -0.123218E-05
   561   0.171110E+04   0.323319E+02   0.000000E+00  -0.178906E+02   0.622191E-08   0.353327E-04  -0.123835E-05
   562   0.170715E+04   0.325417E+02   0.000000E+00  -0.196441E+02   0.620402E-08   0.352854E-04  -0.124432E-05
   563   0.170342E+04   0.327456E+02   0.000000E+00  -0.214176E+02   0.618621E-08   0.352386E-04  -0.125011E-05
   564   0.169993E+04   0.329436E+02   0.000000E+00  -0.232099E+02   0.616848E-08   0.351923E-04  -0.125570E-05
   565   0.169666E+04   0.331356E+02   0.000000E+00  -0.250199E+02   0.615083E-08   0.351465E-04  -0.126110E-05
   566   0.169362E+04   0.333215E+02   0.000000E+00  -0.268464E+02   0.613325E-08   0.351011E-04  -0.126630E-05
   567   0.169081E+04   0.335013E+02   0.000000E+00  -0.286886E+02   0.611575E-08   0.350562E-04  -0.127131E-05
   568   0.168822E+04   0.336750E+02   0.000000E+00  -0.305453E+02   0.609833E-08   0.350117E-04  -0.127613E-05
   569   0.168585E+04   0.338425E+02   0.000000E+00  -0.324152E+02   0.608099E-08   0.349676E-04  -0.128075E-05
   570   0.168371E+04   0.340036E+02   0.000000E+00  -0.342974E+02   0.606372E-08   0.349238E-04  -0.128517E-05
   571   0.168178E+04   0.341585E+02   0.000000E+00  -0.361908E+02   0.604653E-08   0.348803E-04  -0.128939E-05
   572   0.168008E+04   0.343069E+02   0.000000E+00  -0.380940E+02   0.602941E-08   0.348372E-04  -0.129342E-05
   573   0.167860E+04   0.344490E+02   0.000000E+00  -0.400061E+02   0.601237E-08   0.347943E-04  -0.129724E-05
   574   0.167734E+04   0.345845E+02   0.000000E+00  -0.419256E+02   0.599540E-08   0.347517E-04  -0.130087E-05
   575   0.167631E+04   0.347134E+02   0.000000E+00  -0.438513E+02   0.597851E-08   0.347093E-04  -0.130429E-05
   576   0.167550E+04   0.348358E+02   0.000000E+00  -0.457821E+02   0.596170E-08   0.346671E-04  -0.130751E-05
   577   0.167492E+04   0.349513E+02   0.000000E+00  -0.477168E+02   0.594495E-08   0.346251E-04  -0.131053E-05
   578   0.167457E+04   0.350601E+02   0.000000E+00  -0.496541E+02   0.592828E-08   0.345832E-04  -0.131335E-05
   579   0.167444E+04   0.351621E+02   0.000000E+00  -0.515927E+02   0.591168E-08   0.345415E-04  -0.131596E-05
   580   0.167454E+04   0.352571E+02   0.000000E+00  -0.535313E+02   0.589515E-08   0.344998E-04  -0.131836E-05
   581   0.167487E+04   0.353451E+02   0.000000E+00  -0.554689E+02   0.587870E-08   0.344582E-04  -0.132056E-05
   582   0.167543E+04   0.354260E+02   0.000000E+00  -0.574041E+02   0.586232E-08   0.344166E-04  -0.132256E-05
   583   0.167621E+04   0.354997E+02   0.000000E+00  -0.593356E+02   0.584601E-08   0.343751E-04  -0.132434E-05
   584   0.167723E+04   0.355662E+02   0.000000E+00  -0.612622E+02   0.582976E-08   0.343335E-04  -0.132592E-05
   585   0.167848E+04   0.356253E+02   0.000000E+00  -0.631826E+02   0.581359E-08   0.342919E-04  -0.132729E-05
   586   0.167996E+04   0.356770E+02   0.000000E+00  -0.650955E+02   0.579749E-08   0.342503E-04  -0.132844E-05
   587   0.168166E+04   0.357213E+02   0.000000E+00  -0.669995E+02   0.578146E-08   0.342085E-04  -0.132939E-05
   588   0.168361E+04   0.357578E+02   0.000000E+00  -0.688931E+02   0.576550E-08   0.341666E-04  -0.133013E-05
   589   0.168578E+04   0.357867E+02   0.000000E+00  -0.707751E+02   0.574960E-08   0.341246E-04  -0.133065E-05
   590   0.168818E+04   0.358078E+02   0.000000E+00  -0.726441E+02   0.573378E-08   0.340824E-04  -0.133096E-05
   591   0.169082E+04   0.358210E+02   0.000000E+00  -0.744985E+02   0.571802E-08   0.340401E-04  -0.133105E-05
   592   0.169369E+04   0.358263E+02   0.000000E+00  -0.763372E+02   0.570233E-08   0.339974E-04  -0.133093E-05
   593   0.169680E+04   0.358234E+02   0.000000E+00  -0.781586E+02   0.568670E-08   0.339546E-04  -0.133060E-05
   594   0.170013E+04   0.358125E+02   0.000000E+00  -0.799611E+02   0.567114E-08   0.339115E-04  -0.133005E-05
   595   0.170371E+04   0.357932E+02   0.000000E+00  -0.817434E+02   0.565565E-08   0.338680E-04  -0.132928E-05
   596   0.170752E+04   0.357655E+02   0.000000E+00  -0.835038E+02   0.564023E-08   0.338243E-04  -0.132829E-05
   597   0.171156E+04   0.357294E+02   0.000000E+00  -0.852412E+02   0.562487E-08   0.337801E-04  -0.132708E-05
   598   0.171584E+04   0.356847E+02   0.000000E+00  -0.869537E+02   0.560957E-08   0.337356E-04  -0.132566E-05
   599   0.172036E+04   0.356313E+02   0.000000E+00  -0.886400E+02   0.559434E-08   0.336907E-04  -0.132401E-05
   600   0.172512E+04   0.355691E+02   0.000000E+00  -0.902984E+02   0.557917E-08   0.336454E-04  -0.132214E-05
   601   0.173011E+04   0.354981E+02   0.000000E+00  -0.919276E+02   0.556407E-08   0.335996E-04  -0.132005E-05
   602   0.173533E+04   0.354183E+02   0.000000E+00  -0.935271E+02   0.554903E-08   0.335533E-04  -0.131774E-05
   603   0.174078E+04   0.353300E+02   0.000000E+00  -0.950969E+02   0.553405E-08   0.335066E-04  -0.131522E-05
   604   0.174645E+04   0.352333E+02   0.000000E+00  -0.966366E+02   0.551914E-08   0.334594E-04  -0.131247E-05
   605   0.175233E+04   0.351284E+02   0.000000E+00  -0.981462E+02   0.550428E-08   0.334118E-04  -0.130952E-05
   606   0.175843E+04   0.350153E+02   0.000000E+00  -0.996254E+02   0.548949E-08   0.333637E-04  -0.130636E-05
   607   0.176472E+04   0.348945E+02   0.000000E+00  -0.101074E+03   0.547476E-08   0.333151E-04  -0.130299E-05
   608   0.177121E+04   0.347658E+02   0.000000E+00  -0.102492E+03   0.546010E-08   0.332661E-04  -0.129941E-05
   609   0.177790E+04   0.346296E+02   0.000000E+00  -0.103879E+03   0.544549E-08   0.332166E-04  -0.129563E-05
   610   0.178476E+04   0.344859E+02   0.000000E+00  -0.105234E+03   0.543094E-08   0.331666E-04  -0.129165E-05
   611   0.179182E+04   0.343348E+02   0.000000E+00  -0.106558E+03   0.541646E-08   0.331162E-04  -0.128748E-05
   612   0.179904E+04   0.341767E+02   0.000000E+00  -0.107850E+03   0.540203E-08   0.330653E-04  -0.128310E-05
   613   0.180642E+04   0.340116E+02   0.000000E+00  -0.109110E+03   0.538767E-08   0.330140E-04  -0.127854E-05
   614   0.181398E+04   0.338396E+02   0.000000E+00  -0.110337E+03   0.537336E-08   0.329621E-04  -0.127379E-05
   615   0.182169E+04   0.336610E+02   0.000000E+00  -0.111532E+03   0.535911E-08   0.329098E-04  -0.126885E-05
   616   0.182955E+04   0.334759E+02   0.000000E+00  -0.112693E+03   0.534492E-08   0.328571E-04  -0.126372E-05
   617   0.183756E+04   0.332845E+02   0.000000E+00  -0.113820E+03   0.533079E-08   0.328039E-04  -0.125841E-05
   618   0.184571E+04   0.330871E+02   0.000000E+00  -0.114913E+03   0.531672E-08   0.327502E-04  -0.125292E-05
   619   0.185398E+04   0.328836E+02   0.000000E+00  -0.115971E+03   0.530270E-08   0.326960E-04  -0.124725E-05
   620   0.186239E+04   0.326744E+02   0.000000E+00  -0.116994E+03   0.528875E-08   0.326414E-04  -0.124141E-05
   621   0.187092E+04   0.324596E+02   0.000000E+00  -0.117982E+03   0.527484E-08   0.325863E-04  -0.123540E-05
   622   0.187957E+04   0.322392E+02   0.000000E+00  -0.118933E+03   0.526100E-08   0.325307E-04  -0.122921E-05
   623   0.188833E+04   0.320135E+02   0.000000E+00  -0.119848E+03   0.524721E-08   0.324747E-04  -0.122286E-05
   624   0.189718E+04   0.317827E+02   0.000000E+00  -0.120726E+03   0.523348E-08   0.324181E-04  -0.121634E-05
   625   0.190614E+04   0.315469E+02   0.000000E+00  -0.121566E+03   0.521980E-08   0.323612E-04  -0.120966E-05
   626   0.191519E+04   0.313063E+02   0.000000E+00  -0.122368E+03   0.520618E-08   0.323037E-04  -0.120281E-05
   627   0.192431E+04   0.310609E+02   0.000000E+00  -0.123132E+03   0.519262E-08   0.322458E-04  -0.119581E-05
   628   0.193353E+04   0.308110E+02   0.000000E+00  -0.123857E+03   0.517911E-08   0.321874E-04  -0.118866E-05
   629   0.194280E+04   0.305567E+02   0.000000E+00  -0.124543E+03   0.516565E-08   0.321285E-04  -0.118135E-05
   630   0.195214E+04   0.302983E+02   0.000000E+00  -0.125188E+03   0.515225E-08   0.320691E-04  -0.117389E-05
   631   0.196153E+04   0.300357E+02   0.000000E+00  -0.125792E+03   0.513890E-08   0.320093E-04  -0.116628E-05
   632   0.197097E+04   0.297694E+02   0.000000E+00  -0.126356E+03   0.512560E-08   0.319490E-04  -0.115853E-05
   633   0.198046E+04   0.294993E+02   0.000000E+00  -0.126877E+03   0.511236E-08   0.318882E-04  -0.115063E-05
   634   0.198999E+04   0.292256E+02   0.000000E+00  -0.127356E+03   0.509917E-08   0.318269E-04  -0.114259E-05
   635   0.199954E+04   0.289486E+02   0.000000E+00  -0.127791E+03   0.508603E-08   0.317652E-04  -0.113442E-05
   636   0.200911E+04   0.286683E+02   0.000000E+00  -0.128183E+03   0.507294E-08   0.317030E-04  -0.112610E-05
   637   0.201870E+04   0.283851E+02   0.000000E+00  -0.128530E+03   0.505991E-08   0.316403E-04  -0.111766E-05
   638   0.202830E+04   0.280990E+02   0.000000E+00  -0.128832E+03   0.504692E-08   0.315771E-04  -0.110908E-05
   639   0.203789E+04   0.278103E+02   0.000000E+00  -0.129088E+03   0.503399E-08   0.315135E-04  -0.110038E-05
   640   0.204748E+04   0.275189E+02   0.000000E+00  -0.129297E+03   0.502111E-08   0.314494E-04  -0.109155E-05
   641   0.205705E+04   0.272254E+02   0.000000E+00  -0.129459E+03   0.500828E-08   0.313848E-04  -0.108259E-05
   642   0.206660E+04   0.269295E+02   0.000000E+00  -0.129573E+03   0.499550E-08   0.313197E-04  -0.107352E-05
   643   0.207612E+04   0.266318E+02   0.000000E+00  -0.129639E+03   0.498277E-08   0.312541E-04  -0.106433E-05
   644   0.208560E+04   0.263323E+02   0.000000E+00  -0.129654E+03   0.497008E-08   0.311881E-04  -0.105502E-05
   645   0.209503E+04   0.260310E+02   0.000000E+00  -0.129620E+03   0.495745E-08   0.311215E-04  -0.104559E-05
   646   0.210441E+04   0.257283E+02   0.000000E+00  -0.129534E+03   0.494487E-08   0.310545E-04  -0.103606E-05
   647   0.211373E+04   0.254242E+02   0.000000E+00  -0.129397E+03   0.493233E-08   0.309870E-04  -0.102641E-05
   648   0.212297E+04   0.251190E+02   0.000000E+00  -0.129207E+03   0.491984E-08   0.309190E-04  -0.101667E-05
   649   0.213214E+04   0.248129E+02   0.000000E+00  -0.128963E+03   0.490740E-08   0.308506E-04  -0.100681E-05
   650   0.214122E+04   0.245060E+02   0.000000E+00  -0.128666E+03   0.489501E-08   0.307816E-04  -0.996858E-06
   651   0.215021E+04   0.241987E+02   0.000000E+00  -0.128313E+03   0.488266E-08   0.307122E-04  -0.986804E-06
   652   0.215909E+04   0.238910E+02   0.000000E+00  -0.127906E+03   0.487036E-08   0.306423E-04  -0.976654E-06
   653   0.216788E+04   0.235831E+02   0.000000E+00  -0.127446E+03   0.485811E-08   0.305719E-04  -0.966408E-06
   654   0.217657E+04   0.232751E+02   0.000000E+00  -0.126934E+03   0.484591E-08   0.305010E-04  -0.956069E-06
   655   0.218516E+04   0.229672E+02   0.000000E+00  -0.126370E+03   0.483374E-08   0.304296E-04  -0.945637E-06
   656   0.219363E+04   0.226596E+02   0.000000E+00  -0.125756E+03   0.482163E-08   0.303578E-04  -0.935116E-06
   657   0.220201E+04   0.223523E+02   0.000000E+00  -0.125092E+03   0.480956E-08   0.302854E-04  -0.924507E-06
   658   0.221027E+04   0.220456E+02   0.000000E+00  -0.124379E+03   0.479754E-08   0.302126E-04  -0.913811E-06
   659   0.221842E+04   0.217395E+02   0.000000E+00  -0.123618E+03   0.478556E-08   0.301393E-04  -0.903030E-06
   660   0.222645E+04   0.214342E+02   0.000000E+00  -0.122810E+03   0.477362E-08   0.300655E-04  -0.892167E-06
   661   0.223437E+04   0.211297E+02   0.000000E+00  -0.121955E+03   0.476173E-08   0.299913E-04  -0.881222E-06
   662   0.224216E+04   0.208263E+02   0.000000E+00  -0.121056E+03   0.474989E-08   0.299165E-04  -0.870198E-06
   663   0.224983E+04   0.205241E+02   0.000000E+00  -0.120111E+03   0.473809E-08   0.298413E-04  -0.859096E-06
   664   0.225737E+04   0.202232E+02   0.000000E+00  -0.119123E+03   0.472633E-08   0.297656E-04  -0.847918E-06
   665   0.226479E+04   0.199239E+02   0.000000E+00  -0.118093E+03   0.471462E-08   0.296894E-04  -0.836666E-06
   666   0.227206E+04   0.196262E+02   0.000000E+00  -0.117020E+03   0.470295E-08   0.296128E-04  -0.825342E-06
   667   0.227919E+04   0.193304E+02   0.000000E+00  -0.115905E+03   0.469132E-08   0.295357E-04  -0.813947E-06
   668   0.228620E+04   0.190365E+02   0.000000E+00  -0.114751E+03   0.467974E-08   0.294581E-04  -0.802483E-06
   669   0.229305E+04   0.187447E+02   0.000000E+00  -0.113557E+03   0.466819E-08   0.293800E-04  -0.790953E-06
   670   0.229975E+04   0.184553E+02   0.000000E+00  -0.112324E+03   0.465669E-08   0.293014E-04  -0.779356E-06
   671   0.230631E+04   0.181685E+02   0.000000E+00  -0.111053E+03   0.464524E-08   0.292224E-04  -0.767697E-06
   672   0.231270E+04   0.178842E+02   0.000000E+00  -0.109745E+03   0.463382E-08   0.291428E-04  -0.755975E-06
