#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   1.5894316E+07   1.5894316E+07   2.1184009E+07   1.1619535E+04   1.2117280E+07   1.5894342E+07   1.5894316E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   1.5894310E+07   1.5894310E+07   2.1181825E+07   1.1618764E+04   1.2116962E+07   1.5894336E+07   1.5894310E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   1.5894303E+07   1.5894303E+07   2.1179074E+07   1.1617793E+04   1.2116560E+07   1.5894329E+07   1.5894303E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   1.5894295E+07   1.5894295E+07   2.1175613E+07   1.1616571E+04   1.2116056E+07   1.5894320E+07   1.5894295E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   1.5894284E+07   1.5894284E+07   2.1171256E+07   1.1615033E+04   1.2115420E+07   1.5894309E+07   1.5894284E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   1.5894271E+07   1.5894271E+07   2.1165772E+07   1.1613096E+04   1.2114620E+07   1.5894295E+07   1.5894271E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   1.5894254E+07   1.5894254E+07   2.1158869E+07   1.1610659E+04   1.2113614E+07   1.5894277E+07   1.5894254E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   1.5894232E+07   1.5894232E+07   2.1150183E+07   1.1607592E+04   1.2112348E+07   1.5894255E+07   1.5894232E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   1.5894205E+07   1.5894205E+07   2.1139252E+07   1.1603732E+04   1.2110755E+07   1.5894226E+07   1.5894205E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   1.5894171E+07   1.5894171E+07   2.1125499E+07   1.1598875E+04   1.2108751E+07   1.5894191E+07   1.5894171E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
