#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   1.6529767E+07   1.6529767E+07   2.2030531E+07   1.1785905E+04   1.4222765E+07   1.6529789E+07   1.6529767E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   1.6529762E+07   1.6529762E+07   2.2028153E+07   1.1785086E+04   1.4222362E+07   1.6529784E+07   1.6529762E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   1.6529754E+07   1.6529754E+07   2.2025159E+07   1.1784055E+04   1.4221855E+07   1.6529776E+07   1.6529754E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   1.6529745E+07   1.6529745E+07   2.2021391E+07   1.1782756E+04   1.4221217E+07   1.6529767E+07   1.6529745E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   1.6529734E+07   1.6529734E+07   2.2016648E+07   1.1781122E+04   1.4220413E+07   1.6529755E+07   1.6529734E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   1.6529720E+07   1.6529720E+07   2.2010678E+07   1.1779065E+04   1.4219402E+07   1.6529740E+07   1.6529720E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   1.6529702E+07   1.6529702E+07   2.2003164E+07   1.1776476E+04   1.4218130E+07   1.6529722E+07   1.6529702E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   1.6529680E+07   1.6529680E+07   2.1993709E+07   1.1773218E+04   1.4216529E+07   1.6529698E+07   1.6529680E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   1.6529651E+07   1.6529651E+07   2.1981810E+07   1.1769117E+04   1.4214515E+07   1.6529669E+07   1.6529651E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   1.6529616E+07   1.6529616E+07   2.1966840E+07   1.1763957E+04   1.4211982E+07   1.6529631E+07   1.6529616E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   1.6529571E+07   1.6529571E+07   2.1948007E+07   1.1757464E+04   1.4208797E+07   1.6529585E+07   1.6529571E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
