#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   4.5708828E+06   4.5708828E+06   6.0938559E+06   1.1594619E+04   1.7406596E+05   4.5710658E+06   4.5708828E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   4.5708816E+06   4.5708816E+06   6.0936848E+06   1.1594419E+04   1.7406343E+05   4.5710645E+06   4.5708816E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   4.5708801E+06   4.5708801E+06   6.0934694E+06   1.1594166E+04   1.7406025E+05   4.5710629E+06   4.5708801E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   4.5708782E+06   4.5708782E+06   6.0931982E+06   1.1593849E+04   1.7405624E+05   4.5710608E+06   4.5708782E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   4.5708758E+06   4.5708758E+06   6.0928569E+06   1.1593449E+04   1.7405120E+05   4.5710581E+06   4.5708758E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   4.5708728E+06   4.5708728E+06   6.0924272E+06   1.1592946E+04   1.7404485E+05   4.5710548E+06   4.5708728E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   4.5708690E+06   4.5708690E+06   6.0918863E+06   1.1592312E+04   1.7403686E+05   4.5710507E+06   4.5708690E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   4.5708642E+06   4.5708642E+06   6.0912054E+06   1.1591515E+04   1.7402680E+05   4.5710454E+06   4.5708642E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   4.5708581E+06   4.5708581E+06   6.0903484E+06   1.1590511E+04   1.7401413E+05   4.5710389E+06   4.5708581E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   4.5708505E+06   4.5708505E+06   6.0892695E+06   1.1589247E+04   1.7399820E+05   4.5710306E+06   4.5708505E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   4.5708409E+06   4.5708409E+06   6.0879116E+06   1.1587656E+04   1.7397814E+05   4.5710201E+06   4.5708409E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   4.5708289E+06   4.5708289E+06   6.0862025E+06   1.1585654E+04   1.7395290E+05   4.5710070E+06   4.5708289E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   4.5708137E+06   4.5708137E+06   6.0840515E+06   1.1583134E+04   1.7392115E+05   4.5709904E+06   4.5708137E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
