#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   1.6220547E+07   1.6220547E+07   2.1618606E+07   1.1702522E+04   1.3157157E+07   1.6220571E+07   1.6220547E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   1.6220541E+07   1.6220541E+07   2.1616323E+07   1.1701727E+04   1.3156797E+07   1.6220565E+07   1.6220541E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   1.6220534E+07   1.6220534E+07   2.1613450E+07   1.1700725E+04   1.3156345E+07   1.6220558E+07   1.6220534E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   1.6220526E+07   1.6220526E+07   2.1609833E+07   1.1699465E+04   1.3155776E+07   1.6220549E+07   1.6220526E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   1.6220515E+07   1.6220515E+07   2.1605280E+07   1.1697878E+04   1.3155059E+07   1.6220537E+07   1.6220515E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   1.6220501E+07   1.6220501E+07   2.1599550E+07   1.1695881E+04   1.3154158E+07   1.6220523E+07   1.6220501E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   1.6220483E+07   1.6220483E+07   2.1592338E+07   1.1693367E+04   1.3153023E+07   1.6220505E+07   1.6220483E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   1.6220461E+07   1.6220461E+07   2.1583262E+07   1.1690203E+04   1.3151595E+07   1.6220482E+07   1.6220461E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   1.6220434E+07   1.6220434E+07   2.1571842E+07   1.1686221E+04   1.3149799E+07   1.6220453E+07   1.6220434E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   1.6220399E+07   1.6220399E+07   2.1557472E+07   1.1681211E+04   1.3147540E+07   1.6220416E+07   1.6220399E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   1.6220355E+07   1.6220355E+07   2.1539394E+07   1.1674907E+04   1.3144699E+07   1.6220371E+07   1.6220355E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   1.6220300E+07   1.6220300E+07   2.1516655E+07   1.1666976E+04   1.3141127E+07   1.6220313E+07   1.6220300E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   1.6220231E+07   1.6220231E+07   2.1488061E+07   1.1656999E+04   1.3136637E+07   1.6220241E+07   1.6220231E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   1.6220143E+07   1.6220143E+07   2.1452114E+07   1.1644454E+04   1.3130998E+07   1.6220149E+07   1.6220143E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-05   1.6220033E+07   1.6220033E+07   2.1406940E+07   1.1628681E+04   1.3123918E+07   1.6220035E+07   1.6220033E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-05   1.6219895E+07   1.6219895E+07   2.1350196E+07   1.1608859E+04   1.3115034E+07   1.6219890E+07   1.6219895E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-05   1.6219721E+07   1.6219721E+07   2.1278960E+07   1.1583958E+04   1.3103898E+07   1.6219708E+07   1.6219721E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
