#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   9.7120786E+06   9.7120786E+06   1.2946431E+07   1.0897377E+04   2.0940790E+06   9.7121541E+06   9.7120786E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   9.7120756E+06   9.7120756E+06   1.2945648E+07   1.0896961E+04   2.0940457E+06   9.7121510E+06   9.7120756E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   9.7120718E+06   9.7120718E+06   1.2944663E+07   1.0896437E+04   2.0940038E+06   9.7121470E+06   9.7120718E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   9.7120671E+06   9.7120671E+06   1.2943423E+07   1.0895778E+04   2.0939511E+06   9.7121419E+06   9.7120671E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   9.7120612E+06   9.7120612E+06   1.2941862E+07   1.0894947E+04   2.0938847E+06   9.7121356E+06   9.7120612E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   9.7120537E+06   9.7120537E+06   1.2939898E+07   1.0893902E+04   2.0938012E+06   9.7121277E+06   9.7120537E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   9.7120442E+06   9.7120442E+06   1.2937424E+07   1.0892587E+04   2.0936961E+06   9.7121176E+06   9.7120442E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   9.7120323E+06   9.7120323E+06   1.2934312E+07   1.0890931E+04   2.0935638E+06   9.7121050E+06   9.7120323E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   9.7120174E+06   9.7120174E+06   1.2930394E+07   1.0888847E+04   2.0933974E+06   9.7120891E+06   9.7120174E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   9.7119986E+06   9.7119986E+06   1.2925463E+07   1.0886223E+04   2.0931879E+06   9.7120691E+06   9.7119986E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   9.7119749E+06   9.7119749E+06   1.2919258E+07   1.0882922E+04   2.0929244E+06   9.7120440E+06   9.7119749E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   9.7119451E+06   9.7119451E+06   1.2911451E+07   1.0878767E+04   2.0925929E+06   9.7120123E+06   9.7119451E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
