#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   7.4541646E+06   7.4541646E+06   9.9371312E+06   1.1021027E+04   8.7489390E+05   7.4542716E+06   7.4541646E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   7.4541624E+06   7.4541624E+06   9.9366739E+06   1.1020710E+04   8.7488100E+05   7.4542693E+06   7.4541624E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   7.4541597E+06   7.4541597E+06   9.9360983E+06   1.1020311E+04   8.7486477E+05   7.4542663E+06   7.4541597E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   7.4541562E+06   7.4541562E+06   9.9353737E+06   1.1019810E+04   8.7484434E+05   7.4542626E+06   7.4541562E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   7.4541519E+06   7.4541519E+06   9.9344615E+06   1.1019178E+04   8.7481862E+05   7.4542580E+06   7.4541519E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   7.4541464E+06   7.4541464E+06   9.9333133E+06   1.1018382E+04   8.7478624E+05   7.4542521E+06   7.4541464E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   7.4541395E+06   7.4541395E+06   9.9318679E+06   1.1017381E+04   8.7474549E+05   7.4542448E+06   7.4541395E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   7.4541309E+06   7.4541309E+06   9.9300486E+06   1.1016120E+04   8.7469420E+05   7.4542355E+06   7.4541309E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   7.4541200E+06   7.4541200E+06   9.9277587E+06   1.1014534E+04   8.7462966E+05   7.4542238E+06   7.4541200E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   7.4541063E+06   7.4541063E+06   9.9248766E+06   1.1012537E+04   8.7454843E+05   7.4542091E+06   7.4541063E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   7.4540890E+06   7.4540890E+06   9.9212494E+06   1.1010023E+04   8.7444623E+05   7.4541906E+06   7.4540890E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   7.4540672E+06   7.4540672E+06   9.9166847E+06   1.1006860E+04   8.7431765E+05   7.4541672E+06   7.4540672E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   7.4540399E+06   7.4540399E+06   9.9109411E+06   1.1002879E+04   8.7415591E+05   7.4541379E+06   7.4540399E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   7.4540054E+06   7.4540054E+06   9.9037148E+06   1.0997870E+04   8.7395251E+05   7.4541010E+06   7.4540054E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-05   7.4539621E+06   7.4539621E+06   9.8946245E+06   1.0991567E+04   8.7369678E+05   7.4540545E+06   7.4539621E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-05   7.4539075E+06   7.4539075E+06   9.8831919E+06   1.0983638E+04   8.7337536E+05   7.4539960E+06   7.4539075E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-05   7.4538388E+06   7.4538388E+06   9.8688171E+06   1.0973666E+04   8.7297156E+05   7.4539223E+06   7.4538388E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-05   7.4537523E+06   7.4537523E+06   9.8507486E+06   1.0961127E+04   8.7246454E+05   7.4538296E+06   7.4537523E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-05   7.4536435E+06   7.4536435E+06   9.8280468E+06   1.0945364E+04   8.7182834E+05   7.4537130E+06   7.4536435E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-05   7.4535066E+06   7.4535066E+06   9.7995379E+06   1.0925556E+04   8.7103075E+05   7.4535662E+06   7.4535066E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-04   7.4533344E+06   7.4533344E+06   9.7637599E+06   1.0900679E+04   8.7003189E+05   7.4533815E+06   7.4533344E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
