#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   1.2008729E+07   1.2008729E+07   1.6006983E+07   1.0987501E+04   4.3033072E+06   1.2008782E+07   1.2008729E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   1.2008725E+07   1.2008725E+07   1.6005772E+07   1.0986971E+04   4.3032288E+06   1.2008778E+07   1.2008725E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   1.2008720E+07   1.2008720E+07   1.6004249E+07   1.0986304E+04   4.3031300E+06   1.2008773E+07   1.2008720E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   1.2008714E+07   1.2008714E+07   1.6002331E+07   1.0985464E+04   4.3030057E+06   1.2008766E+07   1.2008714E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   1.2008706E+07   1.2008706E+07   1.5999916E+07   1.0984407E+04   4.3028493E+06   1.2008758E+07   1.2008706E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   1.2008697E+07   1.2008697E+07   1.5996878E+07   1.0983077E+04   4.3026524E+06   1.2008748E+07   1.2008697E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   1.2008684E+07   1.2008684E+07   1.5993053E+07   1.0981402E+04   4.3024045E+06   1.2008735E+07   1.2008684E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   1.2008669E+07   1.2008669E+07   1.5988239E+07   1.0979294E+04   4.3020927E+06   1.2008719E+07   1.2008669E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   1.2008650E+07   1.2008650E+07   1.5982180E+07   1.0976641E+04   4.3017003E+06   1.2008699E+07   1.2008650E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   1.2008626E+07   1.2008626E+07   1.5974556E+07   1.0973302E+04   4.3012066E+06   1.2008673E+07   1.2008626E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   1.2008595E+07   1.2008595E+07   1.5964963E+07   1.0969100E+04   4.3005857E+06   1.2008641E+07   1.2008595E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   1.2008557E+07   1.2008557E+07   1.5952893E+07   1.0963812E+04   4.2998047E+06   1.2008601E+07   1.2008557E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   1.2008508E+07   1.2008508E+07   1.5937711E+07   1.0957160E+04   4.2988228E+06   1.2008550E+07   1.2008508E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   1.2008447E+07   1.2008447E+07   1.5918617E+07   1.0948792E+04   4.2975888E+06   1.2008485E+07   1.2008447E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-05   1.2008371E+07   1.2008371E+07   1.5894610E+07   1.0938267E+04   4.2960384E+06   1.2008405E+07   1.2008371E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-05   1.2008274E+07   1.2008274E+07   1.5864436E+07   1.0925034E+04   4.2940916E+06   1.2008303E+07   1.2008274E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-05   1.2008153E+07   1.2008153E+07   1.5826527E+07   1.0908400E+04   4.2916489E+06   1.2008175E+07   1.2008153E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-05   1.2008000E+07   1.2008000E+07   1.5778925E+07   1.0887501E+04   4.2885864E+06   1.2008014E+07   1.2008000E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-05   1.2007808E+07   1.2007808E+07   1.5719192E+07   1.0861255E+04   4.2847510E+06   1.2007811E+07   1.2007808E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-05   1.2007567E+07   1.2007567E+07   1.5644298E+07   1.0828317E+04   4.2799542E+06   1.2007556E+07   1.2007567E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-04   1.2007263E+07   1.2007263E+07   1.5550495E+07   1.0787012E+04   4.2739653E+06   1.2007236E+07   1.2007263E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-04   1.2006881E+07   1.2006881E+07   1.5433166E+07   1.0735269E+04   4.2665042E+06   1.2006833E+07   1.2006881E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-04   1.2006400E+07   1.2006400E+07   1.5286658E+07   1.0670532E+04   4.2572343E+06   1.2006326E+07   1.2006400E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-04   1.2005797E+07   1.2005797E+07   1.5104101E+07   1.0589670E+04   4.2457570E+06   1.2005689E+07   1.2005797E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-04   1.2005038E+07   1.2005038E+07   1.4877234E+07   1.0488871E+04   4.2316086E+06   1.2004889E+07   1.2005038E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-04   1.2004087E+07   1.2004087E+07   1.4596256E+07   1.0363542E+04   4.2142641E+06   1.2003885E+07   1.2004087E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-04   1.2002893E+07   1.2002893E+07   1.4249746E+07   1.0208216E+04   4.1931511E+06   1.2002626E+07   1.2002893E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-04   1.2001397E+07   1.2001397E+07   1.3824726E+07   1.0016497E+04   4.1676805E+06   1.2001048E+07   1.2001397E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-04   1.1999525E+07   1.1999525E+07   1.3306972E+07   9.7810741E+03   4.1373036E+06   1.1999073E+07   1.1999525E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-04   1.1997185E+07   1.1997185E+07   1.2681718E+07   9.4938589E+03   4.1016042E+06   1.1996605E+07   1.1997185E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-04   1.1994265E+07   1.1994265E+07   1.1934961E+07   9.1463248E+03   4.0604373E+06   1.1993525E+07   1.1994265E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-04   1.1990629E+07   1.1990629E+07   1.1055600E+07   8.7301518E+03   4.0141167E+06   1.1989690E+07   1.1990629E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-04   1.1986114E+07   1.1986114E+07   1.0038652E+07   8.2382986E+03   3.9636390E+06   1.1984928E+07   1.1986114E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-04   1.1980523E+07   1.1980523E+07   8.8896422E+06   7.6666171E+03   3.9108961E+06   1.1979032E+07   1.1980523E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-04   1.1973625E+07   1.1973625E+07   7.6299396E+06   7.0160655E+03   3.8587621E+06   1.1971759E+07   1.1973625E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-04   1.1965149E+07   1.1965149E+07   6.3020995E+06   6.2953968E+03   3.8108527E+06   1.1962825E+07   1.1965149E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-04   1.1954784E+07   1.1954784E+07   4.9731012E+06   5.5238551E+03   3.7706668E+06   1.1951903E+07   1.1954784E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-04   1.1942170E+07   1.1942170E+07   3.7318866E+06   4.7328525E+03   3.7398303E+06   1.1938621E+07   1.1942170E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-04   1.1926901E+07   1.1926901E+07   2.6765762E+06   3.9649360E+03   3.7154837E+06   1.1922558E+07   1.1926901E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-04   1.1908514E+07   1.1908514E+07   1.8880752E+06   3.2679840E+03   3.6877506E+06   1.1903241E+07   1.1908514E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-03   1.1886479E+07   1.1886479E+07   1.3934564E+06   2.6834097E+03   3.6397436E+06   1.1880135E+07   1.1886479E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-03   1.1860185E+07   1.1860185E+07   1.1362675E+06   2.2303917E+03   3.5536853E+06   1.1852633E+07   1.1860185E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-03   1.1828928E+07   1.1828928E+07   9.8565850E+05   1.8940114E+03   3.4244173E+06   1.1820046E+07   1.1828928E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-03   1.1791915E+07   1.1791915E+07   8.0974672E+05   1.6300002E+03   3.2721475E+06   1.1781606E+07   1.1791915E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-03   1.1748279E+07   1.1748279E+07   5.8143507E+05   1.3929937E+03   3.1339844E+06   1.1736485E+07   1.1748279E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-03   1.1697119E+07   1.1697119E+07   3.9875171E+05   1.1710422E+03   3.0234121E+06   1.1683822E+07   1.1697119E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-03   1.1637508E+07   1.1637508E+07   3.3396495E+05   9.8534725E+02   2.9028991E+06   1.1622719E+07   1.1637508E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-03   1.1568466E+07   1.1568466E+07   2.9729093E+05   8.4454182E+02   2.7441449E+06   1.1552210E+07   1.1568466E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-03   1.1488938E+07   1.1488938E+07   2.0989586E+05   7.2467514E+02   2.5941711E+06   1.1471232E+07   1.1488938E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-03   1.1397822E+07   1.1397822E+07   1.6086546E+05   6.1661137E+02   2.4633892E+06   1.1378662E+07   1.1397822E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-03   1.1293963E+07   1.1293963E+07   1.3355844E+05   5.2849804E+02   2.3009898E+06   1.1273340E+07   1.1293963E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-03   1.1176128E+07   1.1176128E+07   9.3562683E+04   4.4921563E+02   2.1541304E+06   1.1154041E+07   1.1176128E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-03   1.1043036E+07   1.1043036E+07   8.3008108E+04   3.8221533E+02   1.9860490E+06   1.1019506E+07   1.1043036E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-03   1.0893368E+07   1.0893368E+07   5.8217158E+04   3.2274781E+02   1.8309336E+06   1.0868456E+07   1.0893368E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-03   1.0725822E+07   1.0725822E+07   4.5547752E+04   2.7164908E+02   1.6670512E+06   1.0699644E+07   1.0725822E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-03   1.0539110E+07   1.0539110E+07   3.8490647E+04   2.2739033E+02   1.5126505E+06   1.0511798E+07   1.0539110E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-03   1.0331915E+07   1.0331915E+07   2.8916124E+04   1.8927768E+02   1.3623893E+06   1.0303578E+07   1.0331915E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-03   1.0102891E+07   1.0102891E+07   2.2064777E+04   1.5637536E+02   1.2154154E+06   1.0073712E+07   1.0102891E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-03   9.8507470E+06   9.8507470E+06   1.7008365E+04   1.2852978E+02   1.0760144E+06   9.8209225E+06   9.8507470E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-03   9.5741758E+06   9.5741758E+06   1.3422389E+04   1.0482618E+02   9.4229386E+05   9.5439061E+06   9.5741758E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-02   9.2718886E+06   9.2718886E+06   9.8130574E+03   8.4868675E+01   8.1825062E+05   9.2414048E+06   9.2718886E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-02   8.9426395E+06   8.9426395E+06   7.4433986E+03   6.8105850E+01   7.0687850E+05   8.9121764E+06   8.9426395E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-02   8.5852942E+06   8.5852942E+06   5.5702835E+03   5.4243214E+01   6.0197863E+05   8.5551040E+06   8.5852942E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-02   8.1989384E+06   8.1989384E+06   4.3765413E+03   4.2785236E+01   5.0864554E+05   8.1692746E+06   8.1989384E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-02   7.7830915E+06   7.7830915E+06   3.2404847E+03   3.3427012E+01   4.2539857E+05   7.7542091E+06   7.7830915E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-02   7.3380366E+06   7.3380366E+06   2.4102672E+03   2.5848792E+01   3.5219298E+05   7.3101870E+06   7.3380366E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025981E-02   6.8653128E+06   6.8653128E+06   1.7595737E+03   1.9773612E+01   2.8784126E+05   6.8387366E+06   6.8653128E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591515E-02   6.3683855E+06   6.3683855E+06   1.2833256E+03   1.4953426E+01   2.3250732E+05   6.3433013E+06   6.3683855E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6469777E-02   5.8534882E+06   5.8534882E+06   9.4785687E+02   1.1172899E+01   1.8591130E+05   5.8300799E+06   5.8534882E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9696307E-02   5.3307019E+06   5.3307019E+06   6.8105465E+02   8.2511992E+00   1.4647078E+05   5.3091019E+06   5.3307019E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3297505E-02   4.8156760E+06   4.8156760E+06   4.8245314E+02   6.0359489E+00   1.1465667E+05   4.7959407E+06   4.8156760E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7251094E-02   4.3321096E+06   4.3321096E+06   3.6782806E+02   4.4044090E+00   8.9638653E+04   4.3141853E+06   4.3321096E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1413906E-02   3.9104450E+06   3.9104450E+06   2.5320645E+02   3.2560920E+00   7.0805069E+04   3.8941387E+06   3.9104450E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.5525600E-02   3.5728514E+06   3.5728514E+06   1.9659399E+02   2.4845885E+00   5.7320985E+04   3.5578621E+06   3.5728514E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.9387658E-02   3.3160977E+06   3.3160977E+06   1.5159535E+02   1.9724361E+00   4.8189218E+04   3.3021213E+06   3.3160977E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2967249E-02   3.1198882E+06   3.1198882E+06   1.2587961E+02   1.6212551E+00   4.1605143E+04   3.1066921E+06   3.1198882E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.6318195E-02   2.9639108E+06   2.9639108E+06   1.0604227E+02   1.3674353E+00   3.6671269E+04   2.9513390E+06   2.9639108E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9505773E-02   2.8334774E+06   2.8334774E+06   8.9938703E+01   1.1745137E+00   3.2818787E+04   2.8214309E+06   2.8334774E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.2583763E-02   2.7187708E+06   2.7187708E+06   8.0934070E+01   1.0214904E+00   2.9666234E+04   2.7071892E+06   2.7187708E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.5592900E-02   2.6132750E+06   2.6132750E+06   6.7217193E+01   8.9592370E-01   2.7001962E+04   2.6021239E+06   2.6132750E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.8563812E-02   2.5126707E+06   2.5126707E+06   6.1676118E+01   7.9014759E-01   2.4720525E+04   2.5019328E+06   2.5126707E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.1519949E-02   2.4141738E+06   2.4141738E+06   5.4796592E+01   6.9922078E-01   2.2598934E+04   2.4038431E+06   2.4141738E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4479741E-02   2.3161473E+06   2.3161473E+06   4.5741280E+01   6.1985980E-01   2.0758577E+04   2.3062242E+06   2.3161473E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.7458096E-02   2.2178603E+06   2.2178603E+06   4.3047286E+01   5.4994647E-01   1.9074478E+04   2.2083479E+06   2.2178603E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.0467419E-02   2.1193193E+06   2.1193193E+06   3.7231200E+01   4.8797882E-01   1.7455956E+04   2.1102206E+06   2.1193193E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3518315E-02   2.0211283E+06   2.0211283E+06   3.2556152E+01   4.3288229E-01   1.6060758E+04   2.0124432E+06   2.0211283E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.6620078E-02   1.9243502E+06   1.9243502E+06   2.9432401E+01   3.8396457E-01   1.4694161E+04   1.9160739E+06   1.9243502E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.9781043E-02   1.8303557E+06   1.8303557E+06   2.6008076E+01   3.4059804E-01   1.3515458E+04   1.8224776E+06   1.8303557E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3008836E-02   1.7406551E+06   1.7406551E+06   2.2601163E+01   3.0236887E-01   1.2406686E+04   1.7331576E+06   1.7406551E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.6310557E-02   1.6567132E+06   1.6567132E+06   2.0141479E+01   2.6882252E-01   1.1421631E+04   1.6495724E+06   1.6567132E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.9692920E-02   1.5797582E+06   1.5797582E+06   1.7650854E+01   2.3956624E-01   1.0542202E+04   1.5729447E+06   1.5797582E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0316235E-01   1.5105994E+06   1.5105994E+06   1.5753824E+01   2.1415563E-01   9.7667063E+03   1.5040804E+06   1.5105994E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0672508E-01   1.4494765E+06   1.4494765E+06   1.4057997E+01   1.9214828E-01   9.0947709E+03   1.4432177E+06   1.4494765E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1038719E-01   1.3959627E+06   1.3959627E+06   1.2629761E+01   1.7305779E-01   8.5167959E+03   1.3899319E+06   1.3959627E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1415464E-01   1.3489490E+06   1.3489490E+06   1.1908281E+01   1.5640920E-01   8.0061002E+03   1.3431185E+06   1.3489490E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1803337E-01   1.3067259E+06   1.3067259E+06   1.0735972E+01   1.4173797E-01   7.5302673E+03   1.3010752E+06   1.3067259E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2202924E-01   1.2671715E+06   1.2671715E+06   9.6351996E+00   1.2860147E-01   7.1273138E+03   1.2616895E+06   1.2671715E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2614813E-01   1.2280368E+06   1.2280368E+06   8.5891376E+00   1.1664241E-01   6.7233448E+03   1.2227220E+06   1.2280368E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3039588E-01   1.1872951E+06   1.1872951E+06   7.9106859E+00   1.0557945E-01   6.3415531E+03   1.1821546E+06   1.1872951E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3477839E-01   1.1435033E+06   1.1435033E+06   7.0938841E+00   9.5233135E-02   5.9676070E+03   1.1385505E+06   1.1435033E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3930154E-01   1.0961021E+06   1.0961021E+06   6.4141034E+00   8.5523314E-02   5.5934452E+03   1.0913530E+06   1.0961021E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
