#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   6.6450811E+06   6.6450811E+06   8.8587172E+06   1.1125753E+04   6.0022181E+05   6.6452036E+06   6.6450811E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   6.6450792E+06   6.6450792E+06   8.8583546E+06   1.1125470E+04   6.0021308E+05   6.6452016E+06   6.6450792E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   6.6450768E+06   6.6450768E+06   8.8578981E+06   1.1125114E+04   6.0020208E+05   6.6451990E+06   6.6450768E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   6.6450738E+06   6.6450738E+06   8.8573235E+06   1.1124665E+04   6.0018825E+05   6.6451958E+06   6.6450738E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   6.6450700E+06   6.6450700E+06   8.8566000E+06   1.1124100E+04   6.0017083E+05   6.6451917E+06   6.6450700E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   6.6450653E+06   6.6450653E+06   8.8556894E+06   1.1123389E+04   6.0014891E+05   6.6451866E+06   6.6450653E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   6.6450593E+06   6.6450593E+06   8.8545431E+06   1.1122493E+04   6.0012131E+05   6.6451801E+06   6.6450593E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   6.6450517E+06   6.6450517E+06   8.8531002E+06   1.1121367E+04   6.0008658E+05   6.6451720E+06   6.6450517E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   6.6450422E+06   6.6450422E+06   8.8512840E+06   1.1119948E+04   6.0004287E+05   6.6451618E+06   6.6450422E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   6.6450303E+06   6.6450303E+06   8.8489981E+06   1.1118162E+04   5.9998786E+05   6.6451489E+06   6.6450303E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
