#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   1.3149840E+07   1.3149840E+07   1.7527494E+07   1.1108716E+04   5.9273476E+06   1.3149884E+07   1.3149840E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   1.3149835E+07   1.3149835E+07   1.7526032E+07   1.1108123E+04   5.9272293E+06   1.3149879E+07   1.3149835E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   1.3149830E+07   1.3149830E+07   1.7524192E+07   1.1107376E+04   5.9270803E+06   1.3149874E+07   1.3149830E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   1.3149823E+07   1.3149823E+07   1.7521876E+07   1.1106437E+04   5.9268928E+06   1.3149867E+07   1.3149823E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   1.3149815E+07   1.3149815E+07   1.7518960E+07   1.1105254E+04   5.9266567E+06   1.3149858E+07   1.3149815E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   1.3149804E+07   1.3149804E+07   1.7515290E+07   1.1103765E+04   5.9263597E+06   1.3149846E+07   1.3149804E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   1.3149790E+07   1.3149790E+07   1.7510670E+07   1.1101890E+04   5.9259858E+06   1.3149832E+07   1.3149790E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   1.3149773E+07   1.3149773E+07   1.7504856E+07   1.1099531E+04   5.9255154E+06   1.3149814E+07   1.3149773E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   1.3149752E+07   1.3149752E+07   1.7497539E+07   1.1096562E+04   5.9249235E+06   1.3149792E+07   1.3149752E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   1.3149725E+07   1.3149725E+07   1.7488332E+07   1.1092826E+04   5.9241789E+06   1.3149763E+07   1.3149725E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   1.3149691E+07   1.3149691E+07   1.7476748E+07   1.1088124E+04   5.9232423E+06   1.3149727E+07   1.3149691E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   1.3149648E+07   1.3149648E+07   1.7462174E+07   1.1082207E+04   5.9220645E+06   1.3149682E+07   1.3149648E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   1.3149594E+07   1.3149594E+07   1.7443843E+07   1.1074764E+04   5.9205839E+06   1.3149626E+07   1.3149594E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   1.3149526E+07   1.3149526E+07   1.7420792E+07   1.1065402E+04   5.9187233E+06   1.3149554E+07   1.3149526E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-05   1.3149441E+07   1.3149441E+07   1.7391813E+07   1.1053629E+04   5.9163861E+06   1.3149464E+07   1.3149441E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-05   1.3149333E+07   1.3149333E+07   1.7355397E+07   1.1038827E+04   5.9134522E+06   1.3149351E+07   1.3149333E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-05   1.3149198E+07   1.3149198E+07   1.7309653E+07   1.1020225E+04   5.9097717E+06   1.3149209E+07   1.3149198E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-05   1.3149028E+07   1.3149028E+07   1.7252229E+07   1.0996857E+04   5.9051591E+06   1.3149030E+07   1.3149028E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-05   1.3148814E+07   1.3148814E+07   1.7180192E+07   1.0967518E+04   5.8993850E+06   1.3148805E+07   1.3148814E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-05   1.3148545E+07   1.3148545E+07   1.7089910E+07   1.0930710E+04   5.8921676E+06   1.3148522E+07   1.3148545E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-04   1.3148206E+07   1.3148206E+07   1.6976892E+07   1.0884572E+04   5.8831630E+06   1.3148166E+07   1.3148206E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-04   1.3147780E+07   1.3147780E+07   1.6835621E+07   1.0826803E+04   5.8719550E+06   1.3147718E+07   1.3147780E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-04   1.3147245E+07   1.3147245E+07   1.6659361E+07   1.0754573E+04   5.8580459E+06   1.3147155E+07   1.3147245E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-04   1.3146573E+07   1.3146573E+07   1.6439958E+07   1.0664424E+04   5.8408495E+06   1.3146448E+07   1.3146573E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-04   1.3145729E+07   1.3145729E+07   1.6167658E+07   1.0552163E+04   5.8196900E+06   1.3145560E+07   1.3145729E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-04   1.3144669E+07   1.3144669E+07   1.5830967E+07   1.0412761E+04   5.7938111E+06   1.3144446E+07   1.3144669E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-04   1.3143341E+07   1.3143341E+07   1.5416615E+07   1.0240272E+04   5.7624027E+06   1.3143048E+07   1.3143341E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-04   1.3141677E+07   1.3141677E+07   1.4909723E+07   1.0027805E+04   5.7246553E+06   1.3141298E+07   1.3141677E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-04   1.3139595E+07   1.3139595E+07   1.4294301E+07   9.7675750E+03   5.6798552E+06   1.3139108E+07   1.3139595E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-04   1.3136994E+07   1.3136994E+07   1.3554260E+07   9.4511283E+03   5.6275342E+06   1.3136372E+07   1.3136994E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-04   1.3133751E+07   1.3133751E+07   1.2675196E+07   9.0697985E+03   5.5676881E+06   1.3132961E+07   1.3133751E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-04   1.3129717E+07   1.3129717E+07   1.1647199E+07   8.6155328E+03   5.5010605E+06   1.3128717E+07   1.3129717E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-04   1.3124711E+07   1.3124711E+07   1.0468912E+07   8.0822024E+03   5.4294634E+06   1.3123452E+07   1.3124711E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-04   1.3118520E+07   1.3118520E+07   9.1528559E+06   7.4675025E+03   5.3560395E+06   1.3116941E+07   1.3118520E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-04   1.3110892E+07   1.3110892E+07   7.7314711E+06   6.7754395E+03   5.2852730E+06   1.3108919E+07   1.3110892E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-04   1.3101532E+07   1.3101532E+07   6.2624043E+06   6.0191578E+03   5.2224229E+06   1.3099078E+07   1.3101532E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-04   1.3090103E+07   1.3090103E+07   4.8300504E+06   5.2234166E+03   5.1719614E+06   1.3087065E+07   1.3090103E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-04   1.3076215E+07   1.3076215E+07   3.5388002E+06   4.4253865E+03   5.1347277E+06   1.3072476E+07   1.3076215E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-04   1.3059427E+07   1.3059427E+07   2.4930454E+06   3.6718071E+03   5.1041843E+06   1.3054855E+07   1.3059427E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-04   1.3039230E+07   1.3039230E+07   1.7624665E+06   3.0105456E+03   5.0637188E+06   1.3033683E+07   1.3039230E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-03   1.3015041E+07   1.3015041E+07   1.3416923E+06   2.4763250E+03   4.9890374E+06   1.3008372E+07   1.3015041E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-03   1.2986181E+07   1.2986181E+07   1.1305911E+06   2.0749322E+03   4.8600791E+06   1.2978246E+07   1.2986181E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-03   1.2951871E+07   1.2951871E+07   9.7198191E+05   1.7765388E+03   4.6805853E+06   1.2942543E+07   1.2951871E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-03   1.2911238E+07   1.2911238E+07   7.5630682E+05   1.5306189E+03   4.4877443E+06   1.2900416E+07   1.2911238E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-03   1.2863344E+07   1.2863344E+07   5.1743175E+05   1.3013937E+03   4.3241325E+06   1.2850963E+07   1.2863344E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-03   1.2807218E+07   1.2807218E+07   3.7676355E+05   1.0934799E+03   4.1803415E+06   1.2793254E+07   1.2807218E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-03   1.2741848E+07   1.2741848E+07   3.4057715E+05   9.2922566E+02   3.9984526E+06   1.2726305E+07   1.2741848E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-03   1.2666151E+07   1.2666151E+07   2.7574241E+05   8.0135448E+02   3.7831699E+06   1.2649043E+07   1.2666151E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-03   1.2578971E+07   1.2578971E+07   1.8448842E+05   6.8562313E+02   3.6030733E+06   1.2560304E+07   1.2578971E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-03   1.2479110E+07   1.2479110E+07   1.5781295E+05   5.8652295E+02   3.4141035E+06   1.2458872E+07   1.2479110E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-03   1.2365298E+07   1.2365298E+07   1.1559301E+05   5.0401155E+02   3.1981955E+06   1.2343470E+07   1.2365298E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-03   1.2236184E+07   1.2236184E+07   9.4278599E+04   4.2946271E+02   2.9977853E+06   1.2212761E+07   1.2236184E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-03   1.2090367E+07   1.2090367E+07   6.9503959E+04   3.6688030E+02   2.7670922E+06   1.2065366E+07   1.2090367E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-03   1.1926403E+07   1.1926403E+07   5.7822216E+04   3.1060373E+02   2.5543279E+06   1.1899885E+07   1.1926403E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-03   1.1742872E+07   1.1742872E+07   4.1266101E+04   2.6186285E+02   2.3380038E+06   1.1714956E+07   1.1742872E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-03   1.1538364E+07   1.1538364E+07   3.1285434E+04   2.2012095E+02   2.1196518E+06   1.1509184E+07   1.1538364E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-03   1.1311435E+07   1.1311435E+07   2.5746713E+04   1.8383935E+02   1.9070038E+06   1.1281105E+07   1.1311435E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-03   1.1060616E+07   1.1060616E+07   1.9775463E+04   1.5230431E+02   1.7043969E+06   1.1029332E+07   1.1060616E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-03   1.0784493E+07   1.0784493E+07   1.4938254E+04   1.2550749E+02   1.5107768E+06   1.0752461E+07   1.0784493E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-03   1.0481636E+07   1.0481636E+07   1.0994073E+04   1.0256388E+02   1.3291693E+06   1.0449074E+07   1.0481636E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-02   1.0150634E+07   1.0150634E+07   9.1241805E+03   8.3210633E+01   1.1584357E+06   1.0117790E+07   1.0150634E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-02   9.7901230E+06   9.7901230E+06   6.4671872E+03   6.6976355E+01   9.9749603E+05   9.7572531E+06   9.7901230E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-02   9.3988623E+06   9.3988623E+06   5.2903800E+03   5.3447941E+01   8.5212100E+05   9.3662406E+06   9.3988623E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-02   8.9758504E+06   8.9758504E+06   4.0102046E+03   4.2248894E+01   7.2083905E+05   8.9437557E+06   8.9758504E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-02   8.5205612E+06   8.5205612E+06   2.9166487E+03   3.3076212E+01   6.0259530E+05   8.4892738E+06   8.5205612E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-02   8.0333042E+06   8.0333042E+06   2.1578986E+03   2.5624307E+01   4.9906356E+05   8.0031014E+06   8.0333042E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025981E-02   7.5157639E+06   7.5157639E+06   1.5580888E+03   1.9636958E+01   4.0762785E+05   7.4869118E+06   7.5157639E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591515E-02   6.9717336E+06   6.9717336E+06   1.1491084E+03   1.4872599E+01   3.2915144E+05   6.9444750E+06   6.9717336E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6469777E-02   6.4080366E+06   6.4080366E+06   8.8745222E+02   1.1129807E+01   2.6204914E+05   6.3825769E+06   6.4080366E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9696307E-02   5.8357084E+06   5.8357084E+06   6.3721948E+02   8.2293315E+00   2.0652358E+05   5.8121969E+06   5.8357084E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3297505E-02   5.2718803E+06   5.2718803E+06   4.5029287E+02   6.0274108E+00   1.6079391E+05   5.2503833E+06   5.2718803E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7251094E-02   4.7424957E+06   4.7424957E+06   3.2772394E+02   4.4030390E+00   1.2519589E+05   4.7229593E+06   4.7424957E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1413906E-02   4.2808802E+06   4.2808802E+06   2.3667427E+02   3.2582233E+00   9.8385887E+04   4.2630979E+06   4.2808802E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.5525600E-02   3.9113020E+06   3.9113020E+06   1.7355507E+02   2.4881613E+00   7.9392248E+04   3.8949491E+06   3.9113020E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.9387658E-02   3.6302234E+06   3.6302234E+06   1.3670785E+02   1.9768129E+00   6.6082584E+04   3.6149706E+06   3.6302234E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2967249E-02   3.4154252E+06   3.4154252E+06   1.1060018E+02   1.6257834E+00   5.6825821E+04   3.4010201E+06   3.4154252E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.6318195E-02   3.2446709E+06   3.2446709E+06   9.4526059E+01   1.3719215E+00   4.9861003E+04   3.2309445E+06   3.2446709E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9505773E-02   3.1018806E+06   3.1018806E+06   7.9984705E+01   1.1788910E+00   4.4401622E+04   3.0887255E+06   3.1018806E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.2583763E-02   2.9763073E+06   2.9763073E+06   6.9378897E+01   1.0256714E+00   3.9895000E+04   2.9636579E+06   2.9763073E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.5592900E-02   2.8608175E+06   2.8608175E+06   6.3272113E+01   8.9987443E-01   3.6183942E+04   2.8486367E+06   2.8608175E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.8563812E-02   2.7506827E+06   2.7506827E+06   5.2293726E+01   7.9384184E-01   3.2885747E+04   2.7389519E+06   2.7506827E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.1519949E-02   2.6428550E+06   2.6428550E+06   4.9541362E+01   7.0261444E-01   3.0007817E+04   2.6315679E+06   2.6428550E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4479741E-02   2.5355425E+06   2.5355425E+06   4.0604380E+01   6.2301576E-01   2.7379994E+04   2.5246997E+06   2.5355425E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
