#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   2.4634739E+06   2.4634739E+06   3.2844440E+06   1.2522842E+04   2.0290245E+04   2.4637996E+06   2.4634739E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   2.4634733E+06   2.4634733E+06   3.2843946E+06   1.2522725E+04   2.0289918E+04   2.4637990E+06   2.4634733E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   2.4634726E+06   2.4634726E+06   3.2843324E+06   1.2522578E+04   2.0289505E+04   2.4637982E+06   2.4634726E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   2.4634717E+06   2.4634717E+06   3.2842542E+06   1.2522393E+04   2.0288987E+04   2.4637972E+06   2.4634717E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   2.4634706E+06   2.4634706E+06   3.2841556E+06   1.2522160E+04   2.0288334E+04   2.4637960E+06   2.4634706E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   2.4634692E+06   2.4634692E+06   3.2840316E+06   1.2521867E+04   2.0287512E+04   2.4637944E+06   2.4634692E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   2.4634674E+06   2.4634674E+06   3.2838755E+06   1.2521498E+04   2.0286477E+04   2.4637924E+06   2.4634674E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   2.4634652E+06   2.4634652E+06   3.2836789E+06   1.2521034E+04   2.0285174E+04   2.4637899E+06   2.4634652E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   2.4634623E+06   2.4634623E+06   3.2834314E+06   1.2520449E+04   2.0283535E+04   2.4637868E+06   2.4634623E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   2.4634588E+06   2.4634588E+06   3.2831199E+06   1.2519713E+04   2.0281471E+04   2.4637828E+06   2.4634588E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   2.4634543E+06   2.4634543E+06   3.2827278E+06   1.2518787E+04   2.0278873E+04   2.4637778E+06   2.4634543E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   2.4634487E+06   2.4634487E+06   3.2822342E+06   1.2517621E+04   2.0275603E+04   2.4637716E+06   2.4634487E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   2.4634416E+06   2.4634416E+06   3.2816129E+06   1.2516153E+04   2.0271488E+04   2.4637637E+06   2.4634416E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   2.4634327E+06   2.4634327E+06   3.2808309E+06   1.2514305E+04   2.0266309E+04   2.4637538E+06   2.4634327E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-05   2.4634214E+06   2.4634214E+06   3.2798467E+06   1.2511979E+04   2.0259792E+04   2.4637413E+06   2.4634214E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-05   2.4634073E+06   2.4634073E+06   3.2786080E+06   1.2509051E+04   2.0251593E+04   2.4637255E+06   2.4634073E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-05   2.4633895E+06   2.4633895E+06   3.2770492E+06   1.2505367E+04   2.0241278E+04   2.4637057E+06   2.4633895E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-05   2.4633671E+06   2.4633671E+06   3.2750878E+06   1.2500730E+04   2.0228304E+04   2.4636808E+06   2.4633671E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-05   2.4633389E+06   2.4633389E+06   3.2726201E+06   1.2494895E+04   2.0211991E+04   2.4636494E+06   2.4633389E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-05   2.4633033E+06   2.4633033E+06   3.2695158E+06   1.2487554E+04   2.0191484E+04   2.4636099E+06   2.4633033E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-04   2.4632587E+06   2.4632587E+06   3.2656117E+06   1.2478319E+04   2.0165715E+04   2.4635602E+06   2.4632587E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-04   2.4632024E+06   2.4632024E+06   3.2607028E+06   1.2466703E+04   2.0133350E+04   2.4634977E+06   2.4632024E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-04   2.4631317E+06   2.4631317E+06   3.2545327E+06   1.2452095E+04   2.0092725E+04   2.4634190E+06   2.4631317E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-04   2.4630426E+06   2.4630426E+06   3.2467803E+06   1.2433732E+04   2.0041771E+04   2.4633200E+06   2.4630426E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-04   2.4629306E+06   2.4629306E+06   3.2370451E+06   1.2410656E+04   1.9977924E+04   2.4631954E+06   2.4629306E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-04   2.4627896E+06   2.4627896E+06   3.2248276E+06   1.2381672E+04   1.9898019E+04   2.4630387E+06   2.4627896E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-04   2.4626124E+06   2.4626124E+06   3.2095077E+06   1.2345286E+04   1.9798172E+04   2.4628417E+06   2.4626124E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-04   2.4623896E+06   2.4623896E+06   3.1903172E+06   1.2299645E+04   1.9673649E+04   2.4625940E+06   2.4623896E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-04   2.4621095E+06   2.4621095E+06   3.1663094E+06   1.2242446E+04   1.9518736E+04   2.4622828E+06   2.4621095E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-04   2.4617576E+06   2.4617576E+06   3.1363243E+06   1.2170849E+04   1.9326617E+04   2.4618919E+06   2.4617576E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-04   2.4613158E+06   2.4613158E+06   3.0989508E+06   1.2081360E+04   1.9089303E+04   2.4614012E+06   2.4613158E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-04   2.4607614E+06   2.4607614E+06   3.0524900E+06   1.1969718E+04   1.8797642E+04   2.4607857E+06   2.4607614E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-04   2.4600662E+06   2.4600662E+06   2.9949221E+06   1.1830769E+04   1.8441497E+04   2.4600144E+06   2.4600662E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-04   2.4591956E+06   2.4591956E+06   2.9238885E+06   1.1658344E+04   1.8010198E+04   2.4590490E+06   2.4591956E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-04   2.4581064E+06   2.4581064E+06   2.8367005E+06   1.1445181E+04   1.7493430E+04   2.4578423E+06   2.4581064E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-04   2.4567462E+06   2.4567462E+06   2.7303976E+06   1.1182899E+04   1.6882769E+04   2.4563369E+06   2.4567462E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-04   2.4550508E+06   2.4550508E+06   2.6018852E+06   1.0862100E+04   1.6174122E+04   2.4544629E+06   2.4550508E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-04   2.4529428E+06   2.4529428E+06   2.4481944E+06   1.0472679E+04   1.5371319E+04   2.4521366E+06   2.4529428E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
