#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   1.9192336E+07   1.9192336E+07   2.5576999E+07   1.2714912E+04   2.8101947E+07   1.9192343E+07   1.9192336E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   1.9192329E+07   1.9192329E+07   2.5573681E+07   1.2713851E+04   2.8100816E+07   1.9192336E+07   1.9192329E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   1.9192320E+07   1.9192320E+07   2.5569505E+07   1.2712515E+04   2.8099393E+07   1.9192328E+07   1.9192320E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   1.9192310E+07   1.9192310E+07   2.5564248E+07   1.2710832E+04   2.8097602E+07   1.9192316E+07   1.9192310E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   1.9192296E+07   1.9192296E+07   2.5557631E+07   1.2708715E+04   2.8095347E+07   1.9192302E+07   1.9192296E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   1.9192279E+07   1.9192279E+07   2.5549304E+07   1.2706051E+04   2.8092510E+07   1.9192285E+07   1.9192279E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   1.9192258E+07   1.9192258E+07   2.5538824E+07   1.2702697E+04   2.8088940E+07   1.9192262E+07   1.9192258E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   1.9192231E+07   1.9192231E+07   2.5525636E+07   1.2698476E+04   2.8084449E+07   1.9192234E+07   1.9192231E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   1.9192197E+07   1.9192197E+07   2.5509043E+07   1.2693164E+04   2.8078798E+07   1.9192199E+07   1.9192197E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   1.9192154E+07   1.9192154E+07   2.5488167E+07   1.2686481E+04   2.8071692E+07   1.9192154E+07   1.9192154E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   1.9192100E+07   1.9192100E+07   2.5461908E+07   1.2678072E+04   2.8062758E+07   1.9192098E+07   1.9192100E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   1.9192032E+07   1.9192032E+07   2.5428886E+07   1.2667495E+04   2.8051527E+07   1.9192028E+07   1.9192032E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   1.9191947E+07   1.9191947E+07   2.5387370E+07   1.2654194E+04   2.8037416E+07   1.9191939E+07   1.9191947E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   1.9191839E+07   1.9191839E+07   2.5335194E+07   1.2637470E+04   2.8019696E+07   1.9191827E+07   1.9191839E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-05   1.9191704E+07   1.9191704E+07   2.5269649E+07   1.2616452E+04   2.7997457E+07   1.9191687E+07   1.9191704E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-05   1.9191534E+07   1.9191534E+07   2.5187355E+07   1.2590046E+04   2.7969570E+07   1.9191510E+07   1.9191534E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
