#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   1.7691810E+07   1.7691810E+07   2.3578444E+07   1.2142605E+04   1.9068320E+07   1.7691825E+07   1.7691810E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   1.7691804E+07   1.7691804E+07   2.3575683E+07   1.2141689E+04   1.9067695E+07   1.7691819E+07   1.7691804E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   1.7691796E+07   1.7691796E+07   2.3572207E+07   1.2140536E+04   1.9066909E+07   1.7691811E+07   1.7691796E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   1.7691786E+07   1.7691786E+07   2.3567832E+07   1.2139085E+04   1.9065919E+07   1.7691801E+07   1.7691786E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   1.7691774E+07   1.7691774E+07   2.3562326E+07   1.2137257E+04   1.9064673E+07   1.7691788E+07   1.7691774E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   1.7691758E+07   1.7691758E+07   2.3555395E+07   1.2134958E+04   1.9063106E+07   1.7691772E+07   1.7691758E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   1.7691739E+07   1.7691739E+07   2.3546672E+07   1.2132063E+04   1.9061134E+07   1.7691752E+07   1.7691739E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   1.7691715E+07   1.7691715E+07   2.3535695E+07   1.2128420E+04   1.9058652E+07   1.7691726E+07   1.7691715E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   1.7691684E+07   1.7691684E+07   2.3521883E+07   1.2123836E+04   1.9055530E+07   1.7691694E+07   1.7691684E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   1.7691645E+07   1.7691645E+07   2.3504505E+07   1.2118067E+04   1.9051603E+07   1.7691654E+07   1.7691645E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   1.7691597E+07   1.7691597E+07   2.3482645E+07   1.2110809E+04   1.9046665E+07   1.7691603E+07   1.7691597E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   1.7691535E+07   1.7691535E+07   2.3455151E+07   1.2101679E+04   1.9040458E+07   1.7691539E+07   1.7691535E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   1.7691458E+07   1.7691458E+07   2.3420581E+07   1.2090196E+04   1.9032658E+07   1.7691459E+07   1.7691458E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   1.7691361E+07   1.7691361E+07   2.3377127E+07   1.2075756E+04   1.9022861E+07   1.7691358E+07   1.7691361E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-05   1.7691239E+07   1.7691239E+07   2.3322530E+07   1.2057605E+04   1.9010564E+07   1.7691230E+07   1.7691239E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-05   1.7691085E+07   1.7691085E+07   2.3253964E+07   1.2034798E+04   1.8995139E+07   1.7691070E+07   1.7691085E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-05   1.7690891E+07   1.7690891E+07   2.3167913E+07   1.2006154E+04   1.8975810E+07   1.7690868E+07   1.7690891E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-05   1.7690648E+07   1.7690648E+07   2.3060003E+07   1.1970201E+04   1.8951617E+07   1.7690615E+07   1.7690648E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-05   1.7690342E+07   1.7690342E+07   2.2924820E+07   1.1925111E+04   1.8921384E+07   1.7690296E+07   1.7690342E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-05   1.7689957E+07   1.7689957E+07   2.2755687E+07   1.1868616E+04   1.8883673E+07   1.7689894E+07   1.7689957E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-04   1.7689473E+07   1.7689473E+07   2.2544417E+07   1.1797919E+04   1.8836750E+07   1.7689390E+07   1.7689473E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-04   1.7688864E+07   1.7688864E+07   2.2281050E+07   1.1709587E+04   1.8778543E+07   1.7688756E+07   1.7688864E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
