#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   3.7298717E+06   3.7298717E+06   4.9727272E+06   1.1898091E+04   8.7390908E+04   3.7300953E+06   3.7298717E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   3.7298708E+06   3.7298708E+06   4.9726133E+06   1.1897924E+04   8.7389618E+04   3.7300943E+06   3.7298708E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   3.7298696E+06   3.7298696E+06   4.9724699E+06   1.1897713E+04   8.7387995E+04   3.7300930E+06   3.7298696E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   3.7298681E+06   3.7298681E+06   4.9722894E+06   1.1897447E+04   8.7385951E+04   3.7300914E+06   3.7298681E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   3.7298663E+06   3.7298663E+06   4.9720622E+06   1.1897113E+04   8.7383378E+04   3.7300893E+06   3.7298663E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   3.7298639E+06   3.7298639E+06   4.9717761E+06   1.1896693E+04   8.7380140E+04   3.7300867E+06   3.7298639E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   3.7298609E+06   3.7298609E+06   4.9714160E+06   1.1896163E+04   8.7376063E+04   3.7300834E+06   3.7298609E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   3.7298572E+06   3.7298572E+06   4.9709626E+06   1.1895497E+04   8.7370931E+04   3.7300793E+06   3.7298572E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   3.7298525E+06   3.7298525E+06   4.9703919E+06   1.1894658E+04   8.7364472E+04   3.7300741E+06   3.7298525E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   3.7298465E+06   3.7298465E+06   4.9696736E+06   1.1893602E+04   8.7356342E+04   3.7300676E+06   3.7298465E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   3.7298391E+06   3.7298391E+06   4.9687694E+06   1.1892272E+04   8.7346110E+04   3.7300594E+06   3.7298391E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   3.7298296E+06   3.7298296E+06   4.9676313E+06   1.1890599E+04   8.7333233E+04   3.7300491E+06   3.7298296E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   3.7298178E+06   3.7298178E+06   4.9661989E+06   1.1888493E+04   8.7317028E+04   3.7300361E+06   3.7298178E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   3.7298029E+06   3.7298029E+06   4.9643961E+06   1.1885842E+04   8.7296639E+04   3.7300197E+06   3.7298029E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-05   3.7297841E+06   3.7297841E+06   4.9621274E+06   1.1882505E+04   8.7270988E+04   3.7299991E+06   3.7297841E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-05   3.7297605E+06   3.7297605E+06   4.9592727E+06   1.1878306E+04   8.7238723E+04   3.7299732E+06   3.7297605E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-05   3.7297308E+06   3.7297308E+06   4.9556811E+06   1.1873022E+04   8.7198148E+04   3.7299405E+06   3.7297308E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-05   3.7296934E+06   3.7296934E+06   4.9511629E+06   1.1866374E+04   8.7147136E+04   3.7298995E+06   3.7296934E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-05   3.7296463E+06   3.7296463E+06   4.9454804E+06   1.1858010E+04   8.7083026E+04   3.7298477E+06   3.7296463E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-05   3.7295870E+06   3.7295870E+06   4.9383352E+06   1.1847490E+04   8.7002491E+04   3.7297827E+06   3.7295870E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-04   3.7295125E+06   3.7295125E+06   4.9293538E+06   1.1834261E+04   8.6901378E+04   3.7297007E+06   3.7295125E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-04   3.7294186E+06   3.7294186E+06   4.9180687E+06   1.1817630E+04   8.6774520E+04   3.7295977E+06   3.7294186E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-04   3.7293005E+06   3.7293005E+06   4.9038962E+06   1.1796730E+04   8.6615502E+04   3.7294680E+06   3.7293005E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-04   3.7291520E+06   3.7291520E+06   4.8861086E+06   1.1770477E+04   8.6416398E+04   3.7293049E+06   3.7291520E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-04   3.7289651E+06   3.7289651E+06   4.8638018E+06   1.1737520E+04   8.6167453E+04   3.7290998E+06   3.7289651E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-04   3.7287301E+06   3.7287301E+06   4.8358555E+06   1.1696175E+04   8.5856750E+04   3.7288418E+06   3.7287301E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-04   3.7284348E+06   3.7284348E+06   4.8008881E+06   1.1644358E+04   8.5469843E+04   3.7285176E+06   3.7284348E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-04   3.7280636E+06   3.7280636E+06   4.7572055E+06   1.1579490E+04   8.4989422E+04   3.7281102E+06   3.7280636E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-04   3.7275974E+06   3.7275974E+06   4.7027451E+06   1.1498401E+04   8.4395046E+04   3.7275987E+06   3.7275974E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-04   3.7270121E+06   3.7270121E+06   4.6350199E+06   1.1397223E+04   8.3663064E+04   3.7269566E+06   3.7270121E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-04   3.7262779E+06   3.7262779E+06   4.5510685E+06   1.1271269E+04   8.2766886E+04   3.7261515E+06   3.7262779E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-04   3.7253578E+06   3.7253578E+06   4.4474243E+06   1.1114931E+04   8.1677854E+04   3.7251428E+06   3.7253578E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-04   3.7242059E+06   3.7242059E+06   4.3201223E+06   1.0921590E+04   8.0367072E+04   3.7238807E+06   3.7242059E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-04   3.7227659E+06   3.7227659E+06   4.1647756E+06   1.0683597E+04   7.8808699E+04   3.7223039E+06   3.7227659E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-04   3.7209690E+06   3.7209690E+06   3.9767638E+06   1.0392350E+04   7.6985280E+04   3.7203377E+06   3.7209690E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-04   3.7187314E+06   3.7187314E+06   3.7515952E+06   1.0038558E+04   7.4895707E+04   3.7178918E+06   3.7187314E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-04   3.7159524E+06   3.7159524E+06   3.4855165E+06   9.6127889E+03   7.2566104E+04   3.7148578E+06   3.7159524E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-04   3.7125122E+06   3.7125122E+06   3.1764475E+06   9.1064191E+03   7.0063039E+04   3.7111079E+06   3.7125122E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-04   3.7082700E+06   3.7082700E+06   2.8252919E+06   8.5131326E+03   6.7506528E+04   3.7064928E+06   3.7082700E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-04   3.7030634E+06   3.7030634E+06   2.4375890E+06   7.8310603E+03   6.5076721E+04   3.7008424E+06   3.7030634E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-03   3.6967077E+06   3.6967077E+06   2.0252768E+06   7.0655313E+03   6.3002922E+04   3.6939663E+06   3.6967077E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-03   3.6889985E+06   3.6889985E+06   1.6080009E+06   6.2321138E+03   6.1517882E+04   3.6856576E+06   3.6889985E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
