#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   1.1938141E+06   1.1938141E+06   1.5917104E+06   1.3278494E+04   1.5218745E+03   1.1943688E+06   1.1938141E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   1.1938139E+06   1.1938139E+06   1.5916993E+06   1.3278433E+04   1.5218461E+03   1.1943685E+06   1.1938139E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   1.1938136E+06   1.1938136E+06   1.5916854E+06   1.3278357E+04   1.5218102E+03   1.1943682E+06   1.1938136E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   1.1938132E+06   1.1938132E+06   1.5916678E+06   1.3278261E+04   1.5217651E+03   1.1943678E+06   1.1938132E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   1.1938128E+06   1.1938128E+06   1.5916457E+06   1.3278140E+04   1.5217083E+03   1.1943673E+06   1.1938128E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   1.1938122E+06   1.1938122E+06   1.5916178E+06   1.3277988E+04   1.5216369E+03   1.1943667E+06   1.1938122E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   1.1938115E+06   1.1938115E+06   1.5915827E+06   1.3277796E+04   1.5215469E+03   1.1943659E+06   1.1938115E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   1.1938106E+06   1.1938106E+06   1.5915386E+06   1.3277554E+04   1.5214336E+03   1.1943648E+06   1.1938106E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   1.1938095E+06   1.1938095E+06   1.5914830E+06   1.3277250E+04   1.5212909E+03   1.1943636E+06   1.1938095E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   1.1938081E+06   1.1938081E+06   1.5914130E+06   1.3276868E+04   1.5211114E+03   1.1943620E+06   1.1938081E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   1.1938063E+06   1.1938063E+06   1.5913249E+06   1.3276386E+04   1.5208854E+03   1.1943600E+06   1.1938063E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   1.1938041E+06   1.1938041E+06   1.5912140E+06   1.3275780E+04   1.5206009E+03   1.1943574E+06   1.1938041E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   1.1938013E+06   1.1938013E+06   1.5910744E+06   1.3275016E+04   1.5202428E+03   1.1943542E+06   1.1938013E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   1.1937977E+06   1.1937977E+06   1.5908987E+06   1.3274055E+04   1.5197921E+03   1.1943502E+06   1.1937977E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
